@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
?,15.66,0.8991,5.791,3.69,5.366,?,?
18.3,?,0.9108,?,?,2.837,?,?
18.94,?,0.8942,6.144,?,2.908,5.949,?
?,?,?,?,3.268,4.462,?,?
?,15.33,?,5.845,?,?,?,2
?,?,?,5.776,?,?,5.847,?
15.38,14.66,0.899,?,?,?,?,2
?,?,0.8785,6.145,?,3.526,5.971,?
?,15.15,0.8527,5.92,?,2.64,5.879,2
?,?,0.858,?,3.286,2.725,?,?
16.23,15.18,?,5.872,?,?,5.922,?
?,?,?,?,2.994,?,5.395,?
?,13.94,?,5.541,3.073,7.035,5.44,3
?,13.95,0.862,?,3.074,?,5.307,3
?,?,0.8652,?,2.967,5.469,?,3
11.82,13.4,?,5.314,?,4.471,5.178,?
11.21,13.13,?,5.279,2.687,?,?,3
?,13.13,?,5.176,2.719,2.221,?,?
?,?,0.8658,?,2.967,?,?,3
?,?,?,?,2.911,?,?,?
?,12.93,?,?,?,5.462,?,?
?,?,?,?,?,5.195,5.307,?
?,?,?,5.405,2.776,?,5.27,3
?,13.6,?,?,2.833,?,?,?
?,?,?,5.22,?,3.332,?,?
11.36,?,?,5.175,?,?,?,?
11.19,?,0.8253,?,?,?,?,?
?,12.87,0.8596,?,2.849,3.347,?,3
?,13.73,0.8081,?,?,?,?,3
11.75,13.52,?,?,2.678,4.378,5.31,3
?,13.22,?,?,?,?,?,?
?,13.67,?,5.451,2.879,?,5.491,?
?,?,?,?,2.81,?,?,?
12.05,13.41,?,5.267,2.847,?,5.046,3
12.55,?,?,?,?,?,5.176,?
?,12.79,?,5.011,?,?,5.049,?
12.1,13.15,?,5.105,2.941,2.201,5.056,?
?,?,0.8462,5.319,?,4.924,?,?
?,13.45,?,?,?,?,?,3
?,?,0.8291,5.176,?,?,?,3
11.24,13.0,0.8359,5.09,?,?,5.088,?
?,13.0,0.8189,5.325,2.701,?,?,3
?,?,?,5.167,?,6.715,?,?
?,?,?,?,?,4.309,?,?
11.4,13.08,0.8375,?,?,?,5.089,?
?,?,?,?,?,5.182,5.185,?
10.8,12.57,?,4.981,2.821,4.773,?,3
?,?,0.8355,?,?,?,5.092,3
10.74,?,0.8329,?,?,?,4.963,3
11.48,13.05,?,?,?,?,?,?
?,13.47,0.8453,?,2.893,?,5.178,?
?,12.95,0.856,?,2.775,?,?,?
12.46,13.41,?,?,?,?,?,?
12.19,?,?,5.24,?,4.857,?,3
11.65,?,?,5.108,?,5.209,?,?
?,?,?,5.495,?,6.185,5.316,?
11.56,13.31,?,?,?,?,?,3
?,?,?,?,?,4.898,5.352,?
?,?,0.8372,?,?,?,?,3
?,12.82,?,5.089,?,?,4.957,3
?,12.41,?,?,?,?,?,3
10.93,?,?,5.046,2.717,5.398,?,?
?,12.86,0.8563,5.091,2.804,?,?,?
?,?,?,5.132,2.953,3.597,?,3
?,?,0.8256,?,?,?,?,3
?,13.27,?,?,2.975,4.132,5.012,?
12.8,13.47,0.886,?,3.126,4.873,4.914,?
12.79,13.53,0.8786,?,3.054,?,?,3
?,?,?,?,?,?,?,3
?,?,?,5.41,2.911,?,5.231,3
?,?,?,?,3.155,?,4.83,3
?,?,0.8609,?,?,?,?,3
12.67,?,?,?,3.135,2.3,?,3
?,?,?,5.009,?,?,?,?
12.7,?,?,?,3.091,8.456,?,3
12.37,13.47,?,5.204,2.96,3.919,?,?
12.19,13.2,?,5.137,2.981,?,?,?
?,?,0.8511,?,?,?,5.003,?
?,13.66,?,5.236,3.232,?,5.056,3
?,?,0.8521,?,?,?,5.044,3
12.3,?,?,?,?,5.637,?,?
