@relation dataset

@attribute stg real
@attribute scg real
@attribute str real
@attribute lpr real
@attribute peg real
@attribute class {High, Low, Middle, very_low}


@data
0.13,0.39,0.85,0.38,?,High
?,0.34,0.71,0.71,0.9,High
0.09,0.51,0.02,0.18,0.67,?
0.06,0.5,?,0.28,0.25,Low
?,0.7,0.19,?,0.45,?
0.09,?,?,0.78,?,Low
0.24,?,?,0.18,0.86,?
?,?,0.37,?,0.55,Middle
0.1,?,?,?,0.26,Low
0.2,?,0.36,?,?,Middle
0.09,?,?,0.19,0.59,?
?,?,0.58,?,0.82,High
0.08,?,0.6,0.64,0.1,Low
0.09,0.61,?,0.75,0.01,Low
0.06,0.77,0.72,?,0.56,Middle
0.15,0.79,?,?,0.51,Middle
0.2,0.68,0.73,0.48,0.28,?
0.24,0.58,0.76,0.8,0.28,?
0.25,?,0.03,?,0.15,very_low
?,0.2,?,0.26,?,very_low
?,0.06,?,0.55,?,Middle
?,?,0.12,0.28,?,?
0.3,0.08,?,0.02,0.67,Middle
?,0.12,0.37,?,0.58,Middle
0.31,0.1,0.41,0.42,0.75,?
0.29,0.15,0.33,0.66,0.08,?
?,0.2,0.52,0.3,0.53,Middle
0.28,0.16,0.69,0.33,?,?
?,0.18,0.5,0.4,0.1,very_low
0.265,0.06,?,0.75,0.1,Low
?,?,0.72,0.1,0.3,?
0.245,?,?,0.26,0.2,very_low
?,0.2,0.86,0.44,?,?
?,0.12,?,0.76,?,Low
?,?,0.26,?,0.67,Middle
0.315,?,0.29,0.29,?,Middle
0.25,?,0.15,?,?,Low
?,0.1,0.1,0.7,0.25,Low
0.248,0.3,0.31,0.2,0.03,very_low
0.325,?,0.38,0.31,?,High
?,?,?,0.41,?,Low
0.29,0.29,?,?,?,?
0.29,0.3,0.52,?,0.67,Middle
0.258,0.28,0.64,0.29,?,Middle
?,0.255,0.55,?,0.34,Middle
0.251,0.265,?,0.6,?,very_low
0.288,0.31,?,0.23,?,Low
0.323,0.32,0.89,?,0.8,High
0.255,?,0.86,0.62,?,Low
?,?,0.73,0.77,0.19,?
?,0.25,?,0.33,0.77,High
0.29,0.25,0.29,?,0.57,?
0.243,0.27,0.08,?,?,Low
0.27,0.28,?,?,?,?
0.299,?,0.31,?,0.87,High
0.3,?,0.31,0.31,?,Middle
?,0.26,0.38,0.49,0.27,Low
0.295,0.29,0.31,0.76,0.1,Low
?,0.3,0.56,?,0.67,Middle
0.26,0.28,0.6,0.29,0.59,Middle
?,?,?,?,0.54,Middle
?,0.27,0.52,?,0.3,Middle
?,0.295,?,?,0.84,High
0.276,0.255,0.81,0.27,0.33,Low
0.258,0.31,0.88,0.4,?,Low
0.32,0.28,0.72,?,0.58,?
0.329,0.55,?,0.4,0.79,?
0.295,0.59,?,?,0.55,?
0.285,0.64,0.18,0.61,0.45,?
?,0.6,0.28,0.66,0.07,?
0.315,0.69,0.28,0.8,0.7,?
?,?,0.44,0.17,0.66,Middle
0.325,0.61,0.46,0.32,0.81,High
0.28,0.65,?,0.65,0.13,Low
0.255,0.75,0.35,?,0.25,Low
0.305,?,0.5,0.11,0.333,Low
0.3,0.85,0.54,0.25,?,Middle
?,?,0.52,0.49,?,High
?,?,?,0.92,?,High
0.299,0.7,0.95,0.22,0.66,High
0.265,0.76,0.8,0.28,0.28,Low
0.255,0.72,0.72,?,0.14,Low
0.295,?,?,0.88,0.28,Middle
0.39,0.05,?,0.06,?,Low
0.4,?,0.26,0.26,0.67,?
?,?,0.18,0.55,?,?
0.48,0.12,0.28,0.7,?,?
0.4,0.12,?,0.1,0.65,Middle
0.41,?,0.33,?,0.5,Middle
?,0.1,0.4,0.48,?,Low
0.37,0.06,0.32,?,?,Low
0.41,0.09,?,0.18,0.58,Middle
0.38,0.01,?,0.27,0.3,Low
0.33,0.04,?,?,?,?
?,?,0.66,0.78,0.4,?
?,0.08,0.8,?,?,Middle
0.39,0.15,0.81,0.22,0.29,?
0.42,?,0.87,0.56,0.48,Middle
0.46,0.2,0.76,0.95,?,High
0.365,?,?,0.24,?,?
?,0.27,?,0.33,0.1,?
0.345,?,?,0.64,0.13,Low
0.48,0.3,0.15,0.65,0.77,?
0.49,?,0.38,0.14,0.86,High
0.334,0.295,0.33,0.32,0.3,Low
?,0.29,0.37,?,0.13,very_low
0.39,?,0.39,0.77,?,Low
?,?,0.51,0.09,0.64,?
0.44,0.32,0.55,0.33,0.52,Middle
0.45,0.299,0.63,?,0.51,Middle
0.495,0.276,0.58,0.77,0.83,High
0.465,0.258,?,0.18,0.59,Middle
0.475,0.32,0.79,?,0.54,Middle
0.348,0.329,?,0.61,0.18,Low
?,0.26,0.76,0.84,?,Middle
0.445,?,0.02,0.24,0.88,High
0.43,0.45,0.27,0.27,0.89,?
?,?,0.1,0.49,?,very_low
?,0.33,0.12,0.3,0.9,High
0.34,?,?,0.2,?,?
?,0.36,0.46,?,0.78,High
0.35,?,0.32,?,0.16,Low
0.41,0.49,0.34,0.21,?,High
0.42,0.36,0.63,?,0.25,Low
?,?,0.62,0.33,?,?
?,?,0.59,0.53,0.85,?
0.4,?,?,0.75,0.16,Low
0.46,0.44,0.89,?,?,?
0.38,0.39,0.79,0.33,0.3,Low
0.39,0.42,0.83,0.65,0.19,Low
0.49,0.34,?,0.75,?,?
0.46,0.64,?,?,0.6,Middle
?,0.55,?,0.26,0.83,High
?,0.68,?,0.63,0.18,Low
?,?,?,0.99,0.55,High
?,0.78,0.38,0.24,?,High
0.37,0.55,0.41,?,0.3,Low
0.38,?,?,0.62,0.2,Low
0.49,?,0.34,0.78,0.21,?
?,0.82,?,0.01,0.93,High
?,?,0.61,?,0.57,Middle
0.365,0.57,0.59,0.55,0.25,?
?,0.9,?,0.9,0.47,High
?,0.7,0.82,0.16,0.64,?
0.42,?,?,0.3,?,High
0.37,0.6,?,0.4,0.5,Middle
0.4,?,?,0.88,0.67,High
0.6,0.14,0.22,0.11,0.66,Middle
0.55,?,?,0.25,0.29,Low
0.68,0.19,0.19,?,0.1,very_low
0.73,0.2,0.07,0.72,?,Low
0.78,?,?,?,0.63,Middle
0.55,0.1,0.34,?,0.1,very_low
0.59,0.18,0.31,0.55,0.09,very_low
0.64,0.09,0.33,0.65,0.5,?
?,0.19,?,?,0.1,?
?,?,?,0.3,?,Low
0.78,0.21,?,?,?,?
?,?,?,0.81,0.15,Low
0.7,?,?,?,?,Middle
?,0.015,0.78,0.31,?,?
?,0.17,0.71,?,?,?
0.85,0.05,?,?,0.68,High
0.78,0.27,?,0.14,?,Middle
?,?,?,?,0.51,Middle
0.9,0.26,?,0.58,?,?
?,0.258,?,0.83,0.34,Middle
0.72,0.32,0.48,?,0.6,Middle
0.6,0.251,0.39,0.29,0.3,Low
?,?,0.32,0.5,0.3,?
0.6,0.31,0.31,0.87,0.58,High
0.51,0.255,0.55,0.17,0.64,Middle
0.58,?,?,0.28,0.3,Low
?,0.258,0.56,?,0.24,?
?,?,0.59,0.78,?,Middle
0.79,0.28,?,?,0.66,?
0.68,0.27,0.78,?,0.57,Middle
0.58,0.299,0.73,0.63,0.21,Low
0.77,0.29,?,0.82,0.68,High
0.71,0.475,0.13,0.23,?,Middle
0.58,0.348,0.06,0.29,0.31,Low
?,0.335,?,?,?,?
0.99,0.49,0.07,?,0.69,?
?,0.43,?,0.12,0.65,Middle
0.61,0.33,0.36,0.28,0.28,Low
0.51,0.4,0.4,0.59,0.23,Low
0.83,0.44,0.49,?,0.66,High
0.66,0.38,?,0.15,0.62,Middle
0.58,?,0.51,0.27,0.3,Low
0.523,0.41,0.55,?,0.22,Low
0.66,0.36,0.56,0.4,0.83,High
0.62,0.37,?,0.13,0.64,Middle
?,0.44,?,0.3,0.52,Middle
0.5,?,0.73,0.62,?,?
0.71,?,?,?,?,High
0.64,0.55,0.15,?,?,Middle
?,?,?,0.27,0.25,Low
0.62,0.62,0.24,?,?,Middle
0.91,0.58,0.26,0.89,0.88,High
0.62,?,0.39,0.1,0.66,Middle
0.58,0.58,0.31,0.29,0.29,Low
?,0.68,0.49,0.65,?,High
0.72,0.6,0.45,0.79,0.45,Middle
0.68,0.63,0.65,0.09,0.66,?
0.56,0.6,0.6,?,0.5,Middle
?,?,0.55,0.64,0.19,Low
0.61,0.78,0.69,?,?,High
0.78,0.61,0.71,0.19,?,?
0.54,0.82,0.71,0.29,0.77,High
0.5,0.75,0.81,0.61,0.26,Middle
0.66,0.9,0.76,0.87,?,?
