@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data
?,?,std,four,?,?,front,103.5,?,?,?,?,?,six,?,?,?,?,8.0,182.0,5400.0,16.0,?,30760.0,0
?,gas,?,two,?,rwd,front,?,193.8,67.9,?,3380.0,?,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,41315.0,?
bmw,gas,?,?,sedan,rwd,front,?,?,70.9,?,3505.0,?,six,209.0,mpfi,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,36880.0,0
?,gas,?,two,?,fwd,front,?,141.1,?,?,1488.0,l,?,61.0,?,2.91,3.03,?,48.0,5100.0,47.0,53.0,?,2
?,?,std,?,?,?,front,94.5,155.9,?,?,1874.0,ohc,four,?,?,?,3.11,9.6,?,?,?,43.0,6295.0,1
?,?,std,four,sedan,fwd,front,?,?,63.6,?,1909.0,ohc,?,?,?,?,?,9.6,70.0,?,?,43.0,6575.0,?
dodge,?,std,two,?,?,?,?,157.3,?,50.8,1876.0,ohc,four,90.0,2bbl,?,?,9.41,68.0,?,37.0,41.0,5572.0,?
dodge,gas,?,two,?,fwd,front,93.7,?,63.8,50.8,?,ohc,four,90.0,?,2.97,?,9.4,68.0,?,?,?,?,1
dodge,gas,?,two,hatchback,fwd,front,?,157.3,63.8,?,2128.0,?,four,98.0,?,?,?,?,102.0,?,24.0,30.0,?,1
dodge,?,?,four,hatchback,fwd,front,93.7,157.3,?,?,1967.0,ohc,four,?,2bbl,2.97,3.23,?,68.0,?,31.0,38.0,6229.0,1
?,gas,std,?,sedan,fwd,front,?,157.3,63.8,50.6,?,?,?,?,2bbl,2.97,?,9.4,68.0,5500.0,?,?,?,?
?,gas,std,four,?,?,?,93.7,?,63.8,?,1989.0,?,four,90.0,?,2.97,?,9.4,?,?,31.0,38.0,?,1
?,?,std,?,wagon,fwd,front,103.3,?,64.6,?,2535.0,?,?,122.0,2bbl,3.34,?,8.5,88.0,5000.0,?,?,?,-1
dodge,gas,turbo,?,hatchback,?,?,95.9,?,66.3,?,2811.0,?,four,156.0,mfi,3.6,?,?,?,5000.0,19.0,24.0,12964.0,?
?,gas,std,?,hatchback,?,front,86.6,144.6,63.9,50.8,?,?,four,92.0,?,?,3.41,9.6,58.0,?,?,54.0,?,2
honda,?,std,two,hatchback,fwd,?,86.6,144.6,63.9,?,1819.0,?,?,92.0,?,2.91,3.41,9.2,?,6000.0,?,?,6855.0,2
?,?,?,?,?,fwd,front,?,?,64.0,?,?,ohc,four,?,?,?,3.07,10.1,60.0,5500.0,38.0,42.0,?,1
honda,gas,std,two,hatchback,fwd,?,?,?,?,?,1940.0,?,four,?,1bbl,2.91,3.41,?,?,6000.0,30.0,?,?,1
?,?,?,two,?,fwd,front,?,150.0,?,52.6,?,?,four,92.0,1bbl,2.91,3.41,?,76.0,?,?,34.0,7129.0,1
honda,?,std,?,sedan,fwd,front,96.5,163.4,64.0,?,2010.0,ohc,four,92.0,1bbl,2.91,?,9.2,?,?,30.0,?,?,?
honda,?,?,four,wagon,fwd,front,?,157.1,63.9,?,2024.0,ohc,four,?,1bbl,2.92,?,?,76.0,?,30.0,34.0,?,?
?,?,std,?,hatchback,?,?,96.5,167.5,65.2,?,?,ohc,four,?,?,?,3.58,9.0,86.0,5800.0,?,33.0,7895.0,?
?,?,std,?,?,fwd,?,?,?,65.2,?,2289.0,?,?,?,?,3.15,?,?,?,?,?,33.0,9095.0,?
?,gas,?,four,?,?,?,96.5,?,65.2,?,?,?,?,?,1bbl,?,3.58,?,?,?,?,33.0,?,0
?,?,?,?,sedan,fwd,?,?,175.4,?,?,2372.0,?,four,110.0,1bbl,?,3.58,9.0,?,5800.0,27.0,?,?,?
honda,?,?,four,?,fwd,?,96.5,175.4,?,?,?,ohc,four,?,?,?,3.58,9.0,?,?,?,?,?,0
honda,gas,std,?,sedan,?,front,?,?,?,51.0,?,?,?,?,2bbl,3.15,3.58,?,100.0,5500.0,?,31.0,10345.0,?
?,gas,std,four,sedan,?,?,?,170.7,?,?,?,ohc,four,?,2bbl,3.31,?,?,?,?,?,?,6785.0,0
isuzu,?,?,?,hatchback,rwd,?,96.0,172.6,?,51.4,2734.0,?,?,?,spfi,3.43,3.23,9.2,?,?,24.0,?,?,2
?,?,std,four,?,?,?,?,?,?,52.8,4066.0,dohc,six,258.0,?,?,4.17,?,?,?,?,?,?,?
?,gas,?,?,?,rwd,?,113.0,?,?,?,4066.0,?,six,258.0,?,3.63,?,?,?,4750.0,15.0,?,35550.0,0
?,?,?,?,?,?,?,102.0,191.7,70.6,47.8,?,?,?,?,?,3.54,2.76,?,?,5000.0,?,17.0,36000.0,?
?,?,?,two,?,?,?,?,159.1,64.2,54.1,?,?,four,91.0,2bbl,?,?,9.0,68.0,5000.0,30.0,?,?,?
?,?,?,two,?,?,?,?,?,?,?,?,ohc,?,91.0,?,?,3.15,?,?,?,31.0,38.0,?,?
?,gas,std,two,?,fwd,?,93.1,?,64.2,54.1,1905.0,ohc,four,?,2bbl,3.03,?,?,68.0,5000.0,?,?,6795.0,?
?,gas,std,four,sedan,?,?,?,166.8,?,?,?,?,four,?,?,?,3.15,9.0,68.0,5000.0,?,?,?,1
?,?,std,four,sedan,?,front,?,?,64.2,?,?,ohc,?,?,?,3.08,?,9.0,68.0,5000.0,?,38.0,7395.0,1
?,gas,std,two,hatchback,?,front,?,?,66.5,53.7,2385.0,ohc,four,?,?,3.39,3.39,8.6,?,4800.0,?,32.0,?,?
?,?,?,?,?,?,?,98.8,?,66.5,?,?,?,four,?,?,3.39,3.39,8.6,?,4800.0,26.0,?,?,?
?,gas,?,two,?,?,front,98.8,?,?,53.7,?,?,four,122.0,?,?,?,8.6,?,?,26.0,32.0,10595.0,?
mazda,gas,?,four,?,?,?,?,?,66.5,55.5,2410.0,ohc,?,?,?,3.39,3.39,?,?,4800.0,?,?,?,?
mazda,gas,?,four,hatchback,fwd,?,98.8,?,66.5,?,?,?,?,?,2bbl,3.39,3.39,8.6,84.0,4800.0,26.0,?,?,?
?,gas,?,four,sedan,?,?,?,?,66.1,54.4,2670.0,ohc,four,140.0,?,?,?,?,?,5000.0,?,?,18280.0,?
?,?,?,?,sedan,rwd,?,?,?,?,54.4,?,ohc,four,134.0,?,?,?,?,72.0,?,?,?,18344.0,0
?,?,?,four,?,rwd,front,?,?,70.3,?,3515.0,ohc,?,?,?,3.58,3.64,?,123.0,4350.0,?,25.0,25552.0,-1
?,diesel,turbo,four,?,?,front,110.0,190.9,?,58.7,?,?,?,?,idi,3.58,3.64,?,?,4350.0,?,?,28248.0,?
mercedes-benz,?,turbo,two,hardtop,?,?,106.7,187.5,70.3,?,?,?,?,?,idi,?,3.64,21.5,?,4350.0,?,?,28176.0,0
mercedes-benz,?,?,four,sedan,rwd,?,115.6,?,71.7,?,3770.0,?,?,?,idi,?,3.64,21.5,?,4350.0,?,25.0,?,?
?,gas,?,four,sedan,?,?,?,202.6,71.7,?,?,ohcv,eight,234.0,?,?,3.1,?,?,4750.0,16.0,?,?,?
mercedes-benz,gas,std,two,convertible,rwd,front,96.6,?,70.5,50.8,3685.0,?,?,?,?,3.46,?,?,?,?,16.0,?,?,3
?,gas,std,?,?,rwd,front,120.9,208.1,71.7,56.7,?,ohcv,?,308.0,?,3.8,?,?,?,?,?,16.0,?,?
mercedes-benz,gas,std,two,hardtop,?,front,?,199.2,?,55.4,?,?,eight,?,mpfi,?,3.35,?,184.0,?,14.0,?,45400.0,1
mercury,gas,turbo,two,?,?,?,102.7,?,68.0,54.8,?,?,?,140.0,mpfi,?,3.12,?,?,5000.0,19.0,?,?,1
mitsubishi,?,?,?,?,?,front,?,?,64.4,50.8,?,ohc,four,92.0,2bbl,2.97,?,9.4,?,?,?,?,?,2
?,?,std,two,?,?,front,93.7,157.3,64.4,?,?,?,four,92.0,2bbl,2.97,?,9.4,68.0,5500.0,?,38.0,6189.0,?
?,gas,?,two,hatchback,fwd,?,93.7,157.3,?,?,?,ohc,four,92.0,?,?,?,9.4,68.0,?,?,?,6669.0,?
mitsubishi,?,?,?,hatchback,?,?,93.0,?,?,?,?,?,four,?,spdi,3.03,3.39,7.6,?,5500.0,24.0,30.0,?,1
mitsubishi,?,turbo,?,?,fwd,front,96.3,173.0,65.4,?,2370.0,ohc,four,110.0,?,3.17,3.46,?,?,5500.0,?,30.0,?,?
?,gas,?,two,hatchback,?,front,?,?,?,49.4,2328.0,?,four,122.0,2bbl,3.35,?,?,?,?,?,32.0,?,?
?,gas,turbo,two,hatchback,fwd,front,?,173.2,?,50.2,2833.0,ohc,?,?,spdi,3.58,?,7.0,145.0,5000.0,?,24.0,?,?
?,?,?,two,?,fwd,?,?,?,66.3,?,2921.0,ohc,four,?,spdi,?,3.86,7.0,145.0,5000.0,?,24.0,?,?
mitsubishi,gas,turbo,two,?,?,?,?,173.2,?,?,?,?,four,156.0,spdi,3.59,3.86,7.0,145.0,?,19.0,24.0,14489.0,?
?,gas,std,four,?,fwd,front,96.3,172.4,65.4,51.6,?,ohc,?,122.0,2bbl,3.35,?,?,?,?,25.0,32.0,?,1
mitsubishi,gas,?,four,sedan,fwd,?,?,?,?,51.6,?,?,four,?,2bbl,?,?,8.5,?,5000.0,?,32.0,8189.0,?
mitsubishi,gas,turbo,?,?,fwd,front,96.3,?,65.4,?,?,ohc,?,?,?,3.17,3.46,?,116.0,?,23.0,30.0,9279.0,1
?,gas,?,?,sedan,?,?,96.3,172.4,?,51.6,?,ohc,four,?,?,3.17,3.46,?,?,?,23.0,30.0,9279.0,?
?,gas,?,two,sedan,fwd,front,?,?,63.8,?,1889.0,ohc,?,97.0,2bbl,?,?,9.4,69.0,5200.0,?,?,?,?
?,diesel,?,?,sedan,?,front,94.5,165.3,63.8,54.5,?,ohc,?,?,?,?,?,21.9,?,?,?,?,7099.0,?
?,?,?,?,?,fwd,front,94.5,?,63.8,54.5,1918.0,ohc,four,97.0,?,?,?,?,69.0,?,31.0,37.0,?,1
nissan,gas,?,?,?,fwd,front,?,165.3,?,54.5,?,?,?,?,2bbl,?,3.29,9.4,?,5200.0,31.0,?,?,?
?,?,std,four,wagon,fwd,?,94.5,?,?,53.5,2024.0,?,four,97.0,?,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,?,?
?,gas,?,?,sedan,?,front,?,165.3,?,?,?,?,?,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,?,?,?
nissan,?,?,?,hatchback,fwd,?,?,?,63.8,53.3,?,?,?,?,?,?,?,?,69.0,5200.0,?,?,7799.0,1
?,gas,?,?,?,?,front,94.5,165.3,63.8,?,?,ohc,?,97.0,?,3.15,?,9.4,69.0,5200.0,31.0,37.0,?,1
?,?,?,four,?,?,?,94.5,170.2,?,53.5,?,?,?,97.0,?,?,3.29,9.4,69.0,5200.0,?,?,7999.0,1
?,gas,?,?,hardtop,?,?,95.1,162.4,?,?,?,ohc,?,?,2bbl,3.15,3.29,?,?,?,?,37.0,8249.0,?
?,gas,?,?,hatchback,fwd,?,97.2,173.4,?,?,2324.0,?,four,120.0,2bbl,?,?,8.5,?,5200.0,27.0,?,?,?
nissan,?,std,?,sedan,fwd,?,97.2,?,?,?,?,ohc,four,120.0,2bbl,3.33,3.47,?,97.0,?,?,?,?,?
?,?,?,?,?,?,?,?,?,66.5,55.1,3095.0,ohcv,six,181.0,?,3.43,3.27,9.0,?,5200.0,?,22.0,13499.0,0
nissan,?,?,four,wagon,?,?,100.4,?,66.5,?,?,ohcv,six,181.0,mpfi,?,?,?,152.0,5200.0,17.0,22.0,14399.0,?
nissan,gas,?,?,sedan,?,front,?,?,66.5,?,3060.0,?,?,?,?,3.43,?,?,152.0,?,?,?,?,0
?,?,?,two,hatchback,rwd,front,91.3,170.7,67.9,?,?,ohcv,?,181.0,?,?,3.27,?,160.0,?,19.0,25.0,?,?
nissan,?,?,?,hatchback,?,?,?,?,67.9,?,?,?,?,?,mpfi,?,?,7.8,200.0,?,?,?,19699.0,3
nissan,gas,?,two,?,?,?,99.2,?,67.9,49.7,3139.0,?,?,181.0,?,?,3.27,?,?,?,?,?,?,1
?,?,?,?,?,rwd,?,107.9,186.7,68.4,?,3020.0,l,four,120.0,mpfi,?,3.19,?,97.0,?,?,?,11900.0,?
peugot,?,turbo,four,sedan,?,front,?,186.7,68.4,?,?,l,?,152.0,idi,?,3.52,?,?,4150.0,28.0,?,?,?
?,?,std,four,?,?,front,?,?,68.4,?,?,l,?,120.0,mpfi,3.46,?,?,?,?,19.0,?,12440.0,?
peugot,diesel,turbo,four,?,rwd,?,114.2,?,?,58.7,3430.0,l,?,?,?,?,?,21.0,?,?,?,?,?,0
?,?,std,four,?,?,front,107.9,?,68.4,56.7,3075.0,l,four,?,?,3.46,2.19,8.4,?,?,19.0,?,?,0
peugot,diesel,turbo,?,sedan,rwd,?,?,186.7,?,?,3252.0,l,four,152.0,idi,?,?,?,95.0,?,?,?,?,?
peugot,gas,?,four,wagon,rwd,front,114.2,198.9,68.4,56.7,?,l,four,120.0,?,?,2.19,?,?,?,19.0,24.0,16695.0,0
peugot,diesel,?,four,?,rwd,front,?,198.9,68.4,58.7,3485.0,l,?,152.0,idi,?,?,?,?,4150.0,25.0,?,?,?
peugot,?,std,four,?,rwd,front,107.9,186.7,?,?,?,l,?,?,?,3.46,3.19,?,97.0,?,19.0,?,16630.0,0
peugot,?,?,?,sedan,?,front,?,186.7,68.4,56.7,?,?,four,152.0,?,3.7,3.52,?,95.0,4150.0,?,33.0,17950.0,?
?,?,turbo,?,sedan,?,?,108.0,?,?,?,?,l,four,?,?,3.61,?,?,?,5600.0,18.0,24.0,18150.0,0
?,gas,std,two,?,?,front,?,?,63.8,50.8,1918.0,ohc,four,?,2bbl,2.97,?,9.4,?,?,?,?,5572.0,?
?,gas,turbo,?,hatchback,?,?,?,157.3,63.8,50.8,?,?,four,?,?,3.03,?,?,?,?,24.0,?,?,1
?,gas,std,?,?,fwd,?,?,?,63.8,50.6,?,ohc,?,90.0,?,2.97,?,9.4,68.0,?,31.0,?,?,1
plymouth,gas,?,four,sedan,fwd,front,?,167.3,?,50.8,?,?,?,?,2bbl,?,3.23,?,68.0,5500.0,?,38.0,?,?
plymouth,gas,std,?,?,?,?,93.7,167.3,?,?,2191.0,?,?,?,?,2.97,3.23,?,68.0,5500.0,31.0,38.0,7609.0,?
?,?,?,four,?,fwd,front,103.3,?,64.6,?,?,?,?,122.0,?,?,?,8.5,?,5000.0,24.0,?,?,?
plymouth,gas,?,two,?,?,?,95.9,?,66.3,50.2,?,ohc,?,?,?,3.59,?,?,145.0,?,19.0,?,?,?
?,?,?,?,hatchback,?,?,94.5,168.9,68.3,?,2778.0,?,four,?,?,?,?,?,143.0,?,?,27.0,22018.0,3
?,?,std,?,hardtop,rwd,rear,89.5,?,?,?,?,ohcf,six,?,?,3.74,?,9.5,?,?,17.0,?,32528.0,3
?,gas,std,?,?,?,rear,?,?,?,51.6,2756.0,ohcf,six,?,mpfi,?,2.9,?,207.0,5900.0,17.0,25.0,?,?
?,?,?,?,convertible,?,rear,89.5,168.9,?,?,2800.0,ohcf,six,?,mpfi,3.74,2.9,?,?,?,?,25.0,?,?
saab,gas,?,?,?,fwd,?,99.1,?,?,?,?,?,?,121.0,mpfi,?,3.07,9.31,110.0,?,21.0,?,?,3
saab,gas,std,four,?,?,front,99.1,?,?,?,?,ohc,four,?,mpfi,?,?,?,110.0,5250.0,?,?,12170.0,?
saab,?,?,two,?,fwd,?,?,?,?,56.1,2707.0,ohc,?,?,mpfi,2.54,?,9.3,?,5250.0,?,28.0,15040.0,?
?,gas,?,four,sedan,?,front,99.1,?,66.5,?,?,?,four,121.0,mpfi,3.54,3.07,9.3,?,?,?,?,15510.0,2
?,gas,?,?,?,?,?,?,?,66.5,56.1,2808.0,dohc,?,?,?,3.54,?,?,160.0,?,19.0,?,?,?
saab,?,turbo,four,sedan,fwd,front,99.1,?,66.5,56.1,?,dohc,?,?,?,?,3.07,9.0,160.0,?,?,?,?,2
subaru,gas,std,?,?,?,?,93.7,?,63.4,53.7,2050.0,?,?,97.0,2bbl,3.62,?,9.0,?,4900.0,31.0,36.0,5118.0,2
subaru,?,?,two,hatchback,?,front,?,157.9,63.6,?,?,ohcf,?,108.0,2bbl,?,?,?,?,?,?,?,7053.0,?
subaru,gas,?,two,?,?,front,93.3,?,?,?,?,ohcf,four,?,?,3.62,2.64,?,73.0,?,26.0,31.0,7603.0,?
?,?,std,?,sedan,?,?,?,?,65.4,52.5,?,ohcf,four,108.0,2bbl,3.62,?,?,?,4800.0,?,?,7126.0,?
?,gas,?,four,?,fwd,?,97.2,?,65.4,?,?,?,four,?,2bbl,?,?,?,82.0,4400.0,?,?,7775.0,?
subaru,?,?,?,sedan,fwd,?,?,172.0,65.4,52.5,2340.0,?,?,?,?,3.62,2.64,9.0,94.0,5200.0,?,32.0,9960.0,?
subaru,?,std,four,?,?,?,97.0,172.0,65.4,?,2385.0,?,four,108.0,2bbl,?,2.64,9.0,82.0,?,?,?,?,?
?,?,turbo,four,sedan,4wd,?,97.0,172.0,?,54.3,2510.0,?,?,108.0,?,?,2.64,7.7,111.0,?,24.0,29.0,?,?
?,gas,std,four,wagon,?,front,97.0,173.5,65.4,?,2290.0,?,?,?,2bbl,?,?,9.0,?,4800.0,?,?,?,0
subaru,gas,?,?,?,fwd,?,97.0,173.5,65.4,53.0,?,?,?,?,mpfi,?,?,9.0,?,?,25.0,31.0,?,0
subaru,gas,std,four,wagon,4wd,?,?,?,?,?,?,?,?,?,?,3.62,?,9.0,82.0,?,?,?,?,?
?,?,turbo,?,wagon,4wd,?,?,173.6,65.4,54.9,2650.0,?,?,?,?,3.62,?,?,111.0,4800.0,23.0,23.0,?,0
toyota,gas,std,two,hatchback,fwd,?,95.7,158.7,?,54.5,1985.0,ohc,?,?,2bbl,3.05,?,?,62.0,4800.0,35.0,39.0,5348.0,?
toyota,gas,?,two,hatchback,fwd,?,95.7,?,?,54.5,?,?,four,?,2bbl,?,?,9.0,?,?,31.0,38.0,?,1
?,?,?,?,hatchback,fwd,?,?,?,63.6,?,2015.0,?,four,92.0,2bbl,3.05,3.03,?,62.0,?,31.0,?,?,1
toyota,gas,?,four,wagon,?,front,95.7,?,?,?,2280.0,ohc,four,?,2bbl,?,3.03,9.0,?,4800.0,?,37.0,?,?
?,gas,?,four,?,?,?,95.7,169.7,63.6,?,?,ohc,?,?,?,3.05,?,9.0,62.0,?,27.0,32.0,7898.0,?
?,?,?,?,wagon,4wd,?,?,169.7,63.6,?,?,?,four,92.0,?,?,3.03,9.0,?,?,?,?,8778.0,?
toyota,gas,?,four,?,fwd,front,?,166.3,?,?,?,?,?,?,2bbl,?,3.03,9.0,?,4800.0,?,?,6938.0,0
?,?,?,?,hatchback,?,?,95.7,166.3,?,?,2109.0,ohc,four,?,2bbl,3.19,3.03,?,70.0,4800.0,?,37.0,?,0
toyota,?,?,?,?,?,front,95.7,166.3,64.4,53.0,2275.0,ohc,four,110.0,idi,?,?,?,56.0,4500.0,?,?,7898.0,0
toyota,diesel,std,four,hatchback,fwd,front,?,?,?,?,2275.0,ohc,four,?,?,3.27,3.35,?,?,?,38.0,47.0,?,?
toyota,gas,?,four,sedan,?,?,95.7,?,64.4,53.0,2094.0,ohc,four,?,2bbl,?,3.03,9.0,70.0,?,?,47.0,7738.0,0
?,gas,std,four,?,?,front,?,166.3,64.4,?,?,ohc,?,?,2bbl,3.19,3.03,?,?,?,28.0,34.0,8358.0,0
?,gas,?,four,sedan,?,front,95.7,?,?,52.8,?,?,?,98.0,?,?,?,?,70.0,4800.0,?,?,?,?
toyota,gas,?,two,sedan,rwd,?,94.5,168.7,?,?,2169.0,ohc,four,?,?,3.19,?,9.0,70.0,?,29.0,34.0,?,?
toyota,gas,std,two,?,?,?,?,?,64.0,?,?,?,?,?,2bbl,?,?,9.0,70.0,4800.0,29.0,?,8238.0,1
?,gas,std,?,sedan,?,front,?,168.7,64.0,?,2265.0,dohc,?,?,mpfi,3.24,?,9.4,112.0,?,?,29.0,?,?
?,?,std,?,hatchback,?,front,?,168.7,64.0,?,2300.0,?,four,98.0,?,3.24,?,?,112.0,?,?,?,9538.0,?
toyota,?,?,?,?,rwd,front,98.4,?,?,52.0,2540.0,?,four,?,mpfi,3.62,3.5,9.3,?,?,24.0,30.0,?,?
toyota,gas,std,two,?,?,?,?,?,65.6,52.0,2536.0,?,?,146.0,?,3.62,3.5,9.3,116.0,?,?,?,?,2
?,gas,std,two,?,rwd,?,?,?,?,52.0,?,ohc,?,?,?,3.62,3.5,?,?,?,24.0,30.0,?,?
?,gas,?,?,?,rwd,?,98.4,176.2,?,?,?,ohc,four,146.0,mpfi,?,3.5,?,116.0,?,?,?,?,?
?,?,?,?,?,?,front,?,?,65.6,?,?,?,four,?,?,3.62,?,9.3,116.0,4800.0,24.0,?,11549.0,?
?,gas,?,two,convertible,?,?,98.4,176.2,?,53.0,?,?,four,?,?,?,?,9.3,116.0,4800.0,24.0,30.0,?,?
toyota,?,?,?,sedan,?,?,?,175.6,66.5,?,2326.0,ohc,four,?,?,?,?,8.7,92.0,?,29.0,?,8948.0,-1
?,diesel,turbo,four,?,?,?,?,?,?,54.9,2480.0,ohc,?,?,?,3.27,3.35,?,?,4500.0,?,33.0,?,?
toyota,?,std,?,?,?,front,102.4,175.6,?,53.9,?,ohc,four,122.0,mpfi,?,?,8.7,92.0,?,27.0,32.0,?,-1
toyota,?,?,four,?,?,?,?,?,?,?,2414.0,?,four,122.0,?,?,3.54,?,92.0,4200.0,27.0,?,?,?
?,gas,?,?,hatchback,?,?,?,175.6,?,53.9,?,?,?,122.0,mpfi,3.31,3.54,?,92.0,4200.0,27.0,?,11248.0,?
toyota,gas,?,?,?,rwd,front,?,?,?,?,2976.0,dohc,?,?,?,?,?,?,161.0,?,20.0,24.0,?,?
?,?,std,?,?,?,?,102.9,183.5,67.7,52.0,3016.0,?,six,?,mpfi,?,3.35,?,?,?,19.0,?,?,3
toyota,?,std,?,sedan,rwd,?,?,?,?,54.1,3131.0,dohc,six,?,?,?,3.35,9.2,156.0,?,?,24.0,15690.0,?
toyota,?,?,?,?,rwd,?,?,?,66.5,54.1,3151.0,dohc,?,161.0,?,3.27,?,9.2,156.0,?,?,24.0,?,-1
?,?,?,?,?,?,front,?,?,?,?,?,?,?,?,?,3.01,?,23.0,52.0,4800.0,?,46.0,7775.0,?
volkswagen,?,std,two,sedan,?,?,97.3,?,65.5,55.7,?,ohc,?,?,?,?,?,9.0,?,5250.0,27.0,34.0,7975.0,?
?,diesel,std,?,sedan,?,?,?,?,?,55.7,?,ohc,four,?,?,?,?,?,52.0,?,37.0,?,?,?
volkswagen,gas,std,four,?,fwd,front,?,171.7,?,55.7,?,ohc,?,109.0,mpfi,3.19,3.4,?,85.0,?,?,?,8195.0,2
volkswagen,gas,?,four,sedan,fwd,?,97.3,171.7,?,55.7,?,ohc,four,?,?,?,?,9.0,?,?,?,?,8495.0,2
volkswagen,?,turbo,?,sedan,?,front,?,?,65.5,?,?,?,?,97.0,?,3.01,?,23.0,68.0,4500.0,?,?,9495.0,?
volkswagen,?,std,?,?,?,?,?,?,?,?,?,?,four,?,mpfi,3.19,?,?,100.0,?,26.0,?,?,2
?,gas,std,?,convertible,?,?,?,159.3,64.2,?,?,ohc,four,109.0,?,?,?,?,?,?,24.0,?,11595.0,?
?,?,?,?,hatchback,?,front,94.5,?,64.0,?,?,?,?,?,mpfi,?,3.4,8.5,90.0,5500.0,?,29.0,?,3
?,?,?,four,?,fwd,front,100.4,180.2,?,55.1,2661.0,?,?,?,?,?,3.4,8.5,110.0,?,?,24.0,?,?
