@relation dataset

@attribute x real
@attribute y real
@attribute month {apr, aug, dec, feb, jan, jul, jun, mar, may, nov, oct, sep}
@attribute day {fri, mon, sat, sun, thu, tue, wed}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data
7.0,?,oct,fri,?,41.5,682.6,8.7,?,60.0,5.4,0.0,?
7.0,?,?,sat,?,?,?,6.7,?,27.0,?,0.0,?
4.0,?,mar,tue,?,?,67.6,?,14.1,43.0,2.7,?,?
4.0,4.0,?,tue,79.5,60.6,?,?,23.3,37.0,?,0.0,?
?,?,aug,?,?,96.9,624.2,8.9,18.4,42.0,?,0.0,0.0
4.0,4.0,?,tue,94.8,108.3,?,?,16.6,?,?,?,0.0
4.0,?,?,?,92.5,88.0,698.6,?,?,?,?,0.0,0.0
?,?,?,?,90.1,82.9,735.7,?,12.9,?,?,?,0.0
?,6.0,?,?,94.3,85.1,?,?,25.9,24.0,?,?,?
?,6.0,?,mon,90.9,?,?,7.0,?,?,?,0.0,?
6.0,6.0,jul,mon,?,62.3,?,?,23.0,36.0,?,?,?
?,4.0,?,mon,?,?,64.7,?,11.8,?,?,0.0,0.0
4.0,4.0,?,?,?,?,103.8,5.0,11.0,46.0,5.8,0.0,?
?,?,sep,thu,92.9,?,706.4,9.2,?,17.0,1.3,0.0,0.0
?,3.0,aug,?,90.2,?,631.2,?,?,34.0,2.2,?,?
?,?,aug,?,?,111.2,?,9.6,20.4,?,4.9,?,?
?,?,aug,?,?,111.2,654.1,?,?,?,4.9,0.0,?
?,3.0,aug,thu,91.7,?,?,?,17.6,45.0,?,0.0,?
?,3.0,sep,?,?,137.0,?,?,?,?,2.2,?,?
?,3.0,sep,tue,?,?,730.2,6.3,?,63.0,4.9,0.0,?
4.0,3.0,oct,sun,?,?,691.8,?,?,50.0,2.7,0.0,?
?,2.0,feb,mon,84.0,9.3,?,?,13.9,40.0,5.4,0.0,0.0
?,2.0,feb,?,?,13.2,?,?,?,51.0,?,?,0.0
2.0,?,?,sun,89.3,51.3,102.2,?,11.5,?,?,0.0,0.0
2.0,2.0,mar,?,?,51.3,?,?,?,?,6.3,0.0,?
?,?,?,?,93.0,?,466.6,?,18.8,?,?,0.0,?
2.0,?,aug,sun,?,?,631.2,6.3,?,?,2.7,0.0,?
?,2.0,aug,mon,?,103.2,638.8,5.8,23.1,31.0,3.1,?,?
?,?,?,thu,?,114.3,?,?,?,?,4.5,?,0.0
?,2.0,?,fri,92.4,117.9,668.0,?,?,37.0,4.5,0.0,?
2.0,2.0,sep,?,92.4,117.9,?,?,19.6,33.0,?,0.0,?
2.0,?,sep,fri,92.4,117.9,?,?,?,?,6.3,?,?
?,5.0,mar,fri,91.7,33.3,?,9.0,17.2,26.0,?,0.0,0.0
4.0,5.0,?,?,91.2,48.3,?,?,15.8,27.0,?,0.0,0.0
?,5.0,?,?,94.3,85.1,?,15.9,?,?,?,?,?
5.0,?,?,?,?,?,?,9.0,?,?,?,0.0,0.0
?,?,aug,tue,88.8,147.3,614.5,9.0,17.3,?,?,0.0,?
5.0,?,sep,fri,93.3,141.2,713.9,13.9,27.6,30.0,?,?,0.0
?,?,feb,thu,?,?,26.6,?,?,?,3.1,0.0,0.0
?,?,?,fri,?,?,43.0,5.3,15.7,43.0,3.1,0.0,0.0
?,?,?,mon,?,?,103.8,?,8.3,72.0,?,0.0,0.0
1.0,2.0,aug,fri,90.1,?,529.8,?,?,?,?,0.0,?
?,?,aug,?,91.0,121.2,561.6,7.0,?,?,6.7,?,?
?,?,?,?,?,?,601.4,10.6,19.5,39.0,6.3,0.0,0.0
?,?,?,?,90.2,?,631.2,?,?,?,2.2,0.0,0.0
1.0,?,aug,?,94.8,?,647.1,?,?,51.0,4.5,0.0,0.0
?,?,aug,wed,92.1,111.2,654.1,?,16.6,?,0.9,?,0.0
?,2.0,?,thu,?,114.3,661.3,6.3,20.2,45.0,?,0.0,0.0
1.0,2.0,sep,thu,?,?,?,9.2,?,?,0.9,0.0,?
?,?,?,thu,92.9,137.0,706.4,9.2,?,27.0,?,?,?
1.0,?,sep,?,92.9,?,706.4,?,22.4,34.0,?,0.0,0.0
?,2.0,?,?,93.5,149.3,?,?,?,?,?,?,0.0
?,5.0,mar,?,91.7,?,80.8,?,?,?,4.9,0.0,?
6.0,?,?,sat,90.2,96.9,?,?,14.7,?,?,0.0,0.0
?,6.0,?,fri,91.7,35.8,?,7.8,17.4,24.0,5.4,?,?
?,6.0,aug,?,?,?,488.0,?,20.8,?,6.3,0.0,?
8.0,6.0,aug,sun,91.4,?,?,10.6,18.2,?,?,0.0,0.0
8.0,6.0,aug,mon,91.1,103.2,?,5.8,?,?,?,?,?
?,?,?,sun,89.7,90.0,?,?,?,?,?,0.0,0.0
?,?,?,?,83.9,?,?,2.6,?,?,1.8,?,?
3.0,4.0,mar,?,69.0,?,?,0.7,17.4,24.0,?,?,?
3.0,?,?,?,91.4,142.4,?,?,?,87.0,?,?,0.0
?,4.0,?,?,?,?,?,?,?,39.0,5.4,0.0,?
?,4.0,?,sun,?,?,?,10.6,?,?,5.4,0.0,0.0
3.0,4.0,?,?,88.8,?,?,?,14.4,66.0,5.4,?,0.0
2.0,?,?,?,?,?,647.1,17.0,20.1,?,?,?,0.0
2.0,4.0,?,?,92.5,?,674.4,?,?,?,?,0.0,?
2.0,4.0,?,?,?,3.7,?,?,?,78.0,?,0.0,?
?,5.0,?,fri,?,19.5,?,2.8,?,52.0,?,?,0.0
?,5.0,?,thu,91.4,30.7,?,7.5,?,?,?,0.0,?
?,?,?,sun,90.2,99.6,?,6.3,21.4,?,?,?,0.0
?,5.0,sep,sat,?,?,?,7.1,20.3,45.0,?,0.0,?
?,?,?,?,88.6,?,?,7.1,?,56.0,?,?,?
4.0,4.0,?,?,?,?,?,2.8,?,?,?,0.0,0.0
?,?,?,fri,?,33.3,77.5,?,?,?,?,?,?
?,4.0,sep,sun,?,?,704.4,?,22.8,39.0,?,?,0.0
3.0,4.0,?,mon,?,78.5,?,9.2,18.9,?,2.7,0.0,?
?,4.0,?,?,88.1,25.7,67.6,?,15.8,?,?,0.0,?
3.0,5.0,mar,?,?,?,?,?,?,27.0,?,0.0,?
3.0,4.0,?,?,?,?,80.8,7.8,11.6,?,6.3,?,0.0
3.0,?,mar,?,?,?,80.8,7.8,?,27.0,?,?,?
3.0,4.0,?,?,90.1,?,?,6.2,?,30.0,?,0.0,?
3.0,?,aug,thu,?,?,?,?,?,36.0,3.1,?,0.0
?,4.0,?,mon,91.5,?,?,?,?,74.0,?,?,?
3.0,4.0,aug,mon,?,145.4,608.2,?,17.1,43.0,5.4,0.0,0.0
3.0,?,sep,sun,92.4,?,680.7,?,?,42.0,5.4,0.0,?
3.0,?,sep,?,?,?,?,?,17.9,45.0,3.1,0.0,0.0
?,?,?,fri,?,85.1,692.3,15.9,19.8,50.0,?,?,0.0
?,?,oct,?,?,46.5,691.8,8.8,?,24.0,5.4,0.0,0.0
?,?,mar,?,?,52.2,?,?,9.0,49.0,?,?,0.0
?,?,?,?,?,?,728.6,8.1,17.2,43.0,3.1,?,0.0
3.0,5.0,?,?,?,?,?,?,15.9,?,?,0.0,?
2.0,?,?,sun,?,46.5,691.8,8.8,15.4,35.0,?,?,?
?,?,?,?,?,?,?,?,15.4,?,?,0.0,?
?,6.0,mar,mon,?,23.9,?,4.1,14.0,39.0,?,?,0.0
?,6.0,?,sun,?,?,102.2,?,10.6,?,4.9,0.0,0.0
?,?,sep,?,?,80.9,685.2,?,17.6,42.0,3.1,0.0,?
?,5.0,mar,?,88.1,25.7,67.6,3.8,?,38.0,?,0.0,?
3.0,?,aug,?,93.5,139.4,594.2,?,17.6,52.0,?,0.0,0.0
?,?,sep,sun,?,?,680.7,?,?,58.0,?,0.0,?
3.0,?,sep,mon,90.9,126.5,?,?,15.6,?,3.1,?,?
?,9.0,jul,tue,85.8,48.3,?,3.9,?,?,2.7,?,?
?,4.0,sep,?,91.0,129.5,692.6,?,21.7,?,2.2,0.0,0.43
2.0,5.0,sep,mon,?,?,686.5,?,21.9,39.0,?,?,?
?,?,?,wed,95.5,99.9,?,13.2,23.3,?,4.5,?,0.55
?,6.0,aug,?,?,?,?,12.5,?,?,?,?,?
1.0,?,jul,sat,90.0,51.3,296.3,?,16.6,?,?,0.0,0.71
?,?,?,?,95.5,?,513.3,13.2,23.8,?,5.4,?,?
6.0,?,aug,?,95.2,?,578.8,10.4,?,?,?,?,0.9
5.0,4.0,?,?,?,39.7,?,6.2,?,40.0,?,?,?
8.0,?,?,?,84.4,?,?,?,24.2,?,?,?,0.96
2.0,?,aug,tue,94.8,?,?,?,17.4,43.0,?,0.0,1.07
?,6.0,sep,thu,?,?,685.2,17.9,23.7,25.0,?,?,?
?,?,?,fri,92.5,?,433.3,?,?,?,?,?,1.19
9.0,9.0,?,?,?,68.6,355.2,7.2,24.8,29.0,2.2,0.0,1.36
?,?,?,?,?,?,424.1,6.2,?,?,?,?,1.43
?,4.0,?,?,94.3,?,692.3,15.9,20.1,?,4.9,0.0,1.46
?,5.0,?,sat,93.4,?,?,8.1,29.6,?,?,0.0,1.46
?,?,aug,?,94.8,108.3,?,?,?,?,?,?,1.56
2.0,4.0,sep,?,?,145.4,?,8.1,?,?,2.2,0.0,?
?,?,aug,?,?,?,654.1,?,18.4,?,3.6,0.0,1.63
2.0,4.0,?,wed,92.1,111.2,?,9.6,?,?,4.0,0.0,1.64
7.0,4.0,?,fri,92.4,117.9,?,?,?,?,?,0.0,1.69
7.0,?,mar,mon,?,?,86.6,6.2,16.1,29.0,?,?,?
?,?,aug,?,?,131.7,578.8,10.4,20.3,41.0,4.0,0.0,?
6.0,?,mar,sat,90.6,?,100.4,7.8,15.2,?,8.5,0.0,1.94
?,?,sep,sat,?,121.1,674.4,?,?,56.0,1.8,?,1.95
?,?,?,sun,?,?,?,4.8,17.8,67.0,2.2,?,2.01
6.0,?,mar,thu,84.9,18.2,55.0,3.0,?,?,4.5,?,2.14
?,5.0,?,wed,92.1,?,?,?,?,47.0,0.9,0.0,2.29
?,?,aug,wed,96.0,?,570.5,?,?,33.0,?,?,2.51
6.0,5.0,?,?,?,?,?,?,14.6,?,?,?,?
8.0,?,aug,?,?,131.7,578.8,10.4,?,45.0,?,0.0,2.55
5.0,?,sep,?,?,133.3,?,9.2,21.9,35.0,?,?,2.57
8.0,6.0,?,wed,?,90.4,?,?,17.4,50.0,?,?,2.69
7.0,4.0,aug,sun,91.4,?,?,?,?,?,5.4,?,2.74
4.0,?,sep,?,?,?,686.5,?,17.7,39.0,2.2,0.0,?
?,4.0,?,sat,?,?,?,8.9,14.2,53.0,1.8,0.0,?
?,4.0,aug,sat,?,?,?,?,20.3,39.0,?,0.0,?
6.0,?,apr,thu,?,?,?,?,5.8,54.0,5.8,?,?
?,?,aug,?,?,?,?,?,19.2,?,2.7,0.0,?
?,5.0,?,?,90.1,?,735.7,6.2,18.3,?,2.2,0.0,4.88
?,?,?,?,?,147.3,?,?,14.4,66.0,?,0.0,5.23
?,3.0,sep,sun,?,124.1,680.7,?,23.9,32.0,6.7,0.0,?
8.0,6.0,?,mon,84.9,32.8,?,3.0,19.1,32.0,?,?,?
?,4.0,?,?,?,?,48.3,?,?,?,?,0.0,6.38
?,4.0,oct,?,?,?,696.1,11.1,?,45.0,4.5,?,?
8.0,6.0,?,?,?,?,586.7,15.1,20.8,?,?,0.0,?
2.0,5.0,?,tue,91.0,129.5,?,7.0,17.6,46.0,3.1,0.0,7.04
?,?,?,?,89.3,?,102.2,?,11.5,?,5.8,?,?
1.0,?,?,?,90.9,?,?,7.0,?,42.0,?,?,?
?,?,mar,?,?,?,89.4,7.9,?,?,0.9,0.0,?
?,?,?,sun,90.7,44.0,?,?,?,60.0,4.0,?,?
6.0,?,?,?,?,48.3,97.8,?,11.7,?,?,0.0,8.31
2.0,5.0,?,?,?,131.7,578.8,?,24.2,28.0,?,?,?
2.0,?,aug,tue,?,108.3,647.1,17.0,?,22.0,4.5,0.0,?
4.0,?,?,wed,92.9,?,?,9.2,24.3,25.0,4.0,0.0,9.41
2.0,2.0,?,?,94.8,?,?,17.0,?,?,4.5,?,10.01
2.0,5.0,aug,fri,93.9,135.7,586.7,15.1,?,36.0,5.4,0.0,10.02
6.0,5.0,apr,?,?,?,55.2,?,5.8,54.0,5.8,?,?
4.0,5.0,sep,?,92.9,137.0,706.4,9.2,?,?,0.9,?,?
3.0,4.0,?,?,?,?,?,7.0,?,59.0,?,0.0,11.24
?,?,?,?,63.5,70.8,665.3,0.8,?,38.0,?,?,11.32
1.0,5.0,?,?,91.0,129.5,692.6,?,21.6,33.0,2.2,?,?
6.0,5.0,mar,sun,90.1,?,83.7,?,?,54.0,?,?,12.1
7.0,4.0,feb,sun,83.9,?,32.1,?,8.8,?,2.2,0.0,13.05
8.0,6.0,?,wed,?,37.9,673.8,?,20.2,37.0,?,?,13.7
5.0,6.0,?,?,90.6,?,100.4,?,?,?,?,0.0,?
4.0,?,sep,thu,92.9,?,?,9.2,?,34.0,1.8,?,14.57
?,?,?,?,93.5,?,?,20.3,22.9,31.0,7.2,?,15.45
7.0,5.0,?,?,91.0,?,?,7.0,20.7,37.0,?,?,?
?,?,sep,fri,?,117.9,?,12.2,19.6,33.0,?,?,19.23
8.0,?,?,thu,93.7,80.9,685.2,?,?,?,?,?,?
4.0,4.0,?,sat,90.6,?,?,?,18.4,?,3.1,0.0,24.23
?,4.0,?,?,93.5,139.4,594.2,20.3,?,?,?,0.0,?
7.0,?,?,?,94.3,85.1,692.3,15.9,20.1,?,?,0.0,26.13
7.0,?,?,mon,?,?,?,?,?,?,5.8,?,27.35
?,?,?,sat,91.7,?,?,7.8,17.0,27.0,?,0.0,?
4.0,4.0,?,sat,91.7,35.8,?,?,17.0,?,4.9,0.0,?
?,4.0,?,sun,92.4,?,?,?,?,?,1.3,?,29.48
?,?,sep,?,?,91.8,709.9,7.1,12.4,?,?,?,?
?,?,?,?,?,?,?,9.2,19.4,19.0,?,?,?
6.0,?,?,mon,?,39.7,?,6.2,?,27.0,3.1,0.0,31.86
8.0,?,aug,sun,?,?,?,?,16.2,59.0,3.1,?,?
3.0,?,sep,?,93.3,?,713.9,?,18.6,?,3.6,0.0,?
?,3.0,?,mon,?,?,103.8,5.0,11.0,?,?,0.0,?
2.0,2.0,?,?,?,?,309.9,6.8,?,?,3.6,0.0,?
?,4.0,?,?,?,?,?,6.2,15.4,57.0,4.5,0.0,37.71
4.0,4.0,?,sun,?,149.3,?,8.1,?,?,4.9,?,?
7.0,5.0,oct,mon,91.7,?,?,11.1,16.1,44.0,?,0.0,?
8.0,6.0,?,?,?,81.8,?,?,?,34.0,4.5,?,?
?,6.0,sep,sun,93.5,?,728.6,?,28.3,26.0,3.1,?,64.1
?,6.0,?,?,?,81.8,480.8,11.9,?,43.0,4.0,0.0,71.3
4.0,4.0,?,?,?,?,699.6,9.2,26.4,?,?,?,?
1.0,5.0,?,sun,?,149.3,?,?,?,?,3.1,?,?
?,?,sep,tue,?,?,692.6,7.0,?,43.0,?,0.0,103.39
?,4.0,?,tue,?,?,671.9,?,24.3,36.0,?,?,105.66
?,5.0,sep,?,92.5,?,674.4,?,?,25.0,3.1,?,?
?,?,aug,?,91.4,142.4,601.4,?,19.6,?,?,0.0,?
2.0,?,sep,?,92.5,?,674.4,8.6,?,?,?,0.0,?
?,2.0,?,tue,91.0,?,692.6,?,?,?,2.2,0.0,?
6.0,5.0,sep,?,92.5,?,674.4,8.6,?,27.0,?,?,1090.84
?,5.0,apr,sun,?,?,7.9,?,?,75.0,1.8,?,?
?,?,?,wed,88.0,?,?,?,15.2,51.0,2.7,0.0,0.0
4.0,?,apr,?,?,23.3,?,2.3,16.7,?,3.1,?,0.0
?,?,aug,?,94.2,122.3,589.9,?,15.4,?,4.0,?,10.13
7.0,?,aug,sun,91.8,?,?,?,?,?,?,1.0,0.0
?,?,?,sun,?,175.1,700.7,?,?,?,7.6,?,?
?,4.0,?,?,91.8,175.1,?,13.8,26.8,?,6.3,?,?
5.0,?,?,?,91.8,?,700.7,?,?,39.0,5.4,0.0,?
?,4.0,?,wed,?,91.6,503.6,9.6,?,?,?,0.0,0.75
?,?,aug,?,?,157.3,666.7,?,?,28.0,?,0.0,?
3.0,?,aug,?,93.1,?,?,?,21.7,?,?,?,?
8.0,5.0,?,?,93.1,157.3,?,13.5,?,?,?,0.0,0.68
?,?,?,?,?,?,?,13.5,24.0,?,3.1,?,0.24
?,?,aug,wed,93.1,157.3,666.7,?,22.1,?,?,0.0,?
?,4.0,aug,?,?,109.2,565.5,8.0,?,?,2.7,?,?
6.0,?,?,thu,?,138.1,?,6.3,18.9,41.0,3.1,?,?
?,?,aug,?,87.5,77.0,?,5.0,?,?,4.0,0.0,?
?,?,?,sat,94.2,?,?,11.0,23.9,41.0,?,?,?
?,3.0,aug,sat,94.2,?,581.1,?,21.4,?,2.7,?,0.68
?,4.0,?,?,91.8,?,?,13.7,?,?,0.9,?,?
?,4.0,aug,?,?,?,?,13.7,23.7,40.0,1.8,0.0,?
2.0,?,aug,?,93.6,97.9,?,?,?,32.0,?,?,?
3.0,?,aug,?,?,112.4,?,?,11.2,84.0,?,?,?
2.0,4.0,?,?,91.6,?,?,?,?,42.0,?,0.0,4.25
6.0,3.0,?,?,91.1,141.1,629.1,?,?,39.0,3.6,?,?
?,4.0,?,fri,?,?,?,?,?,53.0,3.1,0.0,6.54
?,4.0,?,tue,?,102.2,?,?,?,54.0,?,0.0,?
6.0,5.0,aug,?,?,131.7,?,22.7,?,?,4.0,?,0.17
2.0,?,aug,?,?,?,658.2,?,?,24.0,3.1,0.0,0.0
?,?,aug,?,?,152.6,?,?,21.0,32.0,3.1,0.0,0.0
?,?,aug,?,92.1,?,?,14.3,19.1,?,?,0.0,4.4
?,2.0,?,?,?,152.6,658.2,?,?,?,?,?,?
8.0,6.0,aug,tue,92.1,?,?,14.3,?,58.0,4.5,?,?
?,5.0,?,tue,92.1,152.6,?,?,?,?,?,?,?
?,?,?,sun,?,27.2,?,?,?,57.0,?,0.0,8.98
?,?,dec,?,84.0,?,?,5.3,?,61.0,?,?,11.19
?,6.0,dec,thu,?,?,?,2.0,5.1,?,4.9,0.0,?
?,4.0,dec,mon,85.4,25.4,?,?,4.6,21.0,?,0.0,17.85
3.0,4.0,dec,mon,?,25.4,349.7,2.6,4.6,?,8.5,0.0,10.73
?,?,dec,?,?,?,?,?,?,21.0,8.5,?,22.03
?,4.0,dec,?,?,25.4,349.7,2.6,?,?,?,0.0,?
4.0,?,dec,fri,?,?,352.6,4.1,?,59.0,?,0.0,?
?,?,dec,?,?,?,?,2.6,5.1,24.0,?,0.0,24.77
?,3.0,feb,?,84.9,27.5,?,?,?,51.0,?,?,0.0
?,?,?,wed,?,?,18.7,?,?,?,?,?,1.1
5.0,4.0,?,?,?,4.9,15.8,?,7.5,46.0,?,?,?
?,?,?,sun,93.9,169.7,?,?,?,?,6.3,0.0,0.0
?,6.0,?,wed,?,183.1,?,12.5,?,90.0,?,?,?
7.0,?,jul,?,?,?,?,?,?,49.0,2.7,?,?
?,4.0,?,sat,91.6,?,474.9,?,24.2,32.0,?,0.0,0.0
?,?,jul,sat,91.6,?,474.9,9.0,24.3,30.0,?,0.0,?
?,5.0,?,sat,?,?,?,9.0,?,?,1.8,?,?
9.0,?,jul,sat,91.6,?,474.9,9.0,?,?,?,0.0,?
4.0,5.0,jul,?,?,?,?,?,?,?,?,?,2.64
?,?,jul,?,?,180.4,430.8,?,26.9,28.0,?,0.0,86.45
?,6.0,?,tue,92.3,88.8,440.9,8.5,17.1,?,3.6,0.0,?
7.0,5.0,jun,sun,93.1,?,?,?,22.2,?,?,0.0,0.0
6.0,?,?,sun,90.4,89.5,290.8,6.4,14.3,?,1.8,0.0,?
?,?,jun,sun,?,89.5,290.8,6.4,?,45.0,2.2,0.0,?
8.0,?,jun,wed,?,?,377.2,?,?,43.0,?,0.0,0.0
6.0,?,?,?,?,71.0,233.8,?,10.6,90.0,2.7,?,?
6.0,?,jun,mon,?,93.3,?,?,20.7,25.0,4.9,0.0,?
?,5.0,?,mon,?,93.3,?,?,19.1,?,5.4,?,?
?,?,?,fri,?,?,232.1,?,19.2,?,4.5,?,?
3.0,?,?,?,91.1,?,?,?,?,?,4.5,?,0.0
6.0,?,may,sat,85.1,28.0,113.8,?,11.3,?,4.9,?,0.0
1.0,4.0,sep,?,89.6,84.1,714.3,5.7,?,52.0,2.2,0.0,?
7.0,4.0,sep,sun,?,84.1,?,?,?,?,?,0.0,0.41
?,4.0,sep,sun,?,84.1,714.3,5.7,23.8,35.0,3.6,?,?
2.0,?,?,?,92.4,?,?,9.9,16.0,45.0,1.8,?,?
2.0,4.0,?,?,92.4,105.8,758.1,9.9,?,?,2.2,0.0,?
?,4.0,?,sun,92.4,105.8,?,?,?,27.0,2.7,0.0,0.0
6.0,?,sep,?,92.4,?,?,9.9,24.8,?,1.8,0.0,14.29
2.0,?,sep,sun,50.4,46.2,?,0.4,?,78.0,?,?,?
6.0,5.0,?,?,92.6,115.4,777.1,8.8,?,27.0,?,?,0.0
?,4.0,sep,wed,?,?,777.1,?,19.7,41.0,?,?,?
?,?,sep,wed,?,?,817.5,7.2,18.5,?,2.7,?,?
4.0,?,?,thu,92.4,?,?,?,?,24.0,5.8,0.0,0.0
?,?,sep,?,92.4,96.2,?,?,19.2,24.0,4.9,?,?
?,5.0,?,thu,92.8,?,?,7.5,21.6,?,?,0.0,?
5.0,4.0,?,?,92.8,119.0,?,7.5,21.6,28.0,6.3,0.0,?
6.0,3.0,sep,thu,92.8,?,783.5,?,18.9,34.0,7.2,0.0,34.36
1.0,4.0,sep,thu,?,119.0,783.5,7.5,?,?,4.0,0.0,7.21
?,?,sep,thu,?,119.0,783.5,?,16.8,?,4.0,?,?
3.0,?,?,thu,90.7,?,?,?,?,39.0,?,0.0,?
?,?,sep,?,?,?,?,?,?,56.0,?,?,4.42
1.0,?,?,sat,92.2,?,751.5,?,24.2,?,?,?,?
5.0,?,?,sat,?,102.3,751.5,8.4,24.1,?,3.1,?,?
6.0,5.0,sep,?,92.2,?,751.5,?,21.2,32.0,2.2,0.0,0.0
?,?,?,?,?,102.3,?,8.4,19.7,?,?,?,?
?,3.0,?,?,92.2,102.3,751.5,?,23.5,27.0,4.0,0.0,?
?,3.0,sep,?,?,102.3,751.5,?,24.2,27.0,?,0.0,6.58
?,4.0,sep,sat,?,124.4,795.3,?,?,28.0,?,?,?
4.0,?,?,?,91.2,124.4,795.3,8.5,17.1,41.0,?,?,?
1.0,?,?,mon,?,?,?,?,18.1,?,3.1,0.0,2.13
?,?,?,mon,?,108.4,764.0,6.2,?,?,?,?,0.0
?,?,?,mon,91.6,?,?,?,9.8,?,?,0.0,0.0
?,4.0,sep,mon,?,108.4,?,6.2,19.3,?,?,0.0,?
?,3.0,sep,mon,?,108.4,?,6.2,?,?,?,0.0,56.04
8.0,?,sep,mon,?,?,764.0,?,?,35.0,2.2,?,?
?,4.0,?,?,?,?,?,6.2,?,?,?,?,?
2.0,?,sep,?,?,?,764.0,?,19.3,?,2.2,?,?
8.0,6.0,sep,?,91.9,111.7,770.3,6.5,15.7,51.0,?,0.0,?
?,?,?,mon,91.5,?,807.1,7.5,20.6,37.0,1.8,?,0.0
8.0,?,sep,mon,91.5,?,807.1,7.5,15.9,?,?,?,?
6.0,3.0,?,mon,?,130.1,?,7.5,12.2,66.0,4.9,0.0,6.1
?,2.0,sep,?,91.5,?,807.1,7.5,16.8,43.0,?,?,?
?,?,sep,?,?,130.1,807.1,7.5,21.3,35.0,2.2,?,?
?,?,?,fri,?,99.0,745.3,9.6,?,?,3.6,?,?
3.0,?,?,?,?,?,?,9.6,17.4,57.0,?,?,0.0
?,?,?,fri,?,?,?,9.6,12.8,?,3.6,?,?
5.0,?,sep,fri,?,?,745.3,?,?,75.0,?,?,3.71
?,4.0,?,?,?,?,745.3,9.6,?,53.0,6.3,?,7.31
?,4.0,sep,?,92.1,?,745.3,?,?,43.0,?,0.0,?
?,4.0,?,fri,92.1,?,745.3,?,19.8,?,?,?,1.72
?,4.0,sep,?,?,99.0,?,?,18.7,?,2.2,0.0,5.97
4.0,?,sep,fri,92.1,?,745.3,9.6,?,35.0,4.9,?,?
?,4.0,?,fri,?,99.0,?,9.6,?,35.0,4.9,0.0,1.26
6.0,3.0,sep,fri,?,122.0,?,?,15.9,55.0,3.6,?,?
?,?,sep,?,?,122.0,?,?,?,39.0,2.7,?,?
