@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
80.0,80.0,27.45,3.35,0.42,1.58,0.39,0.85,0.86,0.25,2.05,3.88,0.84,1.13,0.04,1.96,0.0,0.04
33.0,29.0,23.15,2.45,0.59,0.0,0.0,0.12,0.16,1.91,5.94,1.76,0.61,0.97,1.33,3.55,0.09,0.0
73.0,73.0,34.1,5.51,0.42,2.15,0.39,6.38,0.91,0.34,2.78,5.6,1.12,2.42,0.12,2.1,0.01,0.11
82.0,24.0,18.24,3.35,0.56,0.0,0.0,1.07,0.55,2.44,3.99,0.79,0.61,1.37,0.48,2.73,0.02,0.02
80.0,38.0,26.96,2.71,0.42,1.45,0.39,0.45,0.75,0.26,2.08,4.75,0.73,1.6,0.08,1.54,0.0,0.04
81.0,36.0,27.78,5.9,0.48,0.16,0.3,2.15,0.74,1.95,4.33,2.1,1.05,2.23,0.88,2.69,0.0,0.05
79.0,50.0,19.75,1.52,0.4,0.89,0.36,0.47,0.74,0.32,1.91,1.2,0.57,0.67,0.15,1.97,0.01,0.01
69.0,69.0,32.3,6.86,0.52,0.0,0.0,2.16,0.63,3.01,7.14,1.84,0.57,1.9,2.54,3.22,0.07,0.06
65.0,8.0,17.92,2.55,0.45,1.38,0.39,0.54,0.73,0.8,2.49,1.05,0.46,0.6,0.37,1.68,0.02,0.02
63.0,28.0,16.59,1.86,0.52,0.0,0.0,0.3,0.33,1.97,3.03,0.46,0.48,0.59,0.76,1.76,0.0,0.0
78.0,78.0,34.24,7.91,0.56,0.0,0.0,3.65,0.74,2.32,8.88,3.18,1.08,2.72,0.46,3.46,0.05,0.06
70.0,70.0,36.07,8.57,0.52,0.11,0.36,6.71,0.8,2.93,7.91,2.37,0.61,2.41,0.97,2.43,0.01,0.03
1.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
67.0,1.0,16.7,2.57,0.43,0.28,0.32,1.15,0.87,0.25,0.87,2.55,0.36,1.03,0.04,0.72,0.0,0.0
76.0,58.0,30.22,5.42,0.48,0.0,0.0,2.26,0.74,2.36,3.71,1.45,1.08,1.72,1.05,3.05,0.01,0.0
82.0,82.0,30.28,4.99,0.43,1.0,0.35,2.02,0.65,0.84,2.55,2.35,1.43,2.01,0.35,2.73,0.05,0.01
58.0,52.0,30.0,3.6,0.49,0.14,0.26,1.47,0.64,0.78,2.45,2.66,1.57,0.91,0.24,1.38,0.0,0.0
21.0,0.0,4.57,0.43,0.35,0.0,0.0,0.05,0.17,0.57,0.62,0.05,0.05,0.1,0.14,0.9,0.0,0.0
52.0,4.0,12.63,1.06,0.53,0.0,0.0,0.71,0.6,2.02,2.08,0.44,0.27,0.44,0.08,2.21,0.0,0.0
82.0,82.0,35.59,7.01,0.43,2.55,0.4,2.99,0.82,0.66,1.96,5.29,0.84,2.83,0.17,2.43,0.01,0.11
45.0,0.0,11.56,1.96,0.37,0.58,0.27,0.29,0.87,0.2,0.64,1.96,0.33,1.02,0.02,0.93,0.0,0.0
57.0,0.0,9.4,1.19,0.46,0.04,0.29,0.84,0.67,0.54,0.82,0.33,0.37,0.33,0.18,0.93,0.0,0.0
50.0,37.0,21.16,2.72,0.38,1.16,0.35,1.38,0.8,0.6,1.9,1.3,0.66,1.24,0.12,1.44,0.0,0.0
48.0,1.0,13.75,1.29,0.5,0.0,0.0,0.69,0.34,1.1,2.58,0.46,0.31,0.9,0.25,1.94,0.02,0.06
82.0,7.0,20.76,3.09,0.43,0.76,0.33,1.21,0.82,0.37,1.87,1.32,0.7,0.82,0.38,1.57,0.0,0.02
73.0,73.0,38.82,9.81,0.46,1.36,0.33,6.01,0.81,1.07,4.29,5.0,1.55,3.18,0.27,2.56,0.0,0.19
74.0,4.0,20.18,3.36,0.44,1.24,0.37,0.91,0.77,0.51,2.46,1.19,0.46,0.65,0.15,1.15,0.0,0.0
74.0,74.0,37.55,6.08,0.43,0.57,0.29,3.57,0.84,1.41,4.82,2.11,1.57,2.16,0.32,2.61,0.0,0.03
82.0,64.0,32.96,4.34,0.41,1.77,0.34,1.49,0.84,0.48,2.45,1.41,0.44,0.96,0.83,1.48,0.0,0.01
65.0,65.0,30.42,6.03,0.57,0.0,0.0,2.97,0.74,2.72,5.6,1.05,0.54,1.77,1.45,2.97,0.03,0.05
63.0,20.0,26.41,3.76,0.44,0.19,0.22,2.25,0.8,0.38,1.87,4.49,0.87,1.83,0.11,2.27,0.0,0.03
68.0,39.0,26.72,4.03,0.48,1.0,0.4,1.22,0.8,0.34,1.76,5.94,0.69,1.46,0.1,1.99,0.01,0.03
74.0,74.0,31.24,3.22,0.48,0.03,0.29,1.05,0.64,3.36,8.39,2.51,1.27,1.23,1.97,2.18,0.0,0.04
29.0,0.0,9.24,0.48,0.39,0.1,0.33,0.59,0.94,0.24,0.76,0.83,0.31,0.24,0.1,1.93,0.03,0.0
68.0,0.0,12.62,1.66,0.4,0.6,0.3,0.76,0.83,0.38,1.63,0.54,0.37,0.31,0.29,1.16,0.0,0.0
71.0,1.0,11.17,1.24,0.4,0.0,0.0,0.46,0.62,0.75,1.37,0.46,0.39,0.34,0.13,1.51,0.01,0.01
25.0,0.0,4.84,0.72,0.36,0.16,0.21,0.24,1.0,0.16,0.32,0.24,0.2,0.28,0.0,0.52,0.0,0.0
54.0,7.0,15.91,1.41,0.42,0.31,0.27,0.2,0.85,0.31,1.33,2.96,0.72,1.07,0.24,1.33,0.0,0.02
75.0,74.0,30.8,5.79,0.43,1.59,0.37,3.43,0.84,0.44,3.47,3.15,0.71,1.41,0.24,2.52,0.0,0.04
77.0,31.0,25.09,3.9,0.45,0.97,0.37,1.52,0.67,0.97,3.56,1.26,0.7,1.27,0.23,1.62,0.0,0.04
73.0,22.0,24.74,2.49,0.4,1.03,0.32,1.12,0.75,0.34,1.51,3.37,1.25,1.68,0.16,2.4,0.01,0.0
51.0,27.0,22.82,2.14,0.57,0.0,0.0,2.25,0.73,2.24,4.04,0.31,0.33,1.78,1.12,2.71,0.02,0.06
65.0,64.0,35.69,6.34,0.48,0.62,0.27,1.98,0.81,1.43,3.92,2.12,0.71,1.66,0.75,2.83,0.05,0.0
51.0,0.0,7.55,1.1,0.37,0.04,0.4,0.51,0.72,0.35,0.86,0.41,0.14,0.45,0.25,0.49,0.0,0.0
34.0,10.0,7.74,0.35,0.39,0.0,0.0,0.29,0.4,0.65,1.18,0.18,0.06,0.29,0.09,1.24,0.0,0.0
24.0,0.0,4.71,0.33,0.35,0.0,0.0,0.0,0.0,0.21,0.38,0.17,0.13,0.21,0.08,0.88,0.0,0.0
43.0,0.0,10.91,1.09,0.37,0.09,0.24,0.3,0.62,0.3,0.86,1.02,0.53,0.74,0.02,1.05,0.0,0.0
76.0,37.0,27.7,4.95,0.48,0.61,0.4,1.95,0.85,0.54,1.99,5.68,1.03,2.66,0.05,1.21,0.0,0.01
75.0,5.0,20.8,2.43,0.59,0.01,0.25,0.99,0.69,2.03,3.09,0.51,0.49,0.84,0.64,3.07,0.05,0.01
80.0,80.0,32.06,4.61,0.44,1.03,0.39,1.74,0.74,0.38,2.01,5.31,1.36,2.13,0.15,2.23,0.05,0.0
5.0,0.0,7.2,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.6,1.4,0.0,0.8,0.0,1.0,0.0,0.0
14.0,0.0,3.21,0.5,0.3,0.14,0.22,0.36,0.71,0.07,0.57,0.07,0.0,0.43,0.14,0.36,0.0,0.0
45.0,4.0,15.36,1.8,0.32,0.89,0.32,0.47,0.84,0.2,1.62,0.96,0.31,0.53,0.22,1.11,0.0,0.0
79.0,0.0,31.13,6.28,0.45,2.06,0.38,3.42,0.86,0.43,2.11,3.01,0.76,1.73,0.15,1.67,0.0,0.03
63.0,2.0,11.22,1.68,0.5,0.0,0.0,0.49,0.65,0.86,1.68,0.22,0.38,0.24,0.35,1.54,0.0,0.0
7.0,0.0,9.0,1.14,0.38,0.0,0.0,1.43,0.59,0.57,1.29,0.0,0.0,1.86,0.14,1.86,0.0,0.14
80.0,77.0,36.19,6.6,0.46,2.08,0.44,2.21,0.89,0.6,3.84,5.9,1.9,3.05,0.24,3.15,0.05,0.0
82.0,79.0,25.93,3.48,0.54,0.0,0.0,1.18,0.73,2.91,6.63,0.78,0.51,1.5,1.84,3.07,0.06,0.06
55.0,47.0,23.25,2.42,0.62,0.02,0.33,1.11,0.6,2.33,4.95,0.56,0.27,1.11,1.4,2.78,0.0,0.04
51.0,4.0,18.43,2.43,0.5,0.12,0.21,0.67,0.61,0.53,1.33,1.29,0.55,0.82,0.12,1.78,0.0,0.0
75.0,73.0,33.63,5.49,0.41,1.09,0.28,3.19,0.82,0.69,2.87,7.97,1.68,2.81,0.57,2.8,0.0,0.12
54.0,1.0,17.2,2.26,0.44,0.0,0.0,1.78,0.7,1.87,1.93,0.65,0.39,0.98,0.26,2.44,0.04,0.06
2.0,0.0,4.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0
36.0,2.0,13.94,1.72,0.43,0.44,0.38,0.5,0.58,0.28,1.31,1.08,0.31,0.81,0.08,1.08,0.0,0.03
69.0,4.0,13.2,1.99,0.46,0.42,0.31,0.67,0.82,0.49,2.03,0.49,0.36,0.7,0.38,1.65,0.01,0.0
75.0,66.0,30.45,3.99,0.41,1.79,0.37,1.24,0.78,0.68,4.57,2.69,1.07,1.6,0.28,1.84,0.0,0.0
70.0,69.0,37.91,6.76,0.47,0.46,0.39,3.6,0.76,1.87,5.44,2.04,0.94,1.91,0.89,1.84,0.0,0.01
77.0,65.0,21.61,3.31,0.5,0.05,0.25,1.92,0.76,0.86,2.04,0.69,0.56,0.81,0.23,2.29,0.0,0.0
82.0,82.0,35.44,4.55,0.48,0.8,0.32,1.39,0.77,1.6,3.57,3.95,0.73,2.16,0.67,2.67,0.04,0.01
6.0,2.0,7.33,0.33,0.2,0.17,0.17,0.0,0.0,0.17,0.5,0.5,0.17,0.5,0.0,1.33,0.0,0.0
9.0,0.0,5.56,0.22,0.2,0.11,0.14,0.11,0.25,0.0,0.33,0.89,0.44,0.0,0.0,0.22,0.0,0.0
27.0,0.0,9.67,0.56,0.52,0.0,0.0,0.07,0.22,0.89,1.52,0.19,0.19,0.44,0.52,1.15,0.04,0.0
53.0,8.0,18.36,2.43,0.4,1.11,0.38,0.89,0.77,0.15,0.87,2.55,0.64,1.11,0.0,1.55,0.0,0.0
15.0,0.0,7.27,0.6,0.45,0.0,0.0,0.33,0.42,1.07,1.8,0.13,0.2,0.4,0.13,1.4,0.0,0.0
56.0,12.0,19.43,3.2,0.46,1.21,0.39,0.98,0.81,0.71,1.21,2.0,0.75,0.98,0.05,2.07,0.0,0.0
67.0,38.0,25.9,3.81,0.45,0.21,0.26,1.99,0.85,0.67,2.28,1.39,0.82,1.45,0.28,1.51,0.0,0.01
80.0,2.0,18.03,2.78,0.45,0.93,0.39,1.46,0.74,0.48,1.66,3.01,0.6,1.58,0.1,1.64,0.0,0.0
82.0,1.0,24.28,2.74,0.46,1.46,0.46,1.27,0.75,1.21,2.22,1.4,0.99,0.83,0.2,1.98,0.01,0.0
67.0,59.0,30.96,2.51,0.37,1.34,0.35,1.01,0.72,0.42,2.24,5.64,0.9,1.64,0.04,1.24,0.0,0.0
78.0,78.0,31.22,7.19,0.52,0.03,0.18,3.47,0.72,2.83,7.26,3.15,0.58,1.79,1.5,1.95,0.01,0.05
67.0,15.0,22.09,3.42,0.41,1.12,0.32,1.99,0.84,0.37,3.15,1.54,0.57,1.07,0.24,1.57,0.0,0.0
82.0,82.0,39.52,9.68,0.48,1.56,0.36,9.22,0.9,1.28,6.32,2.82,1.37,3.3,1.02,2.09,0.01,0.04
76.0,1.0,18.24,2.5,0.42,0.84,0.4,0.8,0.87,0.43,1.66,0.97,0.26,0.96,0.07,0.95,0.01,0.0
64.0,64.0,41.36,9.86,0.45,1.2,0.34,4.56,0.75,0.73,3.28,5.3,2.23,3.8,0.39,2.95,0.03,0.08
12.0,0.0,5.33,0.42,0.33,0.0,0.0,0.17,0.4,0.5,0.67,0.17,0.08,0.08,0.0,0.58,0.0,0.0
79.0,5.0,16.68,2.22,0.45,0.72,0.34,0.58,0.75,0.75,1.2,0.61,0.43,0.25,0.22,1.58,0.0,0.03
28.0,1.0,11.04,1.21,0.49,0.0,0.0,0.96,0.45,1.07,2.68,0.29,0.5,0.79,0.14,1.57,0.0,0.07
72.0,72.0,37.24,7.4,0.46,0.5,0.26,4.83,0.75,0.92,4.36,5.72,1.51,3.0,0.35,2.83,0.03,0.06
82.0,0.0,17.96,2.73,0.43,1.05,0.38,0.7,0.67,0.17,1.43,1.55,0.63,0.88,0.13,1.33,0.0,0.01
80.0,80.0,33.05,4.85,0.46,0.75,0.38,1.65,0.76,0.66,2.95,5.58,1.54,2.1,0.28,2.15,0.01,0.03
62.0,2.0,23.32,2.58,0.38,1.58,0.37,1.37,0.87,0.56,2.08,2.03,1.0,1.16,0.18,1.4,0.0,0.03
49.0,5.0,8.35,1.06,0.55,0.0,0.0,0.49,0.42,0.67,1.16,0.31,0.12,0.49,0.39,1.59,0.02,0.0
46.0,7.0,15.37,1.76,0.44,0.7,0.39,0.17,0.53,0.13,1.41,0.93,0.22,0.46,0.13,0.72,0.0,0.0
82.0,82.0,27.15,2.59,0.38,0.95,0.35,1.38,0.86,0.3,1.77,2.45,1.09,0.95,0.11,2.46,0.01,0.06
81.0,81.0,28.89,4.9,0.42,0.95,0.36,2.75,0.83,0.3,2.06,4.4,1.01,2.86,0.02,1.21,0.0,0.01
47.0,32.0,25.28,3.96,0.44,0.17,0.16,2.21,0.77,0.87,2.3,3.83,0.94,1.91,0.21,2.17,0.02,0.06
16.0,3.0,15.81,1.38,0.48,0.0,0.0,0.31,0.56,2.13,2.94,1.31,0.19,0.88,0.25,2.81,0.0,0.0
70.0,38.0,23.83,3.66,0.41,0.9,0.35,1.84,0.89,0.23,1.63,3.26,0.47,1.34,0.14,1.76,0.0,0.0
81.0,41.0,27.06,3.91,0.45,2.12,0.44,1.21,0.81,0.81,4.46,1.4,0.79,0.9,0.91,3.25,0.04,0.06
32.0,6.0,9.81,1.22,0.44,0.0,0.0,0.31,0.4,1.19,1.69,0.38,0.28,0.47,0.41,1.97,0.0,0.0
32.0,0.0,6.81,1.19,0.46,0.22,0.27,0.72,0.5,0.19,0.72,1.22,0.38,0.44,0.0,0.53,0.0,0.0
81.0,74.0,33.93,4.84,0.42,2.3,0.38,3.1,0.82,0.8,4.11,1.67,0.91,1.36,0.72,2.36,0.01,0.0
25.0,4.0,22.96,3.28,0.47,0.92,0.39,0.6,0.88,0.44,2.2,1.8,0.4,0.84,0.76,1.96,0.0,0.0
69.0,69.0,29.87,5.83,0.52,0.01,0.2,2.68,0.84,1.13,6.2,2.68,0.99,1.46,0.83,2.46,0.01,0.09
69.0,69.0,35.77,5.48,0.58,0.0,0.0,3.65,0.67,3.01,6.26,2.39,1.0,1.96,1.58,3.68,0.04,0.03
65.0,65.0,36.97,6.95,0.54,0.0,0.0,4.4,0.79,3.74,7.55,3.35,0.55,2.2,1.74,2.34,0.0,0.08
80.0,80.0,39.7,7.5,0.47,0.83,0.33,3.76,0.75,1.44,4.46,1.91,1.48,2.11,0.8,2.51,0.0,0.04
11.0,2.0,16.55,2.55,0.47,0.64,0.78,1.64,0.62,1.36,1.64,0.64,0.64,0.91,0.09,1.18,0.0,0.0
45.0,4.0,16.91,1.98,0.43,1.07,0.39,0.36,0.7,0.47,2.07,0.71,0.91,0.33,0.22,1.98,0.02,0.0
56.0,10.0,19.21,2.23,0.47,1.27,0.48,0.61,0.69,0.23,1.07,1.25,0.45,0.64,0.13,1.41,0.0,0.0
82.0,70.0,26.87,3.79,0.5,0.0,0.0,1.38,0.65,2.76,4.7,0.85,0.61,1.38,1.24,3.44,0.11,0.04
32.0,1.0,7.56,0.88,0.47,0.0,0.0,0.41,0.57,0.5,1.09,0.41,0.28,0.53,0.06,0.91,0.0,0.0
2.0,0.0,2.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
75.0,21.0,28.67,5.31,0.44,1.76,0.38,4.12,0.87,0.91,2.88,4.93,1.36,2.05,0.32,2.05,0.0,0.03
76.0,64.0,29.07,4.3,0.45,0.97,0.37,1.37,0.83,1.0,3.58,1.63,0.8,1.26,0.21,2.04,0.0,0.0
70.0,33.0,25.07,4.11,0.48,0.01,0.13,2.66,0.86,2.96,4.79,0.67,0.59,1.54,0.83,2.77,0.06,0.01
62.0,17.0,27.84,4.69,0.42,1.21,0.32,3.19,0.86,0.42,1.5,2.68,0.79,1.9,0.1,2.37,0.02,0.06
62.0,60.0,35.98,5.68,0.45,1.92,0.37,3.58,0.74,0.4,2.18,3.0,1.13,2.32,0.23,1.55,0.0,0.0
81.0,0.0,13.46,1.49,0.53,0.0,0.0,0.63,0.68,1.28,2.93,0.21,0.21,0.57,0.86,1.7,0.01,0.0
62.0,18.0,12.32,1.69,0.52,0.03,0.15,0.87,0.74,0.63,1.35,0.35,0.37,0.69,0.11,1.68,0.0,0.0
69.0,8.0,11.68,1.72,0.5,0.23,0.32,0.61,0.65,0.35,1.61,0.33,0.29,0.54,0.14,1.36,0.0,0.01
62.0,62.0,36.73,7.87,0.43,2.55,0.36,5.85,0.85,1.08,4.44,2.76,1.52,2.53,0.82,2.95,0.05,0.06
32.0,0.0,9.59,1.31,0.51,0.0,0.0,0.63,0.71,1.41,1.91,0.69,0.28,0.56,0.34,1.69,0.0,0.0
20.0,0.0,5.8,0.75,0.38,0.3,0.27,0.2,0.67,0.4,0.45,0.25,0.3,0.25,0.15,0.45,0.0,0.0
82.0,82.0,37.05,5.91,0.45,1.27,0.33,2.01,0.74,1.37,4.61,1.63,1.27,1.65,0.88,2.7,0.04,0.01
73.0,18.0,21.27,3.4,0.46,0.64,0.35,1.3,0.83,0.27,1.49,2.07,0.44,0.92,0.15,1.85,0.0,0.0
76.0,50.0,21.42,3.21,0.44,0.91,0.38,1.18,0.64,0.7,2.38,0.93,0.53,1.22,0.71,1.97,0.03,0.03
8.0,0.0,4.13,0.5,0.4,0.0,0.0,0.25,0.5,0.0,0.25,0.13,0.0,0.13,0.25,0.5,0.0,0.0
36.0,0.0,6.78,0.67,0.39,0.0,0.0,0.39,0.74,0.72,1.36,0.28,0.03,0.56,0.39,1.58,0.0,0.0
47.0,0.0,6.74,0.85,0.53,0.04,0.18,0.36,0.57,0.28,0.77,0.34,0.09,0.23,0.19,0.62,0.0,0.0
10.0,0.0,4.2,1.0,0.48,0.3,0.6,0.2,0.4,0.4,0.6,0.0,0.0,0.3,0.2,0.5,0.0,0.0
46.0,46.0,33.72,6.37,0.41,0.89,0.3,4.43,0.85,0.65,2.0,4.39,0.65,2.52,0.07,2.5,0.0,0.22
29.0,1.0,17.59,2.79,0.36,0.0,0.0,2.9,0.74,2.07,2.69,0.97,0.59,0.72,0.28,2.41,0.0,0.03
76.0,0.0,22.84,3.07,0.4,1.22,0.38,2.55,0.81,0.62,2.59,1.82,1.05,1.39,0.26,2.63,0.01,0.0
72.0,15.0,30.44,6.22,0.43,1.94,0.34,3.33,0.76,1.22,4.4,1.53,0.86,1.83,0.35,2.9,0.01,0.04
64.0,61.0,34.67,5.56,0.4,0.94,0.28,4.81,0.8,0.38,2.8,6.61,1.22,2.83,0.28,2.78,0.0,0.03
13.0,0.0,7.23,0.85,0.37,0.0,0.0,0.54,0.64,0.77,1.08,0.23,0.38,0.69,0.08,1.08,0.0,0.0
5.0,0.0,4.6,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.4,0.6,0.2,0.8,0.0,0.0
78.0,0.0,27.99,4.0,0.49,0.0,0.0,1.88,0.76,2.14,5.92,0.67,0.38,0.96,0.29,2.23,0.0,0.0
52.0,31.0,21.33,1.73,0.41,0.0,0.0,1.0,0.75,1.06,1.85,0.96,0.33,0.9,0.17,1.75,0.0,0.0
72.0,59.0,26.39,4.33,0.47,0.36,0.3,1.01,0.69,2.01,4.04,2.19,0.46,1.82,1.14,2.78,0.01,0.06
82.0,82.0,21.66,1.96,0.49,0.0,0.0,0.44,0.55,1.84,3.83,1.7,0.89,0.9,0.52,2.67,0.04,0.0
45.0,19.0,22.93,3.07,0.42,1.33,0.34,0.31,0.78,0.2,2.2,0.89,0.64,0.62,0.2,2.02,0.0,0.0
77.0,67.0,30.58,3.58,0.56,0.0,0.0,1.97,0.62,3.61,5.68,0.56,0.34,1.29,2.05,2.71,0.03,0.01
47.0,10.0,17.34,2.89,0.44,0.79,0.35,1.02,0.83,0.13,1.57,1.53,0.38,1.17,0.19,1.13,0.0,0.02
43.0,0.0,8.33,0.86,0.36,0.09,0.21,0.81,0.74,0.35,0.93,0.3,0.23,0.33,0.21,0.58,0.0,0.0
81.0,69.0,25.11,4.78,0.49,0.04,0.5,2.09,0.75,2.19,3.54,1.95,0.37,1.79,1.62,3.52,0.06,0.04
81.0,73.0,20.88,3.57,0.55,0.0,0.0,1.37,0.68,1.36,3.58,0.49,0.44,1.14,0.48,1.63,0.01,0.01
