@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
1.6,0.8,0.38,0.67,0.5,?,3.18,?,1.28,2.46
?,1.04,2.94,?,?,1.86,?,2.82,1.25,2.34
?,2.24,0.14,0.47,?,1.88,?,2.81,1.98,2.58
0.9,1.08,?,0.41,?,?,3.18,2.83,1.41,3.46
?,1.36,?,0.56,?,2.0,?,2.86,1.63,2.42
?,?,?,?,1.36,?,3.19,?,?,2.32
1.28,?,?,?,?,?,3.18,?,1.86,?
?,?,2.53,0.65,1.04,?,3.19,?,1.63,2.46
0.83,1.08,0.67,0.35,0.54,1.06,?,2.78,1.25,3.06
?,1.04,0.19,?,?,2.42,?,?,1.12,2.98
2.08,?,0.8,?,?,1.7,?,?,1.54,?
?,?,?,0.46,0.66,1.82,3.18,?,1.86,2.54
?,1.52,0.45,1.65,?,0.86,3.17,2.62,?,?
1.25,?,0.86,?,?,1.98,3.18,2.88,1.12,?
?,?,1.12,0.5,?,1.96,3.18,?,1.86,?
0.74,?,0.24,?,0.8,?,3.17,2.87,1.5,3.34
0.7,0.76,0.72,1.1,0.42,1.54,3.18,?,?,2.56
?,1.08,0.19,?,0.5,?,?,2.79,1.18,?
0.64,2.36,?,1.68,1.02,1.76,?,2.71,?,2.42
?,2.08,1.04,?,0.74,?,3.18,?,1.57,2.64
?,?,0.72,?,0.88,1.36,?,2.81,1.79,?
0.56,1.16,?,0.49,?,?,3.17,?,?,?
?,2.04,?,0.54,?,2.28,3.19,2.74,?,2.42
0.64,1.2,2.27,0.64,1.42,?,?,?,1.47,2.38
0.99,2.0,?,0.64,1.82,?,?,?,?,2.46
1.12,0.96,0.3,0.46,0.56,1.92,3.18,?,1.22,?
0.9,1.44,2.34,?,?,2.14,3.19,2.79,1.79,?
?,?,1.38,0.37,0.8,1.9,3.18,2.91,?,?
1.02,0.88,2.67,0.53,1.02,1.78,3.19,2.86,2.14,2.78
0.67,?,?,0.47,2.16,1.96,3.17,?,?,?
?,?,0.38,0.5,0.78,?,?,?,1.79,?
0.64,1.12,?,?,?,?,?,2.94,1.76,3.06
?,2.12,1.41,0.65,0.96,?,?,?,1.41,?
0.88,?,?,0.45,?,1.0,?,2.67,?,?
1.47,0.84,0.64,?,?,1.18,?,?,1.73,3.46
?,0.88,?,?,0.42,1.54,3.2,?,1.7,2.46
1.07,0.56,0.93,0.53,1.3,?,3.18,2.94,2.27,?
0.99,1.2,?,0.43,?,?,3.16,?,1.15,3.42
1.76,?,0.43,?,1.5,1.62,3.17,?,?,3.18
0.8,?,?,0.53,1.54,2.34,3.18,2.83,?,2.78
0.9,1.8,?,?,0.86,1.86,?,?,2.46,?
0.9,?,?,0.34,0.7,1.44,3.18,?,?,?
?,1.84,0.51,?,1.04,1.78,3.18,2.79,1.86,2.54
0.35,?,1.41,?,1.1,?,?,3.04,1.28,?
0.83,1.04,2.94,?,?,1.86,3.2,?,?,2.34
1.15,?,0.18,0.61,?,2.3,3.18,3.01,1.73,?
0.64,1.72,?,0.51,0.72,?,3.19,?,1.76,?
?,1.32,?,?,1.12,1.74,?,?,1.79,?
0.54,?,?,?,?,?,3.18,?,1.82,2.94
?,1.6,1.1,?,0.86,1.84,3.18,2.7,0.96,3.18
0.86,1.96,1.25,?,?,2.9,3.18,2.82,1.44,2.5
0.77,?,0.26,0.66,1.42,?,3.18,2.82,1.6,?
0.93,2.68,?,0.42,1.42,2.22,?,2.58,1.31,?
1.98,?,?,0.69,?,2.62,?,2.86,?,2.38
0.74,1.52,1.38,?,?,2.0,3.18,2.72,1.47,2.74
?,1.36,0.19,0.46,?,?,?,2.79,?,2.82
0.51,1.44,0.42,0.33,0.74,?,3.18,?,1.18,2.98
1.06,1.68,1.02,0.66,0.72,?,3.18,?,1.41,2.56
?,1.48,?,0.35,?,?,3.17,?,1.31,3.34
0.54,?,?,?,?,?,?,2.7,?,2.78
0.9,?,1.52,0.46,0.8,1.48,?,2.71,?,2.88
?,?,?,?,1.66,2.78,3.18,2.85,?,?
?,?,1.73,?,?,?,?,2.74,1.89,?
0.38,1.28,1.54,?,?,2.16,?,3.02,1.31,?
?,1.64,?,?,0.78,?,?,2.69,?,3.34
0.8,0.96,0.73,0.61,1.1,?,?,2.99,2.14,2.54
?,1.72,1.62,0.61,?,1.94,?,?,1.47,2.54
0.51,?,?,0.53,?,?,3.18,?,1.28,2.88
?,?,0.74,0.37,0.86,?,?,2.8,1.44,?
?,1.32,?,?,0.5,?,?,?,1.86,3.2
0.74,?,0.26,0.3,?,?,3.17,?,?,?
0.8,1.12,?,?,?,?,3.18,2.82,1.7,?
?,1.96,0.61,0.42,?,1.86,?,2.7,1.22,3.1
0.61,?,0.34,?,0.22,?,3.18,2.71,2.37,2.62
0.9,1.4,0.19,?,1.04,1.88,3.17,3.06,2.21,?
0.96,?,0.29,0.38,0.88,2.08,?,2.93,1.66,?
1.09,?,0.19,0.61,1.62,?,3.18,2.74,?,2.46
?,?,1.98,0.67,?,?,3.19,3.12,1.5,2.62
0.86,?,?,?,?,?,?,2.86,1.92,?
?,1.52,?,0.51,1.34,2.46,?,2.8,?,?
?,1.12,1.01,0.39,?,2.02,3.18,?,1.47,3.1
?,1.64,0.18,0.55,?,2.0,3.18,2.74,?,?
0.64,?,0.21,?,0.62,?,3.18,?,?,2.66
0.64,1.56,0.22,0.57,?,2.02,?,?,1.34,?
?,?,0.22,0.37,?,1.94,3.18,2.73,1.66,?
?,?,?,?,?,1.66,3.18,2.8,2.08,3.42
0.9,1.64,0.32,?,1.34,2.02,?,3.06,?,2.86
2.05,1.12,?,0.37,0.5,?,?,2.77,?,?
1.18,?,?,0.5,1.66,?,3.19,?,?,2.34
?,1.76,1.02,0.27,?,1.16,3.18,?,1.28,?
0.58,?,?,0.45,0.78,1.5,?,2.77,1.44,?
?,?,0.51,0.37,0.34,0.98,3.17,2.58,2.21,3.36
0.9,1.84,?,?,1.04,1.78,3.18,?,1.86,2.54
0.7,1.28,?,0.47,?,?,?,?,1.76,2.98
0.8,?,1.09,?,0.82,1.5,?,2.78,?,2.88
0.9,?,0.21,?,?,?,?,2.91,?,2.74
0.7,0.8,?,?,1.1,1.5,3.19,2.86,?,2.38
0.61,?,?,?,0.82,?,?,2.9,2.18,2.54
0.67,2.04,2.82,0.51,0.9,1.66,3.2,?,1.5,2.34
?,1.28,?,?,0.58,1.46,3.18,?,1.73,2.86
0.93,1.16,0.26,0.51,1.42,2.4,?,2.97,?,2.8
1.9,0.4,?,0.48,0.7,?,?,?,1.22,?
?,?,?,0.65,0.4,0.98,3.18,?,1.22,2.78
1.06,?,0.22,0.49,?,1.24,3.17,2.94,?,3.28
?,1.08,0.8,0.66,?,?,?,?,1.57,3.26
0.42,1.88,?,?,1.06,2.1,?,?,?,2.62
?,?,?,?,?,2.0,3.18,3.01,1.38,?
0.99,1.08,0.93,0.41,0.62,1.46,3.18,?,1.73,2.94
0.7,?,?,?,?,?,3.18,?,1.7,2.98
0.77,1.24,0.21,0.54,0.88,1.42,3.18,2.86,?,2.88
0.58,1.44,0.19,?,?,0.94,3.18,3.29,?,2.9
0.8,?,1.25,0.43,1.78,2.62,3.18,2.75,?,2.7
1.28,?,1.42,?,0.96,1.98,?,2.81,1.6,2.48
1.38,1.12,1.8,?,0.82,1.16,?,?,1.22,3.3
1.06,1.04,2.5,0.56,1.78,2.8,?,2.72,2.18,2.54
?,1.2,?,0.43,?,2.8,3.18,2.85,?,?
?,1.12,0.27,?,?,?,3.18,2.78,1.44,?
1.41,1.32,0.19,0.56,?,1.56,3.18,3.07,?,3.06
1.02,?,?,0.61,?,?,3.19,2.89,1.63,2.46
0.93,0.6,0.18,?,0.32,1.1,3.17,2.94,?,3.04
0.51,1.08,?,?,0.66,1.8,?,?,?,2.32
0.83,1.32,1.89,0.65,?,?,?,?,1.76,?
1.7,0.64,0.43,0.41,0.9,1.7,3.16,2.85,1.7,?
0.9,?,?,0.35,?,1.96,?,2.74,?,?
0.34,1.16,0.18,?,1.18,?,?,2.82,?,2.86
?,1.0,?,?,0.94,1.4,?,?,?,2.96
0.7,?,?,?,0.62,1.5,3.18,2.65,1.31,3.04
?,0.68,2.06,0.38,?,2.48,?,2.74,?,2.5
0.64,1.48,0.99,0.31,?,?,3.18,3.01,1.57,?
1.25,2.16,0.22,?,0.9,?,3.18,2.77,?,2.4
1.06,1.28,2.5,0.62,?,3.02,3.19,?,1.79,2.78
?,1.56,?,0.55,?,?,3.18,2.85,1.73,?
?,0.92,?,0.54,0.98,?,?,2.74,1.47,?
?,1.12,0.22,?,?,1.46,?,?,1.82,?
0.83,0.88,?,0.42,0.62,1.74,?,?,1.02,2.7
?,2.08,?,0.33,0.14,0.82,?,2.73,1.38,?
0.99,?,0.19,0.27,0.54,?,?,2.71,1.73,2.62
?,0.84,?,?,?,?,3.18,2.94,?,2.94
0.77,?,1.71,?,0.7,?,?,2.54,1.15,2.58
1.06,1.12,?,?,1.1,1.38,3.17,2.88,?,3.26
?,?,1.31,0.32,1.18,1.48,?,?,1.31,3.3
0.93,?,1.94,?,0.9,2.36,3.19,?,?,?
0.83,2.04,?,?,0.7,2.12,3.18,2.66,?,2.98
0.51,?,?,0.38,?,?,?,?,?,?
0.61,?,?,?,0.38,0.94,?,2.94,1.22,3.46
0.7,?,1.66,0.49,?,2.68,3.19,2.77,1.7,2.54
0.61,1.52,0.18,?,?,1.4,?,2.77,1.22,3.04
0.9,?,?,0.45,0.64,1.54,3.18,?,?,?
?,0.72,?,0.47,?,?,3.18,?,?,2.38
0.9,0.88,?,?,?,?,3.18,2.87,1.38,2.86
0.77,?,?,?,1.38,?,3.18,2.87,?,2.88
1.25,1.12,1.47,0.41,0.26,1.22,3.18,2.73,1.12,3.22
1.15,2.32,?,0.5,1.12,1.54,3.19,2.8,1.63,?
0.93,1.32,0.14,?,?,1.56,3.17,2.86,1.6,?
0.61,?,2.05,0.61,?,3.06,3.19,2.79,?,?
?,?,0.27,?,1.18,?,3.17,?,?,3.34
?,2.24,0.27,?,?,?,?,2.75,1.18,?
?,?,1.39,?,1.26,1.7,3.18,2.82,1.25,2.82
?,2.96,0.58,0.57,?,1.7,?,?,?,?
0.61,?,?,0.55,1.34,?,?,2.94,?,?
0.61,1.0,0.22,0.58,?,1.42,?,3.14,2.11,?
?,?,?,?,1.92,?,?,3.04,1.12,2.42
0.83,1.96,0.51,0.31,0.74,?,3.18,?,1.02,3.02
0.48,?,0.24,0.35,?,1.62,3.18,2.7,?,2.74
0.61,0.84,0.15,0.38,2.38,2.12,3.18,?,1.34,2.14
0.34,1.16,0.18,?,1.18,1.86,?,?,1.76,2.86
1.41,1.08,?,0.65,1.6,2.14,?,2.81,?,3.14
0.58,1.84,0.22,0.73,0.98,2.14,?,?,?,?
?,?,1.02,?,?,2.24,3.18,?,?,2.7
?,0.48,0.18,0.15,0.1,?,3.18,?,?,?
0.7,0.92,2.77,0.54,0.98,?,3.2,2.74,?,?
1.25,2.48,1.76,?,?,?,3.19,?,1.6,2.32
?,1.6,1.2,0.56,0.32,1.02,3.19,2.72,2.69,2.58
?,?,1.02,0.41,?,1.14,3.18,?,?,3.12
0.83,1.56,0.22,0.23,0.32,?,?,2.89,?,3.02
0.64,1.2,0.98,0.42,0.82,1.6,?,?,?,2.88
?,0.52,?,0.46,0.3,0.86,3.18,2.93,1.66,?
1.5,1.96,2.08,2.73,?,?,3.2,?,?,2.46
?,?,0.67,0.33,0.98,1.34,?,2.94,1.15,3.14
?,?,0.18,?,1.18,1.86,?,2.82,1.76,2.86
?,?,?,?,?,?,?,2.81,?,2.66
0.67,?,0.26,?,?,?,3.18,2.94,?,2.94
?,1.28,2.0,?,?,2.08,?,?,?,2.4
0.58,1.2,?,?,0.5,?,?,?,1.66,?
?,2.4,0.64,0.42,?,1.62,3.18,?,?,2.78
1.09,1.76,0.67,?,?,1.92,3.17,2.67,2.43,?
?,?,?,0.39,0.86,1.54,?,?,1.41,3.36
?,1.96,0.22,1.62,?,?,3.18,2.74,1.57,2.4
2.22,?,?,0.48,0.24,?,3.18,?,?,2.72
?,?,1.62,?,1.68,?,?,2.54,1.31,?
0.77,0.72,1.07,0.53,0.88,2.14,3.19,2.85,1.79,2.62
0.96,?,1.09,?,?,3.12,3.19,3.1,2.05,2.72
1.58,0.88,?,?,?,?,?,3.02,1.73,?
?,1.72,1.74,?,?,2.06,?,3.13,2.46,?
1.06,1.2,0.48,0.41,0.8,?,3.17,?,?,3.5
1.22,1.36,?,?,1.18,2.24,?,2.77,1.66,2.46
1.12,1.16,?,0.5,1.44,2.36,3.2,2.82,1.86,2.38
1.09,1.96,?,0.59,?,1.94,?,2.82,?,2.72
0.45,1.4,?,?,?,1.7,3.18,?,?,2.78
0.77,1.52,?,?,1.5,?,3.18,?,1.47,2.46
?,?,?,0.42,?,?,?,2.93,1.25,3.26
?,?,1.15,0.54,0.46,?,3.18,3.04,?,2.78
0.7,1.12,?,0.64,1.82,1.9,?,2.66,?,2.46
0.77,1.6,2.86,?,?,?,3.2,2.97,1.34,?
1.15,1.76,1.33,2.91,?,1.9,?,?,1.38,?
0.93,1.0,0.22,?,0.8,1.52,3.16,?,1.38,3.52
0.83,1.68,1.55,?,0.8,1.86,3.18,2.82,?,2.42
?,1.24,0.38,0.49,?,2.38,3.18,3.04,?,?
1.12,?,0.14,?,?,?,?,2.63,0.9,?
0.99,0.36,0.22,0.46,?,1.94,3.18,2.83,1.47,2.66
1.15,1.28,?,0.51,?,?,3.18,2.74,1.06,?
0.51,1.2,?,?,?,2.04,3.18,?,?,?
?,?,2.18,0.59,1.02,1.58,3.19,2.8,1.6,?
?,1.28,1.36,0.66,1.26,?,?,2.83,?,2.64
0.9,1.52,0.32,?,?,2.08,?,2.78,?,2.96
0.51,?,0.26,0.48,0.34,?,3.18,2.86,1.73,?
?,1.76,?,?,2.0,2.44,?,2.67,1.22,2.42
?,1.96,0.93,0.61,0.66,?,?,2.67,3.14,?
1.18,1.2,?,?,1.3,1.86,3.17,?,?,?
?,1.32,?,?,?,2.06,?,?,1.18,3.3
1.09,?,2.35,0.54,1.3,?,?,2.87,?,2.54
1.09,?,0.35,?,0.66,?,3.17,?,1.41,?
?,1.52,?,?,?,1.38,3.18,?,1.28,2.96
0.77,?,0.8,?,?,1.34,3.18,?,?,?
0.58,1.2,?,0.38,0.54,0.76,3.17,2.69,1.63,?
0.67,0.84,?,1.11,0.56,1.4,3.18,?,1.47,2.56
?,1.28,?,?,1.06,1.6,?,?,1.41,?
?,?,1.62,0.57,?,?,?,2.78,1.12,?
?,?,1.42,?,?,?,3.19,2.85,1.63,?
?,1.92,?,0.48,?,?,3.19,?,1.89,2.58
0.61,1.12,?,?,?,?,3.17,2.82,1.63,?
?,1.16,2.22,?,?,?,?,2.82,1.25,2.5
?,0.96,2.27,0.61,0.5,1.26,3.19,2.82,1.6,?
?,1.4,0.27,?,0.88,?,?,2.86,1.73,2.88
1.02,?,?,?,0.64,2.74,3.18,?,?,2.64
?,1.64,?,?,?,1.48,3.18,2.63,1.41,2.66
1.02,?,0.77,?,?,2.48,?,?,1.73,?
0.7,1.48,2.43,?,1.82,2.38,3.2,3.02,?,?
1.55,?,0.24,?,0.22,1.38,?,?,1.28,?
0.51,?,?,0.64,?,2.24,3.19,?,1.41,2.32
?,?,?,0.49,0.66,?,3.18,2.77,2.4,2.74
0.54,1.52,0.24,0.37,0.74,?,3.18,2.89,?,3.04
0.38,?,?,0.45,?,1.3,3.18,2.83,1.22,2.62
?,1.48,?,0.49,?,?,3.18,2.85,1.6,?
0.58,1.8,?,0.53,?,2.22,?,?,1.98,?
?,?,0.93,?,?,?,3.18,2.8,2.02,2.64
0.96,?,?,?,?,?,?,2.75,?,?
0.67,1.28,0.14,0.43,?,1.62,3.17,2.88,?,2.82
?,1.0,?,0.53,0.4,1.46,?,2.8,?,2.46
0.93,1.2,0.18,0.25,?,1.46,3.16,2.97,1.22,3.42
1.02,1.0,0.27,0.39,0.98,?,3.18,3.09,1.6,2.88
?,1.0,0.77,?,0.42,1.62,3.18,?,2.27,3.36
3.22,1.84,0.22,0.53,?,2.46,?,2.69,1.57,2.72
0.48,1.16,0.21,0.33,0.26,?,3.18,?,?,2.7
?,1.2,?,0.51,0.7,1.4,3.18,2.95,1.44,?
?,0.88,1.63,0.56,1.52,2.54,3.19,2.74,?,2.48
0.54,1.6,2.33,0.54,1.26,?,3.2,2.97,2.5,?
?,?,?,0.56,1.74,3.24,3.18,2.78,1.5,?
?,1.96,1.23,?,0.42,2.26,3.18,?,?,2.32
?,?,1.2,0.56,1.02,2.1,3.19,3.05,?,2.56
0.74,?,0.24,0.34,1.98,?,3.17,?,3.17,3.22
0.67,?,1.9,?,?,?,3.18,2.69,?,?
1.47,?,?,?,?,?,?,?,1.63,2.88
?,0.76,0.18,?,0.96,2.54,?,2.71,?,2.54
0.74,1.84,0.16,0.62,?,0.96,3.18,2.62,1.57,2.42
0.74,1.08,?,?,?,1.78,?,2.81,1.28,?
0.48,?,1.82,0.4,1.3,?,?,2.7,1.09,?
0.38,1.32,?,?,0.56,?,3.17,2.82,1.02,?
?,?,0.43,?,?,2.91,?,2.94,1.86,2.58
?,?,?,?,0.48,?,?,2.88,?,?
?,?,?,0.46,1.78,?,?,?,?,2.46
0.64,1.52,1.89,0.63,1.36,?,?,2.97,?,?
0.99,?,1.68,?,?,?,3.18,?,1.47,3.12
1.25,?,2.3,?,0.74,2.16,3.2,?,?,?
?,0.96,?,?,1.04,?,3.18,2.66,0.9,3.06
0.58,?,?,0.35,0.62,?,?,2.87,1.66,?
?,?,0.48,0.59,?,1.94,3.18,2.93,?,2.66
0.54,1.32,?,0.41,0.8,?,?,?,1.86,2.7
0.67,1.08,?,0.48,1.1,1.94,?,2.94,1.15,?
?,1.12,2.3,0.63,?,?,?,2.78,1.22,2.4
1.57,0.92,?,?,0.16,?,?,?,?,2.98
0.99,1.12,0.24,0.42,0.32,1.58,3.18,2.95,?,2.78
1.18,0.88,1.33,0.29,0.96,?,?,2.96,1.92,?
0.58,0.88,?,?,?,1.14,?,3.07,?,3.26
0.83,1.48,?,?,0.82,?,3.17,2.72,?,?
?,?,0.56,?,0.7,0.92,?,2.75,?,3.06
0.54,1.36,?,?,?,?,?,2.89,1.57,2.56
?,1.36,?,0.55,0.18,0.54,3.18,2.83,1.28,?
?,0.96,0.37,0.54,1.6,?,?,3.25,?,?
?,1.2,?,0.3,?,0.94,3.18,2.62,?,3.14
0.58,?,0.19,0.56,?,1.26,3.18,2.82,?,?
?,1.6,?,0.53,1.82,2.26,3.18,?,?,2.54
0.99,2.0,2.13,0.64,1.82,2.6,?,2.67,?,?
?,1.16,0.16,?,0.72,1.28,3.17,3.01,1.41,3.28
0.46,?,?,0.55,1.44,2.18,?,3.17,1.41,?
?,2.12,1.62,?,?,?,?,?,1.28,2.5
1.31,0.88,0.77,?,1.3,1.9,?,2.79,1.98,?
?,1.0,?,0.56,1.14,1.88,?,3.04,1.73,2.72
?,1.0,1.7,0.45,0.86,1.6,3.18,2.94,1.09,2.7
?,1.2,?,0.53,?,?,3.18,2.7,1.22,2.48
1.02,0.92,1.54,0.3,0.7,?,3.18,2.82,1.7,?
0.35,1.36,?,?,1.1,1.52,3.19,?,?,?
1.47,1.04,1.01,?,1.3,2.12,?,?,1.5,?
?,1.04,?,0.69,?,?,?,2.86,1.41,2.5
?,?,0.72,0.53,1.12,?,?,?,?,?
0.9,?,?,?,?,2.36,3.2,?,?,2.4
1.41,0.96,?,?,1.82,2.8,3.19,2.71,1.6,?
?,?,?,?,1.12,?,3.17,2.94,1.31,3.26
0.77,?,0.29,0.54,0.78,1.22,?,2.94,1.38,2.64
0.48,?,?,?,1.3,?,?,?,?,2.78
?,1.48,?,?,?,?,3.17,?,1.5,3.2
?,1.6,?,?,?,1.3,3.17,?,?,3.22
?,?,?,0.87,1.12,?,?,?,1.5,2.7
?,2.0,1.82,0.33,?,1.24,3.18,2.87,1.57,2.8
0.64,?,?,?,0.1,?,3.17,2.85,?,?
0.8,1.48,2.16,0.69,1.38,?,?,?,1.41,2.42
0.8,2.0,1.22,?,?,?,?,?,1.44,2.46
?,0.84,0.16,0.61,1.04,1.98,3.18,2.78,?,?
0.8,1.48,0.42,?,0.64,?,3.18,2.7,?,2.98
?,1.76,0.16,0.65,0.64,1.48,3.18,2.74,?,2.98
?,?,1.44,?,0.82,2.46,3.19,?,?,?
0.83,1.24,0.58,0.29,0.58,1.34,3.17,?,1.5,3.22
?,1.96,?,0.63,1.3,?,3.19,3.13,1.86,2.58
0.86,?,0.19,0.5,0.54,1.36,3.18,2.91,1.34,2.9
?,0.56,1.33,0.37,0.94,?,?,3.14,1.63,3.34
?,1.4,?,0.48,1.44,?,3.19,2.87,1.5,2.46
1.15,?,1.38,?,0.98,1.66,?,?,1.02,3.3
1.57,1.96,1.12,?,0.78,1.98,?,2.86,?,2.66
?,?,?,?,0.5,?,3.17,?,?,?
0.77,1.64,?,?,?,1.98,3.18,2.86,1.98,2.64
0.9,1.04,0.27,0.48,0.9,?,3.18,3.05,1.6,2.86
0.77,1.12,?,0.57,?,?,?,?,1.44,2.54
0.8,1.16,0.18,0.78,?,?,3.18,2.97,?,?
0.45,1.52,0.16,?,?,1.08,?,2.7,1.73,?
?,1.96,1.97,?,1.34,1.92,3.19,2.74,?,?
1.06,1.76,?,?,1.38,?,3.18,?,1.54,2.56
?,?,1.74,?,0.78,?,3.18,?,?,?
0.8,?,2.3,?,1.46,2.74,?,2.78,?,?
?,2.8,1.94,?,0.56,2.1,3.19,2.66,2.34,2.48
0.64,1.72,2.4,?,1.6,2.46,3.2,2.91,2.53,?
0.7,1.24,?,0.33,1.1,1.74,?,2.74,1.57,?
?,1.88,0.22,?,?,2.5,3.18,?,1.44,2.54
0.74,2.72,?,?,0.98,?,?,2.66,?,?
1.44,2.6,1.55,0.91,0.3,2.12,3.18,2.7,1.54,?
0.9,?,0.34,0.53,?,2.78,3.18,?,2.05,2.62
?,1.24,2.77,0.63,?,2.62,3.2,2.78,1.47,?
0.77,?,0.61,?,?,1.7,?,3.15,1.57,?
0.86,?,0.14,?,0.3,0.66,3.16,?,1.06,3.5
0.64,1.24,?,0.43,0.9,1.54,3.17,2.89,1.25,3.2
1.39,1.52,1.47,0.66,?,?,3.19,2.87,1.73,2.42
?,?,?,0.43,?,2.06,3.2,?,1.5,?
?,?,0.9,?,0.62,?,3.18,2.61,2.11,2.74
0.51,2.92,?,?,1.54,2.0,?,2.74,0.96,2.46
?,?,?,0.42,?,?,3.18,3.07,?,3.04
0.64,?,?,?,1.36,2.34,?,?,?,3.04
?,0.4,0.22,0.78,?,2.06,3.18,?,1.54,2.58
?,2.48,1.7,0.41,?,2.04,?,?,1.41,?
0.7,1.28,0.35,0.32,0.96,?,3.17,?,1.89,?
?,?,?,?,0.42,1.3,?,2.73,1.25,3.12
