@relation dataset

@attribute realvaluedinputfeature_1 real
@attribute realvaluedinputfeature_2 real
@attribute realvaluedinputfeature_3 real
@attribute realvaluedinputfeature_4 real
@attribute realvaluedinputfeature_5 real
@attribute realvaluedinputfeature_6 real
@attribute realvaluedinputfeature_7 real
@attribute realvaluedinputfeature_8 real
@attribute realvaluedinputfeature_9 real
@attribute realvaluedinputfeature_10 real
@attribute realvaluedinputfeature_11 real
@attribute realvaluedinputfeature_12 real
@attribute realvaluedinputfeature_13 real
@attribute realvaluedinputfeature_14 real
@attribute realvaluedinputfeature_15 real
@attribute realvaluedinputfeature_16 real
@attribute realvaluedinputfeature_17 real
@attribute realvaluedinputfeature_18 real
@attribute realvaluedinputfeature_19 real
@attribute realvaluedinputfeature_20 real
@attribute realvaluedinputfeature_21 real
@attribute realvaluedinputfeature_22 real
@attribute realvaluedinputfeature_23 real
@attribute realvaluedinputfeature_24 real
@attribute realvaluedinputfeature_25 real
@attribute realvaluedinputfeature_26 real
@attribute realvaluedinputfeature_27 real
@attribute realvaluedinputfeature_28 real
@attribute realvaluedinputfeature_29 real
@attribute realvaluedinputfeature_30 real


@data
12.46,24.04,?,?,0.1186,?,?,?,0.203,0.08243,0.2976,?,2.039,23.94,?,0.07217,0.07743,0.01432,0.01789,0.01008,15.09,?,97.65,711.4,0.1853,1.058,1.105,0.221,?,0.2075
?,?,?,?,0.08206,0.06669,?,0.03323,?,?,?,1.187,?,?,?,?,?,?,0.0146,0.003042,19.19,33.88,123.8,1150.0,?,?,?,0.09975,?,0.08452
15.78,17.89,103.6,?,0.0971,0.1292,0.09954,0.06606,0.1842,0.06082,?,0.9849,?,54.16,0.005771,0.04061,?,?,0.02008,?,20.42,?,?,?,0.1396,?,0.3965,?,0.3792,?
19.17,24.8,?,1123.0,0.0974,?,0.2065,?,?,?,0.9555,3.568,11.07,116.2,0.003139,0.08297,?,0.0409,0.04484,0.01284,20.96,29.94,151.7,1332.0,0.1037,0.3903,0.3639,0.1767,?,0.1023
?,23.95,103.7,782.7,0.08401,0.1002,?,0.05364,0.1847,0.05338,0.4033,?,?,36.58,?,0.03126,0.05051,?,0.02981,0.003002,16.84,27.66,112.0,876.5,0.1131,?,?,0.1119,0.2809,0.06287
13.73,?,?,578.3,0.1131,0.2293,0.2128,?,?,0.07682,0.2121,1.169,2.061,19.21,0.006429,0.05936,0.05501,0.01628,0.01961,?,?,32.01,108.8,697.7,0.1651,?,?,?,0.3596,0.1431
?,?,96.73,?,?,?,0.1639,0.07364,?,?,0.37,1.033,?,32.55,?,0.0424,0.04741,?,0.01857,0.005466,17.46,?,?,?,0.1678,?,0.7026,?,0.4218,0.1341
14.68,20.13,94.74,?,?,0.072,0.07395,0.05259,0.1586,?,0.4727,1.24,3.195,?,?,0.01162,0.01998,0.01109,0.0141,0.002085,?,30.88,?,1138.0,?,0.1871,0.2914,0.1609,0.3029,?
16.13,?,?,798.8,?,0.2022,0.1722,?,0.2164,0.07356,0.5692,1.073,?,54.18,0.007026,0.02501,?,?,?,?,20.96,31.48,?,1315.0,?,0.4233,0.4784,?,?,0.1142
?,?,130.0,?,0.09831,?,0.1479,0.09498,?,?,0.7582,?,5.865,112.4,?,0.01893,0.03391,0.01521,0.01356,0.001997,?,30.88,186.8,?,0.1512,?,0.5372,0.2388,?,0.07615
13.54,?,87.46,566.3,0.09779,0.08129,?,0.04781,0.1885,?,0.2699,0.7886,2.058,?,0.008462,?,?,0.01315,0.0198,0.0023,15.11,19.26,99.7,711.2,0.144,0.1773,?,0.1288,0.2977,0.07259
?,?,?,520.0,0.1075,0.127,?,0.0311,?,0.06811,?,0.7477,1.383,?,0.004097,0.01898,0.01698,?,0.01678,?,?,20.49,?,?,0.1312,0.2776,?,0.07283,0.3184,0.08183
9.504,?,60.34,273.9,0.1024,0.06492,0.02956,0.02076,0.1815,0.06905,?,0.9768,?,?,?,0.01432,?,?,0.02027,0.002968,?,15.66,65.13,314.9,0.1324,0.1148,?,0.06227,0.245,0.07773
?,14.26,?,?,0.1073,0.2135,0.2077,?,0.2521,?,?,0.7096,3.384,?,?,0.05328,0.06446,0.02252,?,0.004394,18.07,?,?,980.9,?,0.5954,0.6305,?,0.4667,?
?,23.04,137.2,1404.0,0.09428,0.1022,0.1097,0.08632,0.1769,?,?,1.127,4.303,93.99,?,0.01259,0.01715,?,0.01083,?,29.17,?,188.0,?,0.1401,?,0.3155,?,?,?
16.65,?,?,?,?,?,0.1525,0.0917,0.1995,0.0633,0.8068,?,?,?,?,0.01882,0.02741,0.0113,?,?,?,?,177.0,2215.0,?,0.3578,?,?,0.3613,?
17.14,16.4,116.0,912.7,?,0.2276,0.2229,0.1401,0.304,?,1.046,0.976,?,111.4,0.008029,0.03799,?,?,0.02308,0.007444,22.25,?,152.4,1461.0,0.1545,?,?,?,0.4066,0.1059
14.58,21.53,?,644.8,?,?,0.1425,0.08783,0.2252,?,0.2545,?,2.11,21.05,0.004452,0.03055,?,0.01352,?,0.003711,17.62,33.21,?,?,0.1525,0.6643,?,?,0.4264,0.1275
18.61,?,?,1094.0,0.0944,0.1066,0.149,0.07731,?,?,0.8529,1.849,?,?,0.01075,0.02722,?,0.01911,0.02293,?,?,?,139.9,1403.0,0.1338,0.2117,0.3446,?,0.2341,?
15.3,25.27,?,732.4,?,0.1697,0.1683,0.08751,0.1926,0.0654,0.439,1.012,3.498,43.5,?,?,?,0.01083,0.01768,0.002967,20.27,?,149.3,1269.0,?,0.611,?,?,?,?
17.57,?,115.0,?,0.09847,?,0.09875,0.07953,?,?,?,0.8225,4.655,61.1,?,?,0.03407,?,0.01925,?,?,19.52,134.9,1227.0,0.1255,0.2812,?,0.1456,0.2756,0.07919
?,25.11,124.8,1088.0,?,?,0.2319,0.1244,?,0.06197,0.8307,1.466,?,?,?,?,?,?,0.02007,?,?,34.01,?,1670.0,?,0.4257,0.6133,?,0.3444,?
11.84,?,?,440.6,?,0.1516,0.1218,?,0.2301,?,0.4825,?,3.475,?,?,0.03414,0.04205,0.01044,0.02273,?,?,?,?,888.7,?,0.5775,?,0.1546,0.4761,?
?,23.98,112.8,?,?,0.1496,0.2417,?,0.2248,0.06382,0.6009,?,?,?,0.008268,?,?,?,?,0.003854,?,32.09,136.1,?,0.1634,?,?,?,?,0.08482
?,?,?,?,0.09401,0.1719,0.1657,0.07593,?,0.06261,?,?,?,68.17,0.005015,0.03318,?,0.009643,?,?,?,30.9,161.4,?,?,?,0.6091,0.1785,?,0.1123
?,17.88,107.0,807.2,?,?,0.1354,0.07752,0.1998,?,0.334,?,2.183,?,?,0.02868,?,0.009067,0.01703,?,20.21,27.26,?,1261.0,?,0.5804,?,0.1864,0.427,?
16.74,21.59,110.1,869.5,0.0961,?,?,0.06018,0.1896,0.05656,?,0.9197,3.008,45.19,?,0.02499,?,0.01195,0.02789,0.002665,?,?,133.5,1229.0,0.1563,?,0.5409,0.1813,0.4863,0.08633
?,21.72,93.63,?,0.09823,?,?,?,?,?,?,1.019,2.657,?,?,?,?,?,?,?,?,30.36,116.2,?,?,0.4238,0.5186,?,?,0.1014
13.03,?,?,?,0.08983,?,0.02562,0.02923,?,?,?,?,1.17,14.16,0.004352,?,?,0.01164,0.02671,?,13.3,22.81,?,545.9,?,?,?,?,?,?
14.99,25.2,95.54,?,?,?,0.02398,0.02899,0.1565,0.05504,?,?,8.077,?,0.006883,0.01094,?,?,?,?,14.99,?,95.54,698.8,?,0.05131,0.02398,0.02899,0.1565,0.05504
?,20.82,88.4,?,?,0.1255,0.1063,0.05439,?,?,?,0.5914,?,18.52,0.005367,?,0.03049,0.01262,0.01377,?,?,?,?,740.4,?,?,?,0.2258,0.2807,0.1071
13.44,?,86.18,?,?,?,?,?,?,0.05587,?,?,?,20.53,?,?,0.0139,?,0.0138,0.001286,15.93,30.25,102.5,?,?,0.2043,0.2085,0.1112,?,?
10.95,?,71.9,?,0.1227,0.1218,?,?,?,?,0.2366,?,1.822,16.97,?,0.01764,0.02595,?,?,?,?,35.34,87.22,514.0,?,0.2698,?,0.1424,0.2964,?
?,24.81,128.3,1104.0,?,?,?,0.09961,0.231,0.06343,?,1.666,8.83,104.9,?,?,0.09723,0.02638,0.05333,0.007646,?,?,?,?,0.1247,0.7444,0.7242,?,?,?
13.28,?,87.32,545.2,0.1041,?,?,?,?,0.06782,0.3704,0.8249,2.427,31.33,?,0.02147,?,?,?,?,?,?,?,907.2,0.153,?,?,?,0.3739,0.1027
?,21.81,?,?,0.09714,0.1047,0.08259,0.05252,0.1746,?,0.1938,?,1.334,14.49,0.00335,0.01384,0.01452,?,?,?,?,29.89,105.5,?,0.1503,?,0.3728,?,0.3693,0.09618
18.65,17.6,?,1076.0,?,?,0.1974,?,?,0.06049,?,0.6633,?,?,0.006294,?,0.05554,?,?,?,?,?,?,?,0.1679,0.509,0.7345,0.2378,?,0.09185
?,?,51.71,?,0.086,0.05943,?,?,?,?,?,0.9567,?,8.205,0.008968,0.01646,0.01588,0.005917,?,?,8.964,?,?,?,0.1297,0.1357,0.0688,0.02564,0.3105,?
?,?,?,?,?,0.1231,?,?,0.2128,?,0.2871,?,?,?,?,?,?,0.01215,0.01743,0.003643,15.67,27.95,?,?,0.1786,?,0.5006,0.2088,0.39,?
?,14.63,78.04,449.3,0.1031,?,?,0.02749,0.1675,0.06043,?,0.7294,1.848,?,0.005488,?,?,0.00566,0.01428,0.002422,?,?,89.88,582.6,?,0.2156,0.305,?,?,?
13.49,22.3,?,561.0,?,?,?,?,0.1809,0.05718,0.2338,?,?,20.2,?,0.01382,0.02095,?,0.01641,?,15.15,31.82,99.0,698.8,?,?,0.2282,?,0.2871,?
11.76,?,74.72,427.9,0.08637,?,?,0.01115,?,0.05888,?,?,2.635,?,?,?,0.01168,0.007445,?,?,?,?,82.98,?,0.1085,0.08615,0.05523,0.03715,0.2433,0.06563
?,16.34,87.21,571.8,?,?,?,?,?,0.05953,?,?,?,?,?,0.01177,?,0.007956,0.01325,?,?,?,?,?,0.1089,?,0.105,0.08586,?,0.08025
11.94,18.24,75.71,437.6,0.08261,0.04751,0.01972,0.01349,0.1868,0.0611,0.2273,0.6329,?,?,?,0.00838,?,0.008,?,?,?,?,?,527.2,0.1144,?,0.09203,?,?,?
18.22,?,?,?,?,?,?,0.106,?,0.0631,?,1.593,4.877,98.81,?,0.02961,?,?,?,?,20.6,?,?,1321.0,?,0.2297,0.2623,0.1325,?,0.07987
15.1,?,?,712.8,?,?,?,?,?,?,?,?,?,29.91,0.004675,0.0103,?,?,0.01095,0.001629,18.1,?,117.7,1030.0,0.1389,?,0.2712,0.153,?,0.07873
?,?,73.34,?,0.09524,0.05473,0.03036,0.02278,0.192,0.05907,0.3249,0.9591,?,23.47,?,?,?,0.00867,?,?,12.84,?,?,506.2,0.1249,0.0872,0.09076,?,?,0.07036
19.21,?,?,?,?,0.1267,0.1323,0.08994,?,?,0.7275,?,4.837,102.5,?,0.02306,?,?,0.01852,?,?,28.14,170.1,2145.0,0.1624,0.3511,?,0.2091,0.3537,?
14.71,21.59,95.55,656.9,0.1137,?,?,0.08123,0.2027,?,?,?,2.735,40.09,0.003659,0.02855,0.02572,?,?,?,17.87,?,115.7,?,?,0.429,0.3587,0.1834,?,?
13.05,19.31,82.61,?,?,?,?,?,?,?,0.404,?,?,?,?,?,?,0.004167,?,?,14.23,?,90.24,624.1,0.1021,?,0.001845,?,?,?
8.618,?,?,?,0.09752,?,?,?,0.1683,0.07187,0.1559,0.5796,1.046,8.322,0.01011,0.01055,?,0.005742,?,0.002788,?,?,?,?,?,?,?,?,?,0.09026
10.17,14.88,64.55,311.9,?,?,0.01084,?,?,?,0.5158,1.441,?,?,0.007514,0.01099,?,0.008193,?,?,11.02,?,?,?,0.1275,?,0.02168,0.02579,0.3557,?
?,20.98,54.66,221.8,?,?,?,0.009259,0.1828,0.06757,?,2.067,2.493,?,0.01193,0.03162,?,?,?,?,9.565,27.04,?,?,0.1639,?,0.09001,0.02778,?,?
?,22.15,?,?,?,?,?,0.08653,?,?,0.7036,1.268,?,60.78,0.009407,?,?,?,0.017,0.006113,17.67,?,119.1,?,0.164,?,0.6922,0.1785,0.2844,0.1132
?,13.86,?,260.9,0.07721,0.08751,0.05988,?,0.2341,?,?,2.265,?,23.52,?,?,?,0.0156,0.04192,0.005822,?,19.23,?,?,0.09836,?,?,0.05087,0.3282,?
12.68,23.84,?,499.0,0.1122,0.1262,0.1128,?,0.1905,0.0659,?,1.178,2.927,36.46,0.007781,?,0.02973,0.0129,0.01635,0.003601,17.09,?,111.8,888.3,0.1851,0.4061,0.4024,?,?,?
14.78,23.94,?,?,?,?,?,0.09029,0.1953,0.06654,?,1.281,?,35.24,?,?,0.02315,0.01184,0.019,0.003224,17.31,33.39,?,?,?,0.3416,?,?,0.3321,?
?,21.01,?,269.4,?,?,?,0.01504,0.1717,?,0.2351,2.011,1.66,?,?,?,?,0.009333,0.02279,?,10.41,31.56,67.03,?,0.1548,0.1664,0.09412,0.06517,?,0.09211
?,19.04,71.8,?,?,?,?,?,?,0.05667,0.2727,?,1.831,18.15,?,?,?,?,0.02183,0.002146,?,?,?,?,0.129,0.09148,?,0.06961,?,?
?,?,58.79,?,?,?,?,?,0.2111,0.08046,?,?,?,17.67,?,0.08606,0.3038,0.03322,0.04197,?,?,22.65,?,324.7,?,0.4365,?,0.175,?,0.1175
?,?,?,502.5,?,?,0.03653,?,?,?,0.2368,0.8732,?,18.33,?,?,?,0.008662,?,0.001906,?,?,?,554.9,?,?,0.1039,0.05882,0.2383,?
?,21.31,123.6,?,?,0.1029,?,0.07951,?,0.05461,0.7888,0.7975,?,?,?,0.01652,?,?,0.01386,0.001698,?,26.58,?,?,0.1193,?,?,?,0.2551,?
8.888,14.64,58.79,244.0,?,?,0.08606,0.02872,?,0.0898,0.5262,0.8522,?,25.44,0.01721,?,?,?,0.02541,?,?,15.67,?,?,?,?,0.1434,0.04786,?,0.1084
17.2,?,?,?,0.1071,0.183,0.1692,0.07944,0.1927,0.06487,?,?,?,69.47,0.00582,?,?,0.01127,0.01527,0.006299,23.32,?,?,?,0.1585,0.7394,0.6566,?,?,?
?,15.79,90.43,584.1,0.1007,?,0.07789,0.05069,?,?,0.2787,?,1.957,?,0.004717,?,0.01759,0.009206,?,0.00313,?,?,?,812.4,?,0.3542,0.2779,?,?,0.103
12.31,16.52,79.19,470.9,0.09172,?,?,0.02272,0.172,?,0.2505,?,?,?,?,?,?,?,0.01386,0.002304,14.11,?,?,?,?,0.1843,0.1703,?,?,0.07609
16.07,?,104.1,817.7,0.09168,0.08424,?,0.06638,0.1798,?,?,1.016,?,79.25,?,?,?,0.01809,0.0155,?,19.77,?,128.8,1223.0,0.15,?,0.2829,?,?,0.06387
13.53,?,87.91,?,0.1291,0.1047,0.06877,?,0.2403,0.06641,?,?,2.652,?,0.0134,0.02839,0.01162,?,0.02572,?,14.08,?,?,?,0.1451,?,?,0.07407,?,?
?,16.15,120.2,1006.0,0.1065,?,?,?,0.2152,?,?,?,6.311,?,0.00794,?,?,?,0.02591,0.007054,?,18.91,150.1,?,?,0.5634,0.3786,0.2102,0.3751,0.1108
20.18,23.97,?,?,?,?,0.3754,0.1604,?,?,0.9317,1.885,?,?,0.01038,0.06835,?,0.02593,0.07895,?,23.37,31.72,?,1623.0,0.1639,?,?,0.2508,?,?
?,18.0,?,?,0.09934,0.09546,?,?,?,?,?,1.095,?,?,?,?,0.02071,?,0.01748,0.002848,?,24.82,91.88,?,?,?,?,?,?,?
?,?,?,?,?,?,0.04591,?,?,0.07005,0.3251,2.174,?,24.62,?,?,?,0.007506,?,0.003976,?,?,84.53,525.1,?,0.1676,?,?,?,?
?,15.86,86.49,520.0,?,?,0.1169,0.06987,0.1942,?,?,?,1.535,?,?,?,0.0398,?,0.02134,?,?,23.19,?,?,?,?,0.4858,?,0.3527,0.1016
25.22,?,171.5,1878.0,0.1063,0.2665,0.3339,?,0.1829,0.06782,0.8973,1.474,7.382,?,0.008166,0.05693,?,?,0.01065,0.005893,?,33.62,?,2562.0,?,?,?,0.2867,0.2355,0.1051
?,26.29,?,?,?,0.1791,0.1937,0.1469,0.1634,0.07224,?,2.91,?,67.1,?,0.0605,?,?,?,0.01039,?,32.72,141.3,?,0.1392,?,0.2432,?,0.2311,?
12.0,15.65,76.95,443.3,?,?,?,?,?,?,0.2271,1.255,?,16.16,0.005969,?,0.02007,?,0.01972,?,13.67,?,87.78,?,0.1377,?,0.2267,?,?,?
18.46,18.52,?,1075.0,0.09874,0.1053,0.1335,0.08795,?,0.06022,?,?,?,80.6,?,?,0.02806,?,?,?,22.93,27.68,?,1603.0,?,?,?,?,?,?
14.48,21.46,?,?,?,?,?,?,0.2075,?,?,?,?,38.87,0.009369,0.02983,?,?,0.02418,?,?,?,108.4,?,?,0.1976,0.3349,?,0.302,0.06846
?,24.59,122.0,?,?,0.1206,0.1468,0.08271,0.1953,?,0.5495,0.6636,?,57.65,0.003872,0.01842,?,?,?,?,?,?,?,?,0.1249,?,0.5755,0.1956,0.3956,?
?,21.8,79.78,466.1,?,?,0.06015,?,0.193,0.06404,0.2978,?,?,?,0.007112,?,?,0.01293,?,?,13.83,?,91.46,?,0.1304,?,0.2434,?,?,?
?,15.24,?,?,0.1132,0.1339,0.09966,0.07064,0.2116,0.06346,0.5115,0.7372,?,42.76,?,?,0.04436,0.01623,?,?,?,18.24,?,?,0.1277,0.3089,0.2604,?,0.3151,0.08473
14.62,?,94.57,662.7,?,0.08606,0.03102,0.02957,?,0.05866,0.3721,?,?,33.76,0.004868,?,?,0.008606,?,?,16.11,?,102.9,?,0.1115,?,?,0.06946,?,0.07246
?,?,?,?,0.092,?,0.1122,0.07483,0.1717,?,?,?,?,29.44,?,0.02444,0.04531,0.01763,?,0.002142,?,25.84,107.5,?,?,0.1997,?,?,0.2556,?
13.27,?,?,551.7,?,?,0.03261,0.02648,0.1386,?,?,1.153,2.701,36.35,0.004481,0.01038,?,0.01082,?,0.001435,?,?,?,830.6,0.1006,0.1238,?,?,0.2027,?
13.45,18.3,86.6,555.1,?,0.08165,?,?,?,?,?,?,2.099,?,?,0.01491,0.01872,0.009366,?,0.001817,?,?,?,699.4,0.1339,0.1751,?,?,?,?
?,19.83,100.3,?,?,0.1553,0.17,0.08815,0.1855,?,0.4768,?,?,?,0.00925,?,?,0.01851,0.01498,?,18.23,?,?,1025.0,0.1551,?,?,0.2115,?,?
20.26,23.03,?,?,?,?,?,?,?,?,0.7576,1.509,4.554,?,0.006016,?,?,0.01269,?,0.004411,?,31.59,156.1,?,?,0.3539,0.4098,0.1573,0.3689,?
?,?,77.79,?,?,?,?,?,0.19,?,?,1.511,?,?,0.005433,0.01179,0.01131,0.01519,?,?,12.83,?,?,495.2,?,?,?,?,0.2227,?
?,19.94,62.11,294.5,0.1024,?,0.006829,0.007937,?,0.0689,?,2.043,2.132,20.05,?,?,?,0.00525,?,?,?,?,?,?,0.1316,0.09473,0.02049,?,?,?
11.6,12.84,?,412.6,?,?,?,?,?,0.06582,?,?,1.475,15.75,0.006153,0.0133,?,0.006884,0.01651,?,13.06,17.16,82.96,?,?,0.1851,?,?,0.2772,0.08756
?,?,?,?,?,0.1141,0.09388,0.05839,?,?,?,1.851,?,26.85,0.008005,?,?,?,?,?,?,30.86,109.5,826.4,?,0.3026,0.3194,0.1565,0.2718,0.09353
?,?,?,582.7,0.09488,?,?,?,?,?,0.4565,1.29,2.861,43.14,?,0.01488,0.02647,?,0.01465,?,?,?,108.6,?,0.1265,?,0.3169,0.1184,?,?
6.981,13.43,?,?,?,0.07568,0.0,?,0.193,?,0.2241,1.508,1.553,9.833,0.01019,?,0.0,?,0.02659,?,?,19.54,?,185.2,?,?,0.0,?,?,?
12.18,?,77.22,458.7,?,?,?,0.0177,0.1739,0.05677,?,1.571,1.183,?,0.00508,0.006098,0.01069,0.006797,?,0.001532,?,?,?,?,?,?,?,0.07431,?,?
9.876,19.4,63.95,298.3,0.1005,0.09697,0.06154,0.03029,?,0.06322,?,?,?,?,?,0.02196,0.03029,?,?,?,10.76,?,72.22,361.2,?,0.2302,0.2644,0.09749,0.2622,0.0849
10.49,?,67.41,336.1,?,0.08578,?,0.01201,?,0.06481,?,1.534,?,?,0.007595,0.02219,?,0.008614,?,?,?,23.31,74.22,402.8,?,?,?,0.03203,?,0.07552
13.11,?,?,?,0.1398,?,?,?,0.1925,0.07692,0.3908,?,2.41,34.66,0.007162,0.02912,0.05473,?,?,0.007098,?,?,106.4,?,?,?,0.6376,?,0.3147,0.1405
?,18.33,?,?,0.1142,?,?,?,0.1801,0.0652,?,1.657,?,20.62,?,0.0231,0.02945,0.01398,?,?,?,?,85.51,521.7,0.1688,?,?,?,0.2806,0.09097
?,18.54,?,?,0.08477,?,0.02643,0.01921,?,0.06066,?,0.8944,?,?,0.003457,0.01047,?,0.005558,0.01251,0.001356,?,27.49,?,544.1,?,?,0.1937,0.08442,?,?
22.27,19.67,152.8,1509.0,0.1326,0.2768,0.4264,0.1823,0.2556,?,?,1.545,?,170.0,?,?,0.104,0.0248,?,?,28.4,?,206.8,2360.0,0.1701,?,?,?,0.4055,?
?,21.26,?,?,?,0.06575,0.05133,0.01899,0.1487,0.06529,?,?,?,16.41,?,0.01557,0.02443,?,0.01568,0.002477,13.01,29.15,83.99,518.1,?,?,?,0.08278,?,?
9.777,?,?,?,?,0.08404,?,0.01778,?,?,?,?,2.747,?,0.01385,?,0.02722,0.01023,0.03281,?,?,?,71.68,?,?,?,0.13,?,0.2533,?
12.63,?,?,?,0.09933,0.1209,0.1065,?,?,0.0707,?,?,?,20.48,0.01291,0.04042,0.05101,?,?,0.005891,13.33,25.47,89.0,527.4,?,?,?,0.1105,?,?
14.26,?,?,?,0.07837,0.2233,?,?,?,?,?,?,3.399,?,?,?,?,0.02292,?,?,?,23.73,?,709.0,?,?,?,?,0.2398,?
10.51,?,68.64,334.2,0.1122,0.1303,0.06476,0.03068,?,0.07782,0.3336,1.86,?,19.91,?,0.03747,?,0.01544,?,0.006792,11.16,?,72.62,?,?,?,?,0.06136,0.2383,0.09026
?,15.83,55.84,?,0.115,?,?,0.01924,?,?,0.1665,?,?,8.966,0.008261,0.02213,?,0.0104,?,?,?,?,?,?,?,?,0.2456,0.105,0.2926,0.1017
?,?,?,438.6,0.09768,?,0.03328,?,0.1688,0.06194,?,?,2.0,24.79,?,0.02507,?,0.007711,0.01278,0.003856,?,26.15,87.54,?,?,0.2399,0.1503,0.07247,0.2438,0.08541
?,15.76,?,?,0.09462,0.1243,0.09263,0.02308,0.1305,0.07163,0.3132,?,3.28,?,?,0.0676,0.09263,0.02308,0.02384,0.005601,9.414,17.07,?,270.0,0.1179,?,?,?,?,0.07722
?,?,98.64,?,?,?,0.169,?,0.2157,0.06768,0.4266,0.9489,2.989,?,?,?,0.03011,0.01271,?,0.003884,18.81,?,?,1095.0,0.1878,0.448,0.4704,0.2027,0.3585,0.1065
?,?,105.7,?,0.1155,?,?,0.09479,0.2096,?,0.552,?,3.598,?,0.008699,?,?,?,?,?,20.19,?,130.3,?,0.1855,?,0.7356,0.2034,0.3274,?
17.95,?,?,982.0,?,0.06722,?,?,0.2129,0.05025,?,?,3.357,54.04,?,?,?,?,?,?,?,?,129.2,1261.0,?,?,?,0.1185,?,?
11.41,?,73.34,?,0.09373,?,?,0.02623,?,?,?,?,?,?,?,?,0.01514,?,0.01344,0.002206,12.82,?,83.74,?,0.1548,0.239,?,0.08958,0.3016,0.08523
18.66,?,?,1077.0,?,0.11,?,0.08665,?,0.06213,?,?,4.895,90.47,?,0.02101,0.03342,?,0.02045,0.00457,?,?,145.4,1549.0,?,0.2291,0.3272,?,0.2894,0.08456
24.25,?,166.2,1761.0,0.1447,0.2867,0.4268,?,?,0.06877,?,?,?,233.0,?,0.09806,?,?,0.04547,?,26.02,23.99,?,2073.0,?,?,?,0.2248,0.3222,?
?,?,?,?,?,?,0.08842,?,0.1856,?,0.2929,?,1.928,24.19,0.003818,0.01276,?,0.012,?,?,15.7,15.98,102.8,?,0.1313,0.1788,0.256,?,0.2889,0.08006
13.37,16.39,?,?,0.07115,0.07325,0.08092,?,0.1422,?,?,?,1.223,14.66,?,?,?,?,?,?,14.26,?,91.99,632.1,?,0.2531,?,?,0.2048,0.07628
13.85,17.21,?,?,0.08785,0.06136,?,?,?,0.0589,0.2185,?,?,?,?,?,0.009127,?,0.01247,0.001708,?,23.58,?,?,0.1157,0.135,0.08115,?,?,0.07182
