@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,0.88,?,0.53,1.02,1.78,3.19,?,2.14,?
0.67,1.6,0.21,0.47,2.16,1.96,3.17,?,3.04,3.1
0.9,0.96,0.38,0.5,0.78,2.1,?,2.9,?,?
0.64,?,0.4,0.37,0.64,1.12,3.18,2.94,1.76,3.06
?,?,?,0.65,?,2.94,3.19,?,1.41,?
0.88,?,0.16,0.45,0.5,1.0,3.18,2.67,1.79,2.86
1.47,0.84,0.64,0.39,?,1.18,?,2.9,?,3.46
?,?,2.85,0.39,?,?,?,2.73,1.7,?
1.07,0.56,0.93,0.53,1.3,2.62,3.18,?,2.27,?
0.99,?,?,0.43,0.8,1.1,?,2.74,?,3.42
1.76,?,0.43,?,?,1.62,3.17,2.8,0.96,?
?,2.16,1.12,0.53,?,?,?,2.83,2.24,?
0.9,?,1.25,0.67,0.86,1.86,3.19,2.96,?,?
?,1.08,?,0.34,0.7,?,3.18,2.85,1.15,?
0.9,1.84,?,0.66,1.04,1.78,3.18,2.79,1.86,2.54
0.35,1.36,1.41,0.49,1.1,?,3.18,3.04,1.28,2.48
0.83,1.04,2.94,0.96,0.88,1.86,3.2,?,1.25,2.34
?,1.28,?,0.61,?,2.3,3.18,3.01,1.73,2.34
0.64,1.72,1.25,0.51,0.72,2.04,?,2.83,1.76,2.4
?,?,?,0.54,1.12,1.74,3.18,2.78,1.79,2.94
0.54,1.2,1.17,0.45,1.04,1.38,3.18,2.58,1.82,2.94
?,?,1.1,0.43,0.86,?,3.18,2.7,0.96,3.18
?,?,1.25,?,?,2.9,3.18,2.82,1.44,?
0.77,1.04,0.26,0.66,1.42,2.0,3.18,?,1.6,2.64
0.93,2.68,?,0.42,1.42,?,?,2.58,1.31,2.38
1.98,0.48,0.75,0.69,0.88,2.62,3.18,2.86,?,?
?,?,1.38,?,?,2.0,?,2.72,?,?
0.64,1.36,0.19,0.46,0.78,?,?,2.79,?,2.82
?,1.44,0.42,0.33,0.74,1.3,3.18,?,1.18,2.98
1.06,1.68,1.02,0.66,0.72,2.02,?,2.81,1.41,2.56
?,1.48,0.99,?,1.12,1.78,3.17,2.89,?,3.34
0.54,1.2,?,?,0.88,1.66,3.18,2.7,?,2.78
?,0.88,1.52,0.46,?,1.48,3.18,2.71,0.99,2.88
0.83,1.68,1.14,0.51,1.66,?,?,2.85,1.7,?
0.93,1.64,1.73,0.55,1.46,?,3.18,2.74,1.89,?
?,1.28,1.54,0.62,1.7,2.16,3.18,3.02,?,2.5
0.51,1.64,0.27,0.3,0.78,1.86,?,2.69,2.5,3.34
?,0.96,0.73,0.61,?,2.82,3.18,2.99,2.14,2.54
1.15,?,1.62,0.61,0.78,1.94,3.19,3.02,?,2.54
?,1.16,1.66,?,1.58,1.9,?,2.85,1.28,2.88
0.96,1.4,0.74,?,0.86,?,3.18,2.8,1.44,3.06
1.09,1.32,0.74,0.39,?,1.06,3.18,?,?,3.2
0.74,1.28,0.26,?,?,?,3.17,?,1.73,3.34
0.8,1.12,0.19,?,0.82,1.48,3.18,2.82,1.7,?
?,1.96,0.61,?,?,1.86,3.17,2.7,1.22,?
0.61,1.04,?,0.45,?,1.9,3.18,2.71,2.37,2.62
0.9,1.4,0.19,0.59,1.04,1.88,3.17,3.06,2.21,3.02
0.96,2.96,0.29,0.38,0.88,2.08,3.17,2.93,?,3.42
1.09,?,?,0.61,?,2.44,3.18,?,1.38,2.46
?,?,1.98,?,1.38,?,3.19,3.12,1.5,2.62
0.86,1.28,?,0.55,1.26,2.12,3.18,2.86,1.92,?
0.77,1.52,1.33,?,?,2.46,3.18,?,?,2.54
?,?,1.01,?,?,2.02,3.18,2.93,?,?
0.74,1.64,0.18,?,0.94,2.0,3.18,?,?,2.98
?,1.6,0.21,?,0.62,1.22,?,2.85,?,2.66
0.64,1.56,0.22,0.57,?,2.02,3.18,?,1.34,2.78
1.09,?,0.22,0.37,?,1.94,3.18,2.73,1.66,2.62
1.02,1.16,1.22,?,?,1.66,?,2.8,?,3.42
0.9,1.64,0.32,0.5,1.34,2.02,?,3.06,1.57,?
2.05,1.12,?,0.37,?,1.04,3.17,2.77,?,3.44
1.18,2.04,1.89,0.5,1.66,?,?,?,?,2.34
?,1.76,1.02,0.27,0.24,1.16,3.18,2.63,?,3.36
0.58,1.12,1.57,0.45,0.78,?,?,?,?,2.9
1.15,1.08,0.51,?,0.34,?,?,2.58,2.21,3.36
0.9,1.84,0.51,?,1.04,1.78,3.18,2.79,?,?
0.7,1.28,0.93,0.47,?,1.58,3.18,2.82,1.76,2.98
?,1.16,?,0.23,0.82,1.5,3.18,2.78,?,2.88
0.9,1.64,0.21,0.5,0.3,1.68,3.18,?,?,2.74
0.7,0.8,?,0.5,1.1,?,3.19,?,?,?
0.61,1.04,?,0.46,?,1.86,?,2.9,?,2.54
?,2.04,2.82,?,0.9,1.66,?,2.85,1.5,2.34
?,?,1.49,0.46,0.58,?,3.18,2.97,1.73,2.86
?,1.16,0.26,?,?,?,3.18,?,2.18,2.8
1.9,0.4,0.45,0.48,?,?,3.18,?,?,2.48
?,?,0.14,0.65,0.4,0.98,?,2.73,1.22,2.78
1.06,?,0.22,0.49,0.74,1.24,3.17,2.94,?,?
0.96,1.08,?,?,0.72,2.02,3.18,?,1.57,?
0.42,1.88,0.26,?,1.06,?,?,?,1.15,?
?,?,0.78,0.41,1.1,2.0,3.18,3.01,?,3.26
0.99,1.08,0.93,?,?,1.46,?,2.97,?,2.94
?,0.96,0.22,0.47,0.46,2.12,3.18,?,1.7,?
0.77,1.24,0.21,0.54,0.88,1.42,3.18,2.86,?,?
0.58,?,0.19,0.53,0.24,?,3.18,3.29,2.18,2.9
0.8,1.2,?,0.43,1.78,2.62,?,2.75,1.6,2.7
1.28,1.48,1.42,0.61,?,1.98,?,2.81,1.6,2.48
1.38,?,1.8,0.37,0.82,?,3.18,2.69,1.22,?
1.06,1.04,2.5,0.56,1.78,2.8,3.2,?,2.18,2.54
?,?,0.36,0.43,0.22,2.8,?,?,1.98,2.64
?,1.12,?,0.47,1.42,2.14,3.18,?,1.44,2.72
1.41,1.32,?,?,?,1.56,?,?,?,3.06
?,1.04,?,0.61,?,?,?,2.89,1.63,2.46
0.93,0.6,0.18,?,0.32,1.1,?,2.94,?,3.04
?,1.08,2.48,?,0.66,1.8,3.19,2.58,1.38,2.32
0.83,1.32,?,0.65,1.28,1.7,?,2.75,?,?
1.7,?,?,0.41,?,?,3.16,2.85,1.7,3.52
0.9,1.56,?,0.35,?,1.96,3.16,2.74,?,3.44
0.34,?,0.18,0.4,1.18,?,3.18,2.82,?,2.86
0.8,1.0,0.22,0.34,0.94,?,?,?,1.41,?
?,1.04,?,0.31,0.62,1.5,?,2.65,?,3.04
1.28,0.68,2.06,0.38,?,2.48,3.19,2.74,1.57,2.5
?,1.48,?,0.31,0.64,1.3,3.18,?,1.57,3.26
1.25,2.16,0.22,1.79,0.9,1.76,?,2.77,1.7,?
1.06,?,2.5,0.62,?,3.02,3.19,?,1.79,2.78
1.12,1.56,0.38,0.55,?,?,3.18,?,?,2.96
0.7,0.92,2.77,?,0.98,?,3.2,2.74,1.47,2.34
1.06,1.12,0.22,?,?,1.46,3.18,?,?,2.82
?,?,0.82,0.42,0.62,1.74,?,?,?,?
0.99,2.08,0.27,0.33,0.14,0.82,?,2.73,1.38,?
0.99,1.28,0.19,?,0.54,?,3.18,?,1.73,2.62
0.8,0.84,0.24,?,0.56,?,?,2.94,1.89,?
0.77,0.88,1.71,0.48,0.7,1.08,3.18,2.54,1.15,?
1.06,1.12,0.98,0.21,1.1,1.38,3.17,2.88,1.02,?
?,1.44,?,0.32,1.18,1.48,?,2.79,1.31,?
0.93,1.36,1.94,0.34,0.9,2.36,3.19,?,?,2.82
0.83,2.04,0.42,?,0.7,2.12,?,?,1.6,2.98
0.51,1.32,0.24,0.38,0.42,1.3,3.18,?,1.34,2.58
0.61,?,?,0.37,0.38,0.94,3.17,2.94,?,3.46
0.7,1.28,1.66,?,1.68,2.68,3.19,2.77,?,2.54
0.61,1.52,0.18,0.26,0.8,1.4,3.17,2.77,?,3.04
0.9,1.2,0.5,0.45,0.64,1.54,?,2.71,?,2.3
1.02,?,1.2,0.47,?,2.98,3.18,2.79,1.31,2.38
?,0.88,?,0.45,?,2.0,?,2.87,?,?
0.77,1.08,0.29,?,1.38,?,?,2.87,1.6,2.88
1.25,1.12,1.47,0.41,0.26,1.22,3.18,2.73,1.12,3.22
1.15,2.32,?,0.5,1.12,?,3.19,2.8,1.63,?
0.93,?,0.14,?,0.54,1.56,3.17,2.86,1.6,3.04
0.61,1.2,2.05,0.61,1.3,?,?,?,1.57,?
1.02,?,0.27,0.35,1.18,1.46,3.17,2.73,1.47,3.34
0.9,2.24,0.27,1.78,?,1.42,3.18,2.75,?,2.46
?,1.2,1.39,0.41,1.26,1.7,3.18,?,1.25,2.82
?,2.96,0.58,0.57,0.78,1.7,?,2.91,1.28,3.3
0.61,1.04,1.98,0.55,1.34,1.96,3.19,2.94,?,?
0.61,?,0.22,?,1.1,1.42,?,3.14,2.11,2.8
0.58,?,2.1,0.64,?,2.18,3.2,3.04,1.12,2.42
?,?,?,?,0.74,1.16,3.18,2.7,?,3.02
0.48,1.96,?,?,?,?,?,2.7,1.28,2.74
0.61,0.84,0.15,0.38,?,2.12,3.18,2.97,1.34,2.14
?,1.16,?,0.4,1.18,?,?,2.82,1.76,2.86
1.41,1.08,1.34,0.65,1.6,2.14,3.18,2.81,1.15,3.14
0.58,1.84,0.22,0.73,?,?,3.18,2.99,1.44,2.96
0.96,0.88,?,?,1.18,2.24,?,2.78,?,2.7
2.08,0.48,?,0.15,0.1,0.14,?,?,?,3.6
0.7,0.92,2.77,0.54,0.98,?,3.2,2.74,1.47,?
1.25,?,1.76,0.54,1.76,2.38,3.19,?,1.6,2.32
0.74,1.6,?,0.56,0.32,1.02,3.19,?,2.69,?
0.74,1.84,1.02,?,?,1.14,?,?,?,3.12
0.83,1.56,?,0.23,0.32,0.88,3.17,2.89,2.4,?
?,1.2,?,0.42,?,?,3.18,2.88,1.63,2.88
1.33,0.52,0.22,?,0.3,?,3.18,2.93,?,2.8
1.5,1.96,?,2.73,1.12,2.94,?,2.63,?,2.46
0.96,?,0.67,0.33,0.98,1.34,3.17,?,1.15,3.14
0.34,1.16,0.18,0.4,1.18,1.86,3.18,2.82,?,?
0.51,1.0,?,0.56,?,1.82,3.18,2.81,1.22,?
?,1.16,0.26,0.39,0.78,?,3.18,2.94,?,2.94
0.51,?,2.0,?,0.48,2.08,3.19,2.56,1.15,2.4
0.58,1.2,2.05,?,?,2.28,3.19,?,1.66,2.4
0.61,2.4,?,?,0.16,1.62,3.18,2.59,1.89,?
1.09,1.76,0.67,0.54,1.36,1.92,3.17,2.67,2.43,3.28
?,0.88,?,?,0.86,?,3.17,2.98,1.41,?
0.93,1.96,0.22,1.62,?,?,3.18,2.74,1.57,2.4
?,0.24,?,?,0.24,1.12,3.18,3.06,1.41,2.72
0.61,1.32,1.62,0.72,1.68,1.78,3.18,?,1.31,?
0.77,0.72,1.07,0.53,0.88,2.14,3.19,?,1.79,2.62
0.96,?,?,0.63,?,3.12,3.19,3.1,2.05,2.72
1.58,0.88,?,0.53,?,1.86,3.18,?,1.73,2.78
0.61,1.72,?,0.51,1.42,?,3.19,3.13,?,2.78
1.06,1.2,?,?,?,?,3.17,?,?,3.5
1.22,?,1.33,0.59,1.18,2.24,3.19,2.77,?,2.46
1.12,?,2.3,?,?,2.36,3.2,?,1.86,?
?,?,?,0.59,0.8,1.94,3.19,2.82,1.95,2.72
0.45,1.4,?,0.45,?,?,3.18,2.64,?,?
?,1.52,?,0.48,1.5,2.5,3.18,2.86,1.47,2.46
0.8,1.64,0.29,?,1.38,2.2,3.17,2.93,?,?
0.58,1.28,?,0.54,0.46,1.46,?,3.04,1.41,?
0.7,1.12,1.92,0.64,1.82,?,?,2.66,0.96,?
0.77,1.6,2.86,0.56,?,2.46,3.2,2.97,1.34,2.56
1.15,1.76,1.33,2.91,?,1.9,3.18,2.78,?,2.72
0.93,?,0.22,0.38,0.8,1.52,3.16,2.74,1.38,3.52
0.83,?,?,?,0.8,1.86,3.18,2.82,?,2.42
?,?,0.38,0.49,1.54,2.38,3.18,?,2.18,2.82
1.12,1.56,0.14,0.48,0.4,0.82,?,2.63,0.9,?
0.99,?,0.22,?,1.5,?,3.18,?,1.47,2.66
?,1.28,?,0.51,?,1.8,3.18,2.74,?,3.1
?,1.2,?,0.49,1.14,2.04,3.18,3.22,1.47,2.82
0.58,?,2.18,0.59,1.02,?,3.19,?,1.6,2.66
0.74,1.28,1.36,0.66,1.26,?,3.18,2.83,?,2.64
0.9,?,0.32,0.59,0.62,2.08,3.17,2.78,1.66,?
0.51,?,0.26,?,0.34,0.82,3.18,2.86,1.73,2.88
0.93,1.76,0.58,?,?,?,3.18,2.67,?,2.42
0.77,?,0.93,0.61,0.66,1.6,3.18,?,?,?
1.18,?,?,?,1.3,?,3.17,?,0.86,?
0.96,?,0.56,0.42,0.98,2.06,?,2.82,1.18,?
?,1.12,2.35,0.54,1.3,2.64,3.19,2.87,1.47,?
1.09,?,?,0.41,?,1.34,?,2.72,1.41,3.14
0.67,1.52,?,?,1.06,1.38,?,2.89,1.28,2.96
?,0.76,0.8,0.49,?,1.34,3.18,3.26,?,?
0.58,1.2,0.18,?,0.54,0.76,3.17,2.69,1.63,2.94
0.67,0.84,0.82,1.11,0.56,1.4,3.18,?,1.47,2.56
0.7,?,0.26,0.51,1.06,?,3.18,2.65,?,?
0.77,?,1.62,?,0.56,?,?,?,1.12,2.54
1.79,0.88,1.42,0.39,0.72,?,3.19,2.85,1.63,?
?,?,0.35,0.48,0.74,2.18,3.19,?,?,2.58
0.61,?,0.22,0.53,0.58,1.2,?,?,1.63,3.12
?,1.16,2.22,0.64,0.88,1.26,?,?,1.25,2.5
?,0.96,2.27,0.61,?,?,?,2.82,1.6,2.56
0.61,1.4,0.27,0.41,0.88,1.34,3.18,2.86,?,?
1.02,1.04,1.97,0.5,0.64,2.74,?,2.77,?,2.64
0.83,1.64,0.35,0.56,0.78,1.48,3.18,?,?,2.66
1.02,1.28,0.77,0.47,1.06,2.48,3.18,2.86,1.73,2.94
?,?,2.43,?,1.82,2.38,?,3.02,?,2.48
1.55,?,?,0.74,0.22,1.38,?,3.22,1.28,2.58
?,1.2,2.19,0.64,0.88,2.24,3.19,?,1.41,?
?,1.76,0.22,0.49,?,1.46,3.18,?,2.4,2.74
0.54,?,?,0.37,0.74,?,?,?,1.76,3.04
0.38,1.16,1.65,0.45,1.1,1.3,3.18,2.83,1.22,2.62
0.77,?,1.19,?,1.58,2.5,3.18,?,1.6,2.5
0.58,1.8,0.7,?,1.52,?,3.18,2.78,?,2.98
1.09,0.76,0.93,0.47,?,1.94,3.18,2.8,2.02,?
0.96,?,2.05,0.47,?,2.24,3.19,2.75,?,2.62
0.67,1.28,0.14,?,1.02,1.62,?,?,?,2.82
0.74,?,2.77,0.53,0.4,1.46,?,2.8,?,2.46
0.93,?,?,?,?,1.46,?,2.97,1.22,3.42
1.02,?,?,?,0.98,1.82,3.18,?,1.6,2.88
1.09,1.0,0.77,0.43,?,1.62,3.18,2.98,2.27,3.36
3.22,1.84,0.22,?,0.9,2.46,3.19,?,1.57,2.72
0.48,1.16,?,0.33,0.26,0.86,3.18,2.98,1.25,2.7
0.45,1.2,0.86,0.51,0.7,?,?,2.95,?,2.48
?,?,?,?,1.52,2.54,3.19,2.74,1.28,2.48
0.54,1.6,2.33,0.54,?,2.08,3.2,2.97,?,?
0.86,1.72,?,?,?,3.24,3.18,2.78,?,?
1.41,1.96,1.23,0.51,0.42,2.26,?,2.77,1.18,2.32
0.8,1.16,?,?,1.02,?,3.19,?,1.22,?
?,?,0.24,0.34,1.98,1.62,3.17,?,3.17,3.22
0.67,1.36,1.9,0.45,1.46,1.86,?,?,0.99,2.74
?,0.72,0.53,0.62,0.48,1.9,3.18,2.78,?,?
0.7,0.76,0.18,?,?,2.54,?,2.71,1.6,2.54
0.74,1.84,0.16,0.62,?,?,?,2.62,1.57,?
0.74,?,1.57,?,1.98,1.78,3.18,2.81,?,2.72
0.48,1.88,1.82,0.4,?,?,?,2.7,1.09,2.8
0.38,1.32,0.46,0.5,?,?,3.17,2.82,?,3.44
0.77,?,?,?,1.72,2.91,3.18,2.94,1.86,2.58
1.57,1.28,0.83,0.49,0.48,1.38,3.18,?,?,2.86
?,2.2,1.3,?,?,2.88,3.18,?,1.6,2.46
?,1.52,1.89,0.63,?,2.26,3.2,2.97,?,?
0.99,1.52,1.68,0.35,1.42,1.86,3.18,2.97,1.47,3.12
1.25,1.24,?,0.49,0.74,?,3.2,?,1.73,2.42
0.7,?,0.74,0.5,1.04,2.12,3.18,2.66,0.9,?
0.58,1.2,0.16,0.35,?,?,3.17,?,1.66,3.02
0.93,1.88,0.48,0.59,?,1.94,3.18,2.93,2.4,2.66
0.54,1.32,0.96,?,0.8,1.48,?,2.95,1.86,?
0.67,1.08,2.9,?,1.1,1.94,3.2,?,?,?
?,1.12,?,0.63,?,2.74,3.19,?,?,2.4
1.57,?,1.06,0.39,0.16,?,3.18,2.71,?,?
0.99,1.12,0.24,0.42,0.32,1.58,?,?,1.63,2.78
1.18,0.88,?,0.29,?,?,3.19,2.96,1.92,2.56
0.58,0.88,0.88,0.42,0.26,1.14,3.18,3.07,1.41,3.26
?,?,?,?,0.82,1.4,?,2.72,1.06,3.36
0.86,1.04,?,0.81,?,0.92,3.17,?,1.22,3.06
?,1.36,0.24,?,?,1.8,3.18,2.89,1.57,2.56
?,1.36,2.02,0.55,0.18,?,3.18,2.83,1.28,?
?,?,0.37,0.54,1.6,2.52,3.18,3.25,2.3,2.7
1.76,1.2,?,0.3,0.38,0.94,?,?,1.15,3.14
0.58,1.48,0.19,0.56,0.16,1.26,3.18,2.82,1.66,?
?,1.6,?,0.53,?,?,3.18,?,?,?
0.99,2.0,2.13,?,1.82,2.6,3.19,2.67,1.5,2.46
?,?,?,?,?,1.28,3.17,?,1.41,3.28
?,1.96,0.86,0.55,1.44,2.18,3.18,?,1.41,2.88
?,2.12,1.62,0.61,?,?,3.19,2.73,1.28,?
1.31,?,?,0.59,1.3,1.9,3.18,2.79,1.98,2.46
?,1.0,0.22,0.56,?,?,3.18,3.04,1.73,2.72
0.93,1.0,1.7,0.45,0.86,1.6,3.18,?,1.09,?
0.58,1.2,?,0.53,1.3,2.66,3.18,?,1.22,2.48
1.02,0.92,1.54,0.3,0.7,1.58,?,2.82,1.7,3.26
?,1.36,2.25,?,?,?,?,?,1.89,2.94
1.47,1.04,1.01,?,1.3,2.12,3.18,2.79,?,?
?,?,1.74,0.69,1.46,2.58,3.19,2.86,1.41,?
0.74,?,0.72,?,?,1.66,?,?,2.05,2.88
0.9,1.84,2.46,0.67,0.86,?,3.2,2.9,1.86,2.4
?,0.96,?,0.64,1.82,?,?,2.71,1.6,2.54
?,2.96,?,?,1.12,1.92,3.17,?,1.31,3.26
0.77,?,0.29,0.54,0.78,?,3.18,2.94,1.38,2.64
0.48,1.68,0.27,0.51,?,2.06,3.18,?,1.92,2.78
?,1.48,0.51,0.24,?,?,?,3.02,1.5,3.2
?,1.6,0.3,?,?,1.3,3.17,?,1.76,3.22
0.86,?,0.19,0.87,1.12,1.66,?,2.95,1.5,2.7
0.83,2.0,1.82,0.33,0.66,1.24,3.18,?,?,2.8
?,1.2,?,0.22,0.1,0.38,3.17,2.85,1.15,3.2
0.8,1.48,2.16,0.69,1.38,2.56,?,2.66,1.41,2.42
0.8,?,1.22,?,1.44,2.46,?,?,1.44,2.46
1.06,?,0.16,?,?,?,?,2.78,?,2.5
?,?,0.42,0.57,0.64,1.76,3.18,?,?,2.98
?,?,0.16,?,0.64,?,3.18,?,1.02,2.98
0.8,?,?,0.5,0.82,2.46,?,2.97,?,2.66
0.83,?,0.58,?,0.58,1.34,3.17,2.66,?,?
0.96,1.96,1.31,0.63,1.3,2.5,3.19,?,?,?
0.86,?,0.19,0.5,0.54,?,?,2.91,?,2.9
?,?,?,0.37,0.94,2.18,3.18,?,1.63,3.34
0.74,?,1.65,?,1.44,?,3.19,2.87,1.5,2.46
1.15,1.4,1.38,0.43,?,?,?,2.66,1.02,?
1.57,1.96,?,?,0.78,1.98,3.18,2.86,1.06,2.66
0.74,1.16,0.5,0.26,0.5,1.18,?,?,1.63,2.98
0.77,1.64,1.39,0.41,0.78,1.98,?,2.86,1.98,2.64
0.9,1.04,0.27,0.48,0.9,1.74,3.18,3.05,?,?
0.77,1.12,?,0.57,0.9,2.18,3.19,2.94,1.44,?
0.8,1.16,?,0.78,1.04,1.66,3.18,2.97,1.86,2.94
