@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
1.47,0.72,0.53,?,0.48,?,3.18,2.78,1.63,2.88
0.99,?,2.32,?,?,?,3.18,2.79,1.09,?
0.93,1.0,?,0.5,?,1.52,3.18,2.77,1.28,2.94
0.51,?,1.92,?,1.04,?,?,2.8,1.09,2.88
?,?,0.72,0.48,0.7,1.36,3.18,?,?,2.54
1.6,0.8,0.38,?,?,?,3.18,?,1.28,2.46
0.83,1.04,?,0.96,?,1.86,?,?,1.25,?
0.74,?,0.14,0.47,1.22,1.88,?,?,1.98,2.58
?,?,?,0.41,0.82,1.78,?,2.83,1.41,?
1.31,1.36,1.47,?,?,2.0,3.19,?,1.63,2.42
0.99,?,?,0.45,1.36,?,?,2.69,?,?
?,1.12,1.04,0.42,0.7,1.3,3.18,2.81,1.86,3.36
0.8,1.76,2.53,?,1.04,2.22,?,2.79,?,?
0.83,1.08,0.67,?,0.54,?,3.17,2.78,1.25,?
?,1.04,?,?,0.78,2.42,?,2.7,1.12,2.98
2.08,0.92,0.8,0.4,0.54,?,?,3.07,?,3.42
0.74,1.32,?,?,?,1.82,3.18,2.83,?,2.54
0.7,?,0.45,1.65,0.32,0.86,3.17,2.62,2.05,3.04
1.25,?,0.86,0.58,0.66,1.98,?,2.88,1.12,?
1.92,?,1.12,?,0.88,?,3.18,2.96,?,2.58
?,?,?,?,0.8,1.66,3.17,2.87,1.5,?
?,0.76,0.72,1.1,0.42,?,3.18,2.69,1.41,?
0.64,1.08,?,0.39,0.5,?,3.17,2.79,?,3.12
0.64,2.36,0.14,1.68,1.02,1.76,3.18,2.71,1.22,2.42
0.67,2.08,1.04,0.54,0.74,1.64,3.18,?,1.57,?
1.38,?,0.72,?,0.88,1.36,?,2.81,1.79,3.26
?,1.16,0.13,?,?,0.9,3.17,?,1.54,2.64
1.1,2.04,2.45,0.54,?,?,3.19,2.74,1.63,2.42
0.64,?,?,0.64,?,2.83,3.2,?,1.47,?
?,2.0,2.13,?,1.82,2.6,3.19,2.67,1.5,2.46
1.12,0.96,?,?,?,1.92,3.18,2.98,?,?
?,1.44,?,0.55,?,2.14,3.19,?,1.79,2.82
0.9,0.56,?,0.37,0.8,?,3.18,?,?,2.54
1.02,0.88,2.67,0.53,?,?,3.19,2.86,2.14,2.78
?,1.6,?,0.47,2.16,1.96,3.17,2.86,3.04,3.1
0.9,0.96,?,0.5,?,?,3.18,2.9,1.79,2.82
?,?,0.4,0.37,0.64,1.12,3.18,2.94,1.76,3.06
0.99,2.12,?,0.65,0.96,2.94,3.19,2.82,1.41,2.42
0.88,1.2,?,?,?,1.0,?,?,?,?
?,0.84,0.64,?,0.32,?,3.17,?,1.73,?
0.86,?,?,0.39,0.42,1.54,3.2,2.73,1.7,2.46
1.07,0.56,?,0.53,1.3,2.62,3.18,?,2.27,2.74
?,1.2,0.38,0.43,0.8,1.1,3.16,?,?,3.42
?,0.04,0.43,0.39,1.5,1.62,3.17,?,0.96,3.18
?,2.16,1.12,0.53,1.54,2.34,?,2.83,2.24,2.78
0.9,1.8,1.25,0.67,0.86,1.86,?,2.96,2.46,2.98
0.9,1.08,?,0.34,0.7,1.44,3.18,?,1.15,2.86
0.9,1.84,?,0.66,1.04,1.78,3.18,2.79,?,?
0.35,?,1.41,0.49,1.1,1.5,?,?,?,2.48
0.83,1.04,2.94,0.96,0.88,1.86,3.2,2.82,1.25,2.34
1.15,?,0.18,0.61,0.7,2.3,3.18,?,?,2.34
0.64,1.72,1.25,?,0.72,?,?,?,1.76,2.4
0.61,1.32,?,0.54,?,1.74,3.18,2.78,1.79,2.94
0.54,?,1.17,?,1.04,1.38,3.18,2.58,1.82,2.94
?,1.6,1.1,?,0.86,1.84,3.18,2.7,?,?
0.86,1.96,1.25,?,?,2.9,3.18,2.82,1.44,2.5
0.77,1.04,0.26,0.66,1.42,2.0,?,?,?,2.64
0.93,?,?,0.42,1.42,2.22,3.19,?,1.31,?
1.98,0.48,0.75,0.69,0.88,2.62,3.18,2.86,?,2.38
0.74,1.52,1.38,0.59,1.1,2.0,?,2.72,1.47,2.74
0.64,1.36,?,?,?,1.58,?,2.79,1.31,2.82
0.51,1.44,0.42,0.33,0.74,?,3.18,2.77,1.18,2.98
?,?,1.02,0.66,?,2.02,3.18,2.81,1.41,2.56
?,1.48,?,0.35,1.12,1.78,?,2.89,1.31,3.34
0.54,?,0.45,0.39,0.88,1.66,?,2.7,?,?
0.9,0.88,?,?,0.8,?,3.18,?,0.99,2.88
0.83,1.68,?,?,1.66,2.78,3.18,2.85,1.7,2.54
?,1.64,1.73,0.55,1.46,1.98,?,?,1.89,?
0.38,1.28,1.54,?,?,2.16,3.18,3.02,1.31,2.5
0.51,1.64,0.27,?,0.78,1.86,?,2.69,2.5,3.34
0.8,0.96,0.73,0.61,?,2.82,3.18,2.99,2.14,?
?,?,?,0.61,0.78,?,3.19,?,?,2.54
0.51,1.16,1.66,0.53,1.58,1.9,3.18,?,?,2.88
0.96,1.4,0.74,0.37,?,1.98,3.18,2.8,1.44,3.06
?,?,0.74,?,0.5,1.06,?,3.01,1.86,3.2
0.74,?,0.26,0.3,1.14,1.96,3.17,2.93,?,?
0.8,?,0.19,0.46,?,1.48,3.18,2.82,?,2.96
0.86,?,0.61,?,?,?,?,2.7,1.22,3.1
0.61,1.04,0.34,0.45,0.22,?,3.18,2.71,2.37,2.62
?,1.4,?,0.59,1.04,?,3.17,3.06,2.21,3.02
?,2.96,0.29,0.38,0.88,2.08,3.17,?,?,3.42
1.09,0.6,0.19,0.61,1.62,2.44,3.18,2.74,?,2.46
?,1.24,1.98,?,?,2.42,3.19,3.12,?,?
?,1.28,1.01,0.55,1.26,?,3.18,?,1.92,2.94
0.77,1.52,?,0.51,1.34,2.46,?,2.8,1.6,?
1.18,1.12,1.01,?,1.2,2.02,3.18,2.93,?,?
0.74,1.64,0.18,0.55,0.94,2.0,?,?,1.5,2.98
?,1.6,0.21,0.54,?,1.22,?,?,1.44,?
?,?,?,?,0.5,2.02,?,?,1.34,2.78
1.09,?,0.22,0.37,0.34,1.94,3.18,2.73,1.66,2.62
?,1.16,?,?,0.94,1.66,3.18,2.8,?,3.42
0.9,1.64,0.32,0.5,1.34,2.02,3.18,?,1.57,2.86
?,1.12,0.7,0.37,?,1.04,?,2.77,1.98,?
1.18,2.04,1.89,?,1.66,2.18,?,2.83,1.41,2.34
1.06,1.76,?,?,?,1.16,?,?,1.28,3.36
?,1.12,1.57,0.45,0.78,1.5,3.18,2.77,1.44,2.9
?,1.08,?,0.37,?,0.98,?,2.58,?,3.36
0.9,1.84,?,0.66,1.04,1.78,3.18,?,1.86,?
0.7,?,0.93,0.47,?,?,3.18,2.82,?,2.98
0.8,1.16,1.09,?,?,?,3.18,2.78,?,2.88
0.9,1.64,0.21,?,0.3,1.68,?,2.91,1.44,2.74
0.7,?,2.56,0.5,1.1,?,?,?,1.47,2.38
0.61,?,?,0.46,0.82,1.86,3.18,?,2.18,2.54
0.67,2.04,2.82,?,?,?,3.2,2.85,1.5,2.34
0.7,?,?,0.46,0.58,?,3.18,2.97,?,?
0.93,1.16,0.26,?,1.42,?,3.18,2.97,2.18,2.8
1.9,?,?,0.48,0.7,?,?,?,1.22,2.48
0.74,1.96,0.14,?,?,0.98,?,?,1.22,2.78
1.06,?,?,0.49,0.74,1.24,3.17,?,?,3.28
?,?,0.8,0.66,0.72,?,3.18,2.86,?,?
0.42,1.88,0.26,1.05,1.06,2.1,?,2.86,1.15,2.62
1.02,1.16,0.78,0.41,1.1,2.0,?,3.01,1.38,3.26
0.99,?,0.93,0.41,0.62,1.46,3.18,2.97,1.73,2.94
?,?,?,0.47,?,2.12,3.18,2.89,1.7,2.98
0.77,1.24,?,0.54,0.88,?,3.18,2.86,1.76,?
0.58,?,0.19,0.53,0.24,0.94,3.18,?,?,?
?,1.2,1.25,0.43,1.78,2.62,3.18,2.75,1.6,2.7
?,1.48,1.42,0.61,0.96,?,3.18,?,?,2.48
?,1.12,1.8,0.37,?,?,?,2.69,1.22,?
1.06,1.04,?,?,1.78,?,3.2,?,2.18,2.54
0.96,1.2,0.36,0.43,0.22,2.8,?,?,?,2.64
0.58,1.12,?,0.47,1.42,2.14,?,2.78,1.44,?
?,?,0.19,0.56,0.32,?,3.18,3.07,1.41,3.06
1.02,?,1.33,0.61,0.86,2.4,3.19,2.89,1.63,2.46
0.93,?,0.18,?,0.32,?,3.17,2.94,1.28,?
0.51,?,?,0.57,0.66,1.8,3.19,2.58,1.38,2.32
0.83,1.32,1.89,?,1.28,?,?,?,1.76,?
1.7,?,0.43,0.41,0.9,1.7,3.16,2.85,?,3.52
?,1.56,?,?,1.26,1.96,3.16,?,?,3.44
0.34,1.16,?,?,1.18,1.86,3.18,2.82,?,2.86
0.8,1.0,0.22,0.34,?,1.4,3.17,2.94,?,2.96
0.7,1.04,?,?,0.62,?,?,2.65,?,3.04
1.28,0.68,?,0.38,1.58,2.48,?,?,?,?
?,1.48,0.99,?,0.64,1.3,?,?,1.57,3.26
1.25,2.16,0.22,1.79,0.9,?,?,2.77,?,2.4
1.06,?,2.5,?,1.66,3.02,3.19,2.89,1.79,2.78
1.12,1.56,0.38,0.55,0.66,2.1,3.18,2.85,?,2.96
0.7,0.92,?,0.54,0.98,1.58,3.2,2.74,1.47,2.34
1.06,1.12,?,?,?,1.46,3.18,2.91,1.82,?
0.83,?,0.82,0.42,0.62,?,3.18,2.93,1.02,2.7
?,2.08,0.27,0.33,0.14,?,?,?,1.38,2.78
0.99,1.28,?,0.27,?,2.22,3.18,2.71,?,2.62
?,0.84,0.24,0.5,0.56,1.44,3.18,2.94,1.89,2.94
0.77,0.88,?,0.48,?,?,3.18,2.54,?,2.58
1.06,1.12,?,0.21,?,1.38,3.17,2.88,?,3.26
0.54,1.44,?,0.32,?,1.48,?,2.79,1.31,3.3
?,?,1.94,0.34,?,2.36,?,2.78,1.5,2.82
0.83,2.04,?,0.51,0.7,?,3.18,2.66,1.6,2.98
0.51,?,0.24,?,0.42,1.3,3.18,2.79,1.34,2.58
0.61,1.56,?,0.37,0.38,?,?,2.94,1.22,?
0.7,1.28,1.66,?,1.68,2.68,?,2.77,1.7,?
0.61,1.52,0.18,0.26,?,1.4,?,2.77,1.22,3.04
0.9,?,?,0.45,?,1.54,3.18,2.71,1.38,2.3
1.02,?,1.2,0.47,1.9,2.98,3.18,?,1.31,2.38
?,0.88,?,0.45,1.36,2.0,3.18,2.87,1.38,2.86
0.77,1.08,?,0.58,1.38,?,?,?,?,2.88
1.25,1.12,1.47,?,0.26,1.22,?,2.73,1.12,3.22
?,2.32,2.4,?,1.12,1.54,3.19,?,1.63,2.4
0.93,1.32,0.14,0.47,0.54,1.56,3.17,?,1.6,3.04
0.61,1.2,2.05,0.61,?,3.06,3.19,?,1.57,2.42
1.02,?,0.27,0.35,?,1.46,?,2.73,?,3.34
0.9,2.24,?,1.78,1.3,1.42,?,2.75,?,?
0.67,1.2,1.39,?,1.26,?,?,2.82,1.25,?
0.54,2.96,0.58,0.57,?,1.7,3.18,2.91,?,3.3
0.61,?,1.98,0.55,1.34,1.96,3.19,2.94,1.15,2.38
?,1.0,?,0.58,?,1.42,3.18,3.14,2.11,2.8
?,?,2.1,?,1.92,?,3.2,3.04,1.12,2.42
0.83,?,?,0.31,0.74,?,3.18,?,1.02,?
?,?,?,0.35,0.46,1.62,3.18,2.7,1.28,2.74
0.61,?,?,0.38,?,?,3.18,2.97,?,2.14
0.34,1.16,0.18,0.4,1.18,1.86,3.18,2.82,?,2.86
?,1.08,1.34,0.65,?,?,3.18,?,?,?
0.58,?,0.22,0.73,?,2.14,?,?,1.44,2.96
0.96,0.88,1.02,0.64,1.18,2.24,3.18,2.78,1.12,2.7
?,0.48,?,0.15,0.1,0.14,3.18,2.95,?,3.6
0.7,?,?,0.54,?,1.58,?,2.74,1.47,?
?,2.48,1.76,0.54,?,2.38,3.19,2.81,1.6,2.32
?,1.6,1.2,0.56,0.32,1.02,?,2.72,2.69,?
0.74,1.84,?,0.41,0.46,1.14,?,2.75,2.5,?
0.83,1.56,0.22,0.23,?,0.88,3.17,?,2.4,3.02
0.64,1.2,0.98,?,0.82,1.6,3.18,2.88,?,2.88
1.33,?,0.22,0.46,0.3,0.86,3.18,2.93,1.66,2.8
?,?,2.08,2.73,?,2.94,3.2,2.63,1.63,?
0.96,0.64,0.67,0.33,0.98,1.34,3.17,2.94,1.15,3.14
0.34,?,0.18,?,?,?,3.18,2.82,?,2.86
0.51,1.0,?,0.56,1.58,1.82,3.18,2.81,1.22,?
?,1.16,0.26,0.39,0.78,1.58,3.18,?,1.6,?
0.51,?,?,0.4,0.48,?,?,?,1.15,?
0.58,?,2.05,0.71,0.5,2.28,3.19,2.66,1.66,2.4
?,2.4,?,?,0.16,1.62,?,?,1.89,2.78
1.09,?,0.67,0.54,?,1.92,3.17,?,2.43,3.28
0.9,?,?,0.39,?,1.54,3.17,2.98,?,?
?,?,?,1.62,1.38,?,3.18,2.74,1.57,2.4
?,0.24,1.09,0.48,0.24,1.12,3.18,?,?,2.72
?,1.32,1.62,?,1.68,1.78,3.18,2.54,1.31,?
0.77,0.72,1.07,0.53,?,2.14,?,2.85,1.79,2.62
0.96,1.44,1.09,0.63,1.18,?,3.19,?,?,2.72
?,?,0.29,0.53,0.82,1.86,3.18,3.02,?,?
0.61,1.72,?,0.51,1.42,2.06,3.19,3.13,2.46,?
1.06,1.2,0.48,0.41,0.8,1.66,3.17,2.94,1.28,3.5
?,?,?,0.59,1.18,2.24,3.19,?,1.66,?
?,1.16,2.3,?,1.44,?,?,2.82,1.86,2.38
?,?,?,?,0.8,1.94,3.19,2.82,1.95,2.72
0.45,?,0.22,0.45,0.64,1.7,3.18,2.64,2.18,?
0.77,1.52,1.28,0.48,1.5,?,?,?,1.47,2.46
0.8,?,0.29,0.42,1.38,?,3.17,2.93,?,?
?,1.28,?,0.54,0.46,?,?,3.04,1.41,?
0.7,1.12,1.92,0.64,1.82,1.9,?,2.66,0.96,2.46
0.77,?,2.86,?,1.34,?,3.2,2.97,?,?
1.15,1.76,?,?,?,1.9,?,?,1.38,2.72
?,?,0.22,?,0.8,1.52,3.16,2.74,1.38,3.52
?,?,1.55,0.5,?,1.86,3.18,2.82,?,2.42
0.83,?,?,0.49,?,2.38,3.18,3.04,2.18,2.82
1.12,?,0.14,0.48,0.4,0.82,?,2.63,0.9,?
0.99,0.36,0.22,?,1.5,1.94,3.18,?,1.47,2.66
1.15,?,?,0.51,0.94,?,3.18,2.74,1.06,3.1
?,1.2,?,0.49,1.14,2.04,3.18,3.22,1.47,?
0.58,?,?,0.59,?,1.58,3.19,?,?,2.66
0.74,1.28,1.36,?,1.26,2.48,3.18,2.83,1.28,?
0.9,1.52,0.32,0.59,?,?,3.17,?,1.66,2.96
0.51,?,?,?,0.34,?,3.18,2.86,1.73,2.88
?,1.76,0.58,2.25,?,2.44,3.18,2.67,?,2.42
?,?,0.93,?,0.66,?,3.18,2.67,?,2.8
1.18,1.2,0.99,0.46,1.3,1.86,3.17,2.82,0.86,?
?,1.32,0.56,0.42,0.98,2.06,3.17,2.82,?,?
1.09,?,2.35,0.54,?,2.64,?,2.87,1.47,2.54
1.09,1.16,0.35,0.41,?,1.34,3.17,?,1.41,3.14
?,1.52,?,0.3,1.06,1.38,3.18,2.89,1.28,?
0.77,?,?,0.49,0.46,?,3.18,3.26,?,2.66
0.58,1.2,?,0.38,0.54,0.76,?,2.69,1.63,2.94
?,?,0.82,?,0.56,?,3.18,2.73,1.47,2.56
0.7,1.28,0.26,0.51,1.06,1.6,3.18,2.65,1.41,?
?,1.16,1.62,?,0.56,1.4,3.18,2.78,1.12,2.54
?,0.88,?,?,0.72,1.78,3.19,2.85,1.63,2.42
?,1.92,0.35,0.48,0.74,2.18,3.19,2.83,1.89,2.58
0.61,?,0.22,0.53,0.58,1.2,3.17,2.82,1.63,3.12
0.42,?,2.22,?,?,?,3.19,2.82,?,?
0.74,?,2.27,0.61,?,1.26,?,?,?,2.56
0.61,1.4,0.27,0.41,0.88,1.34,?,2.86,?,?
1.02,1.04,1.97,0.5,?,2.74,3.18,2.77,1.86,2.64
?,1.64,?,0.56,0.78,?,3.18,?,?,2.66
1.02,?,?,?,1.06,2.48,3.18,2.86,1.73,2.94
0.7,?,2.43,?,1.82,?,3.2,3.02,2.72,2.48
1.55,0.0,0.24,0.74,?,?,3.18,?,1.28,?
?,1.2,?,0.64,?,?,3.19,?,1.41,2.32
0.51,1.76,?,?,0.66,?,3.18,2.77,2.4,2.74
0.54,1.52,0.24,0.37,0.74,1.5,3.18,?,?,3.04
0.38,?,1.65,0.45,1.1,1.3,?,?,1.22,2.62
?,1.48,1.19,0.49,1.58,?,3.18,2.85,1.6,2.5
0.58,?,0.7,0.53,1.52,2.22,?,?,?,2.98
1.09,0.76,0.93,0.47,?,1.94,3.18,2.8,2.02,2.64
?,?,2.05,0.47,1.6,2.24,3.19,2.75,1.79,2.62
?,1.28,0.14,0.43,?,1.62,3.17,?,1.47,?
0.74,1.0,?,0.53,0.4,?,?,2.8,1.34,2.46
?,1.2,0.18,0.25,0.54,?,3.16,2.97,1.22,?
1.02,1.0,0.27,0.39,?,1.82,3.18,3.09,?,2.88
1.09,1.0,?,0.43,0.42,1.62,3.18,2.98,?,3.36
3.22,1.84,0.22,0.53,0.9,2.46,3.19,2.69,1.57,2.72
0.48,1.16,0.21,0.33,0.26,0.86,3.18,2.98,1.25,2.7
0.45,?,0.86,?,0.7,?,3.18,2.95,?,2.48
0.96,0.88,1.63,0.56,1.52,?,3.19,?,1.28,?
0.54,1.6,2.33,0.54,1.26,2.08,?,2.97,2.5,2.42
?,1.72,1.2,?,1.74,?,3.18,2.78,?,2.4
1.41,1.96,?,0.51,0.42,2.26,3.18,?,1.18,2.32
0.8,?,1.2,0.56,1.02,2.1,3.19,3.05,1.22,?
0.74,1.44,0.24,0.34,1.98,?,3.17,?,?,3.22
0.67,1.36,1.9,0.45,?,?,?,?,?,2.74
?,?,?,?,0.48,1.9,3.18,2.78,?,?
0.7,0.76,?,?,?,2.54,3.18,2.71,?,?
?,?,0.16,0.62,?,0.96,3.18,?,1.57,2.42
?,1.08,1.57,0.63,?,1.78,?,2.81,1.28,?
0.48,?,1.82,?,1.3,1.7,?,?,?,?
?,1.32,0.46,0.5,?,0.98,3.17,2.82,1.02,?
0.77,?,0.43,0.54,1.72,2.91,3.18,?,?,?
1.57,1.28,0.83,0.49,?,1.38,?,2.88,?,2.86
0.77,?,1.3,?,1.78,?,3.18,2.88,?,2.46
0.64,1.52,1.89,0.63,1.36,2.26,?,2.97,2.62,?
?,?,?,0.35,1.42,1.86,?,?,1.47,3.12
1.25,1.24,?,?,0.74,2.16,3.2,?,1.73,?
0.7,0.96,0.74,0.5,1.04,2.12,?,2.66,?,?
0.58,1.2,0.16,0.35,?,0.98,3.17,2.87,1.66,3.02
0.93,1.88,0.48,0.59,1.26,1.94,3.18,2.93,2.4,2.66
0.54,?,0.96,0.41,0.8,1.48,?,?,1.86,?
0.67,1.08,2.9,?,1.1,1.94,3.2,2.94,?,?
0.8,?,2.3,0.63,?,2.74,?,2.78,1.22,2.4
1.57,?,1.06,?,?,2.1,3.18,2.71,1.54,2.98
0.99,?,0.24,0.42,0.32,1.58,3.18,2.95,1.63,?
1.18,?,1.33,?,?,?,3.19,2.96,1.92,2.56
0.58,0.88,?,?,0.26,1.14,3.18,?,?,3.26
?,1.48,0.88,0.29,0.82,1.4,?,2.72,?,3.36
0.86,1.04,0.56,0.81,?,?,?,?,1.22,3.06
0.54,1.36,0.24,?,1.12,1.8,?,2.89,?,2.56
1.09,1.36,?,?,0.18,?,3.18,2.83,1.28,3.12
0.67,0.96,?,0.54,?,2.52,3.18,3.25,?,2.7
1.76,1.2,1.3,0.3,?,0.94,3.18,2.62,?,3.14
0.58,1.48,0.19,?,0.16,1.26,?,2.82,1.66,2.7
1.09,1.6,?,?,1.82,2.26,3.18,?,1.6,?
0.99,2.0,2.13,0.64,1.82,2.6,3.19,2.67,1.5,2.46
?,?,0.16,?,0.72,1.28,3.17,3.01,1.41,3.28
?,1.96,?,0.55,1.44,2.18,3.18,3.17,?,2.88
?,?,1.62,0.61,?,2.02,3.19,2.73,1.28,2.5
1.31,0.88,?,0.59,?,?,3.18,2.79,1.98,?
0.74,1.0,0.22,0.56,?,1.88,3.18,3.04,1.73,2.72
?,1.0,?,?,?,1.6,3.18,?,1.09,2.7
?,?,0.19,0.53,?,?,3.18,2.7,1.22,2.48
1.02,0.92,1.54,0.3,0.7,?,3.18,2.82,1.7,3.26
?,1.36,?,0.46,1.1,1.52,?,2.73,?,2.94
?,1.04,1.01,1.68,1.3,2.12,3.18,2.79,1.5,2.66
1.79,1.04,1.74,?,1.46,2.58,3.19,2.86,1.41,2.5
0.74,1.24,0.72,0.53,1.12,?,3.18,2.94,2.05,2.88
0.9,?,2.46,?,0.86,2.36,3.2,2.9,1.86,2.4
?,0.96,1.94,?,1.82,2.8,?,2.71,1.6,2.54
?,?,0.43,0.5,1.12,?,?,?,?,3.26
?,0.96,0.29,0.54,?,1.22,?,?,?,2.64
?,?,?,?,?,2.06,3.18,2.66,1.92,2.78
0.67,?,0.51,?,0.54,1.06,?,3.02,1.5,?
0.64,1.6,0.3,0.17,0.54,?,?,2.99,1.76,?
0.86,?,0.19,?,?,?,3.18,2.95,1.5,?
0.83,2.0,1.82,0.33,0.66,1.24,3.18,2.87,1.57,?
?,1.2,?,0.22,?,0.38,3.17,?,?,3.2
0.8,?,2.16,?,1.38,2.56,?,?,1.41,2.42
0.8,2.0,1.22,?,1.44,2.46,?,?,?,2.46
?,?,0.16,0.61,1.04,?,3.18,2.78,1.44,?
0.8,1.48,0.42,?,0.64,1.76,3.18,2.7,1.7,2.98
0.64,1.76,?,?,0.64,1.48,3.18,2.74,1.02,2.98
0.8,?,?,?,?,2.46,3.19,2.97,1.57,2.66
0.83,1.24,0.58,0.29,0.58,?,3.17,2.66,1.5,?
0.96,?,1.31,0.63,1.3,2.5,3.19,3.13,1.86,?
?,0.96,?,0.5,0.54,?,?,?,1.34,2.9
1.76,0.56,1.33,0.37,?,2.18,3.18,?,1.63,3.34
0.74,1.4,1.65,?,1.44,1.86,3.19,2.87,1.5,2.46
1.15,1.4,1.38,0.43,0.98,1.66,?,2.66,1.02,?
1.57,1.96,?,0.49,0.78,1.98,3.18,2.86,?,2.66
0.74,1.16,0.5,?,0.5,1.18,?,2.89,1.63,2.98
0.77,1.64,?,0.41,0.78,?,3.18,2.86,1.98,2.64
?,1.04,0.27,0.48,0.9,1.74,?,3.05,1.6,?
0.77,1.12,?,0.57,?,?,3.19,?,1.44,2.54
?,1.16,0.18,0.78,1.04,1.66,3.18,2.97,1.86,2.94
0.45,1.52,0.16,?,0.58,1.08,3.17,2.7,1.73,3.04
?,1.96,1.97,?,1.34,1.92,3.19,?,1.82,2.72
