@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
12.0,123.0,?,139.0,99.0,143.0
12.0,?,163.0,99.0,79.0,143.0
14.0,81.0,?,?,79.0,?
?,?,?,?,?,92.0
?,?,?,133.0,114.0,?
?,138.0,119.0,119.0,?,158.0
12.0,?,122.0,134.0,109.0,120.0
?,79.0,?,153.0,?,?
?,?,?,128.0,104.0,?
12.0,?,?,104.0,?,138.0
?,?,124.0,?,124.0,168.0
12.0,89.0,128.0,148.0,?,102.0
12.0,79.0,?,133.0,70.0,113.0
12.0,?,113.0,?,?,?
14.0,84.0,?,153.0,84.0,116.0
12.0,?,?,158.0,?,?
?,133.0,74.0,114.0,175.0,102.0
?,?,?,?,?,?
12.0,?,124.0,114.0,111.0,?
10.0,97.0,?,108.0,119.0,?
?,123.0,104.0,104.0,134.0,153.0
10.0,113.0,89.0,?,?,89.0
12.0,109.0,?,94.0,133.0,?
10.0,?,64.0,94.0,173.0,97.0
12.0,?,123.0,?,?,?
14.0,143.0,?,119.0,163.0,105.0
12.0,?,?,?,?,158.0
?,113.0,111.0,153.0,84.0,97.0
?,?,86.0,?,?,?
?,?,158.0,148.0,?,119.0
14.0,?,?,138.0,87.0,116.0
14.0,84.0,?,?,80.0,113.0
14.0,?,173.0,143.0,69.0,110.0
12.0,?,130.0,178.0,118.0,?
?,99.0,123.0,153.0,128.0,103.0
?,?,128.0,118.0,?,100.0
?,128.0,119.0,104.0,?,?
14.0,?,?,109.0,?,?
12.0,148.0,69.0,?,168.0,?
12.0,113.0,?,109.0,119.0,?
12.0,?,?,94.0,163.0,158.0
?,139.0,163.0,114.0,?,139.0
?,163.0,99.0,94.0,?,?
12.0,89.0,?,?,?,153.0
12.0,?,?,104.0,?,?
?,168.0,?,?,198.0,133.0
22.0,?,158.0,183.0,158.0,130.0
22.0,129.0,188.0,?,104.0,198.0
16.0,178.0,74.0,114.0,198.0,129.0
20.0,143.0,139.0,139.0,139.0,148.0
20.0,114.0,198.0,124.0,?,153.0
18.0,105.0,158.0,?,129.0,?
?,120.0,193.0,104.0,148.0,138.0
?,98.0,193.0,163.0,99.0,?
?,148.0,?,129.0,129.0,153.0
20.0,183.0,?,164.0,193.0,153.0
?,99.0,?,129.0,?,158.0
22.0,139.0,178.0,139.0,?,?
22.0,?,188.0,?,109.0,?
18.0,163.0,?,?,193.0,?
?,88.0,?,?,?,140.0
18.0,114.0,144.0,213.0,133.0,128.0
?,?,124.0,208.0,?,124.0
?,?,94.0,104.0,208.0,?
?,99.0,228.0,104.0,84.0,?
18.0,178.0,94.0,114.0,?,?
22.0,119.0,198.0,?,114.0,168.0
?,114.0,?,109.0,84.0,?
18.0,99.0,193.0,?,99.0,?
?,?,139.0,?,154.0,183.0
20.0,162.0,94.0,144.0,?,135.0
18.0,132.0,149.0,139.0,119.0,?
18.0,?,?,114.0,99.0,?
18.0,99.0,183.0,128.0,?,129.0
20.0,178.0,89.0,154.0,198.0,?
20.0,114.0,243.0,104.0,79.0,?
22.0,?,?,114.0,?,?
?,148.0,149.0,?,?,148.0
22.0,114.0,213.0,?,94.0,178.0
?,188.0,?,114.0,?,188.0
?,153.0,159.0,129.0,139.0,?
?,?,?,178.0,138.0,?
?,?,84.0,129.0,233.0,?
18.0,?,193.0,188.0,?,?
18.0,178.0,?,104.0,183.0,?
?,114.0,163.0,163.0,?,124.0
?,132.0,94.0,?,109.0,?
?,93.0,183.0,178.0,89.0,?
16.0,?,104.0,173.0,?,130.0
18.0,153.0,74.0,114.0,?,129.0
?,?,114.0,168.0,124.0,124.0
22.0,?,?,119.0,99.0,?
?,178.0,89.0,114.0,203.0,?
18.0,173.0,?,99.0,193.0,?
?,?,89.0,124.0,183.0,129.0
18.0,83.0,?,?,84.0,140.0
22.0,144.0,?,134.0,?,149.0
18.0,?,64.0,89.0,203.0,?
20.0,114.0,208.0,?,119.0,?
?,114.0,183.0,114.0,?,?
18.0,114.0,?,183.0,128.0,124.0
18.0,128.0,?,188.0,?,124.0
18.0,143.0,?,129.0,?,?
18.0,?,163.0,173.0,133.0,130.0
?,?,99.0,?,168.0,129.0
?,83.0,218.0,?,74.0,140.0
22.0,120.0,168.0,158.0,?,133.0
22.0,203.0,99.0,104.0,?,173.0
18.0,143.0,?,?,?,203.0
22.0,153.0,144.0,139.0,?,193.0
?,147.0,144.0,129.0,?,144.0
18.0,188.0,?,109.0,213.0,?
25.0,?,?,?,?,?
25.0,?,?,?,134.0,?
25.0,139.0,153.0,193.0,?,?
25.0,84.0,?,168.0,?,140.0
25.0,173.0,89.0,124.0,233.0,?
?,?,119.0,99.0,89.0,?
22.0,124.0,?,208.0,148.0,?
?,114.0,158.0,178.0,158.0,124.0
?,188.0,94.0,94.0,?,?
?,?,?,?,?,178.0
?,94.0,188.0,148.0,99.0,?
25.0,?,318.0,?,89.0,188.0
18.0,139.0,148.0,129.0,129.0,168.0
22.0,114.0,?,104.0,?,?
20.0,?,178.0,104.0,158.0,174.0
20.0,133.0,?,?,?,?
?,143.0,149.0,139.0,159.0,143.0
