@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
?,39.0,22.77,2.38,?,1.03,0.37,?,?,?,1.42,1.46,?,0.76,?,?,0.0,?
?,5.0,30.17,?,0.46,2.0,0.44,0.5,?,?,?,2.17,0.67,?,0.33,2.5,?,0.17
25.0,1.0,11.68,?,?,?,?,?,?,0.6,1.48,0.64,0.08,?,?,1.32,0.0,?
?,?,27.45,3.35,?,1.58,0.39,0.85,0.86,0.25,2.05,?,0.84,1.13,0.04,1.96,0.0,?
33.0,?,?,?,?,0.0,0.0,0.12,0.16,?,?,?,0.61,0.97,?,3.55,?,0.0
73.0,73.0,?,?,0.42,?,?,6.38,?,0.34,2.78,?,1.12,?,0.12,2.1,0.01,0.11
82.0,24.0,18.24,?,?,?,0.0,?,?,?,?,0.79,0.61,1.37,?,?,?,0.02
?,38.0,?,?,0.42,?,?,?,0.75,0.26,2.08,?,?,1.6,?,1.54,0.0,?
81.0,?,?,?,?,?,0.3,?,?,1.95,?,?,?,?,0.88,2.69,?,0.05
79.0,50.0,19.75,?,?,?,0.36,0.47,?,0.32,?,1.2,?,?,?,?,0.01,?
?,?,?,?,?,0.0,0.0,2.16,?,3.01,?,1.84,0.57,1.9,?,?,?,0.06
65.0,?,?,?,?,1.38,0.39,0.54,0.73,0.8,?,?,?,?,?,?,?,0.02
63.0,28.0,16.59,?,0.52,0.0,?,0.3,?,1.97,?,?,?,?,?,?,0.0,?
78.0,?,34.24,7.91,0.56,0.0,?,?,?,?,?,?,?,?,?,3.46,0.05,?
70.0,?,36.07,8.57,?,?,?,6.71,0.8,?,7.91,?,0.61,2.41,?,2.43,0.01,0.03
1.0,0.0,?,1.0,?,0.0,0.0,2.0,1.0,?,?,?,1.0,?,0.0,2.0,?,?
?,?,16.7,2.57,0.43,?,0.32,1.15,?,0.25,?,?,0.36,?,0.04,0.72,?,?
76.0,?,30.22,5.42,?,?,0.0,2.26,0.74,2.36,3.71,1.45,?,1.72,?,3.05,?,0.0
82.0,?,?,?,?,1.0,?,2.02,0.65,0.84,?,?,?,?,0.35,2.73,?,0.01
?,52.0,30.0,?,0.49,?,?,1.47,?,0.78,2.45,?,?,0.91,0.24,1.38,0.0,0.0
21.0,0.0,?,?,0.35,?,0.0,?,0.17,0.57,?,0.05,0.05,0.1,0.14,?,0.0,?
?,?,12.63,?,?,?,?,?,0.6,?,?,0.44,0.27,0.44,0.08,2.21,0.0,?
82.0,?,?,?,?,?,0.4,?,0.82,?,1.96,?,?,2.83,0.17,2.43,?,?
?,?,?,1.96,?,?,?,?,0.87,?,0.64,?,?,?,?,?,0.0,?
?,?,?,1.19,0.46,?,?,0.84,0.67,?,?,?,?,0.33,0.18,?,?,?
50.0,?,21.16,?,?,?,?,1.38,?,?,1.9,?,0.66,?,0.12,?,?,0.0
48.0,1.0,?,?,?,?,0.0,0.69,?,1.1,2.58,0.46,0.31,0.9,0.25,1.94,0.02,?
82.0,7.0,20.76,?,0.43,0.76,?,?,?,0.37,1.87,1.32,?,?,?,?,0.0,?
?,73.0,38.82,9.81,0.46,1.36,0.33,?,?,1.07,4.29,?,?,?,0.27,?,?,?
74.0,4.0,20.18,3.36,0.44,?,?,0.91,?,?,2.46,1.19,0.46,?,0.15,1.15,0.0,0.0
?,74.0,?,?,0.43,?,?,?,?,?,?,?,1.57,?,0.32,?,0.0,?
82.0,?,?,4.34,0.41,?,?,?,?,?,2.45,1.41,?,?,?,?,?,0.01
?,?,30.42,?,?,0.0,?,?,?,2.72,?,?,?,?,?,?,0.03,0.05
?,20.0,?,?,?,?,0.22,2.25,0.8,0.38,?,?,0.87,1.83,?,?,0.0,?
68.0,39.0,26.72,?,?,?,?,?,0.8,0.34,1.76,?,0.69,1.46,?,?,0.01,?
74.0,74.0,?,?,0.48,?,?,1.05,0.64,?,8.39,2.51,?,1.23,?,?,?,?
29.0,0.0,?,0.48,?,0.1,0.33,0.59,0.94,?,0.76,0.83,?,0.24,0.1,1.93,?,?
?,?,?,?,0.4,?,?,0.76,0.83,0.38,?,?,0.37,0.31,?,?,0.0,0.0
?,?,?,1.24,0.4,?,0.0,0.46,?,?,1.37,0.46,0.39,0.34,?,1.51,?,0.01
?,0.0,4.84,?,?,0.16,?,?,?,?,0.32,0.24,?,?,0.0,0.52,?,?
?,?,15.91,?,?,?,0.27,?,0.85,?,?,2.96,0.72,?,?,?,?,0.02
?,?,?,5.79,0.43,?,?,3.43,?,0.44,3.47,3.15,0.71,?,0.24,?,?,0.04
?,31.0,25.09,?,0.45,?,0.37,?,0.67,0.97,?,1.26,?,1.27,0.23,?,0.0,?
73.0,?,24.74,2.49,?,?,?,1.12,0.75,?,?,3.37,1.25,1.68,?,?,?,?
?,?,?,2.14,0.57,?,?,?,0.73,?,?,0.31,?,1.78,1.12,?,0.02,?
?,64.0,?,6.34,?,0.62,?,1.98,?,?,3.92,?,?,1.66,0.75,?,?,0.0
?,0.0,7.55,?,?,?,0.4,?,?,0.35,0.86,?,?,?,?,0.49,0.0,?
34.0,?,7.74,?,0.39,0.0,?,0.29,0.4,?,?,0.18,?,0.29,?,?,?,?
?,?,4.71,0.33,?,0.0,?,?,?,0.21,?,0.17,?,0.21,?,?,0.0,0.0
43.0,?,?,?,0.37,?,0.24,0.3,0.62,?,?,?,?,?,?,1.05,?,0.0
?,37.0,?,4.95,0.48,0.61,?,1.95,?,0.54,1.99,5.68,?,2.66,?,?,?,0.01
75.0,?,?,2.43,0.59,0.01,0.25,0.99,0.69,2.03,?,?,0.49,0.84,?,3.07,0.05,?
80.0,80.0,32.06,4.61,?,1.03,0.39,?,0.74,0.38,2.01,?,1.36,2.13,0.15,2.23,?,?
5.0,?,?,?,0.3,?,?,0.0,?,?,0.6,?,?,?,0.0,?,?,0.0
14.0,0.0,?,0.5,0.3,?,?,0.36,?,?,?,?,0.0,?,0.14,?,0.0,0.0
?,4.0,15.36,?,0.32,0.89,?,?,?,?,?,0.96,0.31,?,0.22,1.11,0.0,?
?,?,31.13,?,?,2.06,?,3.42,0.86,?,2.11,3.01,?,?,0.15,?,0.0,?
?,?,11.22,1.68,0.5,0.0,?,0.49,?,0.86,?,?,?,0.24,?,1.54,0.0,0.0
?,0.0,9.0,1.14,0.38,0.0,?,?,0.59,?,?,?,0.0,?,?,?,0.0,0.14
80.0,?,36.19,6.6,?,2.08,?,2.21,0.89,0.6,3.84,?,1.9,3.05,0.24,?,0.05,0.0
?,?,?,?,?,?,?,1.18,?,2.91,?,0.78,?,1.5,?,3.07,?,0.06
?,47.0,?,2.42,?,0.02,0.33,?,0.6,2.33,4.95,0.56,0.27,?,?,2.78,?,0.04
51.0,?,?,?,0.5,?,?,0.67,0.61,?,?,?,?,0.82,?,?,0.0,0.0
?,?,?,5.49,0.41,?,0.28,?,0.82,?,2.87,7.97,?,2.81,?,?,0.0,0.12
?,?,?,2.26,0.44,0.0,?,?,0.7,1.87,1.93,?,?,0.98,?,?,?,?
2.0,0.0,?,?,0.5,0.0,?,0.5,0.5,0.0,?,?,0.0,0.0,0.5,0.0,0.0,?
?,2.0,?,1.72,?,0.44,?,?,?,0.28,?,?,?,0.81,0.08,?,0.0,0.03
?,4.0,13.2,1.99,0.46,0.42,?,0.67,0.82,0.49,2.03,0.49,?,0.7,?,1.65,?,?
75.0,?,?,3.99,0.41,1.79,0.37,?,?,?,4.57,?,1.07,1.6,?,1.84,?,?
70.0,?,?,?,0.47,0.46,0.39,?,?,1.87,5.44,2.04,0.94,1.91,?,1.84,0.0,?
?,65.0,?,3.31,?,?,0.25,1.92,?,?,?,?,?,0.81,0.23,?,0.0,0.0
?,?,?,4.55,?,0.8,0.32,1.39,?,?,?,3.95,0.73,2.16,0.67,2.67,0.04,?
?,2.0,?,0.33,?,0.17,0.17,?,?,0.17,?,?,?,?,0.0,1.33,?,0.0
9.0,0.0,5.56,0.22,?,0.11,?,0.11,0.25,?,0.33,?,?,0.0,?,0.22,?,0.0
?,?,?,?,?,0.0,?,?,0.22,0.89,?,0.19,?,?,?,?,0.04,?
?,?,18.36,2.43,0.4,?,?,?,?,0.15,0.87,2.55,?,1.11,0.0,?,0.0,?
?,0.0,7.27,?,0.45,0.0,?,0.33,?,?,?,?,0.2,?,?,?,0.0,?
56.0,12.0,19.43,?,0.46,?,?,?,0.81,?,?,?,?,0.98,0.05,?,?,0.0
?,38.0,?,3.81,0.45,0.21,0.26,?,0.85,0.67,2.28,1.39,?,1.45,0.28,?,0.0,0.01
80.0,2.0,18.03,?,?,?,?,?,?,0.48,1.66,3.01,?,?,?,1.64,?,0.0
?,?,?,2.74,0.46,1.46,0.46,1.27,?,1.21,?,?,?,0.83,?,?,?,0.0
67.0,?,30.96,2.51,0.37,?,0.35,1.01,0.72,0.42,2.24,?,?,1.64,0.04,1.24,0.0,0.0
?,78.0,?,?,0.52,?,0.18,?,0.72,2.83,?,?,0.58,1.79,?,1.95,0.01,0.05
67.0,15.0,?,?,0.41,?,?,1.99,?,?,3.15,1.54,0.57,1.07,?,1.57,?,0.0
?,82.0,39.52,9.68,?,1.56,?,9.22,0.9,1.28,6.32,?,?,?,?,?,0.01,?
?,1.0,?,?,0.42,0.84,?,?,0.87,?,1.66,?,?,?,0.07,0.95,0.01,0.0
?,?,?,9.86,?,1.2,0.34,?,?,0.73,?,5.3,2.23,?,?,2.95,0.03,0.08
12.0,?,5.33,0.42,0.33,?,?,?,?,?,0.67,?,?,0.08,0.0,?,0.0,?
?,5.0,?,?,0.45,0.72,?,?,?,0.75,1.2,?,0.43,?,0.22,1.58,0.0,?
?,1.0,11.04,?,?,?,0.0,0.96,?,?,2.68,0.29,?,?,0.14,?,?,0.07
?,?,?,7.4,?,0.5,?,?,0.75,0.92,?,?,?,3.0,?,2.83,?,?
82.0,?,17.96,2.73,?,1.05,?,0.7,0.67,?,?,1.55,?,0.88,0.13,1.33,0.0,0.01
80.0,80.0,33.05,4.85,?,0.75,0.38,1.65,0.76,?,?,5.58,?,?,?,?,0.01,?
62.0,2.0,23.32,?,0.38,?,0.37,?,0.87,?,?,?,1.0,?,0.18,?,?,0.03
49.0,5.0,?,?,?,0.0,?,0.49,0.42,?,?,?,?,0.49,?,1.59,?,0.0
?,7.0,15.37,?,?,0.7,0.39,0.17,0.53,?,1.41,?,0.22,?,?,0.72,0.0,0.0
?,?,27.15,?,?,0.95,?,?,0.86,?,1.77,?,1.09,?,0.11,2.46,?,?
?,81.0,28.89,4.9,0.42,0.95,0.36,2.75,0.83,0.3,?,?,?,?,?,1.21,?,?
47.0,?,25.28,3.96,0.44,?,0.16,2.21,?,?,2.3,3.83,?,1.91,?,2.17,?,?
?,?,?,?,0.48,?,0.0,?,0.56,2.13,2.94,?,?,?,?,?,?,0.0
70.0,38.0,23.83,?,0.41,?,?,?,0.89,?,?,3.26,?,1.34,?,?,0.0,?
?,41.0,?,3.91,?,?,0.44,1.21,?,0.81,4.46,?,0.79,0.9,0.91,3.25,0.04,0.06
32.0,?,?,?,0.44,?,0.0,0.31,0.4,?,?,?,0.28,?,?,?,0.0,?
?,0.0,?,?,0.46,?,?,0.72,0.5,0.19,0.72,1.22,0.38,0.44,?,0.53,0.0,0.0
81.0,74.0,33.93,4.84,?,?,?,3.1,0.82,?,?,?,?,1.36,?,2.36,0.01,0.0
25.0,4.0,?,3.28,0.47,0.92,0.39,?,?,?,2.2,?,?,0.84,0.76,?,?,0.0
69.0,69.0,?,5.83,0.52,?,0.2,2.68,0.84,?,6.2,2.68,0.99,?,?,?,?,?
69.0,?,35.77,5.48,?,?,0.0,?,?,3.01,?,2.39,?,1.96,1.58,?,0.04,?
65.0,65.0,36.97,6.95,?,?,?,?,0.79,3.74,?,?,0.55,?,?,2.34,0.0,?
?,?,39.7,7.5,0.47,0.83,0.33,3.76,?,?,?,1.91,?,2.11,?,2.51,?,?
?,2.0,16.55,?,?,?,0.78,?,?,?,?,?,0.64,0.91,0.09,1.18,?,?
45.0,?,16.91,?,0.43,?,?,?,0.7,0.47,2.07,0.71,0.91,?,?,?,?,?
56.0,?,?,2.23,0.47,?,0.48,0.61,0.69,?,?,1.25,?,0.64,?,?,?,0.0
82.0,70.0,26.87,?,?,?,?,?,0.65,?,4.7,0.85,0.61,1.38,1.24,?,0.11,?
?,1.0,7.56,?,?,?,?,0.41,?,?,?,?,?,?,?,?,?,?
2.0,?,?,0.5,1.0,0.0,?,?,?,0.0,0.5,?,?,0.0,0.0,0.0,0.0,0.0
75.0,21.0,28.67,5.31,0.44,1.76,0.38,4.12,0.87,?,2.88,4.93,?,?,0.32,2.05,0.0,?
?,?,29.07,?,0.45,0.97,?,1.37,?,1.0,3.58,1.63,?,?,0.21,2.04,0.0,?
70.0,?,25.07,4.11,?,0.01,0.13,2.66,?,2.96,?,?,?,?,?,?,0.06,0.01
?,?,?,4.69,?,1.21,?,?,0.86,0.42,1.5,?,0.79,1.9,0.1,2.37,?,?
?,60.0,?,?,?,1.92,?,?,?,?,2.18,3.0,1.13,?,0.23,?,0.0,?
81.0,0.0,13.46,1.49,?,0.0,0.0,?,0.68,1.28,?,0.21,0.21,?,0.86,1.7,?,0.0
62.0,18.0,?,?,?,0.03,0.15,0.87,?,?,1.35,0.35,?,0.69,?,1.68,?,0.0
?,8.0,11.68,1.72,0.5,?,?,0.61,?,0.35,?,0.33,?,?,?,?,0.0,0.01
?,?,?,7.87,0.43,2.55,0.36,?,?,?,?,?,1.52,?,0.82,2.95,0.05,0.06
?,0.0,?,?,0.51,?,0.0,?,0.71,?,?,?,?,0.56,?,1.69,?,?
?,?,5.8,0.75,?,0.3,?,0.2,0.67,0.4,0.45,?,0.3,0.25,?,?,?,?
82.0,82.0,?,5.91,?,?,?,2.01,0.74,?,4.61,?,1.27,1.65,?,2.7,0.04,0.01
?,18.0,?,?,?,0.64,0.35,?,?,0.27,?,2.07,0.44,?,0.15,1.85,?,0.0
?,50.0,?,3.21,?,?,?,1.18,0.64,0.7,?,?,0.53,?,0.71,1.97,0.03,0.03
?,?,4.13,?,?,?,?,?,?,?,0.25,0.13,?,?,0.25,?,?,?
?,0.0,?,0.67,?,0.0,?,?,?,0.72,1.36,?,?,?,?,?,0.0,0.0
?,0.0,?,0.85,0.53,0.04,?,?,?,0.28,0.77,0.34,0.09,?,0.19,0.62,?,?
?,0.0,4.2,1.0,0.48,0.3,?,?,0.4,0.4,0.6,?,0.0,?,?,?,0.0,?
?,?,?,6.37,?,0.89,?,4.43,?,?,2.0,?,0.65,2.52,0.07,?,?,0.22
29.0,1.0,?,?,?,0.0,0.0,?,?,2.07,2.69,?,0.59,0.72,0.28,?,0.0,?
?,?,22.84,3.07,?,1.22,?,2.55,0.81,?,?,1.82,?,?,?,2.63,?,?
?,15.0,?,6.22,?,?,?,3.33,0.76,1.22,4.4,1.53,0.86,?,?,2.9,?,0.04
?,?,34.67,5.56,?,?,0.28,4.81,0.8,0.38,2.8,6.61,1.22,2.83,0.28,?,0.0,?
13.0,?,7.23,0.85,0.37,0.0,?,?,0.64,?,1.08,?,?,0.69,?,1.08,?,0.0
5.0,?,4.6,0.2,?,0.0,0.0,?,?,0.0,?,?,?,?,0.2,0.8,0.0,?
78.0,?,27.99,4.0,0.49,0.0,0.0,?,?,?,?,0.67,0.38,0.96,0.29,?,?,?
52.0,?,21.33,?,0.41,?,0.0,1.0,?,1.06,?,0.96,0.33,0.9,?,?,?,0.0
72.0,59.0,26.39,?,0.47,?,0.3,1.01,?,2.01,?,2.19,?,1.82,?,?,?,?
82.0,?,21.66,1.96,?,?,0.0,0.44,?,1.84,3.83,1.7,?,?,0.52,2.67,0.04,0.0
45.0,19.0,?,?,0.42,?,?,0.31,?,0.2,?,0.89,?,?,0.2,?,0.0,0.0
77.0,67.0,?,3.58,0.56,?,0.0,1.97,?,3.61,?,0.56,?,1.29,?,2.71,?,?
47.0,?,17.34,?,?,?,0.35,1.02,0.83,?,1.57,?,0.38,?,?,1.13,0.0,0.02
?,0.0,?,?,0.36,0.09,0.21,0.81,?,?,?,0.3,?,?,?,0.58,0.0,?
?,69.0,?,4.78,?,0.04,?,?,?,?,3.54,?,?,?,?,3.52,0.06,?
?,73.0,20.88,3.57,0.55,0.0,0.0,1.37,0.68,1.36,?,?,?,1.14,0.48,1.63,?,?
82.0,82.0,33.65,?,0.59,0.0,?,3.57,?,?,?,?,?,?,1.0,?,0.09,0.02
78.0,43.0,?,4.53,?,0.96,0.4,?,0.77,0.54,2.09,?,0.88,?,?,2.85,0.05,0.01
?,81.0,29.96,?,?,?,0.44,?,0.82,0.91,?,2.38,?,1.33,?,?,?,0.02
?,0.0,?,2.11,?,0.0,?,?,?,?,?,?,?,0.64,?,?,0.0,?
?,?,?,?,0.41,?,?,?,0.75,?,?,?,1.15,1.55,0.31,2.76,0.01,0.11
?,?,24.27,?,0.44,?,0.39,0.89,?,0.75,?,3.84,1.08,?,0.25,?,0.0,0.0
?,?,16.78,2.32,0.56,0.0,0.0,?,?,?,?,0.7,0.26,?,?,2.73,0.04,0.05
81.0,?,35.12,?,0.55,0.01,?,?,0.79,?,?,2.33,?,1.51,?,2.78,0.01,0.02
68.0,?,17.9,2.54,?,?,0.35,?,0.92,0.19,1.41,?,?,?,0.1,?,?,?
?,?,34.67,?,0.61,?,?,?,0.59,?,9.72,?,0.91,?,?,?,0.05,?
35.0,?,26.09,?,0.4,0.66,0.27,3.11,?,0.86,2.71,?,0.74,?,?,?,0.0,?
?,?,22.37,2.62,?,0.0,?,0.75,?,1.48,?,?,?,?,0.14,?,?,?
25.0,?,?,?,?,?,0.31,0.44,?,0.28,?,?,?,0.56,?,?,0.0,0.0
45.0,16.0,?,3.04,?,?,?,?,0.83,?,?,?,?,?,?,?,?,?
69.0,?,17.72,?,0.44,0.0,0.0,?,0.67,?,?,0.46,0.52,?,0.7,?,0.0,0.0
?,?,13.03,?,0.5,?,?,0.87,0.75,0.93,?,?,?,0.5,0.58,?,?,0.0
13.0,0.0,?,0.38,?,?,0.08,0.15,1.0,0.08,1.0,?,?,0.31,0.0,?,?,?
7.0,?,4.86,?,0.33,0.0,?,0.43,?,?,?,?,0.0,0.43,0.14,0.71,?,0.0
21.0,0.0,7.57,0.81,0.4,?,?,?,?,?,?,0.0,?,0.43,?,?,0.0,0.05
?,?,18.08,2.75,?,0.01,?,?,0.63,?,3.55,0.14,0.34,0.93,1.33,2.66,0.04,0.04
82.0,82.0,?,6.05,0.44,1.15,?,3.84,0.73,1.0,5.45,5.76,?,?,?,?,?,?
?,?,?,?,0.44,?,?,1.17,?,1.8,?,?,?,1.0,?,?,?,?
?,?,23.41,3.99,?,?,?,?,0.72,1.94,?,1.04,0.65,?,?,?,0.04,?
?,24.0,30.86,4.86,0.43,0.32,0.36,?,0.79,?,?,4.04,?,2.29,0.07,1.71,0.0,0.04
?,?,?,?,?,?,0.4,?,0.75,0.14,0.64,?,?,?,0.05,?,0.0,?
?,?,27.37,?,?,1.0,0.41,?,?,0.37,?,5.04,?,?,?,?,0.0,?
12.0,?,6.17,?,0.3,?,0.17,?,?,0.17,?,1.17,0.25,0.92,0.17,?,0.0,?
28.0,?,?,?,0.3,?,?,0.14,?,?,?,?,0.07,?,?,?,?,0.0
81.0,?,38.63,7.41,?,?,0.33,4.17,?,0.96,?,?,1.63,?,0.53,2.43,?,?
?,76.0,?,?,?,1.7,?,7.8,0.77,?,6.36,?,1.63,?,?,?,?,0.07
?,0.0,?,1.5,0.3,0.5,0.33,1.0,?,?,?,?,?,1.25,?,0.75,0.0,0.0
66.0,?,?,7.24,?,?,0.34,2.94,0.65,?,6.35,1.27,?,1.38,0.32,2.71,?,?
?,?,10.56,1.26,0.44,0.0,?,0.67,?,?,1.41,0.62,?,0.69,?,?,?,0.0
?,0.0,?,?,?,0.0,?,?,?,0.57,0.79,?,?,0.43,0.0,0.71,0.0,?
?,?,?,7.37,?,0.0,?,?,?,?,?,1.8,?,1.79,1.3,2.7,0.01,0.0
81.0,?,?,4.47,0.47,?,0.32,?,?,?,3.68,1.95,?,1.3,0.49,2.2,?,0.02
?,37.0,25.64,1.97,0.44,0.3,0.3,?,0.63,1.86,2.26,?,?,1.09,1.01,?,?,0.01
82.0,?,?,5.49,?,?,?,2.72,0.82,?,?,5.73,?,2.43,?,?,0.0,?
80.0,73.0,27.88,?,?,0.45,0.31,1.56,0.71,?,?,?,?,?,?,2.88,0.05,0.01
52.0,51.0,?,4.37,0.4,0.29,?,?,?,?,?,0.9,?,1.48,?,3.27,0.0,?
?,5.0,17.85,?,0.62,0.0,?,1.16,0.64,1.88,2.93,0.59,?,?,?,3.11,?,?
31.0,?,?,?,0.44,0.42,?,0.61,?,?,?,?,0.35,?,?,1.03,?,?
65.0,?,?,?,?,?,?,0.78,?,?,?,0.74,0.32,0.94,0.66,?,?,0.02
76.0,?,37.91,8.36,?,1.7,?,2.89,0.82,?,3.67,?,?,?,0.07,1.91,?,0.01
76.0,26.0,?,?,0.46,?,?,2.61,?,0.63,2.38,1.97,?,?,0.51,?,?,0.01
?,?,3.5,0.0,0.0,0.0,?,0.0,?,?,1.0,0.0,?,0.0,?,0.5,0.0,?
36.0,6.0,?,1.19,?,1.03,0.41,0.64,0.82,?,?,0.47,0.31,?,0.11,1.25,0.03,0.0
52.0,2.0,?,?,?,0.0,0.0,?,0.72,0.98,1.79,?,0.27,0.77,?,2.4,0.06,?
70.0,12.0,?,?,0.61,?,?,0.69,?,?,?,?,0.23,?,0.89,2.17,0.01,0.01
76.0,76.0,?,?,0.49,0.0,?,?,?,2.42,?,1.58,0.49,2.93,?,?,0.01,0.16
?,12.0,17.12,2.21,0.42,1.11,?,?,?,0.25,?,0.68,?,?,?,1.4,?,0.0
?,?,?,?,?,?,?,0.57,?,0.57,2.0,?,0.43,?,0.14,?,0.14,?
?,80.0,?,?,?,?,0.43,?,0.81,0.6,?,?,?,2.44,0.44,?,0.0,0.03
?,?,?,?,?,?,?,3.0,0.74,?,3.24,2.71,1.43,?,?,1.76,?,?
?,0.0,18.27,2.65,?,?,?,0.75,?,?,?,1.71,?,?,0.23,?,?,0.02
?,0.0,4.83,?,0.47,0.0,?,?,?,?,0.81,0.17,0.06,?,0.11,?,0.0,0.0
?,76.0,22.91,3.7,0.5,?,?,1.0,0.72,?,?,?,0.42,?,0.59,?,?,?
?,?,22.0,3.0,?,?,0.5,0.0,?,1.0,?,?,?,1.0,0.0,?,0.0,0.0
80.0,30.0,30.81,?,0.54,0.01,0.33,?,?,2.35,?,?,0.68,1.7,?,?,0.03,?
?,0.0,6.11,0.89,?,?,0.32,?,?,0.28,?,?,0.06,?,?,?,?,?
26.0,1.0,?,?,?,?,?,1.46,0.78,?,0.54,1.0,0.42,?,0.04,0.62,0.0,?
?,8.0,20.28,3.09,?,?,0.41,1.63,?,?,1.26,?,0.74,1.26,?,1.37,?,?
