@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
?,?,36.54,5.47,0.39,?,0.33,2.06,0.65,1.08,4.51,3.83,1.76,2.24,?,2.25,?,0.03
33.0,0.0,10.18,0.85,0.35,?,0.0,?,0.47,0.82,?,?,?,0.67,0.36,1.79,?,?
?,?,?,?,0.47,0.1,?,1.06,0.84,0.36,?,?,?,?,?,1.42,0.0,?
?,77.0,33.84,3.97,?,?,0.35,1.66,0.69,?,?,3.04,1.39,?,0.27,?,0.01,?
?,1.0,?,?,0.43,0.0,0.0,0.53,0.57,1.16,2.28,0.47,0.44,0.69,0.44,?,0.0,0.03
?,?,16.05,1.43,?,?,0.3,?,0.93,?,?,2.28,?,0.8,0.0,?,?,0.0
80.0,2.0,18.4,2.1,?,?,?,1.28,?,?,?,?,0.56,?,?,?,0.0,0.0
?,?,25.67,?,?,1.11,0.37,?,0.68,?,3.22,1.11,?,?,1.0,?,?,0.11
?,?,7.0,0.46,0.33,?,?,?,0.33,0.31,?,0.54,?,0.46,?,?,0.0,?
22.0,?,11.09,?,?,?,?,?,0.83,?,0.91,1.18,?,?,0.09,1.36,0.0,0.05
44.0,5.0,17.8,?,?,?,?,1.45,?,?,1.32,?,?,1.05,0.27,1.61,0.0,0.0
78.0,?,19.81,2.97,0.44,0.72,?,0.97,0.84,?,?,3.31,?,1.31,?,?,0.01,?
?,80.0,34.98,?,0.47,?,?,2.26,0.77,?,?,?,0.31,?,?,2.69,0.04,0.04
81.0,?,25.8,?,0.49,?,0.32,1.33,?,?,4.17,?,?,?,?,?,?,?
?,6.0,33.14,4.29,0.44,?,0.0,?,0.76,4.43,?,1.14,0.57,1.57,?,?,0.0,?
50.0,?,12.92,?,0.51,0.0,0.0,?,0.83,1.08,1.48,?,0.24,?,0.54,?,0.0,0.02
15.0,0.0,8.87,0.93,0.36,0.07,0.25,0.47,0.7,?,1.27,0.2,?,?,?,1.27,0.0,?
67.0,62.0,32.37,2.66,0.4,?,?,1.15,?,1.1,?,2.45,?,0.96,1.13,?,0.0,?
?,25.0,24.84,3.76,0.52,?,?,?,0.84,0.86,?,1.19,0.65,?,0.68,?,0.03,0.0
74.0,?,?,?,0.41,?,?,2.72,?,0.24,?,2.32,0.35,1.27,?,?,?,?
?,?,29.83,6.0,0.45,0.36,?,2.46,0.8,?,?,1.28,?,?,?,?,?,?
?,?,12.54,?,0.52,0.8,?,0.75,?,?,1.18,1.32,0.52,?,?,1.5,?,0.0
66.0,1.0,16.97,2.33,?,?,0.38,1.53,0.83,?,?,1.35,?,?,?,?,?,?
71.0,39.0,?,2.38,?,1.03,?,?,0.72,?,?,?,?,?,?,?,?,0.0
?,?,30.17,?,0.46,?,0.44,?,?,?,3.0,2.17,0.67,?,0.33,?,?,?
25.0,1.0,?,?,0.4,0.56,?,0.96,0.92,?,1.48,0.64,0.08,?,0.68,1.32,?,?
?,80.0,27.45,?,0.42,?,?,0.85,0.86,?,2.05,?,?,1.13,?,1.96,?,0.04
?,?,23.15,2.45,0.59,0.0,0.0,0.12,0.16,?,?,?,?,0.97,1.33,?,?,?
?,73.0,?,?,?,2.15,0.39,?,?,?,?,5.6,?,?,0.12,?,?,0.11
?,24.0,18.24,?,0.56,0.0,?,?,?,?,?,0.79,0.61,?,?,2.73,0.02,0.02
80.0,38.0,26.96,2.71,?,1.45,?,0.45,?,0.26,2.08,?,0.73,1.6,0.08,?,0.0,0.04
?,36.0,?,?,?,?,0.3,2.15,0.74,?,?,2.1,1.05,2.23,0.88,?,0.0,?
79.0,50.0,19.75,?,?,?,0.36,0.47,?,0.32,?,1.2,0.57,0.67,?,1.97,0.01,0.01
?,69.0,?,6.86,?,0.0,?,2.16,0.63,3.01,7.14,1.84,?,?,?,3.22,0.07,0.06
65.0,?,17.92,?,?,1.38,?,0.54,0.73,?,?,?,?,0.6,?,1.68,?,?
?,?,?,?,0.52,0.0,0.0,0.3,0.33,1.97,3.03,?,?,0.59,?,1.76,?,?
78.0,?,?,7.91,0.56,?,?,?,?,2.32,?,3.18,1.08,2.72,0.46,3.46,0.05,?
70.0,70.0,36.07,8.57,?,?,?,?,?,?,?,?,0.61,2.41,?,?,?,?
?,0.0,8.0,?,?,0.0,?,?,?,?,1.0,?,?,?,0.0,2.0,?,?
?,1.0,?,2.57,0.43,?,0.32,1.15,0.87,?,?,?,0.36,?,0.04,0.72,0.0,?
76.0,58.0,30.22,?,?,?,?,?,?,?,?,1.45,?,1.72,1.05,3.05,0.01,?
?,?,30.28,4.99,?,?,0.35,?,0.65,0.84,?,2.35,?,2.01,0.35,?,?,?
?,?,30.0,3.6,0.49,0.14,?,?,0.64,0.78,2.45,?,?,0.91,?,?,0.0,?
21.0,0.0,?,0.43,0.35,0.0,?,0.05,0.17,?,0.62,0.05,?,0.1,?,?,?,0.0
?,4.0,?,?,?,?,0.0,?,0.6,2.02,2.08,?,0.27,?,0.08,?,?,0.0
82.0,82.0,35.59,?,?,2.55,?,2.99,0.82,?,1.96,?,?,2.83,0.17,?,0.01,0.11
45.0,0.0,?,1.96,?,0.58,0.27,0.29,?,?,0.64,1.96,0.33,1.02,0.02,0.93,?,?
?,0.0,?,1.19,?,0.04,0.29,0.84,?,?,0.82,?,0.37,0.33,0.18,0.93,0.0,0.0
?,37.0,21.16,?,?,?,?,?,0.8,0.6,?,?,0.66,1.24,?,1.44,0.0,0.0
?,?,?,1.29,?,?,0.0,0.69,?,?,2.58,0.46,?,?,0.25,?,?,?
?,?,20.76,?,?,?,?,1.21,0.82,?,1.87,?,0.7,0.82,?,?,0.0,0.02
?,?,38.82,?,0.46,?,0.33,6.01,?,1.07,4.29,?,?,3.18,0.27,2.56,?,0.19
?,4.0,?,3.36,?,1.24,?,0.91,0.77,0.51,?,?,0.46,?,0.15,1.15,?,0.0
74.0,74.0,?,?,?,?,?,3.57,?,1.41,?,?,?,2.16,0.32,2.61,?,?
82.0,64.0,32.96,?,?,1.77,0.34,?,?,?,?,1.41,?,?,0.83,1.48,0.0,0.01
?,?,?,?,0.57,0.0,0.0,2.97,?,2.72,5.6,1.05,0.54,?,?,?,0.03,0.05
63.0,?,?,3.76,?,0.19,0.22,2.25,?,0.38,1.87,?,?,1.83,0.11,?,?,0.03
68.0,39.0,26.72,?,0.48,1.0,0.4,1.22,?,?,?,5.94,?,1.46,?,?,?,?
?,74.0,31.24,3.22,0.48,?,0.29,1.05,0.64,?,8.39,2.51,?,1.23,?,2.18,?,0.04
?,0.0,?,?,0.39,0.1,?,?,0.94,0.24,?,0.83,0.31,0.24,?,1.93,?,?
68.0,0.0,?,1.66,0.4,?,?,0.76,0.83,0.38,1.63,?,0.37,0.31,?,1.16,0.0,0.0
71.0,1.0,?,1.24,?,?,?,0.46,?,?,1.37,?,?,0.34,0.13,1.51,?,0.01
?,0.0,4.84,?,?,?,0.21,?,1.0,0.16,0.32,?,?,0.28,?,?,?,?
54.0,7.0,?,?,?,?,?,0.2,?,?,1.33,?,0.72,?,0.24,1.33,?,?
75.0,74.0,30.8,5.79,0.43,?,?,?,?,?,?,?,?,?,?,2.52,0.0,0.04
?,?,25.09,?,?,0.97,0.37,1.52,?,?,3.56,1.26,?,?,?,1.62,?,0.04
73.0,22.0,?,2.49,0.4,?,0.32,?,?,0.34,?,?,?,1.68,0.16,?,?,0.0
?,?,?,2.14,0.57,0.0,0.0,?,0.73,?,4.04,0.31,0.33,1.78,?,?,?,0.06
?,64.0,35.69,?,?,?,0.27,?,0.81,?,?,?,?,1.66,?,?,?,0.0
51.0,0.0,7.55,1.1,0.37,0.04,?,0.51,0.72,?,0.86,?,?,0.45,?,?,0.0,0.0
?,10.0,?,?,0.39,0.0,?,?,0.4,0.65,?,?,0.06,0.29,?,?,0.0,?
24.0,0.0,4.71,0.33,0.35,0.0,0.0,?,?,?,0.38,0.17,0.13,0.21,?,0.88,?,0.0
43.0,0.0,10.91,1.09,0.37,0.09,0.24,0.3,?,0.3,?,1.02,?,0.74,?,?,?,?
76.0,?,27.7,4.95,?,0.61,0.4,1.95,0.85,?,1.99,?,1.03,2.66,0.05,1.21,0.0,?
?,?,20.8,2.43,0.59,0.01,?,0.99,?,2.03,3.09,0.51,?,?,?,?,?,0.01
?,?,?,4.61,?,1.03,?,?,0.74,0.38,?,?,?,?,0.15,?,0.05,?
?,?,7.2,0.6,0.3,0.0,0.0,?,?,?,0.6,?,0.0,?,?,1.0,0.0,0.0
14.0,0.0,3.21,?,?,0.14,?,0.36,0.71,0.07,0.57,0.07,0.0,0.43,?,0.36,?,?
?,?,?,?,0.32,0.89,?,0.47,?,?,?,0.96,0.31,?,0.22,1.11,?,?
?,0.0,31.13,?,?,?,0.38,?,?,?,2.11,3.01,0.76,1.73,?,?,?,0.03
63.0,2.0,?,1.68,0.5,?,?,0.49,?,0.86,1.68,?,0.38,0.24,0.35,1.54,?,?
?,?,?,1.14,0.38,0.0,?,?,0.59,?,?,?,0.0,?,0.14,1.86,?,?
80.0,?,36.19,?,?,?,0.44,2.21,0.89,?,3.84,5.9,?,3.05,?,?,0.05,0.0
?,?,25.93,?,0.54,0.0,?,?,?,2.91,?,0.78,0.51,?,1.84,3.07,0.06,0.06
?,47.0,23.25,2.42,0.62,0.02,0.33,1.11,0.6,?,?,0.56,?,?,1.4,2.78,?,?
51.0,?,18.43,2.43,0.5,0.12,?,?,?,0.53,1.33,1.29,?,?,?,?,0.0,?
?,73.0,?,?,?,1.09,0.28,3.19,?,?,?,7.97,?,?,?,2.8,?,0.12
?,1.0,17.2,2.26,0.44,?,0.0,?,?,?,?,0.65,0.39,?,0.26,?,?,0.06
?,0.0,4.0,1.0,?,?,0.0,0.5,0.5,?,0.0,?,?,0.0,0.5,?,0.0,?
36.0,2.0,?,?,?,0.44,0.38,0.5,0.58,0.28,1.31,?,?,?,?,?,0.0,0.03
?,?,?,1.99,?,?,?,?,0.82,?,?,0.49,?,?,?,1.65,0.01,0.0
?,?,30.45,3.99,?,1.79,0.37,1.24,0.78,?,?,?,1.07,1.6,?,1.84,0.0,0.0
70.0,69.0,?,6.76,?,0.46,?,?,?,1.87,5.44,2.04,?,?,?,1.84,?,?
77.0,?,21.61,?,?,0.05,?,1.92,?,0.86,?,?,0.56,?,0.23,2.29,?,?
?,82.0,?,4.55,0.48,0.8,0.32,1.39,0.77,?,3.57,?,0.73,?,0.67,?,?,0.01
?,2.0,?,0.33,0.2,0.17,?,0.0,?,?,0.5,?,?,0.5,?,1.33,0.0,0.0
9.0,?,5.56,0.22,?,?,?,0.11,?,0.0,0.33,?,0.44,0.0,0.0,?,0.0,0.0
27.0,?,?,?,?,?,0.0,0.07,0.22,?,?,0.19,0.19,?,?,1.15,0.04,?
?,8.0,?,?,0.4,1.11,?,0.89,0.77,0.15,0.87,?,0.64,?,0.0,?,?,0.0
15.0,0.0,7.27,?,?,?,?,0.33,0.42,1.07,?,0.13,0.2,0.4,?,?,0.0,?
56.0,?,?,3.2,0.46,?,?,?,0.81,0.71,?,?,0.75,?,0.05,?,0.0,0.0
67.0,?,25.9,3.81,?,0.21,0.26,1.99,?,0.67,?,1.39,0.82,?,?,1.51,?,0.01
?,2.0,?,2.78,?,0.93,0.39,?,?,0.48,1.66,?,0.6,1.58,0.1,1.64,?,0.0
82.0,1.0,?,?,?,?,?,1.27,0.75,1.21,2.22,?,0.99,0.83,0.2,1.98,0.01,?
?,59.0,30.96,2.51,?,?,?,?,?,0.42,?,5.64,?,1.64,?,?,0.0,?
?,?,31.22,7.19,0.52,?,?,3.47,?,2.83,?,3.15,0.58,?,?,?,0.01,0.05
?,?,22.09,?,0.41,1.12,?,1.99,?,?,?,?,?,?,?,1.57,0.0,?
82.0,82.0,39.52,9.68,?,1.56,?,?,0.9,1.28,6.32,?,?,?,?,2.09,?,?
?,?,18.24,2.5,0.42,0.84,0.4,0.8,0.87,0.43,?,0.97,?,?,0.07,?,0.01,0.0
?,?,41.36,9.86,?,?,?,4.56,0.75,0.73,3.28,?,?,?,?,?,?,0.08
12.0,0.0,?,0.42,?,0.0,?,0.17,0.4,?,?,0.17,0.08,0.08,0.0,?,?,0.0
?,?,16.68,?,?,0.72,?,?,?,?,1.2,0.61,0.43,?,?,1.58,?,0.03
?,1.0,11.04,?,0.49,?,?,0.96,0.45,?,2.68,?,0.5,?,0.14,?,0.0,0.07
72.0,?,37.24,?,0.46,0.5,?,?,0.75,?,4.36,?,?,?,0.35,2.83,?,0.06
?,?,?,2.73,?,?,0.38,?,0.67,0.17,?,?,0.63,?,0.13,?,?,?
?,?,?,4.85,?,?,0.38,1.65,0.76,0.66,2.95,5.58,1.54,2.1,?,2.15,0.01,?
62.0,?,?,?,0.38,1.58,0.37,1.37,?,0.56,?,?,?,?,0.18,?,0.0,0.03
49.0,?,?,1.06,?,0.0,0.0,?,0.42,?,?,0.31,0.12,?,0.39,?,0.02,0.0
?,?,?,1.76,?,?,?,?,0.53,0.13,?,0.93,?,?,?,0.72,?,0.0
82.0,82.0,?,?,?,?,?,1.38,0.86,?,?,?,?,?,?,2.46,0.01,?
?,81.0,?,4.9,?,?,?,?,0.83,?,2.06,?,?,2.86,?,1.21,?,0.01
?,32.0,25.28,?,?,?,?,2.21,?,?,2.3,3.83,?,1.91,0.21,2.17,0.02,?
16.0,?,15.81,?,?,?,?,?,0.56,2.13,2.94,1.31,0.19,?,?,2.81,0.0,0.0
?,?,?,3.66,?,?,?,1.84,?,0.23,?,3.26,?,?,0.14,1.76,0.0,?
81.0,?,?,3.91,?,?,?,?,?,?,4.46,1.4,?,?,0.91,?,?,0.06
?,6.0,?,1.22,0.44,0.0,?,0.31,?,?,1.69,0.38,?,0.47,0.41,?,0.0,?
?,?,6.81,?,?,?,0.27,?,?,0.19,0.72,?,0.38,?,?,?,0.0,?
?,74.0,33.93,4.84,0.42,?,?,3.1,0.82,0.8,?,1.67,?,1.36,0.72,2.36,0.01,?
?,4.0,?,?,0.47,0.92,0.39,?,0.88,?,2.2,1.8,0.4,0.84,?,?,?,?
69.0,?,29.87,5.83,0.52,0.01,0.2,?,0.84,?,6.2,2.68,0.99,1.46,?,?,?,?
?,?,35.77,?,?,0.0,0.0,3.65,0.67,?,6.26,?,1.0,?,?,3.68,0.04,?
65.0,65.0,36.97,6.95,?,0.0,?,?,?,?,7.55,3.35,?,2.2,?,?,0.0,0.08
?,80.0,39.7,?,0.47,?,?,3.76,0.75,?,4.46,?,1.48,2.11,0.8,?,?,0.04
?,?,?,?,?,?,?,?,?,1.36,?,0.64,0.64,0.91,0.09,1.18,?,0.0
?,4.0,16.91,?,0.43,?,0.39,0.36,?,?,2.07,0.71,0.91,0.33,0.22,?,0.02,?
56.0,10.0,?,2.23,0.47,1.27,?,?,0.69,0.23,?,?,?,0.64,0.13,1.41,0.0,?
82.0,70.0,?,?,0.5,?,?,?,?,?,?,0.85,0.61,?,?,?,?,0.04
32.0,1.0,7.56,?,?,0.0,?,?,0.57,?,?,?,0.28,0.53,0.06,0.91,?,?
2.0,0.0,?,0.5,?,?,0.0,?,?,0.0,?,0.0,?,?,0.0,?,?,?
?,21.0,28.67,5.31,?,1.76,0.38,4.12,0.87,0.91,2.88,?,?,?,?,2.05,0.0,0.03
?,64.0,?,4.3,0.45,?,0.37,1.37,?,1.0,3.58,?,?,1.26,?,?,0.0,0.0
70.0,?,?,?,0.48,?,?,?,?,2.96,?,0.67,?,?,0.83,2.77,0.06,0.01
?,17.0,27.84,?,0.42,1.21,0.32,?,0.86,0.42,?,?,0.79,?,0.1,2.37,0.02,0.06
?,?,?,5.68,0.45,1.92,?,3.58,?,?,?,?,?,?,0.23,1.55,0.0,0.0
81.0,0.0,13.46,1.49,0.53,?,?,?,?,?,2.93,0.21,0.21,0.57,0.86,1.7,0.01,0.0
?,?,12.32,?,0.52,0.03,?,?,0.74,0.63,1.35,?,?,0.69,?,1.68,0.0,0.0
?,8.0,?,?,0.5,?,?,?,?,?,?,0.33,0.29,0.54,0.14,1.36,?,0.01
?,62.0,36.73,?,0.43,?,0.36,?,0.85,?,?,2.76,1.52,2.53,?,?,?,0.06
32.0,?,9.59,1.31,?,?,0.0,?,0.71,1.41,1.91,0.69,0.28,?,0.34,1.69,?,?
?,0.0,?,0.75,0.38,?,0.27,0.2,0.67,0.4,0.45,0.25,0.3,0.25,0.15,0.45,0.0,0.0
?,82.0,?,5.91,0.45,?,0.33,2.01,?,?,?,1.63,?,?,?,?,0.04,?
?,18.0,?,?,?,?,?,1.3,0.83,0.27,?,?,0.44,?,0.15,1.85,?,?
?,50.0,21.42,?,0.44,0.91,?,1.18,0.64,?,2.38,?,0.53,?,0.71,1.97,0.03,?
8.0,?,?,0.5,0.4,?,0.0,?,?,0.0,0.25,0.13,?,?,?,?,0.0,0.0
?,0.0,?,?,?,?,0.0,0.39,?,?,?,?,0.03,?,?,1.58,?,?
47.0,0.0,6.74,?,0.53,?,0.18,0.36,?,?,0.77,?,?,0.23,0.19,?,?,0.0
?,?,4.2,1.0,?,0.3,?,0.2,0.4,0.4,?,?,0.0,?,?,0.5,0.0,?
46.0,?,?,?,?,0.89,?,?,0.85,?,?,?,0.65,?,0.07,2.5,0.0,0.22
29.0,?,17.59,?,?,0.0,?,2.9,0.74,2.07,?,?,?,?,0.28,?,0.0,?
76.0,0.0,?,3.07,0.4,1.22,0.38,?,0.81,?,?,?,?,?,?,?,?,?
72.0,?,30.44,6.22,0.43,1.94,?,?,0.76,?,?,?,?,?,0.35,?,0.01,?
64.0,61.0,?,?,?,?,?,?,?,0.38,2.8,6.61,?,?,0.28,?,0.0,?
?,?,7.23,?,0.37,?,?,?,?,0.77,?,0.23,?,0.69,0.08,?,?,0.0
?,0.0,4.6,?,?,?,?,0.0,0.0,?,0.4,?,0.4,?,0.2,0.8,?,0.0
78.0,0.0,27.99,?,?,?,0.0,?,0.76,2.14,5.92,?,0.38,?,0.29,?,0.0,0.0
?,?,21.33,1.73,0.41,?,0.0,?,?,?,?,0.96,?,0.9,0.17,1.75,?,0.0
?,59.0,?,?,0.47,0.36,0.3,1.01,0.69,2.01,?,2.19,0.46,1.82,?,2.78,?,0.06
82.0,?,?,1.96,0.49,0.0,?,0.44,0.55,?,?,?,0.89,?,?,2.67,0.04,?
45.0,?,?,?,?,?,?,?,?,?,?,0.89,0.64,0.62,0.2,2.02,0.0,0.0
77.0,67.0,?,3.58,0.56,0.0,0.0,1.97,0.62,?,?,0.56,?,1.29,?,?,0.03,?
?,10.0,?,2.89,?,?,?,?,?,0.13,?,?,?,1.17,?,?,0.0,0.02
?,?,8.33,0.86,0.36,0.09,0.21,?,?,?,?,?,?,?,?,?,0.0,?
81.0,69.0,?,4.78,?,?,0.5,2.09,0.75,2.19,?,1.95,?,?,?,3.52,?,?
?,?,20.88,3.57,0.55,?,?,1.37,?,?,?,0.49,?,?,0.48,1.63,0.01,?
82.0,?,33.65,5.13,0.59,?,0.0,3.57,0.7,2.02,5.62,?,?,1.52,1.0,3.43,?,0.02
78.0,?,?,4.53,?,?,0.4,2.35,0.77,0.54,2.09,?,0.88,1.29,0.32,2.85,0.05,0.01
?,81.0,?,?,?,?,?,?,?,?,4.58,2.38,?,1.33,?,2.04,0.02,?
?,0.0,?,2.11,0.49,0.0,0.0,?,0.68,1.62,?,?,?,0.64,?,1.96,0.0,0.0
74.0,?,?,4.16,?,?,0.37,1.15,?,0.32,3.2,?,1.15,1.55,0.31,2.76,?,?
?,51.0,24.27,3.15,?,0.85,?,?,?,?,1.85,3.84,1.08,2.12,?,2.1,0.0,0.0
73.0,?,?,2.32,?,0.0,?,1.49,0.69,?,?,?,0.26,1.3,?,?,?,0.05
?,?,?,?,0.55,?,?,?,?,2.91,6.95,2.33,?,1.51,?,2.78,?,?
68.0,?,?,2.54,0.38,1.16,?,?,0.92,?,?,1.25,0.59,?,?,?,?,?
82.0,?,?,?,0.61,0.0,?,?,?,3.46,?,1.76,0.91,3.34,?,3.5,?,?
?,12.0,?,4.49,?,?,?,3.11,?,0.86,2.71,?,?,1.31,?,2.6,0.0,?
73.0,27.0,?,?,0.51,?,0.0,?,0.79,1.48,?,0.84,?,?,0.14,2.62,0.01,?
?,0.0,?,?,0.4,?,0.31,0.44,0.85,0.28,?,?,0.32,?,0.12,?,?,0.0
45.0,?,24.67,?,0.35,?,0.31,?,?,?,?,?,?,?,0.33,1.56,0.0,?
?,?,17.72,?,0.44,0.0,0.0,?,?,1.74,3.74,?,?,?,?,2.1,?,?
60.0,?,?,?,?,0.0,?,0.87,?,?,?,0.62,?,?,0.58,2.2,?,?
13.0,0.0,9.38,0.38,?,0.08,0.08,0.15,1.0,0.08,1.0,?,0.08,0.31,0.0,?,0.0,0.0
?,?,?,0.57,?,0.0,?,?,0.75,?,0.86,0.0,0.0,?,?,0.71,?,0.0
21.0,?,?,0.81,?,0.0,0.0,?,?,0.86,?,0.0,0.05,?,?,0.48,?,0.05
73.0,?,?,?,0.54,?,0.5,?,0.63,1.89,3.55,?,?,0.93,?,?,0.04,0.04
?,82.0,?,6.05,0.44,1.15,0.31,3.84,0.73,?,5.45,?,1.72,?,0.67,?,0.0,?
?,6.0,?,3.03,?,?,0.48,1.17,?,1.8,?,?,0.22,1.0,?,?,0.02,?
?,?,23.41,3.99,0.44,1.0,0.34,?,0.72,?,4.44,?,?,?,?,?,?,?
28.0,?,?,?,0.43,?,?,3.71,?,?,?,?,0.68,2.29,0.07,?,0.0,0.04
44.0,?,?,?,?,?,?,?,0.75,0.14,?,0.61,?,0.25,0.05,?,?,?
?,?,?,?,0.48,?,0.41,2.48,0.84,?,2.34,5.04,0.73,1.99,0.07,?,?,0.01
12.0,?,?,0.5,?,?,0.17,0.58,?,?,?,?,?,?,0.17,?,0.0,?
?,?,4.46,0.32,0.3,0.04,0.25,?,?,0.32,?,?,?,0.46,0.14,?,?,0.0
81.0,81.0,38.63,7.41,0.42,1.59,0.33,?,0.78,0.96,?,?,1.63,3.2,?,?,?,0.16
76.0,?,?,?,?,?,?,?,?,0.93,6.36,?,1.63,?,?,?,0.0,0.07
4.0,?,?,?,0.3,?,?,?,?,0.25,?,?,0.75,1.25,?,?,0.0,?
?,64.0,?,?,?,?,0.34,?,0.65,?,6.35,?,1.08,?,?,?,?,?
?,?,10.56,?,?,?,0.0,0.67,0.68,1.26,1.41,?,?,0.69,?,?,0.0,0.0
?,0.0,5.14,?,?,0.0,0.0,0.93,0.68,0.57,0.79,0.07,0.29,?,?,?,?,?
?,76.0,32.47,?,?,?,?,?,?,?,?,?,0.83,?,1.3,2.7,?,0.0
81.0,?,31.15,?,0.47,0.73,0.32,2.6,?,?,3.68,?,?,1.3,?,2.2,?,?
?,?,25.64,?,0.44,?,?,?,0.63,?,?,?,0.89,1.09,?,2.9,?,?
82.0,82.0,?,?,?,?,?,?,0.82,0.6,?,?,?,?,0.22,2.33,0.0,?
80.0,73.0,27.88,3.63,0.48,0.45,0.31,1.56,0.71,?,?,?,?,1.04,?,2.88,0.05,?
?,51.0,?,4.37,?,?,?,2.96,0.8,2.21,4.92,?,?,1.48,?,?,?,?
?,5.0,?,?,0.62,?,?,1.16,0.64,?,2.93,?,?,0.77,?,3.11,?,0.01
31.0,0.0,?,1.58,0.44,0.42,?,0.61,0.95,?,1.29,?,?,0.84,?,?,?,?
65.0,?,?,?,0.45,?,?,?,0.73,?,1.45,?,?,0.94,?,1.94,0.05,0.02
76.0,?,37.91,?,0.46,?,?,?,?,?,3.67,?,1.08,1.91,0.07,?,?,0.01
?,?,24.88,?,?,0.05,0.13,2.61,0.77,0.63,?,1.97,?,?,?,?,0.01,?
2.0,?,3.5,0.0,0.0,?,0.0,?,?,?,1.0,0.0,0.0,?,0.0,0.5,0.0,0.0
36.0,?,?,1.19,?,?,?,0.64,?,0.11,1.14,?,0.31,?,0.11,?,0.03,0.0
52.0,?,?,1.5,?,?,0.0,?,0.72,0.98,?,?,?,0.77,0.71,2.4,?,0.04
70.0,12.0,?,?,0.61,?,?,0.69,?,?,3.27,0.3,?,?,0.89,?,0.01,?
?,?,34.32,7.75,0.49,?,?,?,0.75,2.42,6.84,?,0.49,?,?,2.8,0.01,0.16
?,?,?,?,0.42,?,0.37,0.16,0.6,?,0.91,?,0.37,0.6,0.11,?,?,?
7.0,1.0,?,1.57,?,0.29,?,?,0.67,0.57,2.0,2.14,0.43,?,?,?,?,0.0
80.0,?,36.04,3.55,?,2.2,?,1.0,?,0.6,?,9.05,?,2.44,?,?,?,?
?,?,?,4.21,0.51,0.45,?,?,0.74,1.31,?,?,?,?,?,1.76,0.0,0.0
?,?,?,?,0.49,1.13,?,?,0.8,0.19,?,1.71,0.5,?,?,1.46,0.0,0.02
36.0,0.0,4.83,?,?,0.0,?,0.25,0.6,0.44,?,?,0.06,?,?,0.72,?,?
76.0,76.0,?,?,?,?,?,1.0,?,?,?,0.68,?,?,?,?,0.03,0.0
1.0,0.0,?,?,0.5,?,?,?,0.0,?,?,?,?,?,?,0.0,0.0,?
?,30.0,30.81,6.24,0.54,?,?,4.3,?,2.35,3.5,?,0.68,?,?,?,0.03,0.04
?,0.0,?,?,?,?,?,?,?,?,0.78,?,?,0.33,0.11,0.78,?,?
26.0,?,8.96,?,?,?,0.31,?,?,0.12,0.54,?,0.42,0.65,?,0.62,?,?
65.0,?,20.28,3.09,0.52,?,?,1.63,?,?,?,3.12,0.74,1.26,0.03,?,?,?
