@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
32.0,?,14.22,1.97,?,?,?,0.53,?,?,2.28,?,?,0.69,?,1.88,0.0,0.03
40.0,11.0,16.05,?,0.36,?,0.3,?,0.93,?,0.6,2.28,0.43,?,0.0,?,0.03,?
80.0,?,18.4,2.1,0.39,?,?,1.28,0.78,0.14,?,?,0.56,?,0.06,1.59,?,0.0
?,?,?,?,?,1.11,?,?,0.68,?,3.22,?,0.56,?,1.0,?,?,?
13.0,?,?,?,0.33,?,?,?,?,0.31,1.46,0.54,?,?,0.15,1.23,?,0.0
22.0,?,?,1.77,0.53,0.32,?,1.09,0.83,0.14,0.91,?,?,0.91,0.09,?,0.0,0.05
44.0,?,17.8,3.52,0.42,1.0,?,1.45,?,?,?,1.45,?,1.05,?,?,0.0,?
78.0,?,19.81,?,0.44,0.72,0.36,?,0.84,0.22,1.65,3.31,?,1.31,0.08,?,?,0.03
?,80.0,34.98,?,?,1.51,0.37,2.26,?,1.31,?,1.16,?,?,1.39,2.69,?,0.04
81.0,58.0,25.8,?,0.49,0.81,0.32,1.33,0.74,?,?,1.65,?,1.38,0.37,?,?,?
?,?,?,4.29,?,?,?,?,?,?,6.57,?,?,1.57,0.57,?,0.0,0.0
50.0,3.0,?,?,?,0.0,?,1.04,?,?,?,0.38,?,?,0.54,1.38,?,?
?,0.0,8.87,?,0.36,?,?,0.47,0.7,0.27,1.27,0.2,0.27,?,0.13,1.27,0.0,?
67.0,62.0,32.37,?,?,?,0.36,1.15,0.73,?,3.55,2.45,?,?,?,2.07,?,?
?,?,24.84,3.76,0.52,?,0.41,1.16,0.84,0.86,2.95,?,0.65,0.73,0.68,?,0.03,0.0
?,11.0,?,?,0.41,?,0.32,2.72,?,0.24,1.38,?,?,?,0.07,2.05,0.01,0.03
?,?,?,6.0,?,?,?,?,?,?,4.81,?,?,?,?,2.83,0.03,?
?,?,?,2.77,?,0.8,0.41,0.75,?,0.21,1.18,?,0.52,0.96,0.21,?,0.02,0.0
?,1.0,16.97,?,?,0.91,0.38,1.53,0.83,?,?,1.35,?,0.91,?,?,?,0.0
?,?,?,?,?,1.03,?,0.68,?,?,1.42,?,0.55,0.76,0.17,?,0.0,?
?,?,?,4.67,?,2.0,?,0.5,1.0,?,?,2.17,0.67,0.83,0.33,?,?,0.17
?,1.0,?,?,0.4,?,?,?,?,0.6,?,?,?,?,?,?,?,?
?,80.0,27.45,3.35,?,1.58,0.39,?,?,?,?,?,0.84,1.13,0.04,1.96,?,?
?,?,23.15,?,0.59,0.0,0.0,?,?,1.91,5.94,?,?,0.97,1.33,3.55,0.09,0.0
73.0,?,34.1,?,?,2.15,?,?,?,?,?,?,1.12,2.42,?,?,?,0.11
82.0,?,?,3.35,0.56,0.0,?,1.07,?,?,?,?,?,?,0.48,2.73,?,0.02
80.0,38.0,26.96,2.71,0.42,?,?,0.45,?,?,?,?,0.73,?,?,?,?,0.04
81.0,36.0,?,?,0.48,?,0.3,?,0.74,1.95,?,2.1,1.05,?,?,2.69,?,0.05
79.0,?,?,?,0.4,?,0.36,0.47,0.74,?,?,?,?,?,0.15,1.97,?,?
?,?,?,6.86,0.52,0.0,0.0,?,?,3.01,7.14,?,?,?,2.54,?,?,0.06
?,8.0,17.92,?,?,?,0.39,0.54,?,0.8,?,?,?,0.6,0.37,?,0.02,0.02
63.0,?,16.59,?,?,?,?,0.3,0.33,1.97,?,?,?,0.59,0.76,1.76,?,0.0
?,?,34.24,?,0.56,0.0,?,?,0.74,2.32,?,3.18,1.08,2.72,0.46,3.46,?,?
70.0,70.0,?,8.57,?,?,?,?,?,2.93,?,2.37,?,2.41,?,?,?,?
1.0,?,?,?,?,?,0.0,2.0,?,1.0,1.0,?,?,?,0.0,2.0,?,?
67.0,?,?,2.57,?,?,0.32,?,?,0.25,0.87,2.55,?,1.03,0.04,?,0.0,0.0
?,?,30.22,?,0.48,0.0,0.0,?,0.74,?,?,?,1.08,1.72,?,?,?,?
82.0,82.0,30.28,4.99,?,?,0.35,?,?,?,2.55,?,?,?,0.35,?,0.05,?
?,?,30.0,?,?,?,0.26,1.47,0.64,0.78,2.45,?,1.57,0.91,0.24,1.38,0.0,?
21.0,?,4.57,0.43,0.35,0.0,?,0.05,?,0.57,?,?,?,0.1,?,0.9,0.0,?
52.0,?,12.63,?,0.53,?,?,?,0.6,?,?,0.44,?,?,?,?,?,?
?,?,35.59,?,0.43,2.55,?,2.99,0.82,?,1.96,5.29,?,?,?,2.43,?,?
45.0,?,11.56,1.96,?,?,?,?,?,?,0.64,1.96,0.33,1.02,0.02,0.93,?,0.0
57.0,?,9.4,1.19,0.46,0.04,?,?,?,0.54,?,?,?,?,?,0.93,0.0,?
50.0,37.0,21.16,?,?,1.16,0.35,?,0.8,0.6,?,1.3,?,1.24,0.12,?,0.0,0.0
?,?,13.75,?,0.5,?,?,0.69,0.34,1.1,2.58,0.46,0.31,0.9,?,1.94,?,0.06
?,?,?,?,0.43,?,0.33,?,0.82,0.37,1.87,1.32,?,?,?,?,?,0.02
73.0,73.0,38.82,9.81,?,?,?,6.01,?,1.07,?,?,1.55,?,0.27,2.56,0.0,?
74.0,4.0,20.18,?,?,?,?,0.91,0.77,?,2.46,?,0.46,0.65,0.15,1.15,0.0,0.0
74.0,74.0,?,?,0.43,?,0.29,?,?,1.41,?,2.11,1.57,2.16,0.32,?,0.0,0.03
?,?,32.96,4.34,?,1.77,0.34,1.49,0.84,0.48,2.45,1.41,?,0.96,0.83,1.48,0.0,?
65.0,65.0,30.42,6.03,0.57,0.0,?,2.97,?,?,?,?,?,?,1.45,2.97,0.03,0.05
?,20.0,26.41,3.76,?,?,0.22,?,?,?,1.87,?,0.87,1.83,?,2.27,?,?
68.0,?,26.72,4.03,?,1.0,0.4,?,0.8,0.34,?,5.94,?,?,0.1,1.99,?,0.03
?,?,31.24,?,0.48,?,0.29,1.05,0.64,3.36,8.39,2.51,1.27,?,1.97,?,0.0,?
29.0,?,?,0.48,0.39,?,0.33,0.59,?,0.24,?,0.83,?,0.24,?,1.93,?,?
68.0,?,?,?,0.4,0.6,?,?,?,0.38,1.63,?,?,?,0.29,?,?,?
71.0,?,?,1.24,?,?,?,?,?,?,?,0.46,?,?,?,?,?,0.01
?,?,4.84,0.72,?,0.16,?,?,1.0,?,0.32,0.24,?,?,0.0,?,0.0,?
?,7.0,15.91,1.41,0.42,?,0.27,?,?,?,1.33,2.96,0.72,?,?,1.33,0.0,?
?,74.0,?,5.79,0.43,1.59,0.37,3.43,0.84,0.44,3.47,?,?,?,?,?,0.0,0.04
?,?,25.09,3.9,0.45,?,?,?,?,0.97,3.56,?,0.7,1.27,?,?,?,0.04
?,?,24.74,2.49,0.4,1.03,?,1.12,0.75,?,1.51,3.37,1.25,?,0.16,2.4,0.01,0.0
51.0,27.0,22.82,2.14,0.57,?,?,?,0.73,?,4.04,0.31,0.33,?,?,?,0.02,0.06
?,?,35.69,6.34,0.48,0.62,0.27,?,?,?,3.92,2.12,0.71,?,0.75,?,?,?
?,?,?,1.1,?,?,0.4,0.51,?,?,?,?,0.14,0.45,?,0.49,0.0,?
34.0,10.0,7.74,?,?,?,?,?,0.4,?,1.18,?,0.06,?,?,1.24,?,0.0
24.0,0.0,4.71,0.33,0.35,?,?,0.0,0.0,?,0.38,0.17,0.13,0.21,0.08,?,?,?
43.0,0.0,10.91,1.09,?,?,0.24,0.3,?,0.3,?,?,0.53,0.74,?,?,0.0,?
?,37.0,?,?,0.48,0.61,?,1.95,0.85,?,?,?,1.03,2.66,0.05,1.21,?,?
?,?,20.8,?,0.59,?,?,?,0.69,2.03,3.09,?,0.49,0.84,0.64,?,0.05,?
80.0,80.0,?,?,0.44,1.03,?,1.74,?,?,2.01,?,1.36,2.13,0.15,2.23,0.05,?
?,0.0,7.2,?,0.3,?,0.0,0.0,?,0.0,?,1.4,0.0,?,?,?,0.0,0.0
?,?,3.21,?,0.3,?,?,?,0.71,0.07,0.57,0.07,?,0.43,0.14,0.36,0.0,?
45.0,?,?,1.8,?,0.89,?,?,0.84,0.2,?,?,?,0.53,?,1.11,?,0.0
79.0,?,?,6.28,0.45,?,?,?,?,?,2.11,?,?,1.73,0.15,1.67,?,?
63.0,?,?,1.68,?,?,?,0.49,?,0.86,1.68,0.22,0.38,0.24,?,?,0.0,?
?,0.0,?,1.14,?,?,0.0,?,0.59,0.57,?,?,?,?,0.14,1.86,?,?
?,?,?,6.6,0.46,?,?,2.21,?,?,3.84,5.9,1.9,3.05,0.24,3.15,0.05,?
?,79.0,?,?,0.54,?,?,1.18,0.73,?,6.63,0.78,?,1.5,?,3.07,?,0.06
?,?,?,?,0.62,?,0.33,1.11,0.6,2.33,?,0.56,?,?,?,?,0.0,0.04
51.0,4.0,?,2.43,0.5,0.12,0.21,?,0.61,?,?,?,?,0.82,?,?,?,?
?,73.0,?,?,?,1.09,0.28,?,?,?,?,7.97,1.68,?,?,2.8,?,?
?,1.0,?,?,?,?,?,?,?,1.87,1.93,?,0.39,0.98,0.26,?,?,0.06
2.0,?,4.0,1.0,?,?,0.0,0.5,?,?,0.0,1.5,?,?,0.5,0.0,?,0.0
36.0,?,?,1.72,?,?,?,?,?,0.28,1.31,?,?,0.81,0.08,?,?,?
69.0,?,13.2,?,?,0.42,?,0.67,?,?,2.03,?,?,?,?,?,?,?
?,66.0,30.45,3.99,?,?,0.37,1.24,0.78,0.68,?,2.69,?,?,?,?,?,?
70.0,69.0,?,6.76,?,?,?,3.6,?,?,?,2.04,?,?,?,1.84,?,?
77.0,?,?,?,?,?,0.25,?,?,0.86,2.04,?,?,?,0.23,?,?,?
82.0,82.0,35.44,?,0.48,?,0.32,1.39,0.77,1.6,?,3.95,0.73,?,?,?,0.04,0.01
?,2.0,7.33,?,?,?,0.17,?,?,?,0.5,0.5,?,?,0.0,?,0.0,?
?,0.0,5.56,?,0.2,?,0.14,0.11,?,0.0,0.33,0.89,?,?,0.0,?,0.0,0.0
?,?,?,?,?,0.0,0.0,?,0.22,0.89,?,?,0.19,0.44,?,1.15,0.04,0.0
?,8.0,?,?,?,?,0.38,0.89,?,0.15,0.87,?,?,1.11,?,?,0.0,0.0
15.0,0.0,7.27,?,?,0.0,?,?,0.42,1.07,?,?,?,0.4,0.13,1.4,0.0,0.0
?,?,19.43,3.2,0.46,?,0.39,?,?,0.71,?,?,?,?,?,?,0.0,0.0
67.0,?,?,?,?,0.21,?,?,0.85,0.67,?,?,0.82,1.45,?,?,?,?
80.0,?,?,?,0.45,?,?,?,?,0.48,?,?,0.6,?,?,?,?,0.0
?,1.0,24.28,?,?,1.46,0.46,?,?,1.21,2.22,?,?,?,?,1.98,?,?
67.0,?,30.96,?,0.37,?,0.35,?,0.72,?,2.24,5.64,?,?,?,1.24,?,0.0
78.0,78.0,?,7.19,0.52,?,?,?,0.72,2.83,7.26,3.15,?,?,1.5,1.95,0.01,?
67.0,?,?,?,0.41,1.12,0.32,1.99,?,0.37,3.15,?,0.57,?,?,?,?,0.0
?,82.0,?,9.68,?,1.56,?,9.22,?,?,6.32,2.82,1.37,3.3,1.02,?,?,?
76.0,?,?,?,0.42,?,0.4,0.8,0.87,0.43,1.66,0.97,?,0.96,0.07,?,?,?
?,64.0,41.36,?,?,1.2,0.34,4.56,?,?,3.28,?,2.23,?,?,2.95,?,?
?,0.0,?,?,0.33,0.0,?,0.17,?,0.5,0.67,0.17,?,0.08,?,?,0.0,0.0
?,?,?,2.22,0.45,0.72,0.34,0.58,?,0.75,1.2,0.61,?,?,0.22,?,?,?
?,?,11.04,1.21,?,?,0.0,0.96,?,?,?,0.29,0.5,?,?,?,0.0,0.07
72.0,?,37.24,7.4,0.46,0.5,?,4.83,?,0.92,?,?,?,3.0,?,2.83,0.03,0.06
?,0.0,17.96,?,0.43,1.05,?,?,?,?,?,1.55,?,?,0.13,1.33,0.0,0.01
?,?,?,?,0.46,0.75,?,1.65,0.76,0.66,2.95,5.58,1.54,2.1,0.28,2.15,?,0.03
?,?,?,?,0.38,1.58,0.37,1.37,?,0.56,2.08,2.03,?,?,?,?,0.0,0.03
?,?,?,?,?,0.0,?,?,?,0.67,1.16,?,?,?,0.39,?,0.02,0.0
?,?,15.37,1.76,?,0.7,0.39,?,?,?,1.41,?,0.22,0.46,?,0.72,?,?
?,?,27.15,?,?,?,0.35,1.38,?,?,?,?,?,0.95,?,2.46,?,0.06
?,81.0,28.89,?,?,?,0.36,?,0.83,0.3,?,4.4,?,2.86,0.02,?,?,?
47.0,32.0,25.28,?,0.44,?,?,?,0.77,0.87,2.3,?,?,1.91,0.21,?,0.02,0.06
?,3.0,15.81,?,0.48,0.0,?,0.31,?,?,?,1.31,?,0.88,0.25,2.81,?,?
?,38.0,23.83,3.66,?,0.9,?,1.84,0.89,0.23,?,?,?,?,?,1.76,0.0,?
81.0,?,27.06,?,?,2.12,0.44,?,0.81,0.81,4.46,1.4,0.79,?,0.91,3.25,?,?
32.0,?,?,1.22,?,?,?,0.31,?,?,1.69,0.38,?,0.47,?,?,?,?
?,?,6.81,?,?,0.22,0.27,0.72,?,?,0.72,?,0.38,?,?,?,?,0.0
?,?,?,?,?,2.3,0.38,?,?,?,?,?,0.91,?,?,2.36,0.01,0.0
25.0,?,?,?,?,0.92,0.39,0.6,?,?,?,1.8,?,?,0.76,?,?,0.0
69.0,?,?,?,?,?,?,?,?,1.13,6.2,?,0.99,?,0.83,?,?,?
?,?,35.77,5.48,?,?,?,3.65,0.67,3.01,6.26,?,1.0,?,?,?,0.04,?
65.0,?,?,?,0.54,0.0,0.0,4.4,?,?,?,?,?,?,?,?,?,0.08
?,?,?,7.5,0.47,0.83,?,3.76,?,1.44,4.46,1.91,1.48,?,0.8,?,?,?
11.0,?,?,2.55,?,?,?,?,0.62,?,1.64,0.64,?,0.91,0.09,?,?,?
45.0,?,?,1.98,?,?,?,0.36,?,?,?,?,0.91,0.33,?,1.98,?,?
56.0,?,19.21,2.23,?,?,0.48,?,?,0.23,1.07,1.25,0.45,?,0.13,?,0.0,0.0
?,70.0,?,3.79,?,?,0.0,?,0.65,2.76,?,0.85,0.61,?,?,?,0.11,0.04
32.0,?,?,0.88,?,0.0,?,0.41,?,0.5,1.09,0.41,?,?,0.06,?,?,?
?,?,?,0.5,1.0,0.0,0.0,?,0.0,?,0.5,0.0,0.5,0.0,0.0,0.0,?,0.0
75.0,?,?,5.31,?,?,0.38,?,0.87,?,2.88,4.93,?,?,0.32,2.05,0.0,0.03
76.0,64.0,?,4.3,?,0.97,0.37,?,0.83,1.0,3.58,1.63,?,1.26,0.21,?,0.0,0.0
?,33.0,25.07,4.11,?,?,0.13,?,0.86,?,?,?,0.59,1.54,?,2.77,?,0.01
?,?,27.84,4.69,?,1.21,0.32,?,?,?,1.5,?,?,1.9,?,?,?,0.06
62.0,?,35.98,5.68,?,1.92,?,?,0.74,0.4,2.18,3.0,?,2.32,?,?,?,0.0
?,0.0,13.46,?,?,0.0,?,?,?,1.28,?,0.21,0.21,?,?,1.7,0.01,?
62.0,?,12.32,1.69,?,0.03,?,0.87,0.74,?,?,0.35,?,?,?,?,?,0.0
69.0,8.0,11.68,1.72,0.5,?,0.32,0.61,0.65,0.35,1.61,?,?,?,0.14,?,0.0,0.01
62.0,62.0,36.73,7.87,0.43,?,?,5.85,0.85,1.08,4.44,2.76,1.52,2.53,0.82,2.95,0.05,?
32.0,?,?,1.31,?,0.0,?,?,?,1.41,?,0.69,?,0.56,0.34,?,0.0,?
?,0.0,5.8,?,?,?,?,0.2,0.67,0.4,?,0.25,?,0.25,?,0.45,?,?
?,82.0,?,?,?,1.27,?,?,?,?,4.61,1.63,1.27,1.65,?,2.7,?,?
73.0,?,21.27,?,?,?,?,?,?,0.27,1.49,2.07,0.44,?,0.15,1.85,0.0,0.0
?,50.0,21.42,?,?,?,?,1.18,0.64,0.7,?,0.93,?,?,0.71,?,0.03,?
?,?,?,?,?,0.0,0.0,?,0.5,0.0,?,?,?,0.13,?,?,?,?
36.0,0.0,6.78,?,?,?,?,?,?,0.72,1.36,0.28,0.03,0.56,?,1.58,?,?
47.0,0.0,6.74,0.85,?,?,?,0.36,0.57,0.28,0.77,?,?,?,?,0.62,0.0,?
?,0.0,4.2,1.0,?,?,0.6,0.2,0.4,0.4,0.6,?,?,0.3,0.2,?,0.0,0.0
?,46.0,?,6.37,0.41,?,0.3,4.43,0.85,0.65,2.0,?,?,?,0.07,2.5,?,0.22
29.0,1.0,17.59,?,?,?,?,2.9,0.74,?,2.69,0.97,?,?,0.28,?,?,?
?,0.0,?,?,0.4,?,0.38,2.55,0.81,?,2.59,?,?,1.39,?,?,0.01,?
?,15.0,?,?,?,1.94,0.34,?,0.76,1.22,?,1.53,?,?,?,?,0.01,0.04
64.0,61.0,?,5.56,?,0.94,?,?,?,0.38,2.8,6.61,?,?,0.28,2.78,?,0.03
13.0,0.0,7.23,?,?,0.0,0.0,?,?,?,1.08,0.23,0.38,0.69,?,1.08,?,0.0
5.0,0.0,?,0.2,0.5,0.0,?,?,0.0,0.0,?,1.2,0.4,0.6,0.2,0.8,0.0,0.0
78.0,?,?,4.0,?,?,?,1.88,?,2.14,?,?,?,0.96,?,?,?,0.0
?,31.0,21.33,?,?,?,?,?,?,1.06,1.85,?,?,?,?,?,0.0,0.0
72.0,59.0,?,4.33,?,?,0.3,1.01,0.69,2.01,?,?,?,1.82,1.14,2.78,?,?
82.0,82.0,21.66,1.96,?,?,0.0,0.44,?,1.84,?,?,?,?,0.52,?,?,?
45.0,?,22.93,3.07,0.42,1.33,0.34,0.31,?,?,?,0.89,0.64,?,?,?,0.0,?
77.0,?,?,?,0.56,?,0.0,1.97,0.62,3.61,5.68,0.56,?,1.29,2.05,2.71,0.03,?
47.0,10.0,?,2.89,?,?,?,1.02,?,0.13,?,?,?,1.17,?,1.13,?,?
43.0,?,?,0.86,0.36,0.09,?,?,?,?,0.93,0.3,0.23,?,0.21,0.58,0.0,0.0
81.0,69.0,25.11,?,0.49,?,0.5,?,?,?,?,?,0.37,1.79,1.62,?,0.06,0.04
?,?,?,?,0.55,0.0,0.0,?,0.68,?,?,0.49,?,?,0.48,?,?,?
82.0,82.0,?,5.13,0.59,?,0.0,3.57,0.7,2.02,5.62,?,1.4,1.52,1.0,?,?,0.02
78.0,?,29.18,?,0.48,0.96,0.4,2.35,0.77,?,?,2.9,?,?,0.32,?,?,0.01
81.0,81.0,29.96,?,?,0.43,?,2.53,?,?,4.58,2.38,?,?,0.44,2.04,0.02,?
?,0.0,?,?,0.49,?,?,?,?,?,2.11,0.43,0.3,?,?,?,0.0,?
?,53.0,33.5,?,?,?,?,1.15,?,?,3.2,4.46,1.15,1.55,0.31,2.76,?,0.11
73.0,?,?,?,0.44,0.85,0.39,?,?,?,?,?,1.08,2.12,0.25,?,?,?
?,?,16.78,2.32,0.56,?,0.0,?,?,1.08,1.77,?,0.26,1.3,0.52,2.73,0.04,0.05
?,81.0,?,?,?,?,1.0,?,0.79,2.91,?,2.33,0.73,1.51,1.12,2.78,?,0.02
68.0,0.0,17.9,2.54,0.38,1.16,0.35,0.71,?,?,1.41,1.25,?,0.69,?,1.19,?,0.01
82.0,?,34.67,?,0.61,?,?,5.89,0.59,3.46,?,?,?,?,2.77,3.5,0.05,0.21
35.0,12.0,?,4.49,0.4,0.66,?,3.11,0.78,?,2.71,?,0.74,?,?,?,0.0,?
?,27.0,22.37,?,0.51,?,?,0.75,?,?,?,?,?,?,?,?,?,0.05
?,?,?,?,0.4,?,0.31,?,0.85,0.28,?,?,0.32,0.56,?,?,0.0,0.0
?,16.0,?,?,?,?,?,2.09,?,?,2.64,?,1.16,1.67,?,1.56,0.0,0.0
69.0,?,?,2.61,?,0.0,0.0,?,?,1.74,3.74,0.46,?,?,0.7,2.1,?,0.0
60.0,?,13.03,1.82,?,0.0,0.0,?,0.75,?,?,0.62,0.22,0.5,0.58,?,?,0.0
13.0,0.0,9.38,?,?,?,?,0.15,1.0,0.08,1.0,?,0.08,?,0.0,?,?,0.0
7.0,?,4.86,?,0.33,?,0.0,?,?,?,0.86,?,?,0.43,0.14,?,?,?
?,?,?,0.81,?,0.0,0.0,0.9,0.53,0.86,1.14,0.0,?,0.43,?,?,?,?
73.0,?,?,2.75,0.54,?,0.5,0.79,?,1.89,?,0.14,0.34,0.93,1.33,?,?,?
82.0,82.0,?,6.05,?,?,0.31,3.84,?,?,5.45,5.76,?,?,0.67,1.77,?,?
?,6.0,20.89,3.03,0.44,0.17,?,1.17,?,?,?,0.75,0.22,?,?,2.86,0.02,?
81.0,?,23.41,?,0.44,?,0.34,1.4,?,1.94,?,?,0.65,?,?,3.1,?,0.0
?,?,30.86,4.86,?,0.32,?,3.71,?,?,?,4.04,0.68,?,0.07,?,0.0,0.04
44.0,0.0,?,?,0.42,?,?,0.2,0.75,?,0.64,?,?,?,0.05,?,0.0,?
?,43.0,?,3.94,0.48,?,0.41,2.48,0.84,0.37,?,5.04,0.73,1.99,?,?,?,0.01
?,?,?,?,0.3,0.08,0.17,?,0.58,0.17,0.5,1.17,?,?,0.17,?,0.0,0.0
28.0,?,?,0.32,0.3,?,?,0.14,?,0.32,0.46,0.14,?,?,?,0.75,?,0.0
81.0,?,?,?,?,1.59,?,?,0.78,?,?,?,?,?,0.53,?,?,?
76.0,?,39.04,10.11,?,1.7,0.33,?,0.77,0.93,6.36,?,?,3.43,?,?,?,0.07
?,0.0,11.5,1.5,0.3,?,?,1.0,0.5,0.25,0.5,?,0.75,1.25,0.0,?,?,0.0
66.0,64.0,?,?,0.46,1.29,0.34,?,0.65,2.06,?,?,1.08,?,?,2.71,?,?
?,2.0,?,1.26,?,?,0.0,?,0.68,?,1.41,0.62,0.26,?,0.23,1.49,?,?
14.0,0.0,?,?,0.41,0.0,?,?,?,?,0.79,?,?,0.43,?,0.71,?,?
?,76.0,32.47,?,?,?,0.0,2.38,0.68,?,6.88,?,?,1.79,?,2.7,?,?
?,70.0,31.15,4.47,?,?,?,?,?,?,?,1.95,0.56,1.3,?,2.2,0.0,?
70.0,?,?,?,?,?,?,?,?,1.86,2.26,?,0.89,1.09,1.01,2.9,?,0.01
82.0,82.0,32.56,5.49,0.37,?,0.37,2.72,?,0.6,?,5.73,1.28,?,0.22,2.33,?,0.02
80.0,?,27.88,3.63,0.48,0.45,?,?,0.71,2.43,?,0.73,0.99,1.04,?,?,?,?
?,?,?,?,0.4,?,0.37,2.96,?,2.21,4.92,0.9,0.71,1.48,1.0,?,0.0,?
?,5.0,?,2.54,0.62,0.0,0.0,1.16,0.64,?,2.93,0.59,?,0.77,?,?,?,?
31.0,0.0,?,1.58,?,?,0.33,?,0.95,?,?,?,?,0.84,0.03,?,?,?
65.0,11.0,?,1.46,?,0.23,?,?,0.73,0.52,1.45,0.74,?,?,0.66,?,?,?
76.0,?,37.91,?,0.46,?,0.37,2.89,?,0.97,3.67,?,?,1.91,0.07,1.91,?,0.01
?,26.0,24.88,3.78,?,0.05,0.13,?,?,0.63,?,1.97,0.53,?,?,?,?,?
2.0,?,?,?,0.0,?,0.0,?,?,0.0,?,0.0,?,0.0,0.0,0.5,?,?
36.0,?,14.08,?,0.36,1.03,?,0.64,?,?,1.14,?,?,0.31,?,?,?,?
52.0,?,?,1.5,0.44,?,?,?,?,0.98,?,?,?,?,?,?,?,?
?,12.0,?,?,?,0.0,?,0.69,?,1.74,3.27,0.3,0.23,?,0.89,2.17,0.01,0.01
?,?,?,7.75,?,?,0.0,3.03,0.75,2.42,6.84,1.58,?,2.93,?,2.8,0.01,0.16
57.0,?,17.12,?,?,?,0.37,0.16,0.6,0.25,0.91,0.68,0.37,0.6,0.11,1.4,?,0.0
?,?,16.29,1.57,0.34,?,?,0.57,?,0.57,2.0,2.14,0.43,?,0.14,2.0,?,?
80.0,?,?,?,0.42,2.2,0.43,1.0,0.81,0.6,4.96,?,?,?,0.44,?,?,?
58.0,35.0,29.02,4.21,?,0.45,?,3.0,0.74,1.31,?,?,1.43,?,?,?,?,0.0
?,?,?,2.65,?,1.13,0.54,0.75,0.8,0.19,1.94,?,0.5,?,0.23,?,0.0,0.02
?,?,?,?,0.47,0.0,0.0,?,?,?,?,?,0.06,0.42,?,?,0.0,?
?,?,?,?,?,?,?,1.0,0.72,1.76,3.28,0.68,?,0.76,0.59,?,0.03,?
1.0,0.0,22.0,3.0,?,?,0.5,0.0,0.0,1.0,?,2.0,?,?,?,?,0.0,?
80.0,30.0,?,6.24,?,?,?,?,?,2.35,?,?,0.68,?,?,2.93,0.03,0.04
?,?,?,?,0.37,0.5,?,0.17,?,0.28,?,?,0.06,0.33,0.11,0.78,0.0,?
26.0,1.0,?,?,0.47,0.19,?,?,0.78,0.12,?,?,0.42,?,?,?,?,?
65.0,?,20.28,?,0.52,?,?,1.63,?,0.65,1.26,?,0.74,?,0.03,1.37,0.0,?
