@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,?,?,0.34,?,?,3.17,2.87,1.5,3.34
?,?,?,1.1,?,?,3.18,2.69,?,?
?,?,0.19,?,?,0.9,3.17,2.79,1.18,3.12
0.64,2.36,0.14,?,?,1.76,3.18,?,?,2.42
?,2.08,1.04,?,?,1.64,?,2.86,1.57,2.64
1.38,?,0.72,0.53,?,?,3.18,2.81,1.79,3.26
0.56,?,0.13,?,?,0.9,3.17,2.91,?,2.64
?,2.04,?,?,1.44,?,?,2.74,?,?
0.64,1.2,?,?,?,?,?,2.79,1.47,?
?,2.0,2.13,0.64,1.82,?,3.19,?,?,?
?,?,?,0.46,0.56,1.92,3.18,2.98,1.22,?
?,?,2.34,0.55,?,2.14,?,?,1.79,2.82
?,?,?,?,?,?,3.18,?,?,?
1.02,0.88,2.67,?,1.02,?,3.19,2.86,?,2.78
?,1.6,?,?,?,1.96,3.17,?,?,3.1
?,0.96,?,?,?,2.1,3.18,?,?,?
0.64,?,?,?,0.64,?,3.18,2.94,?,?
0.99,2.12,1.41,0.65,?,?,3.19,2.82,1.41,?
0.88,1.2,?,?,0.5,1.0,?,?,1.79,2.86
1.47,0.84,?,0.39,?,?,?,?,1.73,?
0.86,0.88,?,0.39,?,1.54,?,2.73,1.7,?
?,0.56,?,?,?,2.62,?,?,2.27,2.74
0.99,?,?,?,?,?,3.16,2.74,?,3.42
1.76,?,0.43,?,1.5,1.62,3.17,?,?,?
0.8,?,1.12,0.53,1.54,?,?,?,?,2.78
0.9,1.8,?,0.67,0.86,?,3.19,?,?,?
0.9,?,?,0.34,0.7,?,3.18,?,1.15,?
0.9,1.84,0.51,?,1.04,?,3.18,?,?,2.54
0.35,1.36,?,0.49,1.1,1.5,?,?,1.28,?
?,?,?,0.96,?,?,?,?,?,2.34
?,1.28,?,0.61,0.7,2.3,3.18,?,1.73,2.34
0.64,1.72,?,0.51,?,2.04,?,?,1.76,?
0.61,1.32,0.78,0.54,1.12,1.74,?,?,1.79,2.94
?,?,?,?,1.04,1.38,3.18,?,1.82,2.94
?,?,?,?,?,1.84,?,?,?,3.18
0.86,1.96,?,?,?,?,?,?,?,2.5
0.77,1.04,?,?,?,?,3.18,2.82,?,?
0.93,2.68,1.3,?,1.42,2.22,?,2.58,?,2.38
1.98,0.48,?,0.69,0.88,?,3.18,?,1.54,2.38
0.74,?,?,?,?,?,?,2.72,?,2.74
0.64,1.36,?,?,?,?,?,?,1.31,?
0.51,?,?,?,0.74,?,?,2.77,?,2.98
1.06,1.68,1.02,?,?,2.02,3.18,?,?,2.56
?,1.48,?,0.35,1.12,?,?,2.89,1.31,3.34
0.54,?,?,?,0.88,?,3.18,?,1.57,?
?,0.88,?,0.46,0.8,1.48,?,2.71,0.99,2.88
?,1.68,?,0.51,?,?,?,?,?,2.54
0.93,1.64,1.73,?,1.46,?,?,?,?,2.94
?,?,?,?,?,?,3.18,?,1.31,2.5
?,1.64,?,?,0.78,?,?,?,?,3.34
0.8,?,?,?,1.1,?,?,2.99,2.14,?
1.15,?,1.62,?,?,?,?,3.02,1.47,2.54
0.51,?,?,0.53,?,?,?,?,1.28,2.88
?,?,0.74,0.37,0.86,?,?,2.8,?,3.06
1.09,?,?,0.39,0.5,?,3.18,3.01,?,?
?,1.28,0.26,?,1.14,?,3.17,?,?,3.34
0.8,1.12,0.19,?,0.82,1.48,3.18,2.82,1.7,2.96
0.86,1.96,?,?,?,1.86,?,2.7,?,?
?,1.04,?,0.45,0.22,?,?,?,2.37,2.62
0.9,?,?,?,1.04,1.88,?,?,2.21,3.02
?,?,0.29,0.38,?,2.08,?,?,?,?
?,?,?,0.61,1.62,2.44,3.18,?,1.38,?
?,?,?,0.67,?,2.42,3.19,?,1.5,?
0.86,1.28,?,?,?,2.12,3.18,2.86,1.92,2.94
?,?,?,?,?,2.46,3.18,2.8,?,2.54
?,?,1.01,0.39,?,?,?,2.93,1.47,3.1
0.74,?,?,?,0.94,?,?,2.74,1.5,?
0.64,?,?,0.54,?,?,3.18,?,1.44,?
?,1.56,?,?,0.5,2.02,3.18,?,1.34,?
1.09,?,?,?,0.34,1.94,3.18,2.73,1.66,2.62
?,1.16,1.22,?,?,1.66,3.18,2.8,?,?
0.9,1.64,?,0.5,?,?,3.18,3.06,1.57,2.86
?,1.12,?,?,0.5,1.04,?,2.77,1.98,3.44
1.18,2.04,?,?,1.66,?,3.19,2.83,?,?
?,1.76,1.02,?,0.24,1.16,3.18,?,1.28,?
0.58,?,?,0.45,0.78,?,?,2.77,?,?
1.15,1.08,?,0.37,?,?,3.17,2.58,2.21,?
0.9,1.84,0.51,?,1.04,1.78,3.18,?,1.86,2.54
?,1.28,0.93,?,?,1.58,?,2.82,?,2.98
0.8,?,?,?,?,1.5,3.18,?,?,2.88
?,?,0.21,0.5,0.3,1.68,?,?,1.44,2.74
?,?,?,?,?,?,3.19,?,?,?
0.61,?,0.83,0.46,?,1.86,3.18,?,2.18,?
0.67,?,?,0.51,0.9,1.66,?,?,?,2.34
?,1.28,?,?,?,?,3.18,2.97,?,2.86
0.93,?,0.26,?,1.42,?,?,?,?,?
1.9,0.4,?,?,0.7,?,?,?,?,2.48
0.74,?,0.14,0.65,0.4,0.98,?,?,1.22,?
1.06,1.28,0.22,?,?,1.24,?,?,?,3.28
?,?,0.8,?,0.72,?,3.18,2.86,?,?
?,?,0.26,?,?,?,3.18,2.86,?,?
1.02,?,?,0.41,1.1,?,?,3.01,1.38,?
?,?,?,?,?,1.46,3.18,2.97,1.73,2.94
0.7,?,0.22,?,0.46,2.12,?,2.89,?,?
0.77,?,?,?,?,1.42,?,2.86,1.76,2.88
?,?,0.19,?,?,?,?,3.29,?,?
0.8,?,1.25,0.43,1.78,2.62,3.18,?,1.6,?
?,1.48,1.42,0.61,?,1.98,?,2.81,?,?
1.38,?,?,?,0.82,1.16,3.18,?,1.22,3.3
1.06,1.04,?,?,1.78,2.8,?,2.72,2.18,2.54
?,1.2,?,?,0.22,?,3.18,2.85,1.98,?
?,1.12,?,0.47,?,?,?,?,1.44,?
?,?,?,?,?,?,3.18,?,?,?
1.02,1.04,1.33,?,?,?,3.19,2.89,1.63,2.46
0.93,?,?,0.33,?,1.1,?,2.94,1.28,3.04
?,1.08,2.48,?,0.66,?,?,2.58,?,2.32
?,1.32,?,?,1.28,?,3.19,2.75,1.76,2.66
?,0.64,?,?,0.9,1.7,?,2.85,1.7,?
0.9,1.56,?,?,1.26,?,3.16,?,2.05,?
0.34,?,0.18,?,1.18,?,?,?,1.76,2.86
?,?,?,0.34,?,?,?,?,?,2.96
?,1.04,1.41,0.31,?,1.5,3.18,2.65,?,3.04
?,0.68,2.06,?,?,?,3.19,2.74,1.57,?
0.64,?,0.99,0.31,?,?,?,3.01,?,3.26
1.25,?,0.22,1.79,?,?,?,2.77,?,2.4
1.06,1.28,2.5,0.62,?,3.02,3.19,?,1.79,2.78
1.12,?,?,?,?,?,3.18,2.85,1.73,2.96
?,0.92,2.77,?,?,1.58,?,?,?,2.34
?,1.12,0.22,?,?,?,3.18,2.91,1.82,?
?,0.88,?,0.42,0.62,1.74,?,2.93,1.02,?
0.99,?,0.27,0.33,0.14,0.82,?,?,1.38,2.78
0.99,1.28,?,0.27,0.54,2.22,3.18,2.71,1.73,2.62
0.8,0.84,?,?,?,1.44,?,?,?,2.94
0.77,0.88,?,?,?,1.08,3.18,2.54,?,?
?,?,?,0.21,1.1,1.38,?,?,1.02,3.26
0.54,1.44,1.31,?,1.18,1.48,?,?,?,3.3
?,1.36,?,0.34,0.9,2.36,3.19,2.78,?,?
0.83,?,?,0.51,0.7,?,3.18,?,1.6,2.98
0.51,1.32,?,?,?,1.3,?,?,1.34,2.58
0.61,1.56,0.16,0.37,0.38,0.94,3.17,?,?,?
?,1.28,?,?,1.68,?,3.19,2.77,?,2.54
?,1.52,0.18,0.26,0.8,?,3.17,?,1.22,3.04
?,1.2,0.5,?,?,1.54,?,2.71,1.38,2.3
?,0.72,1.2,0.47,?,2.98,3.18,2.79,?,2.38
?,?,?,0.45,1.36,2.0,3.18,?,?,?
?,?,0.29,0.58,?,2.54,?,2.87,?,?
?,?,1.47,?,0.26,1.22,?,?,?,3.22
?,?,?,?,?,1.54,3.19,2.8,?,2.4
0.93,?,?,?,?,?,3.17,2.86,1.6,3.04
?,?,?,0.61,1.3,?,?,?,1.57,?
1.02,?,?,?,1.18,1.46,?,?,?,3.34
?,?,0.27,1.78,1.3,?,3.18,?,1.18,2.46
?,1.2,?,?,?,?,?,?,1.25,2.82
?,2.96,0.58,?,?,?,?,2.91,?,3.3
?,1.04,?,0.55,1.34,?,3.19,2.94,1.15,2.38
?,?,0.22,0.58,?,1.42,?,3.14,2.11,2.8
?,1.44,?,?,?,2.18,3.2,3.04,?,2.42
0.83,?,?,0.31,?,1.16,3.18,?,?,?
0.48,?,?,0.35,?,?,3.18,2.7,1.28,2.74
0.61,?,0.15,0.38,?,?,3.18,?,?,2.14
?,?,0.18,0.4,?,1.86,?,?,1.76,?
?,?,?,0.65,?,?,?,?,?,3.14
0.58,1.84,0.22,0.73,?,?,?,?,?,2.96
0.96,?,1.02,0.64,1.18,?,?,2.78,1.12,2.7
?,0.48,0.18,?,0.1,?,?,2.95,1.15,3.6
?,0.92,?,0.54,0.98,?,?,?,1.47,?
1.25,?,1.76,0.54,?,?,?,?,?,?
?,1.6,1.2,?,?,1.02,?,?,2.69,2.58
?,1.84,?,0.41,0.46,?,3.18,2.75,?,?
?,?,?,0.23,?,?,?,?,?,?
0.64,1.2,?,0.42,?,?,3.18,?,?,2.88
1.33,?,0.22,0.46,0.3,0.86,3.18,2.93,?,2.8
?,?,2.08,2.73,?,?,?,?,1.63,?
?,?,?,?,?,1.34,3.17,?,?,3.14
?,1.16,?,?,?,?,?,2.82,1.76,?
0.51,?,1.57,?,1.58,1.82,3.18,?,1.22,?
?,?,?,?,0.78,1.58,?,?,1.6,2.94
?,?,?,?,?,?,?,2.56,1.15,2.4
0.58,?,?,?,0.5,?,3.19,?,1.66,2.4
?,2.4,0.64,0.42,?,?,?,?,?,?
?,1.76,?,?,?,?,?,2.67,?,?
0.9,0.88,0.29,?,0.86,1.54,?,2.98,?,3.36
0.93,?,0.22,?,?,?,3.18,2.74,1.57,2.4
?,0.24,1.09,?,?,?,?,?,?,2.72
?,?,1.62,0.72,1.68,1.78,?,?,?,?
?,?,1.07,?,?,?,?,?,?,?
0.96,1.44,?,0.63,?,?,3.19,?,?,?
1.58,?,0.29,0.53,?,1.86,3.18,3.02,?,?
0.61,1.72,1.74,?,?,2.06,3.19,?,?,2.78
1.06,?,0.48,0.41,?,1.66,?,2.94,1.28,?
?,1.36,1.33,0.59,?,2.24,3.19,2.77,1.66,2.46
?,?,2.3,?,1.44,?,?,?,?,?
1.09,?,?,?,?,?,?,?,1.95,2.72
?,1.4,0.22,?,0.64,?,?,2.64,2.18,2.78
?,?,1.28,0.48,1.5,?,?,2.86,?,?
0.8,?,?,?,?,?,?,?,?,3.26
?,1.28,?,0.54,0.46,?,3.18,?,1.41,2.78
?,1.12,1.92,?,1.82,?,3.19,2.66,?,2.46
?,?,2.86,?,?,?,3.2,2.97,1.34,2.56
?,1.76,1.33,?,0.74,?,?,2.78,?,2.72
?,1.0,0.22,?,?,1.52,3.16,2.74,1.38,3.52
0.83,1.68,1.55,?,0.8,1.86,?,2.82,1.5,?
0.83,?,?,?,1.54,?,3.18,3.04,2.18,?
1.12,?,?,0.48,?,0.82,?,2.63,0.9,2.78
0.99,0.36,?,?,1.5,?,?,2.83,?,?
?,?,1.68,0.51,0.94,?,?,?,1.06,3.1
?,?,?,?,1.14,2.04,?,?,?,?
?,1.84,2.18,0.59,?,?,?,?,?,?
0.74,1.28,?,0.66,1.26,2.48,3.18,?,1.28,?
0.9,?,?,0.59,0.62,?,?,2.78,?,2.96
?,?,0.26,?,0.34,?,?,2.86,1.73,?
0.93,?,?,2.25,2.0,?,3.18,?,1.22,2.42
0.77,?,0.93,?,?,1.6,?,2.67,?,2.8
?,1.2,?,?,?,1.86,?,?,0.86,?
0.96,?,0.56,?,?,2.06,3.17,?,?,?
?,1.12,?,0.54,?,2.64,3.19,?,1.47,?
?,?,0.35,0.41,0.66,1.34,?,2.72,?,?
0.67,?,0.35,?,1.06,1.38,3.18,2.89,1.28,?
?,?,0.8,?,0.46,?,?,3.26,?,2.66
0.58,?,?,?,?,?,?,2.69,?,2.94
0.67,?,0.82,1.11,?,1.4,3.18,?,1.47,?
0.7,1.28,0.26,0.51,?,?,?,?,1.41,?
0.77,1.16,1.62,0.57,0.56,1.4,3.18,2.78,?,2.54
?,0.88,1.42,?,0.72,?,?,?,?,2.42
0.8,1.92,?,0.48,?,2.18,3.19,?,1.89,?
?,1.12,0.22,0.53,0.58,?,3.17,?,?,3.12
0.42,1.16,?,0.64,?,?,?,2.82,?,?
0.74,0.96,2.27,?,0.5,?,3.19,?,1.6,?
?,1.4,0.27,?,0.88,1.34,3.18,2.86,?,2.88
?,1.04,?,?,0.64,?,?,2.77,1.86,2.64
?,?,?,?,?,?,3.18,2.63,?,2.66
?,?,?,0.47,1.06,2.48,?,?,?,?
?,1.48,?,0.58,?,?,3.2,3.02,?,2.48
1.55,0.0,0.24,0.74,?,?,?,?,1.28,?
?,1.2,?,0.64,0.88,?,?,2.58,1.41,?
?,1.76,0.22,0.49,0.66,?,?,?,?,?
0.54,1.52,0.24,0.37,?,?,?,?,?,3.04
0.38,1.16,1.65,?,?,1.3,3.18,?,?,2.62
0.77,?,?,?,1.58,?,3.18,2.85,?,?
0.58,?,?,0.53,1.52,?,3.18,?,?,?
?,?,?,?,?,1.94,?,?,2.02,?
?,?,?,0.47,1.6,?,3.19,?,?,2.62
0.67,1.28,?,?,1.02,?,?,2.88,?,?
?,1.0,?,?,?,1.46,3.19,2.8,?,?
0.93,1.2,0.18,0.25,?,1.46,3.16,2.97,?,3.42
?,?,0.27,?,0.98,?,3.18,?,?,2.88
1.09,1.0,0.77,0.43,?,?,3.18,2.98,?,3.36
3.22,?,?,0.53,?,?,3.19,2.69,1.57,2.72
0.48,?,?,0.33,?,0.86,3.18,?,1.25,?
0.45,?,?,?,?,?,3.18,2.95,?,2.48
0.96,0.88,1.63,?,1.52,?,?,2.74,?,2.48
?,1.6,2.33,?,?,2.08,?,?,2.5,2.42
?,1.72,?,0.56,1.74,?,?,?,1.5,?
1.41,1.96,?,?,0.42,2.26,?,?,?,2.32
?,?,?,0.56,?,?,?,?,1.22,2.56
0.74,?,0.24,?,?,1.62,3.17,2.88,3.17,3.22
0.67,?,?,0.45,?,1.86,3.18,2.69,?,?
?,0.72,0.53,?,0.48,1.9,?,2.78,?,?
?,0.76,0.18,?,0.96,?,3.18,?,1.6,?
0.74,1.84,?,?,?,?,3.18,?,1.57,?
?,?,1.57,0.63,1.98,1.78,3.18,?,1.28,?
?,1.88,1.82,0.4,1.3,1.7,3.18,?,1.09,?
0.38,?,?,0.5,?,0.98,3.17,2.82,1.02,?
0.77,?,?,?,?,?,?,2.94,1.86,?
?,1.28,?,?,?,1.38,?,2.88,?,?
?,?,?,0.46,?,?,?,?,1.6,?
0.64,1.52,1.89,?,1.36,2.26,3.2,2.97,2.62,2.38
?,1.52,1.68,?,1.42,1.86,?,?,?,3.12
1.25,1.24,2.3,?,?,2.16,?,2.82,?,2.42
0.7,0.96,?,?,?,?,?,2.66,0.9,?
?,?,0.16,?,?,0.98,?,?,?,3.02
?,?,0.48,0.59,1.26,?,?,?,2.4,2.66
0.54,?,?,0.41,0.8,1.48,?,2.95,?,?
?,1.08,?,0.48,?,?,?,?,1.15,?
0.8,?,2.3,?,1.46,?,3.19,2.78,?,2.4
?,0.92,1.06,?,0.16,?,3.18,2.71,1.54,2.98
0.99,?,?,0.42,?,?,?,2.95,?,2.78
?,0.88,?,0.29,0.96,?,?,?,1.92,?
?,?,0.88,0.42,0.26,?,3.18,3.07,?,?
0.83,?,?,0.29,0.82,1.4,3.17,?,?,?
?,1.04,?,0.81,?,?,?,2.75,1.22,3.06
?,1.36,?,1.04,?,1.8,?,2.89,?,?
1.09,?,2.02,0.55,?,?,?,?,1.28,3.12
0.67,?,0.37,0.54,1.6,?,?,3.25,?,?
1.76,?,1.3,?,?,0.94,3.18,?,1.15,?
?,1.48,?,0.56,?,1.26,?,2.82,?,?
?,?,?,0.53,1.82,?,?,?,1.6,?
0.99,2.0,?,0.64,1.82,2.6,?,2.67,1.5,2.46
0.83,1.16,?,?,?,?,3.17,?,1.41,?
0.46,?,0.86,0.55,1.44,2.18,3.18,?,?,2.88
1.12,2.12,1.62,0.61,?,?,?,?,1.28,2.5
?,?,0.77,?,?,?,?,?,?,?
0.74,1.0,?,?,?,1.88,3.18,3.04,?,?
?,?,?,?,?,1.6,3.18,?,?,2.7
?,1.2,?,?,?,?,3.18,?,?,2.48
?,0.92,?,?,?,?,?,2.82,1.7,?
0.35,1.36,2.25,0.46,1.1,1.52,3.19,2.73,1.89,?
1.47,?,?,?,?,?,?,2.79,?,?
1.79,?,?,0.69,1.46,2.58,?,2.86,?,2.5
?,?,0.72,?,?,?,?,?,?,2.88
0.9,?,?,?,?,?,?,2.9,1.86,?
?,?,1.94,?,?,2.8,3.19,2.71,1.6,?
?,2.96,?,0.5,?,?,?,?,?,?
0.77,0.96,?,0.54,?,?,3.18,2.94,?,?
?,?,0.27,?,?,2.06,3.18,2.66,1.92,?
0.67,?,0.51,?,?,1.06,?,3.02,1.5,?
0.64,?,0.3,?,?,?,3.17,2.99,1.76,?
?,1.6,0.19,0.87,?,1.66,?,?,1.5,?
?,?,1.82,?,?,?,?,2.87,1.57,?
0.64,1.2,?,0.22,?,?,3.17,2.85,1.15,3.2
?,1.48,?,?,?,?,?,2.66,1.41,?
0.8,?,1.22,?,?,?,3.18,2.82,1.44,?
?,0.84,0.16,0.61,1.04,1.98,3.18,2.78,?,?
0.8,?,?,0.57,0.64,1.76,?,?,?,?
0.64,1.76,0.16,?,?,?,3.18,?,1.02,2.98
0.8,1.96,?,0.5,?,?,3.19,?,?,?
?,1.24,?,0.29,0.58,1.34,3.17,?,1.5,3.22
0.96,1.96,?,0.63,?,2.5,?,3.13,1.86,?
?,0.96,?,0.5,?,?,3.18,?,1.34,2.9
?,?,?,?,?,2.18,?,3.14,1.63,3.34
?,?,?,?,1.44,?,3.19,?,?,2.46
1.15,?,1.38,0.43,?,?,3.18,2.66,1.02,?
1.57,?,?,?,0.78,?,3.18,2.86,1.06,?
0.74,1.16,?,0.26,?,1.18,?,?,1.63,2.98
0.77,?,1.39,?,?,?,?,2.86,?,2.64
?,1.04,0.27,0.48,0.9,1.74,3.18,?,1.6,2.86
?,1.12,?,0.57,?,?,?,2.94,1.44,2.54
?,?,0.18,0.78,1.04,?,3.18,2.97,?,?
0.45,1.52,0.16,0.47,?,?,3.17,?,1.73,?
?,?,1.97,0.56,1.34,1.92,3.19,2.74,?,2.72
?,?,?,?,1.38,2.18,?,?,?,2.56
0.64,1.08,1.74,0.43,0.78,1.74,3.18,?,1.41,2.8
?,1.12,?,?,1.46,?,?,?,?,2.4
1.18,2.8,?,?,0.56,2.1,3.19,2.66,?,2.48
?,1.72,2.4,0.61,1.6,2.46,?,2.91,?,2.34
?,?,1.01,0.33,?,?,3.18,2.74,1.57,2.88
0.96,?,0.22,0.56,?,2.5,3.18,?,1.44,?
?,?,1.76,0.54,?,1.78,?,2.66,?,?
1.44,2.6,?,0.91,?,2.12,3.18,2.7,?,2.5
?,?,0.34,0.53,?,?,3.18,2.87,?,?
?,1.24,2.77,?,?,2.62,3.2,?,1.47,?
?,1.8,?,0.31,?,?,3.18,3.15,1.57,2.98
?,1.48,0.14,?,?,0.66,3.16,2.93,?,?
?,1.24,0.26,0.43,?,?,?,?,1.25,?
?,?,1.47,?,1.76,3.24,?,?,1.73,2.42
?,?,3.03,?,?,2.06,?,2.64,?,?
?,?,?,0.37,0.62,?,?,2.61,2.11,?
0.51,2.92,?,1.58,1.54,2.0,3.18,?,?,?
?,?,?,?,?,1.42,3.18,3.07,?,?
?,?,1.23,?,1.36,?,3.18,?,0.86,3.04
?,?,0.22,?,?,2.06,3.18,2.85,1.54,2.58
1.02,?,1.7,?,1.5,?,3.19,?,?,2.38
0.7,1.28,0.35,0.32,0.96,1.22,3.17,?,?,3.18
0.9,1.32,0.19,?,?,?,?,2.73,1.25,3.12
?,?,0.3,0.38,1.1,1.9,3.17,2.93,1.34,3.42
?,0.88,?,?,?,2.44,?,?,?,?
?,?,1.09,?,?,?,3.18,2.96,1.79,2.74
0.74,?,?,?,?,?,3.18,2.54,?,2.42
1.31,?,?,?,2.06,?,3.19,?,?,2.32
?,2.32,1.26,0.47,1.66,?,3.19,2.73,?,?
1.12,1.44,?,?,0.3,?,3.18,?,?,2.94
?,?,?,0.46,?,1.48,3.17,?,1.44,?
1.06,1.08,0.13,?,0.32,?,?,2.78,?,2.5
0.48,?,0.29,0.49,?,?,3.18,3.13,?,2.66
0.8,?,0.22,0.64,?,1.82,?,2.77,?,2.54
?,1.28,0.93,?,0.42,?,3.18,2.7,?,?
?,?,0.19,?,0.3,?,3.17,?,1.15,3.34
?,1.4,0.19,?,0.58,?,3.17,?,?,2.82
?,1.36,0.32,0.5,?,2.28,?,?,1.7,?
?,?,1.57,0.62,1.58,1.86,3.18,?,1.25,?
?,?,0.43,0.19,0.58,1.06,3.17,2.7,1.18,3.06
0.7,2.88,?,?,0.88,?,?,?,?,2.46
?,1.12,1.54,?,0.7,?,?,?,?,3.02
?,?,?,?,1.12,2.42,3.18,2.82,?,?
?,?,0.93,0.43,1.38,2.06,?,?,?,?
0.42,?,0.42,?,0.86,1.02,3.18,?,?,?
?,1.08,?,0.57,0.62,?,?,2.74,?,2.54
?,0.92,1.01,0.45,?,?,?,?,2.08,2.66
?,1.36,1.9,?,0.98,?,?,?,1.6,?
1.22,0.92,1.04,0.57,0.48,1.36,?,?,?,?
0.96,1.68,1.18,?,1.36,?,?,?,?,?
?,0.68,0.45,0.46,?,1.66,?,2.67,1.47,?
?,?,?,0.56,?,1.14,?,2.8,1.22,?
?,?,2.0,?,1.28,?,3.19,2.75,1.66,?
