@relation dataset

@attribute attribute_0 real
@attribute attribute_1 {1, 2}
@attribute attribute_2 {0, 1, 2, 3, 4, 5, 6}
@attribute attribute_3 {0, 1, 2, 3}
@attribute attribute_4 real
@attribute attribute_5 {-2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_6 {-2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_7 {-2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_8 {-2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_9 {-2, -1, 0, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_10 {-2, -1, 0, 2, 3, 4, 5, 6, 7, 8}
@attribute attribute_11 real
@attribute attribute_12 real
@attribute attribute_13 real
@attribute attribute_14 real
@attribute attribute_15 real
@attribute attribute_16 real
@attribute attribute_17 real
@attribute attribute_18 real
@attribute attribute_19 real
@attribute attribute_20 real
@attribute attribute_21 real
@attribute attribute_22 real
@attribute attribute_23 {0, 1}


@data
50000.0,1,3,1,35.0,0,0,0,0,0,0,50500.0,50181.0,49630.0,50153.0,30914.0,29200.0,2000.0,2200.0,1968.0,1106.0,1040.0,1069.0,1
390000.0,1,2,1,39.0,-1,2,-1,-1,0,0,7831.0,3844.0,5797.0,7657.0,4086.0,5795.0,8.0,5806.0,7667.0,95.0,5804.0,4721.0,0
50000.0,1,2,2,36.0,4,3,2,0,0,0,51689.0,50567.0,48454.0,49843.0,51355.0,29276.0,3.0,0.0,2183.0,2695.0,29276.0,4.0,0
160000.0,1,3,2,38.0,1,-2,-2,-1,0,0,0.0,0.0,0.0,700.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0
20000.0,1,2,1,36.0,3,2,2,2,2,2,17500.0,16926.0,19260.0,18653.0,20041.0,19582.0,0.0,2921.0,0.0,1702.0,0.0,1594.0,1
230000.0,1,2,2,36.0,-2,-2,-2,-2,-2,-2,3245.0,1855.0,2577.0,8001.0,2970.0,-1.0,1864.0,2590.0,8039.0,2984.0,0.0,381.0,0
50000.0,1,1,2,46.0,0,0,0,0,0,0,49386.0,49487.0,50401.0,49148.0,30036.0,29873.0,2000.0,2500.0,2040.0,2000.0,1037.0,2000.0,0
50000.0,1,3,2,40.0,0,0,0,0,2,2,55397.0,55877.0,57335.0,59595.0,55949.0,51225.0,2000.0,2356.0,3494.0,2000.0,0.0,1725.0,0
80000.0,1,3,1,37.0,0,0,0,0,0,0,51925.0,51544.0,49430.0,46864.0,46473.0,48191.0,3018.0,2113.0,3007.0,2000.0,3000.0,20000.0,0
240000.0,1,2,1,42.0,-1,-1,-1,-1,0,0,795.0,1916.0,1530.0,2961.0,5962.0,7336.0,1921.0,1534.0,2961.0,3001.0,2024.0,1000.0,0
90000.0,1,3,1,39.0,0,0,0,0,0,0,93757.0,91359.0,88616.0,56887.0,46700.0,47272.0,4000.0,2625.0,2511.0,1501.0,1391.0,1393.0,1
260000.0,1,3,1,44.0,0,0,0,0,0,0,250416.0,257987.0,260104.0,253488.0,145630.0,148720.0,11000.0,7100.0,135546.0,4500.0,4590.0,4501.0,0
50000.0,1,2,2,47.0,0,0,0,0,0,0,48017.0,47913.0,49225.0,18858.0,19166.0,19834.0,2488.0,2800.0,1610.0,918.0,1214.0,468.0,0
350000.0,1,1,1,41.0,0,0,0,0,0,0,24297.0,25299.0,26329.0,27343.0,27886.0,28470.0,1411.0,1441.0,1455.0,998.0,1033.0,1038.0,0
20000.0,1,2,2,42.0,0,0,0,0,0,0,15717.0,16724.0,18051.0,18759.0,19132.0,19684.0,1276.0,1603.0,1311.0,684.0,860.0,874.0,0
110000.0,1,3,1,41.0,0,0,0,0,0,0,53497.0,51110.0,48995.0,46772.0,33220.0,31858.0,2510.0,2509.0,2031.0,1507.0,2032.0,1521.0,0
80000.0,1,3,1,34.0,-1,-1,0,0,-1,0,5173.0,10809.0,8673.0,11590.0,5973.0,5878.0,10826.0,3683.0,5034.0,5981.0,2895.0,3789.0,0
230000.0,1,2,1,34.0,1,-2,-1,2,2,0,0.0,0.0,33.0,33.0,33.0,1133.0,0.0,33.0,0.0,0.0,1100.0,704.0,1
370000.0,1,2,2,39.0,0,0,0,0,0,0,377259.0,310284.0,278781.0,256794.0,156583.0,17909.0,15198.0,14177.0,15118.0,15020.0,10000.0,308000.0,0
100000.0,1,2,1,38.0,-1,-1,-1,2,0,0,7798.0,864.0,3302.0,2430.0,805.0,3415.0,864.0,2438.0,821.0,1.0,3110.0,2206.0,1
490000.0,1,2,2,35.0,2,2,0,0,0,0,427020.0,370428.0,337432.0,286247.0,256618.0,188154.0,0.0,13932.0,11771.0,10187.0,8013.0,7014.0,1
50000.0,1,2,2,42.0,2,2,2,2,-1,0,22591.0,21523.0,24538.0,22402.0,9528.0,8447.0,0.0,3701.0,554.0,10026.0,421.0,6106.0,0
200000.0,1,3,2,41.0,-2,-2,-2,-2,-2,-2,20950.0,182.0,3150.0,0.0,0.0,0.0,182.0,3165.0,0.0,0.0,0.0,94.0,0
70000.0,1,2,1,37.0,2,2,2,2,2,2,60514.0,61923.0,62740.0,63090.0,64470.0,65828.0,3000.0,2400.0,2000.0,3000.0,2508.0,0.0,1
210000.0,1,2,1,38.0,-1,-1,-1,-1,-1,-1,326.0,0.0,2684.0,0.0,10652.0,326.0,0.0,2684.0,0.0,10652.0,326.0,0.0,0
50000.0,1,3,2,33.0,0,0,0,0,0,0,47834.0,47821.0,48442.0,42550.0,16324.0,17556.0,1866.0,2007.0,1915.0,589.0,1500.0,1000.0,0
50000.0,1,3,2,34.0,0,0,0,0,0,0,49454.0,49157.0,49773.0,48398.0,32584.0,33322.0,1792.0,2208.0,1513.0,1149.0,1245.0,1271.0,0
100000.0,1,1,2,34.0,0,0,2,2,2,2,18185.0,24932.0,24246.0,26839.0,26109.0,27686.0,7100.0,0.0,3000.0,0.0,2000.0,0.0,1
160000.0,1,2,2,38.0,4,3,2,2,3,2,99340.0,96860.0,99911.0,103928.0,101540.0,99587.0,0.0,5500.0,6700.0,0.0,27.0,2800.0,1
30000.0,1,2,1,32.0,-2,-2,-2,-2,-2,-2,5066.0,6367.0,2109.0,5930.0,4192.0,0.0,6367.0,2115.0,5933.0,4192.0,0.0,0.0,0
220000.0,1,1,2,34.0,0,0,2,2,0,0,170352.0,182711.0,183825.0,142216.0,118269.0,14960.0,15206.0,6000.0,0.0,5193.0,546.0,1485.0,1
150000.0,1,3,2,29.0,-1,-1,2,-1,-1,-1,820.0,3191.0,1965.0,1300.0,936.0,901.0,3431.0,0.0,1300.0,936.0,901.0,911.0,0
300000.0,1,2,2,31.0,0,0,0,0,0,0,281829.0,285038.0,291480.0,298378.0,131103.0,128742.0,10208.0,12507.0,15056.0,5027.0,5007.0,5063.0,0
390000.0,1,2,1,36.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180000.0,1,1,1,36.0,-1,0,0,0,0,0,170619.0,172057.0,177813.0,178907.0,139825.0,118621.0,6063.0,8431.0,6845.0,4465.0,4287.0,4060.0,0
300000.0,1,1,2,40.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150000.0,1,1,1,37.0,0,0,0,0,0,2,112695.0,97907.0,100826.0,103297.0,111784.0,108887.0,3515.0,5002.0,5189.0,14002.0,8.0,4009.0,0
80000.0,1,2,1,36.0,0,0,0,0,0,0,77870.0,79472.0,81757.0,77200.0,77669.0,79667.0,2900.0,3900.0,2750.0,2800.0,3200.0,2964.0,1
250000.0,1,2,2,31.0,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,1026.0,1026.0,0
350000.0,1,1,1,37.0,-2,-2,-2,-2,-2,-2,916.0,1123.0,604.0,4523.0,617.0,1902.0,1133.0,607.0,4545.0,620.0,1911.0,4690.0,0
380000.0,1,1,1,40.0,0,0,0,0,0,0,231759.0,233357.0,236292.0,237176.0,236379.0,239221.0,10000.0,9000.0,10021.0,10000.0,10000.0,10000.0,0
450000.0,1,1,2,34.0,-1,-1,-1,-1,-1,-1,583.0,-16.0,2312.0,192.0,1630.0,14099.0,0.0,2328.0,192.0,1638.0,14169.0,1122.0,0
340000.0,1,1,2,35.0,0,-1,-1,-1,0,-1,62896.0,16480.0,27050.0,29103.0,58997.0,12518.0,16591.0,27283.0,29255.0,58276.0,12565.0,13507.0,0
70000.0,1,2,1,44.0,0,0,0,0,0,0,14202.0,15149.0,15481.0,15266.0,13489.0,11837.0,1500.0,1585.0,1500.0,1000.0,600.0,1500.0,0
320000.0,1,2,1,37.0,0,0,0,0,0,0,367670.0,374631.0,348144.0,311004.0,254598.0,227869.0,13200.0,13006.0,11500.0,9000.0,10000.0,8000.0,1
180000.0,1,1,1,48.0,-1,-1,-1,-1,-1,0,325.0,1260.0,325.0,1000.0,1100.0,1100.0,1260.0,325.0,1000.0,1100.0,0.0,0.0,0
360000.0,1,1,1,43.0,0,-1,-1,-1,-2,-2,38324.0,3374.0,3620.0,0.0,0.0,0.0,3390.0,3638.0,0.0,0.0,0.0,0.0,0
230000.0,1,1,1,46.0,1,2,2,2,2,2,189724.0,193112.0,197039.0,200300.0,203018.0,199689.0,8000.0,8500.0,8000.0,7500.0,0.0,6622.0,1
280000.0,1,1,2,36.0,1,2,0,0,0,0,314318.0,307569.0,286773.0,275447.0,245409.0,211351.0,0.0,13500.0,14500.0,10000.0,9000.0,12000.0,0
50000.0,1,2,2,34.0,0,0,2,0,0,0,46413.0,50056.0,49072.0,49724.0,19801.0,14301.0,4729.0,86.0,2198.0,1198.0,600.0,1000.0,0
260000.0,1,2,1,34.0,0,0,0,0,0,0,186189.0,176135.0,130369.0,68014.0,68529.0,69741.0,6203.0,5704.0,2411.0,2412.0,3100.0,3600.0,1
230000.0,1,2,2,41.0,-1,0,0,0,0,0,23216.0,25548.0,23769.0,17270.0,13903.0,1953.0,10014.0,1602.0,1017.0,332.0,9.0,3626.0,0
240000.0,1,1,2,41.0,-2,-2,-2,-2,-2,-2,-317.0,63435.0,697.0,-3.0,635.0,1269.0,63752.0,700.0,0.0,638.0,1275.0,421.0,0
140000.0,1,1,1,44.0,0,0,0,2,0,0,90547.0,92536.0,96535.0,98041.0,100504.0,103874.0,3500.0,5500.0,4000.0,5000.0,5000.0,5000.0,0
360000.0,1,1,1,43.0,0,-1,-1,-1,0,0,30769.0,13532.0,840.0,68110.0,55905.0,42239.0,13952.0,864.0,124037.0,1679.0,1163.0,1126.0,0
320000.0,1,1,1,44.0,-1,-1,-1,-1,-1,-1,1329.0,4526.0,11906.0,14202.0,6956.0,4839.0,4526.0,11911.0,14425.0,7063.0,4839.0,6271.0,0
310000.0,1,1,1,36.0,-1,-1,-1,-1,-1,-1,8517.0,6734.0,6031.0,14884.0,5467.0,12510.0,6765.0,6076.0,14972.0,5512.0,12570.0,9215.0,0
60000.0,1,2,2,42.0,0,0,0,-1,0,0,78291.0,70154.0,69940.0,60170.0,29261.0,30233.0,3000.0,1405.0,60941.0,1056.0,2100.0,1101.0,0
380000.0,1,2,1,38.0,0,0,0,0,0,0,365427.0,363267.0,372261.0,375423.0,359527.0,361201.0,14008.0,17000.0,13070.0,15000.0,13000.0,14000.0,0
40000.0,1,5,2,37.0,0,0,0,0,-1,0,36712.0,37403.0,18688.0,-620.0,32760.0,12500.0,1596.0,1006.0,0.0,17000.0,2000.0,780.0,0
150000.0,1,2,1,40.0,0,0,0,0,0,-2,74985.0,76745.0,19472.0,20650.0,0.0,0.0,3400.0,1600.0,1700.0,0.0,0.0,0.0,0
360000.0,1,3,2,40.0,-1,-1,-1,0,0,0,2569.0,316.0,4919.0,5559.0,5353.0,5401.0,316.0,4919.0,1000.0,110.0,1025.0,2684.0,0
200000.0,1,1,1,36.0,-1,-1,-1,0,0,0,4585.0,33282.0,16175.0,104872.0,22897.0,29339.0,33485.0,16254.0,100551.0,12077.0,20182.0,21104.0,0
260000.0,1,5,1,42.0,0,0,0,0,0,0,204017.0,182048.0,63074.0,262317.0,201344.0,191829.0,8000.0,7100.0,200140.0,6500.0,6000.0,6500.0,0
430000.0,1,3,2,38.0,-2,-2,-2,-2,-2,-2,37693.0,3390.0,5930.0,33736.0,23558.0,8118.0,3507.0,5960.0,39507.0,11838.0,8158.0,8509.0,0
200000.0,1,2,1,36.0,0,0,0,-2,-1,0,5440.0,7268.0,0.0,0.0,42362.0,43094.0,2000.0,0.0,0.0,87000.0,1566.0,1830.0,0
380000.0,1,1,1,40.0,0,0,2,0,0,0,95972.0,123558.0,114785.0,161444.0,163071.0,160076.0,30027.0,0.0,50005.0,20042.0,20000.0,20000.0,0
110000.0,1,2,2,37.0,0,0,0,0,0,0,112091.0,112380.0,86544.0,77131.0,60895.0,60936.0,4625.0,3112.0,2467.0,2182.0,2190.0,2182.0,0
200000.0,1,1,1,42.0,2,2,2,2,2,2,168289.0,172001.0,175281.0,177895.0,180078.0,184048.0,8000.0,7500.0,7000.0,6600.0,7000.0,7100.0,0
270000.0,1,1,2,34.0,1,2,0,0,2,0,20979.0,17228.0,20924.0,22448.0,15490.0,17343.0,0.0,4000.0,2000.0,0.0,2000.0,2000.0,0
120000.0,1,1,1,31.0,-1,-1,-1,-1,-1,-1,1216.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,566.0,0
420000.0,1,1,1,47.0,0,0,0,0,0,0,54799.0,53507.0,54678.0,55403.0,56260.0,57598.0,5000.0,5000.0,3000.0,3000.0,3000.0,3000.0,0
20000.0,1,3,2,34.0,0,0,2,0,0,-2,6569.0,6939.0,4679.0,2960.0,0.0,0.0,2449.0,0.0,1000.0,0.0,0.0,0.0,0
200000.0,1,2,2,40.0,1,2,2,0,0,0,193773.0,196323.0,181932.0,132127.0,132245.0,138104.0,7350.0,261.0,6206.0,5006.0,9406.0,6.0,1
80000.0,1,2,1,45.0,0,0,0,0,0,0,34905.0,35923.0,37339.0,38419.0,39316.0,35902.0,1600.0,2000.0,1703.0,1600.0,1400.0,10350.0,0
270000.0,1,2,2,45.0,1,-2,-1,-1,-1,-1,0.0,0.0,7304.0,3076.0,0.0,16191.0,0.0,7304.0,3076.0,0.0,16191.0,277.0,0
30000.0,1,2,1,45.0,3,2,2,2,0,0,12751.0,12256.0,15002.0,13914.0,11093.0,9508.0,0.0,2955.0,0.0,436.0,423.0,341.0,1
80000.0,1,3,1,45.0,0,0,0,0,0,0,55385.0,52801.0,50209.0,43323.0,40275.0,38690.0,2019.0,2031.0,2013.0,2016.0,2002.0,3000.0,0
30000.0,1,2,1,39.0,2,0,0,0,0,2,18557.0,19643.0,20721.0,21867.0,24291.0,23766.0,1700.0,1700.0,1800.0,3100.0,0.0,565.0,1
20000.0,1,1,1,36.0,0,0,0,0,0,0,18958.0,19427.0,19021.0,19449.0,19162.0,0.0,1500.0,2000.0,1200.0,413.0,0.0,0.0,1
20000.0,1,2,1,33.0,2,0,0,0,0,0,17999.0,19090.0,19472.0,18629.0,12683.0,0.0,1700.0,3243.0,1200.0,254.0,0.0,0.0,1
320000.0,1,2,1,35.0,0,0,0,0,0,0,274599.0,280021.0,286011.0,292636.0,298492.0,200098.0,11500.0,12000.0,12873.0,13020.0,8800.0,5650.0,1
120000.0,1,3,1,36.0,-2,-2,-2,-2,-2,-2,326.0,326.0,326.0,326.0,326.0,652.0,326.0,326.0,326.0,326.0,652.0,0.0,0
290000.0,1,2,1,38.0,1,2,0,0,0,0,296437.0,192441.0,194158.0,197590.0,187134.0,180887.0,25.0,10013.0,9526.0,6549.0,6373.0,6781.0,0
380000.0,1,2,1,39.0,-2,-2,-2,-2,-2,-2,3074.0,-18618.0,-9415.0,-9415.0,-9415.0,-9415.0,9203.0,0.0,0.0,0.0,0.0,8000.0,0
480000.0,1,1,1,49.0,0,0,0,0,0,0,376186.0,389822.0,401982.0,410694.0,407436.0,407809.0,20000.0,18000.0,15000.0,15000.0,14000.0,13000.0,0
350000.0,1,2,2,47.0,0,0,0,0,0,0,190211.0,191582.0,163154.0,299409.0,250584.0,249412.0,8239.0,8902.0,213103.0,9036.0,10022.0,9027.0,0
220000.0,1,1,2,36.0,-1,2,-1,-1,-1,-1,792.0,396.0,396.0,396.0,396.0,546.0,0.0,396.0,396.0,396.0,546.0,396.0,0
360000.0,1,1,1,44.0,-2,-2,-2,-2,-2,-2,188.0,1610.0,1088.0,7870.0,5988.0,342.0,1610.0,1088.0,7870.0,5988.0,342.0,7159.0,1
420000.0,1,2,1,39.0,-1,0,-1,-1,0,0,22219.0,22423.0,4889.0,14373.0,12881.0,3690.0,7573.0,4913.0,14415.0,6930.0,709.0,104259.0,0
160000.0,1,1,1,40.0,0,0,2,2,-1,2,4024.0,6484.0,3503.0,-473.0,3757.0,3286.0,3000.0,0.0,0.0,4700.0,0.0,3000.0,1
30000.0,1,1,2,47.0,2,2,0,0,0,2,26413.0,25690.0,26719.0,27774.0,28809.0,30399.0,0.0,1445.0,1500.0,1500.0,2200.0,0.0,0
170000.0,1,2,2,31.0,0,0,0,0,0,0,8024.0,9338.0,11673.0,12770.0,12971.0,13312.0,1610.0,2500.0,1600.0,711.0,700.0,700.0,0
710000.0,1,2,1,38.0,0,0,0,0,0,0,67061.0,64374.0,62858.0,69207.0,73333.0,121892.0,10045.0,10008.0,10019.0,10202.0,70001.0,10030.0,0
350000.0,1,2,2,34.0,-2,-2,-2,-2,-2,-2,2184.0,1445.0,2424.0,4582.0,5600.0,2927.0,1445.0,2424.0,4584.0,5610.0,2927.0,1298.0,0
230000.0,1,2,1,36.0,0,0,0,0,0,0,4761.0,5786.0,7676.0,9877.0,10181.0,12472.0,1110.0,2000.0,2500.0,1000.0,2472.0,1000.0,0
30000.0,1,2,3,40.0,2,0,0,0,0,2,2922.0,3869.0,4890.0,5975.0,6474.0,6225.0,1000.0,1090.0,1175.0,600.0,0.0,1000.0,0
360000.0,1,1,1,38.0,-1,-1,-1,-1,-1,-2,475.0,-25.0,4993.0,498.0,-2.0,-2.0,0.0,5018.0,505.0,0.0,0.0,553.0,0
500000.0,1,1,1,41.0,-1,-1,2,2,-1,2,390.0,780.0,390.0,0.0,3280.0,2500.0,780.0,0.0,0.0,3280.0,0.0,0.0,0
380000.0,1,1,1,34.0,0,0,0,0,0,0,124486.0,106065.0,97979.0,100599.0,81087.0,82793.0,3563.0,3385.0,4074.0,2592.0,2696.0,3569.0,0
240000.0,1,2,1,37.0,1,2,0,0,0,0,211808.0,208892.0,213637.0,216754.0,219276.0,223920.0,2000.0,9600.0,8500.0,6500.0,6500.0,7520.0,0
100000.0,1,1,2,41.0,0,0,0,0,0,0,31452.0,32453.0,33490.0,34926.0,35771.0,36366.0,1527.0,1564.0,2000.0,1426.0,1320.0,1333.0,1
200000.0,1,2,2,38.0,0,0,0,0,0,0,176579.0,180233.0,184262.0,178674.0,181318.0,179477.0,6589.0,7074.0,7870.0,7028.0,6768.0,5906.0,1
500000.0,1,1,2,35.0,-2,-2,-2,-2,-2,-2,5925.0,11175.0,21176.0,5086.0,9552.0,14389.0,11194.0,21193.0,5094.0,9563.0,14403.0,5233.0,0
220000.0,1,3,1,48.0,-2,-2,-1,0,0,0,0.0,0.0,2128.0,4071.0,5640.0,7078.0,0.0,2128.0,2000.0,2000.0,2000.0,1500.0,1
640000.0,1,1,2,33.0,-1,-1,-1,0,0,0,21189.0,4242.0,32110.0,62649.0,63218.0,53151.0,4258.0,32120.0,34000.0,5037.0,0.0,13855.0,0
340000.0,1,3,2,34.0,0,0,0,0,0,0,334628.0,328749.0,285399.0,248984.0,251047.0,255303.0,16040.0,14000.0,11000.0,9200.0,10000.0,9500.0,1
400000.0,1,1,2,48.0,0,0,0,0,0,0,112789.0,115910.0,120657.0,122338.0,124145.0,113477.0,5000.0,6624.0,5200.0,3826.0,3363.0,3398.0,0
200000.0,1,1,1,39.0,-2,-2,-2,-2,-2,-2,8852.0,3103.0,2005.0,15776.0,2696.0,6147.0,5585.0,2015.0,15854.0,2709.0,6178.0,16961.0,0
20000.0,1,2,1,41.0,0,0,0,0,0,0,9632.0,10676.0,13702.0,14713.0,15068.0,15425.0,1208.0,3234.0,1245.0,600.0,600.0,600.0,0
210000.0,1,1,1,35.0,-1,-1,-1,-1,-2,-1,205.0,0.0,775.0,0.0,0.0,635.0,0.0,775.0,0.0,0.0,635.0,0.0,0
280000.0,1,3,2,35.0,0,0,0,0,0,0,275659.0,265870.0,269140.0,272665.0,159017.0,88321.0,10932.0,12011.0,10807.0,4306.0,4023.0,5387.0,0
150000.0,1,2,2,36.0,0,0,0,0,0,0,149931.0,152915.0,149867.0,144731.0,147661.0,149949.0,5500.0,5513.0,5200.0,5200.0,5400.0,6000.0,0
50000.0,1,1,2,36.0,0,0,0,0,0,0,45010.0,45785.0,36131.0,29374.0,27059.0,27627.0,1919.0,1789.0,1442.0,967.0,1003.0,1030.0,0
60000.0,1,2,1,36.0,0,0,0,0,0,0,37129.0,37593.0,37841.0,38634.0,28811.0,28907.0,1602.0,1989.0,1782.0,1169.0,1196.0,1152.0,1
60000.0,1,3,1,36.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200000.0,1,2,1,45.0,0,0,0,0,0,0,197600.0,200378.0,162374.0,154234.0,143953.0,147834.0,10265.0,6061.0,7048.0,5016.0,10294.0,5136.0,0
