@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data
4.724,1.7824,0.0,0.0,0.0,0.0,0.0,34.9,1.0,3.0,0.0,-0.779,4.016,3.711,10.425,6.0,0.98,1.135,0.0,0.0,1.212,1.0,0.0,0.0,0.0,2.31,0.0,0.0,22.241,9.474,1.0,0.0,0.0,0.0,3.637,2.087,0.0,8.645,0.0,0.0,0
5.332,5.554,0.0,0.0,0.0,1.0,0.0,36.6,1.0,6.0,0.0,-1.839,3.932,2.396,10.694,18.0,1.02,1.132,0.0,0.0,1.184,0.0,0.0,0.0,0.0,2.315,0.0,0.0,33.525,2.891,0.0,0.0,0.0,0.0,3.527,2.893,0.0,8.803,0.0,0.0,0
5.332,5.581,0.0,0.0,0.0,1.0,0.0,35.9,1.0,7.0,0.0,-2.172,3.942,2.396,10.694,21.0,1.032,1.133,0.0,0.0,1.169,0.0,0.0,0.0,0.0,2.315,0.0,0.0,33.28,2.891,0.0,0.0,0.0,1.0,3.529,3.083,0.0,8.813,0.0,0.0,0
5.145,4.4958,0.0,0.0,0.0,1.0,0.0,33.3,4.0,2.0,0.0,0.113,3.159,1.371,10.236,5.0,0.993,1.139,0.0,0.0,1.22,0.0,0.0,0.0,0.0,2.205,-0.025,0.0,10.837,2.499,0.0,0.0,0.0,0.0,3.578,2.608,0.0,8.085,0.0,0.0,0
4.414,3.81,1.0,0.0,0.0,0.0,0.0,28.6,2.0,2.0,0.0,-0.741,3.059,1.379,9.222,1.0,1.037,1.145,0.0,0.0,1.195,0.0,0.0,1.0,0.0,2.0,0.149,0.0,9.797,2.133,0.0,0.0,0.0,0.0,3.822,3.087,0.0,8.259,0.0,1.0,0
5.262,4.373,3.0,0.0,0.0,1.0,0.0,25.0,1.0,2.0,0.0,-1.461,3.438,0.863,10.026,0.0,1.174,1.135,0.0,1.0,1.244,0.0,0.0,0.0,0.0,2.175,0.161,0.0,9.625,1.435,0.0,0.0,0.0,1.0,4.263,4.036,0.0,9.0,0.0,3.0,0
5.35,4.5704,0.0,0.0,0.0,2.0,0.0,29.4,6.0,4.0,0.0,-0.443,3.468,1.975,10.725,16.0,1.004,1.147,0.0,0.0,1.132,0.0,0.0,0.0,0.0,2.288,-0.002,0.0,11.395,3.488,0.0,0.0,0.0,2.0,3.56,2.798,0.0,8.234,0.0,0.0,0
5.342,5.7766,4.0,0.0,0.0,1.0,0.0,32.3,4.0,8.0,0.0,-1.429,5.191,4.189,11.504,24.0,0.979,1.135,0.0,0.0,1.218,0.0,0.0,0.0,0.0,2.338,0.0,0.0,53.149,7.261,0.0,0.0,0.0,0.0,3.663,1.938,0.0,9.972,0.0,0.0,0
5.291,4.2076,0.0,0.0,0.0,1.0,0.0,32.0,3.0,3.0,0.0,-0.561,3.262,1.686,10.308,7.0,1.007,1.141,0.0,0.0,1.185,0.0,0.0,0.0,0.0,2.244,0.014,0.0,21.759,2.733,0.0,0.0,0.0,0.0,3.567,2.871,0.0,8.163,0.0,0.0,0
4.0,3.0897,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,2.615,0.811,8.318,0.0,1.005,1.138,0.0,0.0,1.288,0.0,0.0,0.0,0.0,1.732,-0.557,0.0,9.556,1.0,0.0,0.0,0.0,0.0,4.218,3.056,0.0,8.637,0.0,0.0,0
5.103,4.6435,0.0,0.0,0.0,1.0,0.0,28.6,5.0,4.0,0.0,-0.806,3.329,1.792,10.281,5.0,1.014,1.149,0.0,0.0,1.135,0.0,0.0,0.0,0.0,2.165,-0.008,0.0,10.731,3.506,0.0,0.0,0.0,0.0,3.496,2.646,0.0,8.131,0.0,0.0,0
4.343,4.0038,1.0,1.0,1.0,0.0,0.0,23.5,2.0,0.0,2.0,1.101,3.126,1.5,9.309,0.0,1.002,1.157,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.0,-0.083,0.0,0.0,2.682,0.0,0.0,4.0,3.0,3.859,2.563,3.0,8.427,0.0,0.0,0
4.414,4.3883,0.0,1.0,0.0,0.0,0.0,9.1,0.0,2.0,0.0,-0.662,2.946,1.379,9.222,2.0,1.097,1.219,0.0,0.0,1.074,0.0,0.0,0.0,0.0,2.0,0.171,0.0,18.567,2.133,0.0,0.0,1.0,4.0,3.689,4.167,4.0,8.139,0.0,0.0,0
4.17,3.1822,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.532,2.959,0.971,8.597,0.0,1.002,1.117,0.0,0.0,1.408,0.0,0.0,0.0,0.0,1.848,0.387,0.0,0.0,1.542,0.0,0.0,0.0,1.0,4.016,2.611,1.0,8.452,0.0,0.0,0
5.262,4.7497,4.0,0.0,0.0,0.0,0.0,23.1,3.0,4.0,0.0,0.0,3.907,2.217,10.2,9.0,1.051,1.143,0.0,0.0,1.207,0.0,0.0,0.0,0.0,2.25,-0.002,0.0,11.647,2.369,0.0,0.0,0.0,0.0,4.416,2.831,0.0,9.522,0.0,3.0,0
5.284,5.2824,3.0,0.0,0.0,0.0,0.0,26.3,2.0,6.0,0.0,-1.009,4.028,2.187,10.651,10.0,1.024,1.131,0.0,0.0,1.244,0.0,0.0,0.0,0.0,2.314,0.0,0.0,23.28,2.965,0.0,0.0,0.0,0.0,4.823,2.709,0.0,9.752,0.0,0.0,0
5.192,4.4911,1.0,0.0,0.0,0.0,0.0,28.6,4.0,4.0,0.0,0.0,3.904,2.797,10.588,10.0,0.986,1.143,0.0,0.0,1.181,0.0,0.0,0.0,0.0,2.242,0.0,0.0,11.913,5.313,0.0,0.0,0.0,1.0,4.433,2.213,0.0,9.217,0.0,0.0,0
5.646,4.4339,3.0,0.0,0.0,2.0,0.0,26.7,3.0,1.0,0.0,0.0,3.465,0.811,10.505,0.0,1.048,1.141,0.0,1.0,1.264,0.0,0.0,1.0,0.0,2.303,-0.08,0.0,0.0,1.411,0.0,0.0,0.0,1.0,4.26,3.104,0.0,8.986,0.0,3.0,0
5.27,5.6107,1.0,0.0,0.0,0.0,0.0,27.7,6.0,3.0,6.0,2.593,3.885,2.388,10.649,6.0,0.993,1.145,0.0,0.0,1.235,0.0,0.0,0.0,0.0,2.284,0.0,0.0,0.0,3.036,0.0,0.0,6.0,0.0,4.075,2.185,3.0,9.047,0.0,0.0,0
5.331,4.3397,1.0,0.0,0.0,0.0,0.0,24.3,4.0,3.0,1.0,0.0,3.511,1.95,10.236,9.0,0.989,1.146,0.0,0.0,1.225,0.0,0.0,0.0,0.0,2.292,-0.002,0.0,0.0,2.105,0.0,0.0,1.0,2.0,4.023,2.157,1.0,8.583,0.0,0.0,0
5.303,4.066,2.0,0.0,0.0,1.0,0.0,26.3,4.0,2.0,0.0,0.0,4.229,1.392,10.053,6.0,1.022,1.136,0.0,0.0,1.25,0.0,1.0,0.0,0.0,2.236,0.043,0.0,0.0,1.164,0.0,0.0,0.0,2.0,6.874,2.75,0.0,12.258,0.0,2.0,0
4.461,3.5378,0.0,0.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,2.988,1.891,9.202,0.0,0.998,1.159,0.0,0.0,1.101,0.0,0.0,0.0,0.0,2.053,0.044,0.0,0.0,2.244,0.0,0.0,3.0,2.0,3.155,2.611,1.0,7.315,0.0,0.0,0
5.098,3.6085,0.0,0.0,0.0,1.0,0.0,27.3,4.0,2.0,0.0,0.0,2.876,1.5,9.872,0.0,0.993,1.151,0.0,0.0,1.122,0.0,0.0,0.0,0.0,2.112,-0.077,0.0,0.0,2.472,0.0,0.0,0.0,1.0,3.304,2.469,0.0,7.433,0.0,0.0,0
5.384,4.1685,0.0,0.0,0.0,1.0,0.0,28.6,5.0,2.0,0.0,0.0,3.094,1.371,10.315,8.0,0.986,1.148,0.0,0.0,1.138,0.0,0.0,0.0,0.0,2.288,-0.023,0.0,0.0,1.985,0.0,0.0,0.0,2.0,3.426,2.542,0.0,7.704,0.0,0.0,0
5.102,4.3332,0.0,0.0,0.0,1.0,0.0,28.6,4.0,3.0,0.0,-0.426,3.054,1.436,10.05,4.0,1.014,1.149,0.0,0.0,1.138,0.0,0.0,0.0,0.0,2.136,0.047,0.0,10.143,2.695,0.0,0.0,0.0,0.0,3.446,2.769,0.0,7.893,0.0,0.0,0
5.351,4.2358,1.0,0.0,0.0,0.0,0.0,31.2,4.0,2.0,0.0,0.15,4.697,3.066,10.673,5.0,0.969,1.136,0.0,0.0,1.294,0.0,0.0,0.0,0.0,2.328,0.0,0.0,12.585,6.801,0.0,0.0,0.0,0.0,10.323,1.818,0.0,14.009,0.0,0.0,0
5.311,4.467,1.0,0.0,2.0,0.0,0.0,24.4,0.0,3.0,11.0,0.953,3.766,2.1,10.646,9.0,0.993,1.152,0.0,0.0,1.239,0.0,0.0,0.0,0.0,2.267,0.0,0.0,0.0,4.692,0.0,0.0,1.0,0.0,4.029,2.131,3.0,8.883,0.0,0.0,0
5.365,2.9284,0.0,0.0,0.0,1.0,1.0,40.7,3.0,0.0,0.0,0.0,3.245,1.455,10.315,0.0,0.966,1.123,0.0,0.0,1.279,1.0,0.0,0.0,0.0,2.315,-0.007,0.0,0.0,1.897,0.0,0.0,0.0,0.0,3.641,1.856,0.0,8.128,0.0,0.0,0
4.923,3.303,1.0,0.0,0.0,0.0,2.0,46.7,0.0,2.0,0.0,-0.995,3.413,1.185,9.911,4.0,1.042,1.107,0.0,0.0,1.268,1.0,0.0,1.0,0.0,2.267,0.015,0.0,10.337,1.563,0.0,1.0,0.0,1.0,3.933,3.011,0.0,8.671,0.0,1.0,0
4.745,1.8876,0.0,0.0,4.0,0.0,3.0,40.0,2.0,0.0,7.0,0.0,3.937,1.936,10.509,0.0,0.974,1.128,0.0,0.0,1.269,2.0,0.0,0.0,1.0,2.283,0.0,0.0,0.0,5.249,0.0,3.0,8.0,2.0,3.689,1.856,2.0,8.783,0.0,0.0,0
4.732,3.1875,0.0,0.0,1.0,0.0,2.0,41.2,1.0,0.0,3.0,0.0,2.984,0.875,9.579,0.0,0.979,1.127,0.0,0.0,1.287,1.0,0.0,0.0,0.0,2.194,0.043,0.0,0.0,0.854,0.0,1.0,2.0,2.0,3.648,2.167,1.0,7.959,0.0,0.0,0
4.562,3.0804,0.0,0.0,1.0,0.0,2.0,41.2,1.0,0.0,2.0,0.0,2.984,0.875,9.54,0.0,0.979,1.127,0.0,0.0,1.282,1.0,0.0,0.0,0.0,2.17,0.043,0.0,0.0,1.14,0.0,1.0,2.0,2.0,3.627,2.167,1.0,7.954,0.0,0.0,0
4.835,2.8214,0.0,0.0,2.0,0.0,2.0,40.7,2.0,2.0,4.0,-0.386,3.547,1.876,10.186,3.0,1.002,1.126,0.0,0.0,1.261,1.0,0.0,0.0,0.0,2.263,0.001,0.0,21.912,3.249,0.0,1.0,3.0,1.0,3.681,2.619,1.0,8.55,0.0,0.0,0
4.843,3.0136,2.0,0.0,1.0,0.0,3.0,40.9,1.0,1.0,3.0,-0.043,3.715,1.662,10.166,2.0,1.022,1.121,0.0,0.0,1.285,1.0,0.0,1.0,0.0,2.283,-0.002,0.0,10.99,2.652,0.0,3.0,3.0,1.0,4.05,2.607,1.0,9.03,0.0,2.0,0
4.883,2.8874,0.0,0.0,2.0,0.0,3.0,40.0,3.0,2.0,4.0,-0.383,3.607,1.831,10.332,3.0,0.998,1.127,0.0,0.0,1.264,1.0,0.0,0.0,0.0,2.297,-0.001,0.0,22.051,3.288,0.0,1.0,3.0,1.0,3.726,2.556,1.0,8.63,0.0,0.0,0
4.522,2.3963,0.0,0.0,3.0,0.0,1.0,36.0,1.0,0.0,2.0,0.0,3.253,1.887,9.535,0.0,0.98,1.14,0.0,0.0,1.231,1.0,0.0,0.0,0.0,2.157,-0.007,0.0,0.0,3.141,0.0,0.0,3.0,3.0,3.555,2.061,2.0,8.005,0.0,0.0,0
5.006,3.7647,0.0,0.0,3.0,0.0,3.0,33.3,0.0,4.0,6.0,0.0,3.583,1.23,10.309,8.0,1.083,1.153,2.0,0.0,1.194,1.0,0.0,0.0,0.0,2.338,-0.003,0.0,41.057,1.873,0.0,3.0,6.0,2.0,3.938,3.615,3.0,8.92,0.0,0.0,0
5.386,4.1216,0.0,0.0,9.0,1.0,4.0,33.3,3.0,4.0,8.0,0.0,4.091,1.708,11.059,8.0,1.057,1.171,2.0,1.0,1.142,1.0,0.0,0.0,0.0,2.479,0.0,0.0,44.711,2.168,0.0,3.0,8.0,0.0,4.004,3.475,3.0,9.257,0.0,3.0,0
4.732,3.3706,0.0,0.0,1.0,0.0,1.0,42.9,0.0,2.0,2.0,0.0,3.193,1.187,9.642,4.0,1.037,1.125,1.0,0.0,1.241,1.0,0.0,0.0,0.0,2.194,-0.027,0.0,20.013,1.659,0.0,1.0,2.0,0.0,3.813,3.074,1.0,8.405,0.0,0.0,0
5.029,3.701,2.0,0.0,1.0,0.0,3.0,42.9,0.0,2.0,2.0,0.0,3.647,1.16,10.122,4.0,1.084,1.117,1.0,0.0,1.297,1.0,0.0,1.0,0.0,2.318,-0.008,0.0,20.473,1.572,0.0,3.0,2.0,0.0,4.106,3.202,1.0,9.12,0.0,2.0,0
4.965,3.6476,2.0,0.0,1.0,0.0,3.0,42.9,0.0,2.0,2.0,0.0,3.647,1.16,10.099,4.0,1.084,1.117,1.0,0.0,1.295,1.0,0.0,1.0,0.0,2.305,-0.008,0.0,20.473,1.553,0.0,3.0,2.0,0.0,4.054,3.202,1.0,9.118,0.0,2.0,0
4.675,2.4203,0.0,0.0,0.0,0.0,2.0,52.2,0.0,1.0,0.0,0.0,3.495,0.0,9.971,4.0,0.989,1.099,0.0,0.0,1.306,2.0,0.0,0.0,0.0,2.236,0.001,0.0,0.0,2.829,0.0,2.0,0.0,0.0,3.664,2.064,0.0,8.488,0.0,0.0,0
4.562,3.17,0.0,0.0,1.0,0.0,2.0,40.0,0.0,1.0,2.0,0.0,3.011,0.875,9.54,2.0,1.005,1.13,0.0,0.0,1.226,1.0,0.0,0.0,0.0,2.17,0.046,0.0,0.0,1.14,0.0,2.0,2.0,3.0,3.639,2.667,1.0,7.986,0.0,0.0,0
4.687,2.9071,0.0,0.0,1.0,0.0,2.0,38.5,2.0,2.0,2.0,-0.066,3.459,1.604,10.007,3.0,1.002,1.131,0.0,0.0,1.229,1.0,0.0,0.0,0.0,2.242,-0.002,0.0,10.681,2.731,0.0,2.0,3.0,1.0,3.666,2.423,1.0,8.395,0.0,0.0,0
4.77,3.3837,0.0,0.0,1.0,0.0,2.0,40.0,0.0,3.0,2.0,0.0,3.299,1.185,9.882,6.0,1.057,1.13,1.0,0.0,1.212,1.0,0.0,0.0,0.0,2.236,0.015,0.0,20.072,1.74,0.0,2.0,2.0,1.0,3.834,3.333,1.0,8.516,0.0,0.0,0
5.163,4.1935,0.0,0.0,3.0,0.0,4.0,31.6,0.0,7.0,6.0,0.0,3.817,1.225,10.607,14.0,1.137,1.156,3.0,0.0,1.167,1.0,0.0,0.0,0.0,2.411,0.0,0.0,62.168,1.526,0.0,4.0,6.0,1.0,4.018,4.042,3.0,9.217,0.0,0.0,0
4.807,3.3877,2.0,0.0,0.0,0.0,3.0,46.2,0.0,1.0,0.0,0.0,3.462,0.881,9.833,2.0,1.048,1.103,0.0,0.0,1.321,1.0,0.0,1.0,0.0,2.246,-0.026,0.0,0.0,1.06,0.0,3.0,0.0,1.0,3.999,2.802,0.0,8.87,0.0,2.0,0
5.019,3.2862,1.0,0.0,3.0,0.0,4.0,37.5,1.0,4.0,3.0,-0.627,3.891,1.886,10.548,7.0,1.029,1.131,0.0,0.0,1.23,1.0,0.0,1.0,0.0,2.366,0.0,0.0,22.352,3.188,0.0,4.0,3.0,1.0,3.96,2.728,1.0,9.042,0.0,1.0,0
5.119,3.7467,4.0,0.0,0.0,0.0,5.0,46.2,0.0,1.0,0.0,0.0,3.825,0.832,10.265,2.0,1.098,1.095,0.0,0.0,1.344,1.0,0.0,1.0,0.0,2.365,-0.008,0.0,0.0,0.952,0.0,5.0,0.0,1.0,4.216,2.98,0.0,9.376,0.0,4.0,0
5.26,2.4916,5.0,0.0,0.0,0.0,6.0,37.5,1.0,2.0,0.0,-0.416,4.387,2.929,10.814,5.0,1.013,1.124,0.0,0.0,1.281,1.0,0.0,1.0,0.0,2.438,0.0,0.0,11.973,6.971,0.0,6.0,0.0,0.0,4.295,2.389,0.0,9.725,0.0,5.0,0
4.783,3.2512,1.0,0.0,0.0,0.0,2.0,50.0,0.0,1.0,0.0,0.0,3.319,1.187,9.668,2.0,1.022,1.1,0.0,0.0,1.321,1.0,0.0,1.0,0.0,2.222,-0.026,0.0,10.143,1.358,0.0,1.0,0.0,0.0,3.911,2.716,0.0,8.565,0.0,1.0,0
4.543,2.7404,0.0,0.0,0.0,0.0,1.0,47.6,1.0,1.0,0.0,0.078,3.315,1.705,9.722,1.0,0.988,1.109,0.0,0.0,1.296,1.0,0.0,0.0,0.0,2.166,-0.008,0.0,10.53,2.905,0.0,0.0,0.0,0.0,3.611,2.394,0.0,8.295,0.0,0.0,0
5.072,2.2317,0.0,0.0,0.0,0.0,2.0,35.4,2.0,4.0,0.0,-0.862,4.429,3.61,10.833,12.0,0.978,1.134,0.0,0.0,1.212,1.0,0.0,0.0,0.0,2.351,0.0,0.0,25.194,10.844,0.0,0.0,0.0,0.0,3.794,1.991,0.0,9.08,2.0,0.0,0
5.315,3.0581,0.0,0.0,0.0,1.0,2.0,40.7,3.0,2.0,0.0,-0.875,3.461,1.23,10.548,4.0,0.994,1.123,0.0,0.0,1.243,1.0,0.0,0.0,0.0,2.334,-0.002,0.0,10.562,2.215,0.0,0.0,0.0,1.0,3.743,2.558,0.0,8.485,0.0,0.0,0
5.107,2.9658,0.0,0.0,0.0,1.0,1.0,39.3,3.0,3.0,0.0,-0.472,3.533,1.876,10.447,8.0,1.006,1.126,0.0,0.0,1.217,1.0,0.0,0.0,0.0,2.248,0.001,0.0,11.344,3.439,0.0,0.0,0.0,0.0,3.678,2.47,0.0,8.491,0.0,0.0,0
4.882,3.4294,0.0,0.0,2.0,0.0,2.0,41.2,0.0,4.0,2.0,-1.168,3.483,1.258,10.136,8.0,1.069,1.127,1.0,0.0,1.199,1.0,0.0,0.0,0.0,2.288,0.005,0.0,30.73,2.011,0.0,1.0,2.0,1.0,3.857,3.5,1.0,8.704,0.0,0.0,0
5.489,2.1976,0.0,0.0,0.0,2.0,4.0,35.0,7.0,3.0,0.0,-0.117,4.423,3.682,11.345,8.0,0.974,1.135,0.0,0.0,1.225,1.0,0.0,0.0,0.0,2.466,0.0,0.0,12.336,11.779,0.0,1.0,0.0,1.0,3.854,1.943,0.0,9.163,0.0,0.0,0
4.828,3.3085,0.0,0.0,6.0,0.0,2.0,57.1,0.0,0.0,4.0,0.0,3.292,1.261,9.749,0.0,1.006,1.101,0.0,0.0,1.35,1.0,0.0,0.0,0.0,2.247,0.015,0.0,0.0,1.436,0.0,0.0,2.0,0.0,3.761,2.833,2.0,8.437,0.0,0.0,0
4.914,2.2884,0.0,0.0,4.0,0.0,3.0,40.5,2.0,3.0,6.0,-0.173,3.986,1.426,10.632,3.0,1.003,1.128,0.0,0.0,1.232,2.0,0.0,0.0,0.0,2.328,0.0,0.0,12.142,4.181,0.0,2.0,7.0,3.0,3.733,2.462,2.0,8.913,0.0,0.0,0
4.0,2.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,3.22,0.0,9.314,0.0,0.961,1.138,0.0,0.0,1.205,1.0,0.0,0.0,0.0,2.0,0.003,0.0,0.0,1.244,0.0,0.0,0.0,0.0,3.009,1.5,0.0,7.439,0.0,0.0,0
4.732,2.8489,3.0,0.0,0.0,0.0,1.0,42.9,0.0,0.0,0.0,0.0,3.549,1.187,9.642,0.0,1.011,1.091,0.0,0.0,1.421,1.0,0.0,1.0,0.0,2.194,-0.024,0.0,0.0,1.659,0.0,1.0,0.0,0.0,4.523,2.329,0.0,9.314,0.0,2.0,0
4.733,1.7208,1.0,0.0,0.0,0.0,2.0,37.9,1.0,3.0,0.0,0.0,4.248,2.513,10.593,11.0,0.981,1.125,0.0,0.0,1.261,2.0,0.0,0.0,0.0,2.259,0.0,0.0,0.0,7.746,0.0,2.0,0.0,0.0,3.999,1.893,0.0,9.225,0.0,0.0,0
5.272,3.2017,2.0,0.0,2.0,0.0,2.0,36.0,0.0,3.0,2.0,0.0,3.817,1.754,10.523,8.0,1.022,1.114,0.0,0.0,1.321,1.0,0.0,0.0,0.0,2.307,-0.001,0.0,0.0,2.952,0.0,1.0,1.0,0.0,4.702,2.587,1.0,9.602,0.0,0.0,0
4.872,3.1623,0.0,0.0,3.0,0.0,3.0,36.0,1.0,2.0,4.0,-0.121,3.472,1.508,10.166,3.0,1.011,1.14,0.0,0.0,1.215,1.0,0.0,0.0,0.0,2.296,-0.002,0.0,10.696,2.373,0.0,3.0,5.0,3.0,3.736,2.59,2.0,8.47,0.0,0.0,0
5.096,2.7457,6.0,0.0,0.0,0.0,8.0,52.2,0.0,1.0,0.0,0.0,5.261,0.749,10.806,4.0,1.049,1.058,0.0,0.0,1.513,2.0,1.0,0.0,0.0,2.396,0.0,1.0,0.0,3.141,0.0,8.0,0.0,0.0,6.954,2.175,0.0,13.369,0.0,6.0,0
4.782,3.0562,0.0,0.0,1.0,0.0,2.0,40.0,0.0,2.0,2.0,-0.896,3.324,1.273,9.947,4.0,1.015,1.129,0.0,0.0,1.215,1.0,0.0,0.0,0.0,2.251,-0.008,0.0,10.38,1.951,0.0,1.0,2.0,2.0,3.708,2.773,1.0,8.322,0.0,0.0,0
4.892,3.2952,0.0,0.0,2.0,0.0,2.0,36.7,2.0,3.0,1.0,-0.505,3.598,1.805,10.235,7.0,1.009,1.134,0.0,0.0,1.205,1.0,0.0,0.0,0.0,2.295,-0.001,0.0,11.03,2.809,0.0,2.0,0.0,1.0,3.712,2.456,1.0,8.522,0.0,0.0,0
5.451,2.5976,4.0,0.0,0.0,0.0,4.0,42.4,1.0,2.0,0.0,0.0,4.191,1.113,10.865,8.0,1.013,1.099,0.0,0.0,1.36,2.0,0.0,1.0,0.0,2.409,0.0,0.0,0.0,3.05,0.0,4.0,0.0,0.0,4.72,2.293,0.0,9.912,0.0,2.0,0
5.106,2.5769,0.0,0.0,0.0,0.0,4.0,47.1,2.0,0.0,0.0,0.0,3.656,1.0,10.411,0.0,0.969,1.11,0.0,0.0,1.311,2.0,0.0,0.0,0.0,2.384,0.0,0.0,0.0,2.266,0.0,0.0,0.0,0.0,3.798,1.854,0.0,8.644,0.0,0.0,0
4.928,1.7361,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,3.753,0.0,10.506,0.0,0.968,1.114,0.0,0.0,1.29,3.0,0.0,0.0,0.0,2.348,0.0,0.0,0.0,3.091,2.0,0.0,0.0,0.0,3.685,1.722,0.0,8.6,0.0,0.0,0
5.075,2.4622,0.0,0.0,0.0,0.0,4.0,48.3,0.0,3.0,0.0,-0.203,3.768,0.922,10.518,9.0,1.01,1.108,0.0,0.0,1.263,2.0,0.0,0.0,0.0,2.369,0.0,0.0,12.066,2.847,0.0,2.0,0.0,1.0,3.827,2.52,0.0,8.828,0.0,0.0,0
