@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
0.38,?,1.54,?,?,2.16,?,?,1.31,?
?,?,?,?,0.78,?,?,2.69,?,3.34
?,0.96,?,0.61,1.1,?,?,2.99,?,2.54
?,?,1.62,?,?,1.94,?,?,?,2.54
?,?,?,0.53,?,?,?,?,1.28,2.88
?,?,?,0.37,0.86,?,?,2.8,?,?
?,?,?,?,0.5,?,?,?,1.86,3.2
?,?,0.26,?,?,?,?,?,?,?
?,?,?,?,?,?,3.18,2.82,1.7,?
?,?,?,?,?,1.86,?,?,?,3.1
0.61,?,0.34,?,0.22,?,3.18,2.71,2.37,2.62
0.9,1.4,0.19,?,?,1.88,3.17,?,2.21,?
0.96,?,0.29,0.38,0.88,2.08,?,?,1.66,?
?,?,?,0.61,1.62,?,?,?,?,2.46
?,?,1.98,0.67,?,?,?,?,1.5,2.62
?,?,?,?,?,?,?,?,1.92,?
?,1.52,?,?,1.34,2.46,?,?,?,?
?,1.12,1.01,0.39,?,2.02,3.18,?,1.47,?
?,1.64,?,?,?,2.0,3.18,2.74,?,?
0.64,?,0.21,?,0.62,?,?,?,?,?
0.64,1.56,?,0.57,?,2.02,?,?,?,?
?,?,0.22,0.37,?,1.94,?,2.73,?,?
?,?,?,?,?,1.66,?,?,2.08,3.42
?,1.64,0.32,?,1.34,2.02,?,3.06,?,?
2.05,1.12,?,?,?,?,?,?,?,?
1.18,?,?,0.5,?,?,3.19,?,?,2.34
?,?,1.02,0.27,?,?,?,?,1.28,?
?,?,?,0.45,0.78,1.5,?,2.77,1.44,?
?,?,0.51,0.37,0.34,0.98,3.17,2.58,?,3.36
0.9,1.84,?,?,1.04,?,?,?,1.86,2.54
?,1.28,?,?,?,?,?,?,1.76,2.98
?,?,1.09,?,0.82,1.5,?,?,?,2.88
0.9,?,?,?,?,?,?,?,?,2.74
0.7,0.8,?,?,1.1,1.5,3.19,2.86,?,2.38
0.61,?,?,?,?,?,?,?,?,2.54
0.67,2.04,2.82,0.51,0.9,?,3.2,?,?,?
?,1.28,?,?,?,1.46,3.18,?,?,?
0.93,1.16,?,0.51,?,2.4,?,2.97,?,2.8
1.9,0.4,?,?,0.7,?,?,?,1.22,?
?,?,?,0.65,?,0.98,?,?,1.22,?
1.06,?,0.22,0.49,?,1.24,?,2.94,?,?
?,1.08,0.8,?,?,?,?,?,1.57,3.26
0.42,1.88,?,?,?,?,?,?,?,2.62
?,?,?,?,?,?,3.18,3.01,?,?
0.99,1.08,0.93,0.41,0.62,1.46,3.18,?,1.73,2.94
0.7,?,?,?,?,?,3.18,?,1.7,2.98
0.77,?,0.21,0.54,?,1.42,3.18,2.86,?,?
?,1.44,?,?,?,0.94,3.18,?,?,?
0.8,?,1.25,0.43,1.78,2.62,3.18,2.75,?,?
?,?,?,?,0.96,1.98,?,2.81,?,2.48
1.38,1.12,1.8,?,0.82,?,?,?,?,3.3
1.06,?,2.5,0.56,?,?,?,?,?,2.54
?,?,?,0.43,?,2.8,3.18,?,?,?
?,1.12,0.27,?,?,?,3.18,2.78,1.44,?
?,1.32,0.19,0.56,?,1.56,?,3.07,?,3.06
1.02,?,?,0.61,?,?,3.19,2.89,?,2.46
0.93,0.6,0.18,?,?,?,3.17,?,?,?
0.51,1.08,?,?,0.66,?,?,?,?,?
0.83,1.32,?,0.65,?,?,?,?,?,?
1.7,0.64,0.43,0.41,0.9,1.7,3.16,?,?,?
0.9,?,?,?,?,1.96,?,?,?,?
0.34,1.16,0.18,?,?,?,?,2.82,?,2.86
?,1.0,?,?,0.94,1.4,?,?,?,?
0.7,?,?,?,?,?,?,?,?,3.04
?,0.68,?,?,?,?,?,?,?,2.5
0.64,?,0.99,?,?,?,3.18,?,1.57,?
?,2.16,0.22,?,0.9,?,3.18,2.77,?,?
?,1.28,2.5,0.62,?,3.02,3.19,?,?,2.78
?,1.56,?,0.55,?,?,?,?,1.73,?
?,0.92,?,0.54,0.98,?,?,2.74,1.47,?
?,1.12,0.22,?,?,1.46,?,?,1.82,?
0.83,?,?,0.42,0.62,1.74,?,?,1.02,2.7
?,2.08,?,0.33,0.14,0.82,?,?,1.38,?
?,?,0.19,0.27,?,?,?,?,1.73,2.62
?,?,?,?,?,?,3.18,2.94,?,2.94
?,?,1.71,?,?,?,?,2.54,?,?
1.06,1.12,?,?,1.1,1.38,?,?,?,3.26
?,?,1.31,?,1.18,1.48,?,?,1.31,?
?,?,?,?,0.9,?,3.19,?,?,?
?,2.04,?,?,0.7,2.12,3.18,2.66,?,?
0.51,?,?,0.38,?,?,?,?,?,?
0.61,?,?,?,0.38,0.94,?,2.94,1.22,3.46
0.7,?,1.66,0.49,?,?,3.19,2.77,?,?
0.61,1.52,0.18,?,?,?,?,?,1.22,3.04
?,?,?,?,0.64,1.54,3.18,?,?,?
?,0.72,?,0.47,?,?,3.18,?,?,2.38
0.9,0.88,?,?,?,?,3.18,2.87,1.38,2.86
0.77,?,?,?,1.38,?,?,?,?,?
1.25,1.12,1.47,0.41,0.26,1.22,3.18,?,?,?
?,2.32,?,0.5,?,?,3.19,2.8,1.63,?
0.93,?,?,?,?,1.56,?,2.86,1.6,?
?,?,2.05,0.61,?,3.06,3.19,2.79,?,?
?,?,0.27,?,?,?,3.17,?,?,3.34
?,?,0.27,?,?,?,?,?,?,?
?,?,1.39,?,1.26,1.7,?,2.82,1.25,?
?,2.96,0.58,0.57,?,1.7,?,?,?,?
?,?,?,0.55,1.34,?,?,2.94,?,?
0.61,1.0,0.22,0.58,?,1.42,?,3.14,?,?
?,?,?,?,1.92,?,?,3.04,1.12,2.42
?,1.96,0.51,0.31,0.74,?,3.18,?,1.02,?
0.48,?,0.24,0.35,?,1.62,?,2.7,?,2.74
?,0.84,0.15,0.38,2.38,?,3.18,?,1.34,2.14
0.34,1.16,0.18,?,1.18,1.86,?,?,1.76,2.86
1.41,1.08,?,0.65,1.6,2.14,?,2.81,?,3.14
?,?,0.22,0.73,0.98,2.14,?,?,?,?
?,?,1.02,?,?,?,3.18,?,?,?
?,0.48,0.18,?,0.1,?,3.18,?,?,?
0.7,0.92,2.77,?,0.98,?,3.2,?,?,?
?,2.48,1.76,?,?,?,3.19,?,1.6,2.32
?,?,1.2,0.56,?,?,3.19,?,2.69,2.58
?,?,1.02,?,?,1.14,?,?,?,3.12
?,?,0.22,?,0.32,?,?,2.89,?,3.02
?,1.2,0.98,0.42,?,1.6,?,?,?,2.88
?,0.52,?,?,0.3,?,3.18,2.93,1.66,?
1.5,?,2.08,2.73,?,?,3.2,?,?,2.46
?,?,0.67,0.33,0.98,1.34,?,2.94,1.15,3.14
?,?,?,?,?,1.86,?,2.82,1.76,2.86
?,?,?,?,?,?,?,?,?,?
?,?,0.26,?,?,?,?,?,?,?
?,?,?,?,?,2.08,?,?,?,2.4
?,?,?,?,?,?,?,?,?,?
?,2.4,?,0.42,?,1.62,?,?,?,?
1.09,?,?,?,?,1.92,3.17,2.67,2.43,?
?,?,?,0.39,0.86,1.54,?,?,1.41,?
?,1.96,0.22,1.62,?,?,3.18,?,1.57,2.4
?,?,?,0.48,0.24,?,?,?,?,2.72
?,?,?,?,1.68,?,?,?,1.31,?
0.77,?,1.07,?,?,2.14,3.19,?,?,2.62
0.96,?,1.09,?,?,?,3.19,3.1,?,2.72
?,0.88,?,?,?,?,?,3.02,1.73,?
?,1.72,?,?,?,?,?,?,2.46,?
1.06,1.2,0.48,0.41,0.8,?,3.17,?,?,3.5
?,1.36,?,?,1.18,2.24,?,2.77,1.66,2.46
1.12,?,?,0.5,1.44,2.36,?,2.82,?,2.38
1.09,1.96,?,0.59,?,?,?,2.82,?,?
0.45,1.4,?,?,?,1.7,3.18,?,?,?
0.77,1.52,?,?,?,?,?,?,1.47,2.46
?,?,?,0.42,?,?,?,2.93,?,3.26
?,?,1.15,0.54,?,?,3.18,3.04,?,?
?,1.12,?,0.64,1.82,?,?,?,?,2.46
0.77,?,2.86,?,?,?,?,2.97,?,?
?,1.76,?,?,?,1.9,?,?,1.38,?
?,1.0,0.22,?,0.8,1.52,3.16,?,?,?
0.83,1.68,1.55,?,0.8,1.86,3.18,?,?,?
?,1.24,0.38,0.49,?,2.38,?,3.04,?,?
1.12,?,?,?,?,?,?,?,0.9,?
0.99,?,0.22,0.46,?,1.94,?,2.83,?,2.66
1.15,1.28,?,?,?,?,3.18,2.74,1.06,?
?,?,?,?,?,2.04,?,?,?,?
?,?,2.18,0.59,?,1.58,3.19,2.8,?,?
?,1.28,1.36,0.66,1.26,?,?,?,?,2.64
0.9,?,0.32,?,?,?,?,?,?,2.96
0.51,?,?,0.48,0.34,?,3.18,2.86,1.73,?
?,1.76,?,?,2.0,?,?,?,1.22,2.42
?,1.96,?,0.61,?,?,?,?,3.14,?
1.18,1.2,?,?,?,?,3.17,?,?,?
?,1.32,?,?,?,2.06,?,?,?,?
?,?,2.35,?,1.3,?,?,2.87,?,2.54
?,?,0.35,?,0.66,?,3.17,?,1.41,?
?,1.52,?,?,?,1.38,?,?,1.28,?
0.77,?,?,?,?,1.34,?,?,?,?
?,?,?,0.38,0.54,0.76,3.17,2.69,1.63,?
?,0.84,?,1.11,0.56,1.4,3.18,?,?,2.56
?,1.28,?,?,1.06,1.6,?,?,?,?
?,?,1.62,?,?,?,?,2.78,1.12,?
?,?,1.42,?,?,?,3.19,2.85,1.63,?
?,1.92,?,0.48,?,?,?,?,1.89,2.58
0.61,?,?,?,?,?,?,?,?,?
?,1.16,2.22,?,?,?,?,?,?,?
?,?,?,?,0.5,1.26,3.19,2.82,?,?
?,1.4,0.27,?,?,?,?,2.86,1.73,?
1.02,?,?,?,0.64,?,3.18,?,?,?
?,1.64,?,?,?,?,3.18,2.63,?,2.66
1.02,?,0.77,?,?,?,?,?,1.73,?
0.7,?,2.43,?,1.82,?,3.2,3.02,?,?
1.55,?,0.24,?,?,1.38,?,?,1.28,?
0.51,?,?,0.64,?,2.24,?,?,1.41,?
?,?,?,0.49,0.66,?,3.18,2.77,2.4,2.74
0.54,1.52,0.24,?,0.74,?,3.18,2.89,?,3.04
0.38,?,?,0.45,?,1.3,?,2.83,1.22,?
?,?,?,0.49,?,?,3.18,2.85,1.6,?
?,?,?,0.53,?,2.22,?,?,1.98,?
?,?,0.93,?,?,?,3.18,2.8,2.02,2.64
?,?,?,?,?,?,?,2.75,?,?
0.67,?,0.14,0.43,?,1.62,3.17,2.88,?,?
?,1.0,?,0.53,0.4,1.46,?,?,?,?
?,?,0.18,0.25,?,1.46,?,2.97,?,3.42
1.02,1.0,?,?,?,?,?,?,1.6,2.88
?,1.0,0.77,?,?,?,?,?,2.27,3.36
3.22,?,0.22,0.53,?,2.46,?,?,?,2.72
?,?,0.21,?,0.26,?,3.18,?,?,?
?,?,?,0.51,?,1.4,?,2.95,?,?
?,0.88,?,0.56,?,2.54,?,?,?,2.48
0.54,1.6,2.33,?,1.26,?,3.2,2.97,?,?
?,?,?,0.56,1.74,3.24,3.18,2.78,1.5,?
?,1.96,1.23,?,0.42,2.26,3.18,?,?,2.32
?,?,?,0.56,1.02,2.1,3.19,3.05,?,2.56
0.74,?,0.24,?,1.98,?,3.17,?,?,3.22
?,?,1.9,?,?,?,3.18,2.69,?,?
?,?,?,?,?,?,?,?,1.63,2.88
?,?,?,?,0.96,2.54,?,2.71,?,2.54
0.74,1.84,0.16,0.62,?,?,3.18,?,1.57,2.42
0.74,1.08,?,?,?,1.78,?,?,?,?
0.48,?,1.82,0.4,1.3,?,?,2.7,1.09,?
?,1.32,?,?,0.56,?,3.17,?,1.02,?
?,?,0.43,?,?,2.91,?,2.94,1.86,2.58
?,?,?,?,0.48,?,?,2.88,?,?
?,?,?,0.46,1.78,?,?,?,?,?
0.64,?,?,0.63,1.36,?,?,?,?,?
?,?,1.68,?,?,?,3.18,?,1.47,?
1.25,?,?,?,0.74,?,3.2,?,?,?
?,0.96,?,?,1.04,?,3.18,2.66,0.9,?
?,?,?,?,0.62,?,?,2.87,1.66,?
?,?,0.48,0.59,?,1.94,?,2.93,?,?
?,1.32,?,0.41,0.8,?,?,?,1.86,2.7
0.67,1.08,?,0.48,1.1,1.94,?,?,1.15,?
?,1.12,?,0.63,?,?,?,2.78,?,2.4
1.57,0.92,?,?,0.16,?,?,?,?,2.98
0.99,1.12,?,0.42,0.32,?,3.18,2.95,?,2.78
1.18,0.88,1.33,?,0.96,?,?,2.96,?,?
0.58,?,?,?,?,?,?,3.07,?,?
0.83,1.48,?,?,?,?,3.17,2.72,?,?
?,?,?,?,?,0.92,?,2.75,?,?
0.54,1.36,?,?,?,?,?,2.89,1.57,?
?,1.36,?,0.55,0.18,0.54,3.18,?,1.28,?
?,?,?,0.54,1.6,?,?,3.25,?,?
?,1.2,?,?,?,0.94,3.18,2.62,?,3.14
0.58,?,0.19,?,?,?,3.18,?,?,?
?,1.6,?,0.53,1.82,?,3.18,?,?,2.54
0.99,2.0,?,0.64,1.82,2.6,?,?,?,?
?,?,0.16,?,0.72,1.28,?,3.01,?,3.28
0.46,?,?,0.55,1.44,2.18,?,?,?,?
?,2.12,1.62,?,?,?,?,?,1.28,2.5
1.31,0.88,?,?,?,?,?,2.79,1.98,?
?,1.0,?,?,1.14,1.88,?,?,?,2.72
?,1.0,1.7,0.45,0.86,1.6,?,?,1.09,2.7
?,1.2,?,?,?,?,?,2.7,?,2.48
1.02,?,1.54,0.3,?,?,?,2.82,1.7,?
0.35,?,?,?,1.1,1.52,3.19,?,?,?
1.47,?,1.01,?,1.3,2.12,?,?,1.5,?
?,?,?,0.69,?,?,?,?,?,?
?,?,0.72,0.53,1.12,?,?,?,?,?
?,?,?,?,?,?,3.2,?,?,?
1.41,0.96,?,?,1.82,?,3.19,2.71,1.6,?
?,?,?,?,?,?,3.17,2.94,1.31,3.26
?,?,0.29,0.54,0.78,1.22,?,2.94,1.38,?
0.48,?,?,?,?,?,?,?,?,2.78
?,1.48,?,?,?,?,?,?,1.5,3.2
?,?,?,?,?,?,3.17,?,?,3.22
?,?,?,0.87,1.12,?,?,?,1.5,?
?,?,1.82,0.33,?,?,?,2.87,1.57,2.8
?,?,?,?,0.1,?,3.17,?,?,?
?,?,2.16,?,1.38,?,?,?,1.41,2.42
?,2.0,1.22,?,?,?,?,?,1.44,2.46
?,0.84,0.16,0.61,1.04,1.98,?,2.78,?,?
0.8,1.48,0.42,?,0.64,?,3.18,2.7,?,2.98
?,1.76,?,0.65,?,1.48,3.18,?,?,2.98
?,?,?,?,0.82,2.46,?,?,?,?
?,1.24,0.58,?,?,?,3.17,?,1.5,3.22
?,1.96,?,0.63,1.3,?,?,3.13,1.86,2.58
0.86,?,0.19,?,0.54,1.36,3.18,2.91,1.34,?
?,0.56,?,0.37,0.94,?,?,3.14,1.63,3.34
?,1.4,?,?,1.44,?,3.19,2.87,1.5,2.46
1.15,?,1.38,?,0.98,1.66,?,?,1.02,?
1.57,1.96,1.12,?,0.78,1.98,?,2.86,?,2.66
?,?,?,?,0.5,?,3.17,?,?,?
0.77,1.64,?,?,?,1.98,?,2.86,1.98,?
0.9,?,?,0.48,0.9,?,?,3.05,?,2.86
0.77,1.12,?,?,?,?,?,?,1.44,?
0.8,?,?,0.78,?,?,3.18,2.97,?,?
0.45,1.52,0.16,?,?,1.08,?,?,?,?
?,1.96,1.97,?,1.34,?,?,2.74,?,?
1.06,1.76,?,?,?,?,3.18,?,1.54,2.56
?,?,1.74,?,?,?,3.18,?,?,?
0.8,?,?,?,?,2.74,?,2.78,?,?
?,?,?,?,0.56,?,3.19,2.66,2.34,2.48
?,1.72,?,?,?,2.46,3.2,2.91,2.53,?
0.7,1.24,?,0.33,1.1,1.74,?,2.74,?,?
?,1.88,0.22,?,?,2.5,3.18,?,?,2.54
?,2.72,?,?,0.98,?,?,2.66,?,?
1.44,2.6,1.55,0.91,?,2.12,3.18,2.7,?,?
0.9,?,?,0.53,?,2.78,?,?,2.05,?
?,1.24,?,?,?,2.62,3.2,?,?,?
0.77,?,?,?,?,?,?,3.15,?,?
?,?,0.14,?,0.3,0.66,?,?,1.06,3.5
?,1.24,?,0.43,?,?,3.17,2.89,?,?
?,1.52,?,0.66,?,?,3.19,2.87,1.73,2.42
?,?,?,?,?,2.06,?,?,1.5,?
?,?,?,?,?,?,?,2.61,2.11,?
0.51,2.92,?,?,1.54,2.0,?,2.74,0.96,2.46
?,?,?,0.42,?,?,?,?,?,?
0.64,?,?,?,1.36,?,?,?,?,3.04
?,0.4,?,?,?,?,3.18,?,1.54,2.58
?,?,1.7,0.41,?,2.04,?,?,1.41,?
0.7,1.28,0.35,0.32,?,?,3.17,?,?,?
?,?,?,?,0.42,1.3,?,?,1.25,?
?,?,0.3,0.38,?,?,3.17,2.93,1.34,3.42
?,0.88,?,?,?,?,3.18,?,?,?
0.99,?,1.09,0.67,1.36,2.86,3.18,?,?,2.74
0.74,?,?,?,?,?,3.18,2.54,1.47,?
1.31,2.64,1.73,?,?,2.58,?,2.71,?,2.32
?,?,1.26,?,1.66,2.4,3.19,?,?,?
?,1.44,?,0.43,?,?,3.18,?,1.54,2.94
0.54,?,?,?,?,?,?,2.88,?,?
1.06,1.08,0.13,2.11,?,?,?,2.78,1.98,2.5
0.48,?,0.29,0.49,0.56,2.12,?,3.13,?,?
0.8,?,0.22,?,?,?,?,?,?,2.54
?,1.28,?,?,?,?,3.18,2.7,1.86,?
0.77,?,?,?,?,?,?,?,1.15,?
?,?,0.19,0.43,?,?,3.17,?,?,?
1.06,?,?,?,?,?,3.17,?,1.7,3.54
?,0.96,?,?,?,1.86,?,2.82,1.25,2.72
1.25,0.96,?,0.19,0.58,1.06,3.17,?,?,?
0.7,?,?,?,?,?,3.18,?,?,?
0.74,?,?,?,0.7,?,?,?,1.22,?
?,?,1.42,?,1.12,?,3.18,?,?,2.64
0.86,?,0.93,?,?,?,3.18,?,?,2.5
?,1.08,?,0.4,?,?,3.18,2.86,2.43,3.02
?,1.08,?,?,0.62,?,?,?,1.5,?
1.09,0.92,?,0.45,?,?,3.18,?,?,?
?,?,?,?,?,2.84,?,?,?,?
1.22,?,?,0.57,0.48,?,3.18,?,?,?
0.96,?,1.18,?,?,2.34,3.18,?,?,?
?,0.68,0.45,?,?,1.66,3.18,?,?,2.4
?,?,?,0.56,?,1.14,?,?,?,?
?,?,?,?,?,2.38,?,?,1.66,?
?,?,?,0.48,0.7,?,?,?,?,2.8
0.67,?,0.9,0.5,1.14,?,?,?,?,2.82
0.99,1.24,0.15,0.24,?,1.98,?,2.61,1.02,?
0.83,?,0.24,?,?,2.22,?,2.78,?,2.8
?,1.24,?,?,?,?,?,?,?,3.04
?,?,0.72,0.61,0.46,?,3.18,2.88,?,?
?,?,2.05,?,1.18,?,3.19,3.04,?,?
?,?,?,?,0.5,1.34,3.18,?,1.22,?
?,?,?,0.65,?,1.38,?,?,1.82,2.74
?,0.96,?,?,?,1.54,3.17,2.78,?,?
1.09,?,0.29,0.48,?,?,?,?,1.31,?
?,?,2.26,0.38,?,2.22,?,2.42,1.38,?
0.74,?,?,?,?,?,3.17,?,?,?
0.58,1.48,?,?,0.4,1.28,3.17,2.72,?,3.22
?,1.52,?,?,1.26,?,?,?,?,?
?,?,?,0.32,?,1.3,3.18,2.63,1.22,?
1.38,1.12,1.92,?,?,2.32,?,2.94,1.76,2.48
?,?,?,?,?,1.24,3.18,?,1.09,3.18
?,1.12,1.16,0.32,?,1.04,3.18,?,?,?
?,?,?,0.85,1.1,2.62,?,2.69,1.6,2.62
0.77,1.16,?,?,3.3,2.78,?,?,?,?
?,0.6,?,0.53,0.7,?,?,2.66,1.86,2.64
0.42,?,?,?,1.06,1.68,?,?,?,2.56
1.38,?,?,0.55,?,0.9,?,?,?,3.04
0.58,?,?,?,?,?,3.19,?,?,?
?,?,1.88,0.51,?,?,?,?,?,2.54
0.7,?,1.42,?,0.46,?,?,2.66,?,?
?,1.28,?,0.62,?,2.44,?,2.94,?,?
