@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,1.24,?,?,?,?,3.17,2.61,1.02,?
?,1.48,?,0.41,0.5,0.98,?,?,1.57,?
?,1.24,0.61,?,?,?,3.18,2.82,?,?
?,?,?,?,0.46,?,?,?,?,?
?,?,?,?,0.64,2.22,?,?,?,2.8
?,?,?,0.39,?,?,?,2.9,?,?
0.38,?,0.77,?,?,1.46,?,3.15,2.18,3.22
?,?,?,?,?,?,?,2.86,1.47,2.94
0.45,?,?,?,0.56,1.68,?,2.9,?,2.72
0.61,1.08,?,0.65,?,?,?,?,?,2.34
?,1.2,?,0.38,?,?,?,2.93,1.34,?
0.42,?,?,?,0.96,?,?,2.71,1.76,?
?,?,0.66,?,?,?,?,2.59,?,?
1.02,0.64,1.12,?,0.8,?,?,2.82,1.5,?
?,?,?,?,?,1.7,3.17,?,1.66,?
?,1.68,0.46,?,?,?,?,2.94,1.31,3.12
?,1.16,?,?,?,2.28,?,?,1.44,?
0.93,?,?,?,?,?,?,2.82,?,?
0.64,1.2,2.27,?,?,?,?,2.79,?,?
0.83,?,?,0.64,?,?,3.18,?,?,?
1.06,1.92,?,?,1.46,?,3.2,2.62,?,2.34
?,0.96,?,?,?,0.82,?,3.03,?,?
?,?,?,?,0.32,?,?,2.82,2.08,2.96
0.51,?,?,?,0.48,1.36,?,?,?,?
1.41,1.12,?,0.37,?,?,?,?,1.5,?
1.47,?,0.53,?,0.48,?,3.18,?,1.63,?
0.99,1.28,?,?,0.16,?,3.18,?,1.09,?
?,?,?,0.5,0.8,?,3.18,?,?,?
0.51,1.08,?,0.34,1.04,1.3,?,?,?,?
0.54,?,?,0.48,?,1.36,?,?,?,?
1.6,0.8,?,?,0.5,1.5,3.18,2.82,?,2.46
0.83,1.04,?,0.96,?,?,?,?,?,?
0.74,2.24,?,?,1.22,?,?,2.81,?,2.58
?,?,?,?,0.82,?,3.18,?,?,?
?,1.36,1.47,?,?,?,?,2.86,?,2.42
0.99,2.96,1.71,0.45,1.36,1.96,?,?,?,?
?,?,1.04,?,0.7,?,?,?,?,?
?,1.76,2.53,0.65,1.04,2.22,3.19,?,1.63,2.46
?,?,?,0.35,?,1.06,?,2.78,1.25,?
0.7,?,?,?,?,?,?,?,?,2.98
?,0.92,0.8,?,0.54,?,3.17,?,1.54,?
?,?,0.93,?,?,1.82,?,2.83,1.86,?
0.7,1.52,?,1.65,0.32,?,?,?,?,?
?,?,?,?,?,1.98,?,2.88,?,2.66
1.92,0.28,1.12,?,?,?,3.18,?,?,?
0.74,1.84,0.24,0.34,0.8,?,?,?,1.5,?
?,?,0.72,?,?,1.54,?,?,1.41,?
?,?,?,?,0.5,0.9,3.17,?,?,3.12
?,?,?,?,?,?,3.18,2.71,1.22,?
?,?,1.04,0.54,?,1.64,?,?,?,?
?,?,?,?,?,1.36,?,2.81,1.79,3.26
?,1.16,0.13,0.49,0.54,0.9,?,2.91,1.54,?
1.1,?,?,0.54,?,2.28,?,2.74,?,?
?,1.2,?,?,1.42,2.83,3.2,?,1.47,2.38
0.99,?,?,?,?,?,?,2.67,?,2.46
?,?,?,0.46,?,?,?,?,?,?
?,?,2.34,?,0.94,?,3.19,2.79,?,2.82
?,?,?,0.37,?,?,3.18,2.91,?,?
?,?,?,0.53,1.02,1.78,?,?,2.14,2.78
?,?,0.21,0.47,2.16,1.96,3.17,?,?,3.1
?,?,?,?,0.78,?,?,?,?,?
?,?,0.4,?,?,?,3.18,?,1.76,?
0.99,2.12,1.41,?,?,?,3.19,2.82,1.41,?
?,?,?,0.45,?,?,3.18,2.67,1.79,?
1.47,?,?,?,?,?,?,2.9,?,?
0.86,0.88,?,?,0.42,?,?,?,?,?
?,?,0.93,?,1.3,?,3.18,2.94,?,2.74
?,1.2,?,?,0.8,1.1,3.16,2.74,1.15,3.42
1.76,?,0.43,0.39,1.5,?,?,?,0.96,?
0.8,2.16,?,?,?,?,3.18,2.83,2.24,?
?,1.8,1.25,?,?,?,?,?,?,2.98
?,?,?,?,?,?,?,2.85,?,?
?,?,0.51,0.66,?,?,?,?,1.86,?
0.35,?,?,?,1.1,?,?,?,1.28,?
?,?,2.94,?,?,?,?,2.82,1.25,?
?,?,?,?,?,?,3.18,?,?,2.34
0.64,1.72,?,?,?,2.04,3.19,2.83,1.76,2.4
0.61,?,?,?,?,?,?,?,?,?
0.54,?,1.17,0.45,?,?,?,2.58,1.82,?
?,?,1.1,?,?,?,?,?,?,?
?,1.96,?,?,?,2.9,?,?,?,?
0.77,?,?,?,1.42,?,3.18,?,?,2.64
0.93,2.68,?,0.42,?,2.22,3.19,?,1.31,?
?,?,?,?,?,?,?,2.86,?,2.38
0.74,1.52,1.38,?,?,2.0,3.18,?,?,?
?,?,?,0.46,?,?,3.18,?,?,2.82
0.51,?,?,0.33,?,?,3.18,?,?,2.98
1.06,?,?,?,0.72,2.02,?,?,1.41,2.56
?,?,?,?,?,?,?,2.89,?,?
?,?,?,?,0.88,?,?,2.7,?,?
?,0.88,?,0.46,?,1.48,?,?,0.99,2.88
?,?,?,?,1.66,?,3.18,?,?,2.54
?,?,?,0.55,?,1.98,3.18,2.74,?,?
?,1.28,1.54,?,1.7,?,3.18,3.02,1.31,2.5
?,1.64,?,0.3,?,?,?,?,2.5,?
?,0.96,?,?,?,?,?,2.99,?,?
1.15,1.72,?,0.61,0.78,?,3.19,?,?,2.54
?,?,1.66,?,1.58,?,3.18,2.85,1.28,?
0.96,1.4,0.74,?,?,1.98,?,?,1.44,?
?,1.32,?,?,?,?,3.18,3.01,1.86,?
0.74,?,0.26,0.3,?,?,?,?,?,3.34
0.8,1.12,?,0.46,0.82,1.48,3.18,?,?,?
?,?,?,?,1.22,1.86,3.17,?,?,?
?,?,?,?,?,?,?,?,?,?
0.9,?,?,0.59,?,1.88,?,?,?,3.02
0.96,?,0.29,0.38,0.88,2.08,?,?,?,3.42
1.09,?,0.19,0.61,?,2.44,3.18,?,1.38,2.46
?,?,1.98,?,1.38,2.42,?,3.12,?,2.62
0.86,1.28,1.01,?,?,2.12,?,2.86,?,?
?,?,?,?,1.34,?,?,?,1.6,?
?,?,?,?,?,?,?,2.93,?,3.1
?,1.64,0.18,?,?,?,3.18,?,1.5,2.98
?,?,0.21,0.54,?,?,3.18,2.85,?,?
?,1.56,?,?,?,?,?,2.66,1.34,2.78
?,1.44,0.22,?,?,?,3.18,?,?,2.62
1.02,?,?,?,?,?,3.18,?,?,?
0.9,?,?,?,1.34,?,3.18,?,?,?
?,1.12,?,?,0.5,1.04,3.17,2.77,?,3.44
1.18,?,?,0.5,?,2.18,3.19,?,?,?
1.06,?,1.02,?,0.24,?,3.18,?,?,3.36
?,?,1.57,0.45,0.78,1.5,?,?,1.44,?
?,1.08,?,0.37,?,?,?,?,?,?
?,1.84,?,?,1.04,?,?,?,1.86,?
?,?,?,?,0.54,?,?,?,?,?
?,?,?,0.23,?,1.5,?,?,0.93,?
0.9,1.64,?,0.5,?,?,3.18,?,?,2.74
?,?,?,0.5,?,1.5,?,?,?,?
0.61,?,?,0.46,?,?,?,2.9,?,?
?,2.04,2.82,?,0.9,?,3.2,?,?,2.34
0.7,?,1.49,?,?,1.46,3.18,?,?,2.86
?,?,0.26,?,?,2.4,?,?,?,2.8
?,?,?,0.48,?,1.06,3.18,2.98,1.22,2.48
?,?,0.14,?,?,?,3.18,?,1.22,2.78
1.06,1.28,?,0.49,?,?,?,?,1.6,?
0.96,?,?,0.66,0.72,?,?,?,1.57,?
0.42,?,?,1.05,?,?,?,?,?,?
?,?,0.78,?,?,?,?,?,?,?
?,1.08,?,?,?,1.46,?,?,?,?
0.7,?,?,?,?,2.12,?,?,1.7,2.98
?,1.24,?,?,?,?,?,?,?,?
0.58,?,?,?,0.24,0.94,3.18,?,?,2.9
0.8,?,1.25,0.43,?,2.62,3.18,2.75,?,?
1.28,1.48,?,0.61,0.96,1.98,?,?,?,?
1.38,?,1.8,0.37,?,?,3.18,?,?,?
1.06,1.04,?,0.56,?,2.8,?,?,2.18,2.54
0.96,1.2,0.36,0.43,0.22,?,?,2.85,1.98,?
0.58,?,?,0.47,?,2.14,3.18,2.78,1.44,?
?,?,?,0.56,0.32,?,3.18,?,?,?
?,?,?,?,?,?,?,?,?,2.46
?,?,?,?,?,1.1,?,?,1.28,?
0.51,1.08,2.48,?,?,?,3.19,2.58,1.38,2.32
?,1.32,1.89,?,1.28,?,3.19,2.75,1.76,2.66
?,?,?,0.41,?,?,?,2.85,?,?
?,1.56,?,?,?,?,?,?,?,?
0.34,?,0.18,?,?,?,3.18,2.82,1.76,?
?,?,?,0.34,?,?,?,2.94,?,2.96
0.7,?,?,?,0.62,?,?,?,?,?
1.28,?,?,0.38,?,2.48,3.19,2.74,1.57,?
?,?,0.99,0.31,?,?,?,3.01,?,3.26
?,2.16,0.22,?,?,?,3.18,2.77,?,2.4
?,?,2.5,0.62,1.66,3.02,?,?,1.79,?
?,?,?,0.55,?,?,?,?,?,?
0.7,?,2.77,0.54,0.98,1.58,3.2,?,1.47,2.34
1.06,1.12,?,0.39,?,1.46,?,?,?,2.82
0.83,0.88,0.82,?,0.62,?,3.18,?,?,?
?,?,?,?,?,0.82,3.18,2.73,?,2.78
0.99,?,?,0.27,0.54,?,3.18,2.71,?,2.62
?,0.84,?,?,0.56,?,?,2.94,?,2.94
0.77,?,?,?,0.7,?,3.18,?,?,?
?,1.12,0.98,0.21,1.1,?,3.17,?,?,3.26
0.54,?,?,?,1.18,?,3.18,?,1.31,?
?,?,?,?,?,?,3.19,?,?,?
0.83,2.04,0.42,?,?,?,3.18,?,1.6,2.98
?,?,?,?,0.42,?,?,?,?,2.58
?,?,?,?,?,?,?,?,1.22,?
0.7,1.28,1.66,?,?,?,3.19,2.77,?,2.54
0.61,?,?,?,?,?,?,?,?,?
?,?,?,0.45,0.64,?,3.18,?,?,?
?,?,1.2,?,?,?,?,?,?,?
?,?,?,0.45,?,?,3.18,?,?,?
?,?,?,?,?,?,3.18,2.87,?,?
?,1.12,?,0.41,?,?,?,?,?,?
1.15,?,?,?,1.12,1.54,?,?,1.63,2.4
0.93,1.32,?,0.47,?,?,3.17,2.86,?,?
0.61,?,?,?,?,3.06,3.19,2.79,1.57,2.42
1.02,?,0.27,0.35,?,?,?,2.73,1.47,?
0.9,2.24,?,1.78,?,?,?,?,1.18,?
0.67,?,?,0.41,1.26,?,?,?,?,?
?,?,?,?,0.78,?,?,2.91,?,?
?,?,1.98,?,1.34,1.96,3.19,?,?,?
0.61,?,?,?,1.1,1.42,?,?,2.11,?
0.58,?,?,?,?,2.18,?,?,1.12,2.42
0.83,1.96,?,?,?,1.16,?,?,1.02,?
0.48,?,?,?,?,?,?,?,1.28,2.74
?,?,0.15,?,?,?,?,2.97,?,2.14
0.34,?,0.18,?,1.18,?,3.18,?,1.76,2.86
?,?,?,?,1.6,2.14,3.18,?,?,?
0.58,?,0.22,0.73,?,2.14,3.18,?,?,2.96
0.96,?,?,0.64,1.18,?,?,2.78,?,?
2.08,?,0.18,?,?,?,3.18,?,?,3.6
?,0.92,2.77,0.54,?,?,3.2,?,1.47,2.34
1.25,?,?,0.54,?,2.38,?,?,?,?
0.74,?,?,0.56,?,?,3.19,?,?,?
0.74,?,?,?,?,?,?,2.75,2.5,3.12
0.83,?,0.22,?,0.32,0.88,?,2.89,2.4,3.02
?,1.2,?,?,0.82,1.6,?,?,1.63,?
?,?,?,0.46,0.3,0.86,?,?,?,2.8
?,?,?,2.73,?,?,?,?,?,?
0.96,0.64,?,?,0.98,?,3.17,?,?,3.14
?,?,0.18,?,1.18,1.86,?,?,?,?
?,1.0,?,?,1.58,1.82,?,?,?,2.66
?,?,?,?,0.78,1.58,?,?,?,?
?,1.28,?,?,?,?,?,?,?,2.4
?,?,?,?,?,2.28,?,?,1.66,?
?,?,0.64,0.42,0.16,1.62,?,2.59,?,?
?,?,0.67,?,?,1.92,3.17,2.67,?,?
0.9,0.88,?,0.39,0.86,?,?,?,?,3.36
0.93,1.96,?,1.62,?,?,3.18,?,?,?
2.22,?,?,0.48,?,1.12,?,?,?,2.72
0.61,1.32,?,0.72,?,?,?,2.54,1.31,?
0.77,0.72,?,?,?,?,3.19,?,?,2.62
?,?,?,0.63,1.18,?,?,?,?,?
?,0.88,0.29,?,?,?,?,?,1.73,?
?,1.72,?,0.51,?,2.06,3.19,?,?,2.78
1.06,1.2,?,?,?,?,?,?,?,3.5
?,1.36,1.33,?,?,2.24,?,2.77,1.66,?
?,?,2.3,?,1.44,?,?,?,1.86,?
?,1.96,?,?,?,1.94,?,?,?,?
0.45,1.4,0.22,0.45,?,1.7,?,2.64,?,?
?,1.52,?,?,?,?,?,?,1.47,?
0.8,?,?,0.42,?,2.2,3.17,?,1.25,?
0.58,?,?,0.54,0.46,?,?,3.04,?,2.78
0.7,?,1.92,0.64,?,1.9,3.19,?,?,?
0.77,?,?,?,1.34,2.46,?,2.97,?,?
?,?,?,2.91,?,?,3.18,?,?,?
0.93,1.0,0.22,0.38,0.8,?,?,2.74,?,?
?,1.68,1.55,?,0.8,1.86,3.18,2.82,?,2.42
0.83,?,?,?,?,2.38,?,?,?,?
1.12,?,?,?,0.4,?,?,2.63,0.9,2.78
?,0.36,?,?,?,1.94,3.18,2.83,?,2.66
1.15,?,?,?,?,?,?,2.74,?,?
0.51,?,?,?,1.14,?,?,3.22,?,?
?,?,?,0.59,?,1.58,?,?,?,2.66
0.74,?,?,0.66,1.26,2.48,3.18,2.83,?,?
0.9,?,?,?,?,?,3.17,?,?,2.96
0.51,?,?,0.48,0.34,?,3.18,?,?,?
?,?,?,?,?,?,?,2.67,?,?
0.77,1.96,?,?,0.66,1.6,3.18,?,3.14,?
?,?,?,?,1.3,?,3.17,2.82,0.86,?
?,?,0.56,?,0.98,?,?,?,?,3.3
1.09,?,?,?,?,?,?,?,1.47,2.54
?,?,?,0.41,?,?,3.17,?,1.41,3.14
?,?,?,?,?,?,3.18,2.89,?,?
0.77,?,?,?,?,1.34,3.18,3.26,1.82,?
?,?,?,0.38,0.54,?,?,?,?,2.94
?,0.84,0.82,1.11,?,?,?,?,1.47,2.56
?,1.28,?,0.51,?,?,3.18,2.65,?,2.8
?,?,?,0.57,0.56,?,3.18,?,1.12,?
1.79,0.88,?,?,0.72,?,3.19,?,?,?
?,1.92,?,?,0.74,?,?,2.83,1.89,2.58
?,?,?,?,?,?,3.17,2.82,1.63,3.12
0.42,?,?,?,?,?,?,?,?,?
0.74,?,?,0.61,0.5,?,?,?,?,2.56
0.61,?,?,0.41,0.88,?,3.18,2.86,?,?
?,?,1.97,?,?,?,?,?,?,?
0.83,1.64,0.35,?,?,?,3.18,?,1.41,?
1.02,?,0.77,?,1.06,?,?,2.86,?,?
0.7,?,2.43,?,?,?,3.2,3.02,?,2.48
?,?,?,?,0.22,?,?,3.22,?,?
?,?,?,0.64,0.88,2.24,3.19,?,?,?
?,?,?,0.49,?,?,3.18,?,?,?
?,?,0.24,0.37,?,1.5,3.18,?,1.76,3.04
?,?,?,0.45,?,?,?,2.83,?,?
0.77,1.48,1.19,?,?,?,3.18,?,1.6,?
?,1.8,?,0.53,1.52,?,3.18,?,1.98,2.98
?,?,0.93,?,?,?,3.18,2.8,2.02,?
0.96,?,2.05,?,1.6,2.24,?,2.75,1.79,2.62
?,?,?,0.43,?,?,?,2.88,?,?
?,?,?,0.53,?,?,?,?,1.34,?
?,1.2,?,?,?,?,?,2.97,?,?
1.02,?,0.27,?,0.98,1.82,3.18,3.09,?,?
1.09,1.0,?,?,?,?,?,?,2.27,3.36
?,1.84,?,0.53,0.9,2.46,?,2.69,?,?
0.48,1.16,0.21,0.33,0.26,0.86,?,2.98,?,2.7
0.45,1.2,?,?,?,?,?,?,?,2.48
0.96,?,?,0.56,?,2.54,?,?,?,?
0.54,1.6,2.33,0.54,1.26,?,3.2,?,2.5,?
?,1.72,1.2,0.56,?,3.24,3.18,?,?,?
1.41,1.96,?,?,?,?,?,2.77,1.18,?
0.8,1.16,1.2,?,1.02,?,3.19,3.05,?,?
?,?,?,?,?,?,3.17,?,?,3.22
?,?,1.9,0.45,1.46,?,3.18,2.69,0.99,?
1.47,0.72,?,?,?,1.9,3.18,2.78,1.63,?
0.7,0.76,?,0.73,?,2.54,3.18,?,?,?
?,?,?,0.62,0.24,?,?,?,?,?
0.74,1.08,?,?,?,?,?,?,?,?
?,1.88,?,?,?,1.7,3.18,?,1.09,2.8
?,?,?,?,?,0.98,3.17,?,1.02,3.44
?,?,?,?,?,?,?,?,1.86,?
1.57,?,0.83,?,?,1.38,3.18,?,1.44,?
0.77,?,?,?,?,?,?,?,?,?
?,1.52,?,0.63,?,?,?,?,?,2.38
0.99,?,1.68,0.35,1.42,1.86,?,2.97,1.47,3.12
?,?,2.3,?,0.74,?,3.2,2.82,?,?
?,0.96,0.74,0.5,?,?,?,2.66,0.9,3.06
?,?,?,0.35,?,0.98,3.17,2.87,?,3.02
0.93,1.88,0.48,?,?,1.94,3.18,2.93,?,2.66
?,?,?,?,?,1.48,?,?,1.86,?
?,1.08,?,0.48,1.1,?,3.2,?,1.15,2.32
0.8,1.12,?,?,?,?,3.19,2.78,?,?
?,0.92,?,?,0.16,2.1,3.18,2.71,1.54,?
0.99,?,0.24,?,?,?,?,2.95,?,2.78
1.18,?,1.33,?,?,?,?,?,1.92,2.56
?,0.88,?,0.42,?,?,3.18,?,?,3.26
?,?,?,?,?,?,?,?,1.06,3.36
?,?,?,?,?,?,?,?,?,3.06
?,?,?,1.04,?,1.8,3.18,2.89,1.57,2.56
?,?,?,0.55,0.18,0.54,?,?,1.28,?
?,0.96,0.37,0.54,?,?,?,3.25,2.3,2.7
?,1.2,1.3,?,?,?,?,2.62,1.15,?
0.58,?,0.19,?,0.16,?,3.18,?,?,2.7
?,1.6,1.3,?,1.82,?,3.18,2.8,?,?
?,?,?,?,?,2.6,3.19,2.67,?,?
?,?,0.16,0.37,0.72,1.28,?,?,?,3.28
0.46,?,0.86,0.55,1.44,?,3.18,?,?,?
?,?,1.62,0.61,0.98,2.02,3.19,2.73,?,2.5
?,?,0.77,?,?,?,?,2.79,1.98,2.46
0.74,1.0,?,?,?,?,?,?,?,?
0.93,?,1.7,0.45,?,?,?,?,?,?
0.58,?,0.19,?,?,2.66,?,?,1.22,?
1.02,0.92,1.54,?,?,1.58,?,?,?,3.26
?,?,2.25,?,1.1,?,?,2.73,?,?
1.47,1.04,1.01,1.68,?,?,3.18,?,1.5,2.66
1.79,1.04,?,0.69,?,2.58,?,?,?,2.5
?,?,?,?,?,?,?,2.94,2.05,2.88
0.9,?,?,?,?,2.36,?,2.9,1.86,?
1.41,?,?,?,?,2.8,?,?,?,?
0.7,2.96,?,0.5,?,?,3.17,?,?,?
0.77,0.96,?,?,?,1.22,?,?,?,2.64
?,1.68,?,0.51,?,2.06,?,?,1.92,?
?,?,0.51,?,?,?,?,?,?,?
?,?,?,?,?,1.3,3.17,?,1.76,?
0.86,?,0.19,?,?,?,3.18,?,?,?
0.83,?,1.82,?,?,?,?,?,?,?
?,1.2,0.14,?,?,?,3.17,2.85,?,?
0.8,1.48,?,?,?,?,3.19,?,?,?
?,?,?,?,1.44,?,?,2.82,?,2.46
1.06,?,?,?,?,1.98,?,?,?,?
?,?,?,?,0.64,?,?,?,1.7,2.98
?,1.76,0.16,0.65,?,?,3.18,?,1.02,?
?,1.96,?,0.5,0.82,?,3.19,?,1.57,2.66
0.83,?,?,?,?,?,?,?,?,?
?,?,1.31,?,1.3,2.5,3.19,?,1.86,?
?,?,?,0.5,?,?,3.18,?,1.34,2.9
1.76,?,1.33,?,?,2.18,?,?,1.63,?
0.74,?,?,0.48,?,1.86,3.19,2.87,?,?
?,?,?,?,0.98,?,3.18,?,?,3.3
1.57,?,?,0.49,?,1.98,?,2.86,1.06,2.66
?,?,?,?,0.5,?,3.17,?,?,?
?,1.64,?,0.41,?,?,3.18,?,?,?
0.9,?,0.27,0.48,0.9,1.74,?,?,?,?
0.77,?,?,?,?,?,3.19,2.94,?,?
?,1.16,0.18,?,?,1.66,3.18,?,?,?
?,?,?,?,0.58,?,?,2.7,?,?
?,?,?,0.56,?,1.92,?,?,?,?
?,?,?,0.63,1.38,?,3.18,?,?,?
0.64,1.08,1.74,?,?,?,?,?,?,?
0.8,?,2.3,?,1.46,2.74,?,2.78,1.22,?
1.18,?,1.94,?,?,?,3.19,2.66,?,2.48
?,?,2.4,0.61,?,2.46,3.2,2.91,?,?
?,1.24,?,0.33,1.1,?,3.18,?,1.57,?
?,?,0.22,?,1.34,?,?,?,1.44,2.54
0.74,2.72,1.76,?,0.98,?,3.19,?,1.22,?
1.44,?,?,?,?,2.12,?,2.7,?,2.5
0.9,?,?,?,0.74,2.78,?,?,2.05,?
0.58,?,2.77,?,0.86,2.62,?,?,1.47,?
0.77,?,?,?,?,?,3.18,?,?,?
?,?,0.14,?,0.3,?,?,?,?,?
?,?,0.26,?,?,?,?,?,?,3.2
?,?,1.47,?,?,?,3.19,?,1.73,?
?,?,3.03,0.43,?,?,?,2.64,?,?
1.12,?,?,?,0.62,?,3.18,?,?,?
0.51,2.92,?,?,1.54,2.0,?,2.74,?,?
?,?,?,?,?,1.42,3.18,?,?,?
?,?,1.23,0.37,?,2.34,?,?,0.86,3.04
?,0.4,0.22,?,0.66,?,3.18,?,?,2.58
1.02,2.48,?,?,?,2.04,?,?,?,?
?,?,?,?,?,?,?,?,?,3.18
?,1.32,0.19,?,?,?,?,?,?,3.12
1.02,1.2,0.3,0.38,?,1.9,?,2.93,?,?
?,0.88,?,?,?,2.44,?,?,?,3.12
?,1.36,?,?,1.36,?,?,2.96,1.79,?
?,?,?,?,1.62,?,3.18,?,?,2.42
?,2.64,?,?,?,?,?,?,1.47,?
0.83,2.32,?,?,?,?,?,2.73,?,?
1.12,?,?,?,0.3,?,?,?,?,?
?,?,0.32,?,1.02,?,?,2.88,?,3.44
?,1.08,?,?,?,2.5,3.18,?,1.98,2.5
?,?,0.29,?,0.56,?,?,?,1.5,2.66
?,?,?,0.64,0.34,?,3.18,2.77,1.34,2.54
0.93,?,?,?,?,1.5,3.18,2.7,1.86,2.98
0.77,1.2,0.19,?,0.3,1.26,3.17,2.63,1.15,?
?,?,?,?,?,2.22,3.17,?,?,?
?,?,0.32,0.5,?,?,?,2.89,?,3.54
0.72,0.96,?,?,?,1.86,?,?,?,2.72
?,?,?,?,0.58,?,?,2.7,?,?
?,2.88,?,?,0.88,?,3.18,2.78,?,?
?,?,?,0.29,0.7,1.62,?,2.91,?,?
?,?,?,0.45,1.12,2.42,?,?,1.47,2.64
0.86,?,?,?,1.38,?,?,2.91,?,?
?,1.08,?,?,?,1.02,?,?,2.43,?
0.54,1.08,0.74,?,0.62,1.3,?,2.74,1.5,2.54
?,?,?,?,?,?,3.18,2.83,?,2.66
0.67,?,1.9,0.49,0.98,?,?,?,1.6,2.56
?,?,1.04,?,0.48,1.36,3.18,?,1.76,?
?,?,?,0.29,1.36,2.34,3.18,?,1.02,3.04
?,0.68,?,?,0.64,1.66,3.18,2.67,1.47,2.4
0.9,1.04,0.3,?,0.32,1.14,3.18,2.8,?,2.5
?,?,2.0,?,?,2.38,3.19,2.75,?,?
?,?,0.61,?,0.7,1.4,3.18,?,?,2.8
0.67,?,0.9,0.5,?,2.14,3.18,?,?,?
0.99,?,?,0.24,?,1.98,3.17,2.61,?,?
?,1.32,?,0.54,?,?,?,?,?,?
0.99,1.24,1.58,0.46,0.26,?,?,?,1.76,?
?,?,?,?,0.46,1.68,?,?,1.47,?
0.74,?,?,?,?,2.26,?,?,1.34,?
?,1.16,?,?,0.5,?,?,2.67,?,?
0.7,1.36,?,0.65,0.78,?,3.18,3.38,?,2.74
1.31,?,?,?,?,?,3.17,2.78,?,?
1.09,?,?,0.48,?,2.22,3.17,2.77,1.31,?
?,?,?,0.38,1.2,?,?,2.42,?,?
?,1.28,?,?,?,?,?,?,?,?
?,?,?,0.46,0.4,1.28,3.17,2.72,?,?
?,1.52,0.19,?,?,?,?,?,?,?
?,?,?,0.32,?,1.3,3.18,?,?,?
?,?,?,0.64,0.62,2.32,?,?,1.76,?
?,1.16,?,?,0.56,1.24,?,?,?,3.18
?,?,?,0.32,0.38,1.04,?,2.62,1.18,?
?,?,?,?,1.1,2.62,?,?,?,?
?,1.16,?,?,?,?,3.18,?,?,2.94
?,?,1.06,0.53,?,1.5,?,?,?,2.64
?,?,?,?,?,?,3.19,2.86,1.25,2.56
?,?,0.22,0.55,0.26,0.9,?,?,?,?
?,2.96,1.9,?,1.44,?,?,3.18,2.18,?
?,1.72,1.88,0.51,1.42,?,3.19,?,1.76,2.54
?,1.2,?,?,?,1.58,?,2.66,?,2.8
?,1.28,?,0.62,?,?,3.18,?,?,?
0.7,?,0.18,0.57,?,2.34,3.17,3.06,1.98,?
1.18,?,0.62,?,?,1.74,?,?,1.25,?
0.99,0.92,?,?,0.78,1.78,?,?,1.98,?
?,1.12,?,0.37,0.82,?,?,?,1.22,?
?,?,?,0.33,1.1,1.36,3.17,?,?,3.38
?,1.16,?,0.39,?,?,?,?,?,?
