@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,?,?,0.24,1.38,?,3.17,?,?,?
0.58,?,?,?,?,?,3.16,2.74,1.57,?
0.67,?,0.61,?,?,?,?,?,1.25,2.88
?,2.0,0.42,?,0.46,2.06,?,?,?,?
0.64,1.64,?,0.62,0.64,2.22,3.18,3.1,?,?
1.7,1.4,?,?,?,1.46,?,2.9,?,?
0.38,?,0.77,0.34,1.06,?,?,?,?,?
0.9,?,?,0.35,0.88,1.86,?,?,1.47,2.94
0.45,?,0.26,0.4,0.56,?,?,?,?,?
0.61,1.08,?,?,1.2,2.06,?,2.62,1.31,?
?,?,?,?,?,1.9,3.17,?,?,?
0.42,?,2.06,0.48,?,?,3.18,?,1.76,2.86
?,?,0.66,0.47,2.54,?,3.18,?,?,3.02
?,?,1.12,?,0.8,?,3.18,2.82,1.5,?
?,?,?,0.58,?,1.7,3.17,?,1.66,?
?,?,?,?,?,?,3.17,2.94,?,?
0.8,?,?,?,?,?,3.19,2.86,1.44,?
?,1.48,?,?,?,?,?,?,?,?
?,?,?,?,1.42,2.83,?,?,1.47,2.38
?,?,?,?,?,?,?,?,?,2.54
1.06,?,3.11,0.55,?,3.24,?,?,?,2.34
?,?,?,0.45,0.16,0.82,3.18,?,1.02,?
0.9,?,0.22,?,?,1.1,3.18,?,?,2.96
0.51,?,?,?,0.48,?,3.18,3.1,?,?
?,1.12,?,?,?,1.76,?,2.9,?,?
?,?,0.53,?,?,1.9,?,?,?,?
?,?,?,0.43,0.16,1.06,3.18,?,?,?
?,?,?,0.5,?,?,?,2.77,?,?
?,?,1.92,0.34,1.04,?,3.18,?,1.09,?
?,?,0.72,?,?,1.36,?,?,1.5,2.54
?,?,?,?,?,1.5,?,2.82,?,2.46
0.83,?,?,?,?,1.86,?,?,?,?
?,?,?,0.47,1.22,?,?,?,?,2.58
?,?,?,?,?,1.78,?,?,?,3.46
?,?,?,0.56,?,?,3.19,2.86,?,?
0.99,?,1.71,0.45,?,1.96,?,?,?,2.32
1.28,1.12,?,?,?,?,?,2.81,?,3.36
0.8,1.76,?,0.65,1.04,?,?,2.79,1.63,?
0.83,1.08,0.67,0.35,?,?,?,?,?,?
0.7,?,?,?,0.78,2.42,3.17,?,?,?
?,?,0.8,?,?,?,?,?,?,3.42
0.74,?,0.93,0.46,?,?,3.18,?,?,?
0.7,1.52,0.45,?,0.32,0.86,?,2.62,?,3.04
?,?,?,0.58,?,?,?,2.88,?,?
1.92,0.28,?,?,?,1.96,?,?,1.86,?
0.74,?,?,?,0.8,?,?,2.87,1.5,?
0.7,?,?,1.1,0.42,?,?,?,1.41,2.56
0.64,?,0.19,?,0.5,0.9,3.17,?,?,?
?,?,0.14,?,?,1.76,?,2.71,1.22,?
0.67,?,?,?,0.74,?,?,?,?,?
1.38,?,?,?,?,?,3.18,?,1.79,3.26
?,?,?,?,0.54,0.9,?,?,1.54,?
1.1,?,?,0.54,1.44,?,3.19,?,1.63,?
?,?,2.27,0.64,1.42,?,3.2,?,?,?
?,?,?,?,?,?,?,2.67,?,2.46
1.12,0.96,?,?,0.56,?,?,?,?,?
?,1.44,2.34,?,?,?,3.19,?,1.79,2.82
?,?,1.38,?,0.8,?,?,?,?,?
?,?,?,?,?,?,3.19,2.86,?,?
0.67,?,0.21,?,2.16,?,?,?,?,3.1
?,?,0.38,?,?,2.1,3.18,2.9,?,?
?,1.12,0.4,?,?,1.12,?,2.94,?,3.06
?,2.12,?,0.65,?,2.94,?,?,?,?
?,?,?,0.45,0.5,?,?,2.67,?,2.86
?,?,?,?,0.32,1.18,3.17,?,?,?
0.86,?,2.85,?,0.42,?,?,2.73,?,?
?,0.56,?,?,1.3,?,?,?,2.27,?
?,1.2,?,?,?,1.1,?,?,1.15,?
1.76,?,0.43,?,1.5,1.62,3.17,2.8,?,3.18
0.8,2.16,?,?,?,?,?,?,?,2.78
0.9,1.8,1.25,?,?,?,3.19,?,2.46,?
?,?,?,0.34,?,1.44,?,?,1.15,2.86
?,1.84,0.51,?,1.04,?,?,2.79,1.86,2.54
0.35,?,?,0.49,?,?,?,3.04,?,?
?,?,?,0.96,0.88,?,?,2.82,1.25,?
1.15,?,?,0.61,?,?,3.18,3.01,?,2.34
?,1.72,1.25,?,?,?,?,?,?,?
?,1.32,?,?,1.12,?,?,2.78,?,2.94
?,1.2,?,?,?,?,?,?,1.82,?
?,?,?,?,?,1.84,?,?,?,?
?,1.96,1.25,?,1.66,?,3.18,?,?,?
0.77,?,?,?,?,2.0,3.18,?,1.6,2.64
?,?,1.3,?,?,2.22,3.19,?,?,?
?,?,0.75,?,0.88,?,?,?,1.54,2.38
0.74,1.52,?,0.59,?,?,3.18,?,?,?
0.64,?,?,0.46,?,?,3.18,?,1.31,2.82
?,1.44,0.42,?,0.74,1.3,3.18,?,1.18,?
1.06,?,?,?,?,?,3.18,2.81,?,2.56
?,?,?,0.35,?,?,?,?,?,?
?,1.2,0.45,?,0.88,?,3.18,?,?,2.78
0.9,0.88,1.52,?,0.8,?,3.18,2.71,0.99,2.88
?,?,?,?,?,?,?,?,?,?
?,?,1.73,0.55,?,1.98,?,?,1.89,?
0.38,?,?,?,1.7,?,3.18,3.02,?,?
?,?,0.27,?,?,1.86,3.17,?,?,3.34
0.8,?,0.73,0.61,?,?,3.18,?,2.14,?
1.15,?,?,0.61,?,?,?,?,1.47,?
0.51,?,?,0.53,?,1.9,?,?,1.28,2.88
0.96,1.4,?,0.37,0.86,?,?,?,?,?
?,?,0.74,0.39,0.5,?,3.18,?,1.86,3.2
?,?,?,0.3,?,1.96,?,?,?,?
?,?,?,?,0.82,?,?,2.82,1.7,?
?,?,?,?,1.22,?,?,2.7,?,?
?,?,0.34,?,?,1.9,?,2.71,?,2.62
0.9,1.4,0.19,0.59,1.04,?,3.17,?,?,3.02
0.96,2.96,?,0.38,?,?,?,2.93,?,?
?,?,?,?,1.62,2.44,3.18,?,?,?
0.8,1.24,?,0.67,1.38,2.42,?,?,?,2.62
?,?,?,0.55,1.26,?,?,2.86,?,?
?,1.52,?,0.51,1.34,2.46,3.18,?,?,?
1.18,?,1.01,0.39,1.2,2.02,?,?,?,3.1
?,?,?,0.55,?,2.0,?,?,1.5,?
0.64,?,?,0.54,?,?,?,?,?,?
0.64,1.56,?,0.57,?,2.02,?,?,?,?
?,?,?,?,?,?,?,2.73,?,2.62
?,?,1.22,0.29,?,?,?,2.8,?,3.42
?,?,?,0.5,?,?,?,?,1.57,2.86
2.05,?,?,?,?,1.04,3.17,2.77,?,?
?,?,1.89,?,?,?,?,2.83,?,?
?,1.76,?,0.27,?,1.16,?,?,1.28,3.36
?,?,1.57,?,0.78,1.5,?,?,?,2.9
?,1.08,0.51,0.37,?,?,3.17,?,2.21,?
?,?,?,?,?,?,?,?,1.86,?
?,?,?,0.47,0.54,?,?,?,?,?
0.8,?,?,?,0.82,?,?,2.78,?,2.88
?,1.64,0.21,?,?,?,?,?,1.44,?
?,0.8,?,0.5,1.1,?,?,2.86,1.47,2.38
?,?,0.83,?,0.82,?,?,?,?,?
?,?,?,?,0.9,?,?,2.85,1.5,?
?,1.28,1.49,?,0.58,?,3.18,2.97,?,?
0.93,?,?,0.51,?,2.4,3.18,?,2.18,?
?,0.4,0.45,0.48,0.7,1.06,?,2.98,1.22,2.48
?,?,0.14,0.65,0.4,?,?,?,?,?
?,?,0.22,?,0.74,?,3.17,?,?,?
?,1.08,?,0.66,?,?,?,?,1.57,?
?,1.88,0.26,?,?,2.1,?,2.86,1.15,?
1.02,1.16,?,?,?,?,?,?,?,3.26
0.99,?,0.93,?,?,?,3.18,?,?,2.94
0.7,?,0.22,0.47,?,2.12,3.18,?,?,2.98
?,1.24,?,0.54,0.88,?,3.18,2.86,1.76,2.88
?,?,?,0.53,?,?,?,3.29,?,?
?,1.2,?,0.43,1.78,?,3.18,?,1.6,?
1.28,1.48,?,0.61,0.96,1.98,?,?,?,?
1.38,1.12,1.8,?,?,1.16,?,?,?,?
?,?,?,?,1.78,2.8,3.2,2.72,?,?
?,1.2,?,?,?,?,3.18,2.85,1.98,?
?,1.12,0.27,?,?,?,3.18,2.78,?,2.72
1.41,?,0.19,?,0.32,?,?,?,?,3.06
?,?,?,0.61,0.86,?,?,2.89,?,?
0.93,0.6,?,?,?,?,3.17,?,1.28,3.04
?,1.08,?,0.57,0.66,?,?,?,?,2.32
?,?,?,?,?,?,?,?,?,?
1.7,0.64,?,?,?,?,?,2.85,1.7,3.52
?,1.56,0.22,?,?,1.96,3.16,2.74,2.05,?
?,1.16,0.18,0.4,?,?,?,?,1.76,?
?,?,0.22,0.34,?,1.4,?,?,1.41,?
?,1.04,?,0.31,0.62,?,?,?,?,?
1.28,?,2.06,0.38,1.58,?,?,?,?,2.5
?,1.48,?,?,0.64,1.3,3.18,?,?,?
?,?,?,?,?,?,3.18,?,1.7,?
1.06,?,2.5,?,1.66,?,?,?,1.79,?
?,?,?,0.55,?,?,3.18,2.85,?,?
?,?,?,0.54,0.98,?,3.2,2.74,?,2.34
1.06,?,?,?,?,?,?,?,?,?
?,0.88,0.82,0.42,0.62,1.74,3.18,?,1.02,?
?,?,0.27,?,?,0.82,?,?,1.38,2.78
?,?,?,?,?,?,?,?,1.73,?
?,?,?,0.5,?,1.44,?,?,1.89,?
0.77,?,?,?,0.7,?,3.18,?,?,?
?,1.12,0.98,0.21,?,?,3.17,2.88,?,?
?,1.44,1.31,?,?,1.48,?,?,?,?
?,?,?,?,?,?,3.19,?,?,?
0.83,?,?,?,?,?,?,2.66,1.6,?
?,?,?,?,0.42,?,?,?,?,2.58
0.61,?,?,?,?,0.94,3.17,2.94,?,?
?,1.28,?,0.49,1.68,?,?,?,?,2.54
0.61,1.52,0.18,?,?,?,3.17,2.77,?,?
?,?,0.5,?,?,?,?,?,?,2.3
?,?,?,?,1.9,2.98,?,?,?,?
0.9,?,?,?,?,?,3.18,2.87,?,2.86
?,?,?,?,?,?,3.18,?,1.6,?
1.25,1.12,?,0.41,0.26,1.22,?,?,?,?
?,2.32,?,0.5,1.12,?,?,?,?,2.4
0.93,?,0.14,0.47,0.54,?,?,?,?,?
?,?,?,?,?,?,?,2.79,?,?
?,?,?,?,1.18,1.46,3.17,?,?,?
?,?,?,?,1.3,?,?,?,?,?
0.67,?,1.39,0.41,1.26,1.7,?,?,1.25,?
0.54,2.96,?,0.57,0.78,1.7,?,?,?,?
?,?,1.98,0.55,?,1.96,3.19,?,?,2.38
0.61,1.0,0.22,?,?,?,?,3.14,?,?
0.58,1.44,?,?,?,?,?,3.04,?,?
?,1.96,?,?,?,1.16,3.18,?,?,?
0.48,1.96,0.24,?,?,?,3.18,2.7,1.28,?
0.61,?,?,?,2.38,?,?,?,?,?
0.34,1.16,0.18,0.4,?,1.86,3.18,2.82,?,?
?,?,?,?,1.6,?,3.18,?,?,3.14
?,?,?,?,?,?,3.18,?,1.44,?
?,?,?,?,?,?,?,2.78,?,2.7
?,?,?,0.15,0.1,0.14,3.18,?,1.15,?
?,0.92,?,0.54,0.98,1.58,3.2,?,1.47,?
?,?,1.76,0.54,1.76,?,3.19,?,1.6,?
0.74,?,1.2,0.56,?,?,?,?,?,?
0.74,1.84,1.02,0.41,?,1.14,3.18,?,2.5,3.12
?,?,?,?,?,?,?,2.89,2.4,?
?,1.2,?,0.42,0.82,?,3.18,2.88,?,2.88
?,?,?,0.46,?,?,3.18,?,1.66,?
?,?,?,?,?,?,?,?,?,?
?,?,?,0.33,0.98,1.34,?,?,?,?
?,?,?,?,1.18,1.86,3.18,2.82,?,2.86
?,?,1.57,?,1.58,1.82,3.18,?,?,?
?,1.16,0.26,?,0.78,?,3.18,?,?,?
0.51,?,?,0.4,?,?,?,?,1.15,2.4
0.58,1.2,?,0.71,?,2.28,?,?,1.66,?
?,?,0.64,?,0.16,?,3.18,2.59,?,2.78
1.09,1.76,?,?,?,?,3.17,2.67,?,3.28
?,?,?,?,?,1.54,3.17,?,?,?
0.93,?,?,?,1.38,?,?,2.74,1.57,?
?,?,1.09,?,?,1.12,3.18,?,1.41,?
0.61,1.32,?,0.72,1.68,1.78,?,?,1.31,?
?,?,?,?,?,?,?,2.85,1.79,?
0.96,?,1.09,?,?,?,?,?,?,2.72
?,?,?,?,0.82,?,?,?,?,?
?,1.72,1.74,0.51,?,2.06,?,?,?,?
?,?,?,0.41,?,?,?,?,1.28,3.5
?,?,?,0.59,1.18,?,3.19,2.77,1.66,?
1.12,?,2.3,0.5,?,2.36,?,2.82,?,?
?,?,?,?,0.8,?,3.19,?,1.95,?
?,1.4,0.22,?,?,1.7,3.18,2.64,?,?
?,?,1.28,?,?,?,?,?,1.47,?
?,?,0.29,?,1.38,?,?,2.93,1.25,?
0.58,?,1.15,?,?,?,?,?,?,?
?,?,1.92,0.64,1.82,1.9,3.19,?,?,?
0.77,?,?,?,1.34,2.46,3.2,?,?,?
?,1.76,1.33,2.91,?,?,?,?,?,2.72
0.93,1.0,0.22,?,0.8,?,3.16,?,1.38,?
?,?,?,0.5,?,?,3.18,?,?,2.42
0.83,?,0.38,0.49,?,?,3.18,?,2.18,2.82
?,1.56,0.14,0.48,0.4,0.82,3.18,2.63,?,?
0.99,0.36,0.22,0.46,1.5,?,3.18,?,?,2.66
?,?,?,?,0.94,1.8,?,?,?,?
?,?,?,?,1.14,2.04,?,?,?,?
0.58,1.84,?,0.59,?,1.58,?,2.8,?,2.66
?,1.28,1.36,0.66,?,?,?,?,1.28,2.64
0.9,1.52,?,?,?,2.08,?,?,?,2.96
0.51,?,0.26,0.48,0.34,?,3.18,2.86,1.73,?
0.93,?,0.58,?,?,?,3.18,2.67,?,2.42
?,1.96,?,?,0.66,?,?,2.67,3.14,?
?,1.2,?,0.46,?,?,?,2.82,?,3.62
?,?,0.56,?,?,?,3.17,2.82,1.18,?
?,?,?,?,1.3,?,3.19,2.87,?,?
?,?,?,?,?,1.34,3.17,2.72,?,?
?,1.52,?,?,1.06,1.38,3.18,?,1.28,2.96
?,0.76,?,0.49,?,1.34,?,3.26,?,?
?,1.2,0.18,?,?,?,3.17,2.69,1.63,2.94
?,?,0.82,1.11,?,?,3.18,2.73,1.47,?
?,1.28,0.26,?,?,?,?,2.65,1.41,2.8
0.77,?,1.62,?,?,?,?,2.78,?,?
?,?,1.42,0.39,?,?,3.19,2.85,1.63,2.42
?,?,?,0.48,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?
0.42,1.16,?,0.64,?,?,?,2.82,1.25,?
?,?,?,0.61,0.5,?,?,2.82,?,?
?,1.4,0.27,0.41,?,1.34,3.18,?,1.73,2.88
?,?,?,0.5,?,2.74,3.18,?,1.86,?
?,?,?,?,0.78,1.48,?,?,1.41,?
?,?,?,0.47,?,2.48,?,?,1.73,?
?,?,?,0.58,1.82,?,3.2,?,?,2.48
?,0.0,?,?,?,?,?,3.22,?,2.58
0.51,?,?,?,?,2.24,?,2.58,?,?
0.51,?,0.22,?,0.66,1.46,?,?,2.4,?
?,?,?,0.37,?,?,?,?,1.76,?
?,?,?,?,1.1,?,?,?,?,?
?,1.48,?,?,?,?,?,?,1.6,?
?,?,0.7,?,1.52,?,?,2.78,?,2.98
?,?,?,0.47,?,?,?,?,2.02,?
?,?,?,0.47,?,2.24,3.19,?,1.79,?
?,?,?,?,?,1.62,3.17,2.88,?,?
0.74,?,?,?,?,?,?,2.8,?,?
0.93,1.2,0.18,0.25,?,1.46,?,?,1.22,?
1.02,?,?,0.39,0.98,?,?,?,?,2.88
1.09,?,?,?,0.42,?,?,?,2.27,3.36
3.22,1.84,0.22,?,?,2.46,?,?,?,?
?,?,?,?,0.26,0.86,3.18,?,1.25,2.7
0.45,?,?,?,0.7,?,3.18,2.95,?,2.48
0.96,?,1.63,?,?,?,3.19,?,1.28,?
?,?,?,0.54,1.26,?,?,2.97,2.5,2.42
0.86,1.72,?,?,?,?,3.18,?,1.5,2.4
?,?,?,0.51,?,?,?,2.77,?,?
0.8,1.16,1.2,0.56,?,?,3.19,?,1.22,?
?,?,?,0.34,1.98,?,?,?,3.17,?
?,1.36,1.9,?,?,?,3.18,?,0.99,?
?,?,0.53,?,0.48,?,3.18,2.78,?,2.88
?,?,?,0.73,?,2.54,?,?,?,?
?,?,?,0.62,?,0.96,3.18,2.62,?,?
?,?,?,0.63,?,1.78,?,2.81,?,2.72
?,?,1.82,0.4,1.3,1.7,?,?,1.09,2.8
0.38,?,?,?,?,0.98,3.17,2.82,?,?
?,?,0.43,0.54,?,?,?,2.94,?,?
?,?,?,0.49,?,1.38,3.18,2.88,?,?
?,?,?,?,?,2.88,?,?,?,?
?,?,?,?,1.36,2.26,?,2.97,?,?
?,?,?,0.35,1.42,?,?,2.97,1.47,?
1.25,1.24,?,?,?,?,?,?,?,?
0.7,?,?,0.5,1.04,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?
?,?,?,0.59,1.26,?,?,2.93,?,?
0.54,1.32,?,?,?,?,?,2.95,1.86,?
?,1.08,?,?,1.1,?,?,2.94,1.15,?
0.8,?,2.3,?,1.46,?,?,?,?,2.4
1.57,?,?,?,?,?,?,2.71,?,?
?,?,?,?,?,?,3.18,?,?,2.78
?,0.88,?,?,?,2.88,?,?,1.92,2.56
?,?,?,?,0.26,?,?,3.07,1.41,?
?,1.48,?,?,?,?,?,2.72,?,?
0.86,?,0.56,0.81,?,?,?,?,?,3.06
0.54,1.36,0.24,1.04,?,1.8,3.18,2.89,?,?
?,?,?,0.55,?,?,?,2.83,?,?
0.67,0.96,0.37,?,?,2.52,?,3.25,?,2.7
1.76,1.2,1.3,?,?,0.94,3.18,?,?,?
?,?,?,?,?,1.26,3.18,?,1.66,?
1.09,?,1.3,?,?,2.26,3.18,?,1.6,?
?,?,?,?,?,?,?,2.67,?,?
?,1.16,0.16,?,?,?,?,?,?,?
?,1.96,?,?,1.44,2.18,3.18,?,?,2.88
1.12,2.12,?,0.61,?,2.02,?,?,1.28,2.5
?,?,0.77,?,?,?,3.18,2.79,?,?
0.74,?,?,0.56,?,?,3.18,3.04,?,?
?,1.0,1.7,0.45,?,1.6,?,?,?,2.7
?,1.2,0.19,0.53,?,?,?,?,?,2.48
?,?,?,?,0.7,1.58,?,?,?,3.26
?,?,?,0.46,?,?,?,?,?,2.94
1.47,?,1.01,?,1.3,2.12,?,?,?,?
?,?,?,?,1.46,?,3.19,2.86,?,2.5
?,1.24,?,?,?,?,?,2.94,2.05,?
?,?,?,?,0.86,?,?,2.9,1.86,?
?,?,?,0.64,?,2.8,3.19,?,1.6,?
?,?,?,?,1.12,1.92,3.17,2.94,?,?
0.77,?,?,0.54,0.78,?,?,?,?,?
?,1.68,0.27,?,1.3,?,3.18,2.66,1.92,?
?,?,?,0.24,0.54,?,?,3.02,1.5,?
0.64,?,0.3,0.17,0.54,?,?,?,1.76,?
?,1.6,0.19,?,?,1.66,?,?,?,?
?,?,1.82,?,?,1.24,3.18,?,1.57,2.8
0.64,1.2,0.14,?,0.1,?,3.17,?,1.15,?
?,1.48,?,?,1.38,2.56,?,?,1.41,?
0.8,?,?,0.54,1.44,2.46,?,2.82,?,?
1.06,?,0.16,0.61,1.04,1.98,3.18,?,1.44,?
?,?,0.42,?,?,?,?,?,?,2.98
0.64,?,?,0.65,0.64,?,?,2.74,1.02,?
?,?,1.44,0.5,0.82,?,3.19,2.97,1.57,2.66
0.83,?,?,?,0.58,1.34,?,2.66,?,3.22
0.96,1.96,?,?,1.3,?,?,?,?,2.58
0.86,?,?,?,?,?,?,?,1.34,?
?,0.56,?,0.37,0.94,?,?,?,1.63,3.34
0.74,1.4,1.65,?,1.44,1.86,3.19,?,?,?
?,1.4,1.38,0.43,0.98,1.66,3.18,?,?,3.3
1.57,?,?,?,?,1.98,?,?,?,?
?,?,?,?,?,1.18,?,2.89,?,2.98
0.77,?,?,0.41,0.78,?,?,?,?,2.64
?,?,?,?,?,?,?,?,?,?
?,1.12,1.84,?,?,2.18,?,?,?,?
0.8,?,?,0.78,?,?,?,?,?,?
?,1.52,?,?,0.58,?,?,?,1.73,?
?,?,?,0.56,?,?,3.19,?,?,?
1.06,?,1.42,0.63,?,2.18,?,?,1.54,2.56
0.64,?,1.74,?,0.78,1.74,3.18,?,?,?
?,?,?,0.63,1.46,?,3.19,?,?,?
?,2.8,?,0.45,?,2.1,?,?,2.34,2.48
?,?,?,0.61,?,2.46,3.2,2.91,2.53,?
?,?,1.01,?,1.1,1.74,?,2.74,1.57,?
?,?,?,0.56,1.34,2.5,3.18,?,1.44,2.54
?,?,?,?,?,?,?,2.66,?,2.34
?,2.6,1.55,?,0.3,?,3.18,?,?,?
0.9,1.24,0.34,0.53,?,2.78,3.18,?,?,2.62
?,?,2.77,?,0.86,2.62,?,?,?,?
?,?,?,?,0.56,?,3.18,?,?,2.98
?,?,?,?,?,?,3.16,?,?,3.5
?,?,?,?,?,?,?,2.89,?,?
?,1.52,?,0.66,?,?,3.19,?,1.73,?
?,?,?,?,?,?,3.2,2.64,?,2.4
1.12,?,?,?,0.62,1.6,?,?,?,?
0.51,?,0.16,1.58,?,2.0,?,?,?,2.46
0.64,?,?,?,?,1.42,?,?,1.6,?
?,1.6,1.23,?,1.36,2.34,3.18,?,0.86,?
?,?,0.22,?,?,2.06,?,?,?,?
?,?,?,?,1.5,2.04,3.19,2.78,?,?
?,1.28,0.35,0.32,?,?,?,2.9,?,3.18
?,?,?,?,0.42,?,?,2.73,?,3.12
?,1.2,0.3,?,?,?,3.17,?,?,?
?,?,?,0.66,?,?,3.18,2.95,?,?
?,?,?,0.67,1.36,?,?,2.96,1.79,2.74
0.74,?,1.66,?,?,1.76,?,?,?,2.42
1.31,?,1.73,?,?,?,3.19,?,1.47,?
?,?,1.26,0.47,1.66,2.4,?,2.73,?,?
?,1.44,?,?,0.3,1.66,?,2.89,?,?
?,?,?,?,?,1.48,3.17,?,?,?
?,?,?,?,?,?,?,?,?,2.5
0.48,1.56,?,?,?,2.12,?,3.13,1.5,?
?,?,0.22,0.64,?,?,3.18,?,?,?
?,1.28,?,0.46,?,1.5,?,?,1.86,?
?,?,0.19,0.42,0.3,?,3.17,2.63,?,3.34
0.77,1.4,?,?,0.58,?,?,2.75,?,?
1.06,1.36,0.32,0.5,?,2.28,?,2.89,1.7,?
?,?,?,?,1.58,?,3.18,2.82,?,2.72
?,?,0.43,0.19,?,1.06,?,2.7,?,?
0.7,?,?,0.48,?,?,?,2.78,1.15,?
0.74,1.12,?,?,?,?,?,?,?,?
?,?,?,?,1.12,2.42,?,2.82,1.47,?
0.86,1.0,0.93,0.43,?,2.06,?,?,1.22,2.5
0.42,1.08,?,?,?,1.02,3.18,2.86,?,3.02
0.54,1.08,0.74,?,?,?,?,?,?,2.54
?,?,1.01,?,0.98,1.9,3.18,?,2.08,?
?,?,?,?,0.98,?,?,?,?,?
1.22,?,?,?,0.48,?,?,?,?,?
?,?,?,?,1.36,?,3.18,2.7,?,?
?,?,0.45,0.46,0.64,?,?,2.67,?,2.4
?,1.04,0.3,0.56,0.32,?,?,?,?,?
?,?,2.0,?,?,2.38,?,?,1.66,?
0.7,?,0.61,?,?,?,?,?,1.25,?
?,?,?,0.5,1.14,?,?,3.2,1.31,?
?,1.24,?,?,?,?,?,2.61,1.02,?
?,1.32,0.24,?,?,?,?,2.78,?,?
?,?,?,?,0.26,2.34,?,3.07,?,3.04
?,?,0.72,?,?,?,?,2.88,?,?
?,?,2.05,?,1.18,2.26,?,?,1.34,?
1.55,?,?,?,0.5,?,?,?,?,3.3
0.7,1.36,?,?,?,?,3.18,?,1.82,2.74
?,0.96,?,?,?,1.54,?,?,1.41,?
1.09,?,?,?,0.22,2.22,?,2.77,?,?
?,?,2.26,?,1.2,2.22,3.2,?,1.38,2.58
?,?,?,?,?,1.58,?,2.95,1.7,3.14
0.58,?,?,?,?,1.28,?,2.72,?,?
?,1.52,?,?,1.26,?,?,?,?,2.74
0.96,?,?,0.32,?,?,3.18,?,?,?
1.38,?,?,0.64,?,2.32,?,2.94,1.76,?
0.64,?,?,?,0.56,1.24,3.18,?,1.09,?
0.8,?,?,0.32,0.38,?,?,?,?,3.06
0.83,?,?,0.85,?,?,?,?,?,2.62
0.77,?,?,?,?,?,?,2.58,1.22,?
?,?,?,?,?,1.5,3.18,2.66,?,2.64
?,?,?,?,?,?,?,?,?,?
?,?,?,0.55,0.26,?,?,?,?,?
0.58,2.96,1.9,?,1.44,?,3.19,?,?,?
?,?,?,0.51,1.42,?,?,?,?,2.54
0.7,1.2,?,?,?,1.58,?,?,?,?
0.96,1.28,0.21,?,?,?,?,?,?,?
0.7,1.0,?,?,2.58,?,?,?,?,2.96
1.18,?,0.62,?,1.06,1.74,?,?,1.25,3.38
0.99,?,0.32,?,?,?,?,2.77,1.98,?
1.38,?,?,0.37,?,1.16,?,?,?,?
?,?,?,?,?,1.36,3.17,?,?,3.38
0.7,?,0.14,?,?,?,?,2.79,1.15,?
1.09,?,?,?,0.7,?,3.19,2.79,?,?
?,?,0.35,0.57,?,1.58,3.18,?,2.21,2.74
?,?,?,0.39,1.3,2.1,3.16,2.95,?,?
