@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,1.08,2.22,?,?,?,?,2.62,?,2.34
1.02,1.2,0.3,0.38,?,?,?,2.93,1.34,?
?,1.48,2.06,0.48,?,?,3.18,2.71,1.76,?
0.8,?,0.66,?,2.54,?,3.18,2.59,?,?
?,?,1.12,0.51,0.8,1.82,3.18,?,1.5,2.56
?,1.2,?,0.58,0.54,1.7,?,2.78,?,?
?,1.68,?,?,?,?,?,?,?,3.12
?,1.16,?,?,?,2.28,?,2.86,1.44,?
?,?,?,0.39,?,?,3.18,?,1.41,?
0.64,?,2.27,?,?,?,?,?,?,?
?,1.4,?,?,1.2,2.54,?,?,?,2.54
?,?,?,?,1.46,?,?,2.62,1.28,2.34
?,0.96,?,0.45,?,?,3.18,3.03,?,?
0.9,1.12,0.22,0.45,0.32,1.1,3.18,2.82,2.08,?
?,?,?,?,?,?,3.18,3.1,1.34,?
?,?,?,0.37,?,?,?,?,1.5,?
1.47,?,?,0.62,?,?,?,2.78,1.63,?
?,?,2.32,?,?,1.06,?,?,?,?
0.93,?,?,?,0.8,?,?,?,1.28,2.94
0.51,?,1.92,?,?,?,?,?,?,?
0.54,1.44,?,?,0.7,?,3.18,2.74,1.5,?
?,?,?,?,0.5,?,?,2.82,?,?
?,1.04,?,?,?,1.86,?,2.82,1.25,2.34
?,?,0.14,0.47,1.22,?,?,2.81,1.98,?
?,1.08,?,?,0.82,1.78,?,?,1.41,?
1.31,?,?,0.56,0.78,?,3.19,2.86,?,?
0.99,?,?,?,?,?,3.19,?,1.38,2.32
1.28,?,?,?,0.7,?,3.18,2.81,?,3.36
0.8,1.76,?,?,1.04,?,3.19,?,1.63,?
?,?,0.67,?,?,?,3.17,2.78,?,3.06
?,?,0.19,0.47,?,?,?,?,1.12,?
?,?,0.8,?,?,1.7,?,3.07,?,?
?,?,?,?,?,?,?,2.83,1.86,?
?,1.52,?,1.65,0.32,0.86,?,2.62,?,?
?,?,?,0.58,?,1.98,3.18,?,?,2.66
?,0.28,?,?,?,?,?,?,?,?
?,?,?,?,?,?,3.17,?,1.5,?
0.7,?,0.72,?,?,?,3.18,2.69,?,2.56
?,1.08,0.19,?,0.5,?,?,?,?,?
0.64,?,0.14,?,?,?,?,?,?,2.42
0.67,?,?,0.54,?,?,?,2.86,?,2.64
1.38,?,?,0.53,?,?,?,?,?,3.26
0.56,1.16,0.13,?,?,?,3.17,2.91,1.54,?
1.1,?,?,?,1.44,2.28,3.19,2.74,?,?
?,1.2,?,?,1.42,2.83,3.2,?,1.47,2.38
0.99,?,?,?,?,?,3.19,?,?,?
?,?,?,?,0.56,1.92,?,?,?,2.94
?,1.44,2.34,0.55,0.94,?,?,2.79,1.79,2.82
?,?,?,?,0.8,?,?,?,?,?
?,0.88,2.67,?,?,?,?,?,2.14,?
0.67,1.6,0.21,?,?,1.96,3.17,?,?,3.1
0.9,0.96,?,?,?,2.1,3.18,?,?,?
0.64,1.12,?,0.37,0.64,?,?,2.94,?,3.06
?,?,?,0.65,?,?,?,2.82,1.41,?
?,?,?,0.45,?,?,?,?,?,?
?,?,?,0.39,?,1.18,3.17,2.9,?,?
0.86,0.88,2.85,0.39,?,?,?,?,?,?
1.07,?,?,?,?,?,3.18,?,?,?
?,?,?,0.43,0.8,?,?,2.74,?,?
1.76,0.04,?,?,?,?,3.17,2.8,?,?
?,2.16,?,?,1.54,?,3.18,?,2.24,2.78
0.9,?,?,?,?,?,?,2.96,?,?
?,?,1.65,?,?,1.44,?,?,?,?
?,1.84,0.51,0.66,1.04,1.78,?,2.79,?,2.54
?,1.36,?,?,1.1,?,?,3.04,1.28,?
0.83,1.04,?,?,?,1.86,?,?,?,?
?,?,0.18,0.61,0.7,?,3.18,?,1.73,?
?,1.72,?,?,?,?,?,?,?,?
0.61,?,?,?,1.12,?,?,2.78,1.79,?
0.54,?,?,?,1.04,?,?,2.58,1.82,2.94
1.06,?,1.1,?,0.86,?,?,?,0.96,?
?,?,?,0.56,1.66,2.9,?,?,?,?
0.77,?,0.26,?,?,?,?,?,?,?
0.93,?,1.3,0.42,1.42,2.22,3.19,?,1.31,?
?,?,?,0.69,0.88,?,?,2.86,?,?
?,?,1.38,?,1.1,?,3.18,?,?,?
?,?,?,?,0.78,?,?,?,?,?
0.51,?,?,?,?,1.3,?,?,?,?
1.06,?,?,?,0.72,?,?,2.81,1.41,?
?,1.48,0.99,?,?,?,3.17,?,1.31,3.34
?,1.2,?,?,?,?,3.18,2.7,1.57,2.78
?,0.88,1.52,0.46,0.8,1.48,?,2.71,?,?
?,?,1.14,?,1.66,?,3.18,?,1.7,2.54
?,?,?,0.55,?,?,?,?,?,?
?,?,1.54,0.62,1.7,?,3.18,3.02,?,?
0.51,?,0.27,0.3,0.78,?,?,?,?,?
0.8,?,0.73,0.61,?,?,?,2.99,?,?
?,?,1.62,?,0.78,?,3.19,3.02,?,?
?,?,?,?,?,?,3.18,?,1.28,?
0.96,?,0.74,?,?,?,3.18,2.8,1.44,3.06
1.09,1.32,0.74,0.39,?,?,?,?,1.86,3.2
0.74,?,?,?,?,1.96,?,2.93,?,3.34
0.8,?,?,?,0.82,1.48,3.18,2.82,?,2.96
?,?,0.61,0.42,?,?,?,?,1.22,?
0.61,?,?,?,?,?,?,2.71,?,?
0.9,?,?,0.59,?,?,3.17,?,2.21,?
?,?,0.29,0.38,?,?,?,?,1.66,3.42
?,?,0.19,0.61,1.62,2.44,?,?,?,?
0.8,1.24,?,?,1.38,2.42,3.19,?,?,2.62
0.86,?,?,?,1.26,2.12,3.18,?,1.92,?
?,1.52,?,0.51,1.34,2.46,3.18,2.8,1.6,?
?,?,?,?,1.2,?,?,2.93,1.47,?
?,?,?,0.55,?,2.0,?,2.74,?,2.98
?,1.6,0.21,0.54,0.62,?,3.18,2.85,?,?
0.64,?,0.22,?,?,2.02,3.18,2.66,1.34,?
?,1.44,?,?,?,1.94,?,?,1.66,2.62
1.02,?,?,?,0.94,?,?,?,2.08,3.42
?,?,?,?,1.34,?,?,3.06,1.57,2.86
2.05,1.12,?,0.37,?,1.04,?,2.77,1.98,?
?,?,1.89,?,1.66,?,?,?,1.41,2.34
?,1.76,1.02,0.27,?,1.16,?,2.63,1.28,3.36
0.58,1.12,?,0.45,?,?,?,?,1.44,2.9
?,?,?,?,?,0.98,3.17,?,?,?
0.9,?,?,?,1.04,?,?,?,1.86,?
?,?,0.93,0.47,?,1.58,3.18,2.82,?,2.98
0.8,1.16,?,0.23,?,1.5,?,?,0.93,?
0.9,?,?,?,?,?,3.18,2.91,1.44,?
?,?,2.56,0.5,1.1,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?
?,2.04,2.82,0.51,0.9,?,3.2,?,?,2.34
?,?,?,?,0.58,?,?,2.97,1.73,2.86
0.93,?,?,0.51,1.42,?,?,?,?,2.8
?,0.4,0.45,0.48,?,?,?,2.98,?,?
0.74,?,?,0.65,?,?,3.18,?,?,2.78
?,?,0.22,0.49,?,1.24,3.17,2.94,1.6,?
?,?,?,?,?,?,3.18,2.86,?,?
0.42,?,0.26,1.05,?,2.1,?,?,1.15,?
1.02,?,0.78,0.41,?,2.0,3.18,3.01,?,?
?,1.08,0.93,0.41,?,1.46,?,2.97,?,2.94
?,?,?,?,0.46,?,?,?,1.7,?
?,?,0.21,?,0.88,?,?,?,?,?
?,1.44,?,0.53,0.24,?,3.18,?,?,?
?,?,1.25,?,1.78,?,3.18,?,1.6,?
?,1.48,1.42,?,0.96,?,?,2.81,?,2.48
1.38,?,?,?,0.82,?,?,?,1.22,?
1.06,?,?,?,1.78,?,3.2,2.72,?,?
0.96,1.2,?,?,0.22,?,3.18,2.85,?,?
?,?,?,0.47,?,2.14,?,?,?,2.72
?,?,0.19,?,0.32,?,3.18,3.07,1.41,?
?,?,1.33,?,0.86,?,?,2.89,1.63,2.46
?,0.6,?,?,?,?,?,2.94,?,?
?,1.08,?,?,0.66,?,3.19,2.58,1.38,2.32
?,?,?,0.65,?,1.7,?,2.75,?,?
?,?,0.43,?,?,?,?,2.85,1.7,?
0.9,1.56,?,?,?,?,?,?,2.05,?
0.34,?,?,0.4,?,?,?,2.82,?,2.86
0.8,?,0.22,?,0.94,?,3.17,?,1.41,?
?,?,1.41,0.31,0.62,?,?,2.65,1.31,?
?,?,?,?,?,2.48,3.19,?,1.57,2.5
?,?,?,0.31,0.64,?,3.18,?,?,?
?,2.16,0.22,1.79,0.9,?,3.18,?,?,2.4
?,1.28,?,0.62,1.66,?,?,2.89,1.79,2.78
1.12,?,0.38,0.55,?,?,?,2.85,?,2.96
?,?,?,0.54,?,1.58,3.2,?,?,?
1.06,?,0.22,?,0.7,1.46,3.18,?,?,2.82
?,?,?,?,?,1.74,?,?,1.02,2.7
0.99,2.08,?,0.33,?,?,?,?,?,?
?,?,0.19,0.27,0.54,?,?,?,1.73,?
?,0.84,?,0.5,?,?,3.18,2.94,?,2.94
?,?,?,?,?,1.08,3.18,?,1.15,?
?,?,0.98,?,?,1.38,?,2.88,1.02,?
?,1.44,?,?,1.18,?,?,?,?,?
0.93,?,1.94,0.34,?,2.36,?,2.78,?,?
?,?,?,?,?,?,3.18,2.66,?,2.98
?,1.32,?,?,?,?,?,2.79,1.34,?
?,?,?,?,?,?,?,?,?,?
?,?,1.66,0.49,1.68,2.68,?,?,1.7,2.54
?,1.52,?,?,?,?,3.17,?,1.22,3.04
?,1.2,0.5,0.45,0.64,?,?,?,?,?
1.02,0.72,1.2,?,1.9,?,?,2.79,?,?
0.9,?,2.05,?,?,2.0,?,?,1.38,2.86
0.77,?,0.29,0.58,?,?,?,?,?,?
?,?,?,?,0.26,?,?,?,?,3.22
?,2.32,?,0.5,?,?,3.19,2.8,?,?
?,?,0.14,0.47,?,?,3.17,?,1.6,?
?,?,?,0.61,1.3,?,?,?,?,?
?,?,0.27,0.35,1.18,1.46,3.17,2.73,?,?
?,?,0.27,?,1.3,1.42,?,?,?,?
?,?,?,0.41,1.26,1.7,?,2.82,?,2.82
0.54,?,?,?,?,?,3.18,?,?,?
?,?,1.98,?,?,?,?,?,?,?
0.61,?,?,0.58,1.1,?,3.18,?,2.11,2.8
0.58,?,?,?,?,?,3.2,?,?,?
?,1.96,?,0.31,?,1.16,3.18,2.7,?,?
0.48,1.96,?,0.35,?,?,3.18,?,?,?
0.61,?,?,?,?,2.12,?,?,1.34,?
?,?,?,?,1.18,?,?,?,1.76,?
?,1.08,1.34,0.65,?,?,?,?,?,3.14
?,?,?,?,0.98,2.14,?,?,?,2.96
?,0.88,?,?,?,2.24,3.18,?,1.12,?
2.08,?,?,?,0.1,?,?,?,?,?
0.7,?,?,?,0.98,?,3.2,?,?,2.34
1.25,?,?,?,?,2.38,?,2.81,?,?
?,?,?,?,?,?,3.19,?,?,?
0.74,?,?,0.41,?,?,?,?,?,?
?,?,0.22,0.23,0.32,?,?,2.89,?,?
?,?,0.98,0.42,?,?,3.18,2.88,?,?
?,0.52,?,0.46,0.3,0.86,?,?,1.66,2.8
1.5,1.96,2.08,?,1.12,2.94,3.2,?,1.63,2.46
?,?,?,?,?,1.34,?,2.94,1.15,?
?,?,0.18,?,1.18,?,?,2.82,1.76,2.86
0.51,?,1.57,0.56,?,1.82,?,2.81,?,2.66
0.67,?,0.26,?,?,?,?,2.94,?,?
0.51,?,?,0.4,?,2.08,?,2.56,?,2.4
0.58,1.2,?,0.71,0.5,2.28,?,?,1.66,?
0.61,?,0.64,?,0.16,1.62,3.18,?,?,?
?,?,?,?,?,?,3.17,?,?,3.28
?,?,?,?,0.86,?,?,?,?,3.36
0.93,?,0.22,1.62,1.38,?,?,?,1.57,2.4
?,0.24,1.09,?,?,?,?,3.06,?,?
?,1.32,1.62,?,?,1.78,?,2.54,1.31,?
0.77,?,?,?,?,?,?,2.85,1.79,?
?,?,?,?,1.18,?,?,3.1,?,?
1.58,?,0.29,?,?,?,3.18,?,?,2.78
?,?,?,0.51,1.42,2.06,?,?,?,2.78
?,?,?,?,0.8,?,?,?,1.28,3.5
1.22,?,1.33,0.59,1.18,2.24,3.19,2.77,?,2.46
?,1.16,?,?,1.44,?,3.2,2.82,1.86,2.38
1.09,?,1.17,?,?,1.94,?,2.82,?,2.72
?,?,?,?,?,?,?,?,2.18,?
?,1.52,?,0.48,?,?,?,2.86,1.47,2.46
?,?,?,0.42,?,?,?,?,?,?
0.58,?,?,0.54,0.46,1.46,3.18,?,?,2.78
?,1.12,?,?,?,?,3.19,?,?,?
?,?,?,?,?,?,?,2.97,?,?
?,?,?,?,?,1.9,?,?,1.38,2.72
?,1.0,?,?,0.8,1.52,3.16,?,?,?
?,?,?,0.5,?,?,3.18,?,?,2.42
?,?,?,?,?,?,3.18,?,?,2.82
?,?,0.14,?,?,0.82,3.18,?,?,2.78
?,0.36,?,0.46,?,?,?,?,1.47,?
?,1.28,?,0.51,0.94,1.8,?,2.74,1.06,?
?,1.2,1.07,0.49,?,2.04,3.18,3.22,1.47,?
?,1.84,?,?,?,1.58,?,?,?,?
?,?,1.36,?,1.26,2.48,3.18,?,?,2.64
?,1.52,?,?,0.62,?,3.17,?,?,2.96
?,?,0.26,?,?,?,?,?,?,2.88
0.93,1.76,?,?,?,?,3.18,2.67,1.22,2.42
?,1.96,0.93,?,0.66,1.6,?,?,?,?
?,?,0.99,?,1.3,1.86,?,?,0.86,3.62
0.96,?,0.56,0.42,0.98,?,?,2.82,1.18,?
?,?,?,0.54,?,2.64,3.19,?,?,2.54
1.09,1.16,0.35,0.41,0.66,?,?,?,1.41,?
0.67,?,0.35,?,1.06,?,?,?,?,?
?,?,?,0.49,?,1.34,3.18,?,?,2.66
0.58,?,?,0.38,?,?,?,2.69,?,2.94
?,?,?,1.11,?,1.4,3.18,2.73,?,?
0.7,?,?,?,1.06,1.6,3.18,?,?,?
?,1.16,?,?,0.56,?,?,2.78,?,?
1.79,0.88,1.42,0.39,?,1.78,?,?,1.63,?
?,1.92,?,?,?,?,?,2.83,?,?
?,?,?,?,?,1.2,3.17,?,1.63,3.12
0.42,?,?,0.64,?,?,?,?,1.25,2.5
0.74,0.96,2.27,?,?,1.26,?,2.82,?,?
?,1.4,0.27,?,0.88,?,?,2.86,1.73,?
?,1.04,?,?,?,?,3.18,2.77,?,?
?,?,0.35,?,0.78,?,?,2.63,?,2.66
1.02,1.28,?,?,1.06,?,3.18,?,?,?
0.7,?,2.43,?,?,2.38,?,3.02,2.72,?
1.55,0.0,0.24,?,?,1.38,?,?,?,2.58
?,1.2,2.19,0.64,?,?,?,?,?,2.32
?,1.76,0.22,0.49,?,?,?,2.77,2.4,2.74
?,1.52,?,?,0.74,?,3.18,2.89,?,?
0.38,1.16,?,?,?,1.3,3.18,?,?,?
0.77,1.48,?,0.49,1.58,?,3.18,?,?,?
?,?,0.7,0.53,?,?,?,2.78,?,?
1.09,0.76,0.93,0.47,0.58,?,3.18,?,?,?
?,?,?,0.47,?,2.24,3.19,?,?,?
0.67,1.28,?,?,?,1.62,?,?,?,?
?,1.0,?,?,?,?,3.19,2.8,1.34,2.46
?,?,?,?,?,?,3.16,2.97,1.22,?
?,?,?,0.39,?,?,?,3.09,1.6,?
?,?,?,0.43,0.42,1.62,?,2.98,?,?
?,1.84,?,0.53,?,2.46,?,2.69,1.57,2.72
?,1.16,?,0.33,0.26,?,?,2.98,?,?
?,?,?,?,?,?,3.18,?,?,?
0.96,0.88,?,0.56,1.52,2.54,?,?,?,?
0.54,1.6,?,?,1.26,2.08,3.2,2.97,?,2.42
?,1.72,?,0.56,?,3.24,?,2.78,?,?
1.41,?,1.23,?,0.42,?,3.18,2.77,?,?
0.8,1.16,?,0.56,1.02,?,3.19,3.05,1.22,2.56
?,?,0.24,?,1.98,?,?,?,?,?
?,?,?,?,1.46,1.86,3.18,?,0.99,?
1.47,0.72,?,0.62,0.48,1.9,?,2.78,?,2.88
0.7,0.76,?,?,?,2.54,3.18,?,1.6,2.54
?,?,0.16,?,0.24,0.96,?,?,?,2.42
0.74,1.08,?,?,?,1.78,?,?,1.28,?
?,?,1.82,?,1.3,?,3.18,?,?,2.8
0.38,?,?,?,?,0.98,3.17,?,1.02,3.44
0.77,?,0.43,?,?,?,?,2.94,?,2.58
1.57,?,0.83,?,?,1.38,?,?,1.44,2.86
0.77,2.2,1.3,?,1.78,?,3.18,?,1.6,?
?,1.52,?,?,?,?,3.2,2.97,?,?
?,1.52,?,?,?,?,?,?,?,?
?,1.24,?,?,?,?,3.2,2.82,?,?
0.7,?,?,0.5,1.04,?,?,?,?,?
0.58,?,?,?,?,?,?,?,1.66,3.02
?,1.88,0.48,?,?,?,?,?,?,?
0.54,?,?,0.41,0.8,1.48,3.18,2.95,1.86,?
?,?,2.9,0.48,1.1,1.94,?,2.94,1.15,?
0.8,?,?,?,1.46,?,3.19,?,1.22,?
?,0.92,1.06,0.39,?,?,?,?,?,?
?,?,0.24,0.42,?,1.58,?,2.95,?,?
1.18,0.88,1.33,0.29,0.96,?,?,?,?,2.56
?,0.88,?,?,?,1.14,3.18,?,1.41,3.26
0.83,?,0.88,?,?,?,?,2.72,1.06,3.36
0.86,1.04,?,0.81,?,?,?,?,1.22,?
?,1.36,?,?,1.12,1.8,3.18,?,1.57,2.56
1.09,1.36,2.02,0.55,0.18,0.54,?,?,?,?
0.67,?,?,?,?,?,?,3.25,?,?
1.76,?,?,?,?,?,?,?,1.15,3.14
?,1.48,0.19,?,?,?,?,2.82,1.66,?
1.09,?,?,?,?,?,3.18,?,?,2.54
?,2.0,?,0.64,1.82,?,3.19,?,?,2.46
?,?,0.16,?,?,?,3.17,3.01,?,3.28
0.46,1.96,0.86,?,1.44,2.18,3.18,3.17,?,?
?,?,?,?,0.98,?,?,2.73,?,2.5
1.31,?,?,?,1.3,1.9,3.18,?,1.98,?
?,?,?,0.56,1.14,?,3.18,3.04,1.73,2.72
?,1.0,?,?,0.86,?,3.18,?,?,?
0.58,1.2,?,0.53,?,2.66,?,2.7,1.22,?
1.02,?,1.54,0.3,0.7,?,?,?,?,3.26
?,1.36,?,?,?,1.52,?,2.73,1.89,?
1.47,1.04,?,1.68,?,2.12,3.18,?,?,?
?,1.04,?,?,1.46,2.58,?,2.86,?,2.5
0.74,?,?,0.53,1.12,?,3.18,2.94,?,?
?,1.84,?,?,0.86,2.36,3.2,?,?,2.4
?,?,?,?,1.82,?,?,?,1.6,2.54
?,?,?,?,1.12,1.92,?,?,?,?
0.77,?,0.29,?,?,1.22,3.18,?,1.38,2.64
?,?,0.27,?,?,2.06,3.18,?,?,2.78
?,1.48,0.51,?,?,?,?,?,?,?
?,?,?,?,?,1.3,?,2.99,?,?
?,1.6,0.19,?,1.12,1.66,3.18,?,?,?
?,?,1.82,?,?,?,3.18,?,?,2.8
?,1.2,?,0.22,?,?,?,2.85,1.15,?
0.8,1.48,?,?,?,?,3.19,2.66,?,2.42
?,?,?,?,1.44,2.46,3.18,?,?,?
1.06,?,?,?,1.04,1.98,?,?,1.44,?
0.8,1.48,?,0.57,?,?,?,2.7,?,?
0.64,?,0.16,?,0.64,1.48,?,2.74,1.02,?
?,?,?,?,?,?,?,?,1.57,?
?,1.24,?,?,?,1.34,?,?,1.5,3.22
0.96,1.96,?,0.63,?,?,?,3.13,1.86,2.58
?,?,?,?,0.54,?,?,?,1.34,2.9
1.76,?,1.33,?,0.94,2.18,?,3.14,?,?
?,?,?,0.48,1.44,?,?,?,1.5,2.46
1.15,?,?,?,0.98,1.66,?,?,?,?
?,1.96,?,?,0.78,?,?,2.86,1.06,2.66
?,?,?,0.26,0.5,?,3.17,2.89,1.63,?
?,?,?,0.41,?,?,3.18,2.86,1.98,?
?,?,0.27,?,?,?,3.18,3.05,1.6,?
?,1.12,1.84,?,?,?,3.19,?,1.44,?
0.8,1.16,?,?,?,?,?,2.97,1.86,2.94
0.45,?,0.16,0.47,?,?,?,?,?,?
?,?,?,?,?,1.92,?,2.74,?,?
?,1.76,?,0.63,?,2.18,3.18,?,1.54,?
0.64,?,?,0.43,?,1.74,?,?,1.41,?
?,?,?,?,?,2.74,?,?,?,2.4
?,2.8,1.94,0.45,?,2.1,?,?,2.34,2.48
?,1.72,?,?,1.6,2.46,?,?,?,?
?,1.24,1.01,0.33,?,1.74,?,?,?,?
?,?,?,0.56,?,2.5,?,?,1.44,2.54
0.74,2.72,1.76,0.54,?,1.78,?,2.66,1.22,2.34
?,?,?,0.91,?,2.12,?,2.7,1.54,2.5
?,1.24,?,?,?,2.78,?,?,?,2.62
?,?,?,?,?,?,?,2.78,1.47,?
?,?,0.61,0.31,0.56,1.7,?,?,?,?
?,?,0.14,?,?,0.66,?,?,?,?
0.64,?,?,?,?,1.54,3.17,2.89,?,?
?,?,?,?,1.76,?,3.19,?,?,2.42
?,?,?,?,?,?,3.2,?,1.5,?
?,?,?,?,0.62,?,3.18,2.61,?,2.74
0.51,?,?,?,?,2.0,?,?,0.96,?
0.64,1.6,0.24,?,?,1.42,3.18,3.07,1.6,3.04
?,1.6,1.23,0.37,?,?,?,?,?,?
1.97,?,?,0.78,?,?,?,?,1.54,2.58
1.02,2.48,?,?,1.5,2.04,3.19,2.78,?,?
?,?,?,0.32,?,?,3.17,2.9,?,3.18
0.9,?,0.19,0.45,?,?,?,?,?,?
?,1.2,?,?,?,?,?,2.93,?,3.42
0.42,?,2.03,?,0.64,?,?,2.95,?,?
0.99,?,?,?,1.36,2.86,?,2.96,1.79,?
?,2.0,1.66,0.49,?,?,?,2.54,?,?
1.31,?,?,?,?,?,3.19,2.71,?,?
?,2.32,?,0.47,?,?,?,?,?,?
1.12,?,0.26,0.43,?,?,3.18,2.89,1.54,?
?,?,?,?,?,1.48,?,2.88,?,?
1.06,1.08,0.13,?,0.32,2.5,3.18,?,?,?
?,?,?,0.49,0.56,?,?,?,?,2.66
?,?,0.22,?,?,?,3.18,2.77,1.34,?
0.93,?,0.93,?,0.42,?,?,?,1.86,2.98
0.77,?,?,0.42,?,1.26,?,2.63,1.15,?
0.77,1.4,0.19,?,?,?,?,2.75,?,?
1.06,?,?,?,1.62,2.28,?,?,1.7,3.54
?,0.96,?,0.62,1.58,1.86,?,?,1.25,?
?,0.96,?,?,?,1.06,3.17,?,1.18,?
0.7,2.88,?,?,?,2.24,3.18,?,?,2.46
0.74,?,1.54,0.29,?,1.62,?,2.91,?,?
?,1.04,?,0.45,?,?,?,?,?,2.64
0.86,1.0,0.93,0.43,?,2.06,?,?,?,?
?,1.08,0.42,?,?,?,3.18,?,2.43,3.02
0.54,?,0.74,0.57,?,1.3,3.18,?,?,?
?,?,?,0.45,0.98,1.9,?,?,2.08,2.66
?,?,?,0.49,?,2.84,?,?,1.6,?
1.22,?,?,0.57,0.48,1.36,3.18,?,1.76,2.98
?,1.68,1.18,0.29,?,?,3.18,2.7,1.02,3.04
0.96,?,0.45,0.46,?,?,3.18,?,1.47,?
?,?,?,0.56,0.32,?,3.18,2.8,?,?
0.9,?,?,0.53,?,?,3.19,?,?,2.4
?,?,?,?,?,1.4,?,2.75,1.25,2.8
0.67,1.2,0.9,0.5,?,?,3.18,3.2,1.31,2.82
0.99,?,?,?,?,1.98,?,2.61,?,3.06
?,?,?,0.54,1.18,2.22,?,?,1.41,2.8
0.99,?,1.58,0.46,0.26,?,?,?,?,3.04
1.78,1.04,?,?,0.46,?,3.18,?,?,?
0.74,1.32,?,0.64,?,?,?,?,1.34,2.62
1.55,?,0.66,?,?,1.34,?,?,1.22,3.3
?,?,?,?,?,1.38,?,?,?,?
?,0.96,0.86,0.4,?,?,3.17,?,?,?
?,?,0.29,?,?,?,3.17,2.77,1.31,?
?,1.08,?,0.38,?,?,?,2.42,1.38,?
?,?,?,?,?,?,?,?,1.7,?
0.58,1.48,?,0.46,0.4,1.28,3.17,2.72,1.95,?
?,1.52,0.19,?,?,?,?,?,?,2.74
?,1.08,?,0.32,?,1.3,3.18,?,?,?
?,1.12,1.92,?,0.62,?,?,?,1.76,?
?,1.16,?,?,?,?,?,2.82,1.09,3.18
?,1.12,1.16,0.32,0.38,?,3.18,?,?,?
?,?,2.59,0.85,?,2.62,?,?,?,?
0.77,?,?,?,3.3,?,?,?,?,2.94
0.64,?,?,?,0.7,?,?,?,1.86,2.64
?,?,?,?,1.06,?,?,2.86,?,2.56
1.38,?,0.22,0.55,?,?,?,2.74,?,?
?,?,?,0.53,?,2.24,?,3.18,2.18,?
?,?,1.88,0.51,?,2.64,?,2.9,1.76,?
0.7,?,1.42,?,?,?,?,?,?,2.8
0.96,?,?,?,?,2.44,?,?,?,2.7
0.7,1.0,?,0.57,?,?,?,3.06,1.98,?
1.18,?,?,?,?,?,?,2.91,?,?
