@relation dataset

@attribute category_1 real
@attribute category_2 real
@attribute category_3 real
@attribute category_4 real
@attribute category_5 real
@attribute category_6 real
@attribute category_7 real
@attribute category_8 real
@attribute category_9 real
@attribute category_10 real


@data
?,?,?,0.54,1.12,1.74,3.18,?,?,?
?,?,1.17,?,1.04,1.38,3.18,?,?,2.94
?,?,1.1,?,0.86,?,?,?,?,3.18
?,?,1.25,?,?,2.9,?,2.82,?,?
0.77,1.04,0.26,0.66,?,?,3.18,?,?,?
0.93,2.68,?,?,?,?,?,?,?,2.38
?,0.48,?,0.69,?,2.62,?,2.86,?,?
?,?,?,?,?,?,?,2.72,?,?
?,1.36,0.19,0.46,?,?,?,?,?,2.82
?,1.44,0.42,0.33,0.74,1.3,?,?,1.18,?
?,1.68,1.02,0.66,?,2.02,?,?,?,?
?,1.48,0.99,?,1.12,?,?,?,?,3.34
?,1.2,?,?,?,1.66,3.18,?,?,?
?,0.88,?,?,?,?,3.18,2.71,?,2.88
0.83,?,?,0.51,?,?,?,?,1.7,?
0.93,?,1.73,?,?,?,?,?,1.89,?
?,1.28,1.54,?,?,2.16,?,3.02,?,?
?,1.64,0.27,0.3,0.78,1.86,?,2.69,2.5,?
?,?,?,?,?,?,?,2.99,2.14,?
1.15,?,1.62,?,?,1.94,3.19,?,?,?
?,?,1.66,?,?,1.9,?,2.85,1.28,2.88
0.96,1.4,0.74,?,?,?,3.18,?,1.44,3.06
1.09,?,?,0.39,?,?,?,?,?,3.2
0.74,?,0.26,?,?,?,3.17,?,1.73,?
0.8,1.12,0.19,?,0.82,?,?,?,1.7,?
?,?,?,?,?,1.86,?,?,1.22,?
?,?,?,0.45,?,1.9,3.18,2.71,2.37,?
?,1.4,0.19,?,?,1.88,3.17,?,2.21,3.02
0.96,?,?,0.38,0.88,?,3.17,2.93,?,?
?,?,?,0.61,?,?,3.18,?,?,2.46
?,?,1.98,?,1.38,?,?,3.12,1.5,?
0.86,?,?,0.55,?,2.12,?,2.86,1.92,?
0.77,1.52,?,?,?,2.46,?,?,?,2.54
?,?,1.01,?,?,2.02,3.18,2.93,?,?
0.74,?,0.18,?,?,?,3.18,?,?,?
?,1.6,?,?,0.62,?,?,?,?,2.66
?,1.56,0.22,0.57,?,?,3.18,?,1.34,?
?,?,?,?,?,?,3.18,2.73,1.66,2.62
?,?,1.22,?,?,1.66,?,2.8,?,3.42
0.9,?,0.32,?,1.34,2.02,?,3.06,?,?
?,?,?,?,?,1.04,3.17,2.77,?,3.44
1.18,?,?,0.5,1.66,?,?,?,?,?
?,1.76,1.02,0.27,0.24,1.16,?,?,?,?
?,?,1.57,?,0.78,?,?,?,?,?
?,?,0.51,?,0.34,?,?,?,2.21,3.36
0.9,?,?,?,1.04,1.78,?,?,?,?
0.7,1.28,0.93,?,?,?,?,2.82,1.76,2.98
?,1.16,?,0.23,?,1.5,?,2.78,?,?
0.9,?,?,?,?,?,3.18,?,?,?
0.7,?,?,?,1.1,?,?,?,?,?
?,1.04,?,?,?,?,?,?,?,?
?,2.04,?,?,0.9,?,?,2.85,1.5,2.34
?,?,?,?,?,?,3.18,?,?,2.86
?,?,0.26,?,?,?,?,?,2.18,2.8
1.9,?,?,0.48,?,?,3.18,?,?,?
?,?,?,0.65,?,0.98,?,?,1.22,?
?,?,0.22,0.49,?,1.24,?,2.94,?,?
0.96,?,?,?,0.72,2.02,3.18,?,1.57,?
?,1.88,?,?,?,?,?,?,?,?
?,?,0.78,0.41,1.1,2.0,?,3.01,?,3.26
0.99,?,?,?,?,?,?,2.97,?,?
?,0.96,0.22,0.47,0.46,?,3.18,?,?,?
0.77,?,?,?,0.88,?,?,2.86,?,?
?,?,?,?,?,?,?,?,?,2.9
?,?,?,0.43,?,2.62,?,2.75,?,2.7
?,1.48,?,0.61,?,?,?,2.81,?,2.48
?,?,?,0.37,?,?,?,2.69,1.22,?
1.06,?,2.5,0.56,1.78,2.8,?,?,2.18,2.54
?,?,?,0.43,?,2.8,?,?,1.98,2.64
?,?,?,0.47,1.42,2.14,3.18,?,?,?
1.41,?,?,?,?,?,?,?,?,3.06
?,?,?,0.61,?,?,?,2.89,1.63,?
?,0.6,?,?,?,?,?,?,?,?
?,1.08,?,?,0.66,1.8,?,?,?,2.32
?,1.32,?,0.65,1.28,?,?,2.75,?,?
?,?,?,?,?,?,?,?,?,3.52
0.9,1.56,?,0.35,?,1.96,3.16,?,?,?
?,?,?,0.4,1.18,?,?,2.82,?,2.86
?,?,0.22,0.34,0.94,?,?,?,1.41,?
?,1.04,?,0.31,0.62,?,?,2.65,?,3.04
1.28,0.68,?,?,?,2.48,?,2.74,1.57,2.5
?,1.48,?,0.31,0.64,1.3,3.18,?,1.57,?
1.25,?,0.22,1.79,0.9,1.76,?,?,1.7,?
?,?,2.5,?,?,3.02,?,?,?,2.78
?,1.56,0.38,?,?,?,?,?,?,2.96
0.7,?,2.77,?,0.98,?,3.2,2.74,1.47,?
?,1.12,0.22,?,?,1.46,3.18,?,?,2.82
?,?,0.82,0.42,0.62,1.74,?,?,?,?
?,?,?,?,0.14,?,?,?,?,?
0.99,?,?,?,?,?,3.18,?,1.73,2.62
?,?,0.24,?,?,?,?,2.94,?,?
0.77,?,1.71,?,0.7,?,?,2.54,?,?
?,?,0.98,?,1.1,1.38,3.17,?,1.02,?
?,?,?,?,?,1.48,?,2.79,?,?
?,1.36,1.94,?,0.9,?,3.19,?,?,2.82
0.83,?,?,?,0.7,?,?,?,?,2.98
?,1.32,?,?,0.42,?,3.18,?,1.34,2.58
?,?,?,?,?,?,3.17,2.94,?,?
0.7,1.28,?,?,1.68,2.68,3.19,2.77,?,?
0.61,?,0.18,?,0.8,1.4,3.17,?,?,?
?,1.2,0.5,?,?,1.54,?,2.71,?,?
1.02,?,1.2,0.47,?,2.98,?,?,?,2.38
?,0.88,?,0.45,?,2.0,?,?,?,?
0.77,?,0.29,?,?,?,?,2.87,1.6,2.88
?,1.12,?,0.41,0.26,1.22,?,2.73,?,3.22
?,?,?,0.5,1.12,?,3.19,?,1.63,?
0.93,?,?,?,?,?,?,?,1.6,3.04
0.61,?,?,0.61,1.3,?,?,?,1.57,?
?,?,?,0.35,?,1.46,3.17,2.73,1.47,3.34
0.9,?,?,1.78,?,1.42,3.18,2.75,?,2.46
?,?,1.39,?,?,1.7,3.18,?,?,?
?,?,0.58,0.57,0.78,1.7,?,2.91,1.28,3.3
?,?,?,0.55,1.34,?,?,2.94,?,?
?,?,0.22,?,?,1.42,?,?,?,2.8
?,?,2.1,?,?,2.18,?,?,?,?
?,?,?,?,0.74,1.16,3.18,?,?,?
0.48,1.96,?,?,?,?,?,2.7,1.28,?
?,0.84,?,0.38,?,2.12,3.18,2.97,1.34,?
?,1.16,?,?,?,?,?,2.82,?,2.86
?,1.08,1.34,0.65,?,2.14,3.18,2.81,?,3.14
0.58,?,0.22,?,?,?,3.18,?,1.44,2.96
0.96,?,?,?,?,?,?,?,?,2.7
?,0.48,?,?,0.1,?,?,?,?,3.6
0.7,0.92,?,0.54,?,?,3.2,?,1.47,?
1.25,?,?,0.54,1.76,?,3.19,?,?,?
?,1.6,?,?,?,1.02,3.19,?,?,?
?,1.84,1.02,?,?,1.14,?,?,?,3.12
?,?,?,0.23,0.32,?,?,2.89,?,?
?,1.2,?,0.42,?,?,?,?,1.63,?
?,0.52,0.22,?,?,?,3.18,?,?,?
1.5,1.96,?,?,?,?,?,2.63,?,2.46
0.96,?,0.67,0.33,?,1.34,3.17,?,?,3.14
0.34,?,0.18,0.4,1.18,?,?,?,?,?
?,?,?,0.56,?,?,?,2.81,?,?
?,1.16,0.26,0.39,?,?,?,2.94,?,?
0.51,?,2.0,?,0.48,2.08,3.19,2.56,?,?
0.58,1.2,?,?,?,?,?,?,1.66,2.4
?,2.4,?,?,0.16,1.62,3.18,?,1.89,?
?,?,0.67,?,?,1.92,3.17,2.67,?,?
?,0.88,?,?,0.86,?,?,2.98,1.41,?
0.93,1.96,?,1.62,?,?,3.18,2.74,?,2.4
?,?,?,?,0.24,?,?,3.06,1.41,?
0.61,1.32,?,?,1.68,1.78,?,?,1.31,?
?,0.72,?,?,0.88,?,?,?,1.79,?
0.96,?,?,?,?,3.12,3.19,?,2.05,2.72
1.58,0.88,?,0.53,?,?,3.18,?,1.73,?
?,?,?,0.51,?,?,3.19,3.13,?,2.78
?,?,?,?,?,?,?,?,?,3.5
1.22,?,1.33,0.59,1.18,?,?,2.77,?,2.46
1.12,?,2.3,?,?,?,3.2,?,1.86,?
?,?,?,0.59,0.8,1.94,3.19,?,1.95,2.72
0.45,1.4,?,0.45,?,?,?,?,?,?
?,?,?,?,1.5,?,3.18,?,1.47,2.46
?,1.64,0.29,?,1.38,2.2,3.17,?,?,?
0.58,?,?,?,?,?,?,3.04,?,?
0.7,?,1.92,0.64,1.82,?,?,?,0.96,?
0.77,?,?,?,?,?,?,2.97,?,?
?,1.76,1.33,2.91,?,?,?,2.78,?,?
?,?,0.22,?,0.8,1.52,?,2.74,1.38,?
?,?,?,?,0.8,?,?,2.82,?,?
?,?,?,?,?,2.38,3.18,?,2.18,2.82
?,1.56,?,?,0.4,?,?,?,0.9,?
?,?,0.22,?,1.5,?,?,?,1.47,2.66
?,1.28,?,?,?,1.8,3.18,2.74,?,3.1
?,?,?,?,1.14,?,?,?,1.47,2.82
?,?,2.18,0.59,?,?,?,?,1.6,2.66
?,?,1.36,?,?,?,3.18,?,?,?
0.9,?,0.32,0.59,?,?,3.17,?,?,?
?,?,0.26,?,0.34,?,?,?,1.73,?
?,?,0.58,?,?,?,3.18,2.67,?,?
0.77,?,0.93,0.61,?,1.6,3.18,?,?,?
1.18,?,?,?,?,?,?,?,?,?
?,?,0.56,0.42,0.98,?,?,?,1.18,?
?,?,?,0.54,1.3,?,3.19,2.87,?,?
?,?,?,0.41,?,1.34,?,2.72,?,?
0.67,?,?,?,1.06,?,?,?,1.28,2.96
?,0.76,?,0.49,?,?,?,3.26,?,?
0.58,1.2,0.18,?,?,?,?,2.69,?,2.94
0.67,0.84,?,1.11,?,1.4,?,?,?,2.56
?,?,?,?,1.06,?,3.18,2.65,?,?
0.77,?,1.62,?,?,?,?,?,1.12,2.54
?,?,?,0.39,0.72,?,3.19,?,1.63,?
?,?,0.35,0.48,?,?,?,?,?,2.58
0.61,?,0.22,0.53,0.58,1.2,?,?,1.63,3.12
?,?,?,0.64,0.88,1.26,?,?,1.25,2.5
?,?,2.27,?,?,?,?,?,1.6,?
0.61,?,0.27,0.41,?,?,?,2.86,?,?
1.02,?,?,?,0.64,2.74,?,2.77,?,?
0.83,1.64,?,0.56,?,1.48,3.18,?,?,?
1.02,?,?,?,?,?,3.18,?,?,2.94
?,?,?,?,1.82,2.38,?,3.02,?,2.48
?,?,?,0.74,?,?,?,3.22,1.28,?
?,1.2,2.19,?,0.88,?,3.19,?,1.41,?
?,?,0.22,0.49,?,?,?,?,?,2.74
0.54,?,?,0.37,0.74,?,?,?,?,3.04
0.38,?,1.65,0.45,?,1.3,3.18,2.83,?,?
?,?,1.19,?,?,2.5,?,?,1.6,2.5
?,1.8,?,?,1.52,?,?,2.78,?,2.98
?,0.76,0.93,?,?,1.94,3.18,2.8,2.02,?
0.96,?,2.05,0.47,?,?,?,?,?,?
?,?,0.14,?,1.02,1.62,?,?,?,2.82
0.74,?,2.77,?,?,1.46,?,2.8,?,2.46
0.93,?,?,?,?,1.46,?,2.97,1.22,?
?,?,?,?,?,1.82,?,?,1.6,2.88
1.09,1.0,?,?,?,?,?,2.98,?,3.36
?,?,0.22,?,0.9,2.46,3.19,?,?,?
0.48,1.16,?,?,0.26,?,3.18,?,1.25,2.7
?,1.2,?,0.51,?,?,?,2.95,?,2.48
?,?,?,?,1.52,?,?,2.74,?,2.48
0.54,1.6,2.33,?,?,2.08,?,?,?,?
0.86,1.72,?,?,?,3.24,?,?,?,?
1.41,1.96,1.23,?,?,2.26,?,2.77,?,2.32
0.8,1.16,?,?,1.02,?,?,?,1.22,?
?,?,0.24,0.34,1.98,1.62,3.17,?,?,?
0.67,1.36,1.9,0.45,1.46,1.86,?,?,0.99,?
?,0.72,?,0.62,0.48,?,3.18,?,?,?
?,0.76,0.18,?,?,2.54,?,?,1.6,?
0.74,1.84,?,0.62,?,?,?,2.62,?,?
0.74,?,?,?,?,?,3.18,?,?,?
0.48,?,1.82,0.4,?,?,?,?,?,2.8
?,1.32,0.46,0.5,?,?,3.17,2.82,?,3.44
0.77,?,?,?,1.72,2.91,3.18,?,1.86,2.58
?,1.28,0.83,?,?,1.38,?,?,?,?
?,2.2,1.3,?,?,?,?,?,1.6,2.46
?,?,?,0.63,?,2.26,?,2.97,?,?
?,1.52,1.68,?,1.42,?,3.18,2.97,?,3.12
1.25,?,?,0.49,?,?,3.2,?,1.73,?
?,?,0.74,?,1.04,?,3.18,?,0.9,?
0.58,?,0.16,0.35,?,?,?,?,1.66,3.02
?,1.88,0.48,0.59,?,1.94,?,2.93,?,2.66
0.54,1.32,?,?,?,?,?,2.95,?,?
0.67,?,2.9,?,1.1,1.94,?,?,?,?
?,1.12,?,0.63,?,2.74,3.19,?,?,2.4
1.57,?,?,?,?,?,3.18,2.71,?,?
?,?,0.24,?,?,1.58,?,?,1.63,?
1.18,0.88,?,?,?,?,3.19,2.96,1.92,?
0.58,0.88,0.88,0.42,0.26,1.14,?,3.07,1.41,?
?,?,?,?,0.82,?,?,?,?,3.36
?,1.04,?,0.81,?,0.92,?,?,1.22,3.06
?,1.36,?,?,?,?,?,?,?,?
?,1.36,?,?,?,?,?,2.83,?,?
?,?,0.37,?,1.6,?,3.18,3.25,?,?
1.76,?,?,0.3,0.38,0.94,?,?,1.15,3.14
?,?,0.19,0.56,?,1.26,3.18,?,1.66,?
?,1.6,?,?,?,?,?,?,?,?
0.99,2.0,2.13,?,1.82,?,3.19,2.67,?,?
?,?,?,?,?,1.28,3.17,?,1.41,?
?,1.96,?,?,?,?,3.18,?,1.41,2.88
?,?,?,0.61,?,?,3.19,?,1.28,?
1.31,?,?,0.59,?,1.9,?,?,1.98,?
?,1.0,0.22,?,?,?,?,3.04,?,2.72
?,1.0,1.7,?,0.86,?,3.18,?,?,?
0.58,?,?,0.53,?,2.66,3.18,?,1.22,2.48
?,0.92,1.54,?,0.7,1.58,?,?,1.7,?
?,?,?,?,?,?,?,?,1.89,2.94
?,?,?,?,1.3,?,?,2.79,?,?
?,?,1.74,?,?,2.58,?,2.86,?,?
?,?,?,?,?,?,?,?,2.05,?
0.9,?,?,0.67,?,?,3.2,2.9,?,?
?,0.96,?,?,1.82,?,?,2.71,1.6,2.54
?,?,?,?,1.12,?,3.17,?,?,3.26
0.77,?,?,?,?,?,?,2.94,1.38,?
?,1.68,0.27,0.51,?,?,3.18,?,?,2.78
?,1.48,0.51,0.24,?,?,?,3.02,1.5,?
?,1.6,0.3,?,?,?,3.17,?,1.76,3.22
0.86,?,0.19,0.87,1.12,?,?,2.95,?,2.7
0.83,2.0,?,0.33,?,?,3.18,?,?,2.8
?,?,?,0.22,0.1,0.38,3.17,2.85,?,3.2
0.8,?,?,?,1.38,2.56,?,?,1.41,2.42
?,?,1.22,?,1.44,2.46,?,?,1.44,?
1.06,?,?,?,?,?,?,2.78,?,?
?,?,0.42,?,0.64,?,?,?,?,?
?,?,0.16,?,0.64,?,3.18,?,1.02,?
0.8,?,?,?,0.82,?,?,2.97,?,2.66
?,?,0.58,?,?,?,3.17,?,?,?
0.96,1.96,1.31,?,1.3,2.5,3.19,?,?,?
0.86,?,?,?,0.54,?,?,?,?,?
?,?,?,?,?,?,?,?,1.63,3.34
0.74,?,?,?,?,?,3.19,2.87,?,?
1.15,?,?,0.43,?,?,?,2.66,?,?
?,1.96,?,?,?,1.98,?,?,1.06,2.66
?,?,?,0.26,0.5,?,?,?,1.63,?
?,?,1.39,0.41,0.78,?,?,?,?,2.64
0.9,?,0.27,?,?,?,3.18,3.05,?,?
?,1.12,?,0.57,?,?,3.19,?,1.44,?
?,1.16,?,?,1.04,?,3.18,2.97,1.86,?
?,?,?,0.47,?,1.08,3.17,?,?,?
0.96,?,?,0.56,?,?,?,2.74,?,?
?,1.76,1.42,0.63,1.38,2.18,?,2.75,?,2.56
0.64,?,?,?,?,?,?,?,?,2.8
?,?,?,?,1.46,?,?,2.78,1.22,?
?,2.8,1.94,?,0.56,?,3.19,2.66,?,?
?,?,2.4,0.61,?,?,?,?,?,2.34
?,?,1.01,?,1.1,?,3.18,2.74,?,?
0.96,?,?,?,1.34,?,3.18,?,1.44,2.54
?,?,?,?,?,1.78,?,2.66,1.22,2.34
1.44,?,1.55,0.91,?,?,?,2.7,?,?
0.9,1.24,?,?,?,?,3.18,?,2.05,?
0.58,?,2.77,0.63,?,?,?,2.78,?,2.4
?,?,0.61,0.31,0.56,?,?,3.15,?,2.98
0.86,1.48,0.14,0.29,0.3,0.66,3.16,?,1.06,3.5
0.64,?,?,0.43,?,?,?,2.89,?,?
1.39,?,?,?,1.76,3.24,?,2.87,1.73,2.42
?,1.56,?,?,?,?,3.2,2.64,1.5,2.4
1.12,?,?,?,?,?,?,2.61,?,?
0.51,?,0.16,1.58,1.54,?,?,2.74,?,?
?,1.6,?,?,?,?,3.18,?,?,3.04
0.64,?,?,?,?,2.34,3.18,?,?,?
?,?,0.22,?,?,2.06,3.18,2.85,1.54,?
?,?,?,0.41,?,2.04,?,2.78,?,2.38
0.7,?,0.35,?,?,?,?,?,1.89,?
0.9,1.32,0.19,?,?,1.3,?,?,1.25,?
?,?,0.3,?,?,1.9,?,?,1.34,?
?,0.88,2.03,?,?,?,3.18,?,?,3.12
?,?,?,?,1.36,?,?,?,?,?
?,?,1.66,0.49,1.62,1.76,?,?,?,?
?,?,?,?,?,2.58,?,?,1.47,?
0.83,?,1.26,?,?,2.4,?,?,1.22,?
1.12,1.44,0.26,0.43,?,1.66,3.18,?,?,?
0.54,1.36,?,?,?,?,?,?,1.44,?
?,1.08,0.13,?,?,?,?,?,1.98,2.5
?,?,?,?,0.56,?,?,?,?,?
?,?,?,0.64,?,1.82,?,?,?,?
?,?,0.93,?,0.42,?,?,?,?,2.98
0.77,1.2,0.19,0.42,?,?,3.17,?,?,?
0.77,1.4,0.19,0.43,0.58,?,3.17,?,1.54,?
?,?,?,0.5,1.62,2.28,3.17,?,?,?
0.72,?,?,?,?,?,?,2.82,?,?
?,?,?,0.19,?,?,?,?,?,?
?,?,1.09,0.48,0.88,?,?,?,1.15,?
?,1.12,1.54,0.29,0.7,?,3.18,?,?,3.02
?,?,1.42,?,?,?,?,?,?,?
0.86,?,0.93,0.43,?,?,3.18,2.91,1.22,?
?,1.08,?,?,0.86,1.02,?,2.86,?,3.02
0.54,?,?,?,?,?,?,?,1.5,?
?,?,?,?,0.98,?,?,?,2.08,?
?,?,?,0.49,?,?,?,?,?,2.56
?,0.92,1.04,0.57,0.48,?,?,2.75,?,2.98
0.96,?,1.18,?,?,?,?,?,1.02,?
?,0.68,?,?,0.64,?,3.18,?,?,2.4
?,?,?,0.56,0.32,?,?,2.8,1.22,2.5
?,1.04,?,0.53,1.28,?,?,?,1.66,?
0.7,?,?,?,?,1.4,?,2.75,1.25,?
?,1.2,0.9,0.5,?,2.14,?,3.2,1.31,2.82
?,?,0.15,?,?,?,3.17,2.61,?,3.06
?,1.32,0.24,0.54,?,2.22,3.18,?,?,2.8
?,?,?,0.46,?,2.34,?,3.07,?,?
?,1.04,?,?,?,?,?,?,?,2.42
?,?,2.05,?,?,?,3.19,3.04,?,2.62
?,?,0.66,0.3,?,1.34,?,2.67,1.22,?
0.7,1.36,?,?,0.78,?,3.18,?,?,?
?,?,?,?,?,1.54,?,2.78,1.41,?
?,?,0.29,?,0.22,2.22,?,2.77,1.31,?
?,?,?,?,1.2,2.22,?,?,?,?
0.74,?,?,?,?,1.58,?,?,?,?
0.58,1.48,?,0.46,?,?,?,?,1.95,?
?,?,0.19,?,?,1.74,?,?,?,?
?,?,?,0.32,0.58,?,?,2.63,1.22,3.12
?,?,?,?,?,?,3.19,2.94,?,?
0.64,?,?,0.4,?,?,3.18,?,1.09,3.18
0.8,1.12,1.16,?,0.38,?,?,?,1.18,?
?,?,2.59,0.85,?,?,3.19,2.69,?,?
?,1.16,1.36,0.42,?,?,3.18,2.58,?,?
?,0.6,?,?,0.7,?,?,2.66,?,?
?,?,?,?,?,?,3.19,2.86,1.25,2.56
?,1.28,?,?,?,?,3.18,?,?,?
?,?,?,?,?,?,?,?,?,?
0.83,?,1.88,?,?,?,3.19,?,1.76,?
?,?,1.42,0.27,0.46,?,?,2.66,?,?
?,1.28,?,0.62,0.72,?,?,?,1.38,?
?,?,?,0.57,2.58,?,3.17,3.06,?,?
1.18,?,0.62,0.31,?,1.74,3.17,?,1.25,?
?,0.92,?,0.79,0.78,?,?,2.77,1.98,?
?,?,1.8,?,?,?,?,?,?,?
1.18,1.28,0.26,?,?,?,3.17,?,1.76,?
?,?,?,?,?,1.18,?,2.79,?,2.96
