@relation dataset

@attribute realvaluedinputfeature_1 real
@attribute realvaluedinputfeature_2 real
@attribute realvaluedinputfeature_3 real
@attribute realvaluedinputfeature_4 real
@attribute realvaluedinputfeature_5 real
@attribute realvaluedinputfeature_6 real
@attribute realvaluedinputfeature_7 real
@attribute realvaluedinputfeature_8 real
@attribute realvaluedinputfeature_9 real
@attribute realvaluedinputfeature_10 real
@attribute realvaluedinputfeature_11 real
@attribute realvaluedinputfeature_12 real
@attribute realvaluedinputfeature_13 real
@attribute realvaluedinputfeature_14 real
@attribute realvaluedinputfeature_15 real
@attribute realvaluedinputfeature_16 real
@attribute realvaluedinputfeature_17 real
@attribute realvaluedinputfeature_18 real
@attribute realvaluedinputfeature_19 real
@attribute realvaluedinputfeature_20 real
@attribute realvaluedinputfeature_21 real
@attribute realvaluedinputfeature_22 real
@attribute realvaluedinputfeature_23 real
@attribute realvaluedinputfeature_24 real
@attribute realvaluedinputfeature_25 real
@attribute realvaluedinputfeature_26 real
@attribute realvaluedinputfeature_27 real
@attribute realvaluedinputfeature_28 real
@attribute realvaluedinputfeature_29 real
@attribute realvaluedinputfeature_30 real


@data
13.28,?,87.32,545.2,?,0.1436,0.09847,?,0.1974,0.06782,?,0.8249,?,31.33,?,?,?,0.00956,0.01719,0.003317,17.38,?,?,907.2,0.153,0.3724,0.3664,?,?,0.1027
13.17,21.81,?,531.5,0.09714,?,0.08259,0.05252,?,0.06177,0.1938,?,?,14.49,0.00335,?,?,0.006853,0.01113,0.00172,16.23,?,105.5,?,0.1503,0.3904,?,0.1607,0.3693,0.09618
18.65,?,?,1076.0,?,?,0.1974,?,0.1907,0.06049,?,0.6633,?,?,0.006294,?,?,?,?,?,22.82,?,?,1567.0,0.1679,0.509,0.7345,0.2378,0.3799,0.09185
8.196,16.84,?,201.9,?,?,0.01588,0.005917,?,0.06503,?,0.9567,?,8.205,0.008968,0.01646,?,0.005917,0.02574,?,8.964,?,57.26,242.2,0.1297,0.1357,0.0688,?,0.3105,0.07409
13.17,?,?,534.6,0.1158,0.1231,?,0.0734,?,0.06777,0.2871,0.8937,1.897,24.25,0.006532,0.02336,?,0.01215,0.01743,?,?,?,?,759.4,0.1786,?,?,0.2088,0.39,0.1179
12.05,14.63,?,449.3,0.1031,0.09092,?,0.02749,0.1675,0.06043,?,0.7294,1.848,?,?,?,?,?,?,?,?,?,89.88,?,?,0.2156,0.305,0.06548,?,0.08301
13.49,22.3,?,?,?,0.07698,?,0.03384,0.1809,0.05718,0.2338,1.353,1.735,?,0.004455,?,?,0.01184,0.01641,?,15.15,31.82,99.0,698.8,?,?,?,?,0.2871,0.06917
?,21.6,74.72,?,0.08637,0.04966,?,?,?,0.05888,0.4062,1.21,2.635,28.47,0.005857,?,0.01168,0.007445,?,?,?,25.72,?,516.5,?,?,0.05523,0.03715,0.2433,0.06563
?,16.34,87.21,571.8,?,?,0.01857,0.01723,?,?,0.1872,0.9234,1.449,14.55,0.004477,?,0.01079,0.007956,0.01325,0.002551,14.67,?,?,?,?,?,0.105,0.08586,0.2346,0.08025
11.94,18.24,75.71,437.6,0.08261,0.04751,?,0.01349,0.1868,0.0611,?,0.6329,1.52,17.47,0.00721,0.00838,0.01311,0.008,0.01996,?,13.1,?,83.67,527.2,0.1144,0.08906,0.09203,0.06296,0.2785,0.07408
18.22,?,?,?,?,0.1485,?,?,0.2092,0.0631,?,?,4.877,98.81,0.003899,0.02961,0.02817,0.009222,0.02674,0.005126,20.6,24.13,135.1,1321.0,?,0.2297,?,?,0.3021,?
15.1,22.02,97.26,712.8,0.09056,0.07081,?,0.03334,0.1616,0.05684,0.3105,?,?,29.91,?,0.0103,0.01603,0.009222,?,0.001629,18.1,?,?,?,0.1389,0.2057,?,0.153,0.2675,0.07873
11.52,18.75,73.34,?,0.09524,0.05473,?,0.02278,0.192,0.05907,0.3249,?,2.183,23.47,0.008328,?,0.01349,?,?,?,?,22.47,?,506.2,?,0.0872,?,?,?,0.07036
19.21,?,125.5,1152.0,0.1053,0.1267,0.1323,?,?,?,0.7275,1.193,?,102.5,?,0.02306,0.02945,?,0.01852,?,?,28.14,170.1,2145.0,0.1624,?,?,?,0.3537,?
?,?,95.55,?,0.1137,?,0.1293,?,0.2027,0.06758,0.4226,?,2.735,40.09,0.003659,0.02855,?,0.01272,?,0.004108,?,?,115.7,?,?,?,?,?,0.3698,?
?,19.31,?,527.2,?,?,6.92E-4,0.004167,0.1819,0.05501,0.404,1.214,2.595,32.96,?,0.008593,6.92E-4,0.004167,?,0.00299,?,22.25,90.24,?,0.1021,?,0.001845,0.01111,0.2439,?
8.618,?,54.34,?,0.09752,0.05272,0.02061,?,0.1683,0.07187,0.1559,?,1.046,?,?,?,0.01981,0.005742,0.0209,0.002788,9.507,?,59.9,274.9,?,?,0.1168,0.04419,?,?
?,?,?,?,?,0.08061,0.01084,0.0129,?,?,0.5158,?,3.312,34.62,?,?,0.007665,0.008193,0.04183,0.005953,?,?,?,368.6,0.1275,?,0.02168,?,0.3557,0.0802
?,20.98,54.66,221.8,?,0.08963,0.03,0.009259,0.1828,0.06757,?,?,?,?,?,?,0.03,?,?,?,9.565,?,62.06,?,0.1639,0.1698,0.09001,?,0.2972,0.07712
?,22.15,?,?,0.1049,?,0.2135,?,?,0.07292,0.7036,?,?,?,0.009407,0.07056,?,?,0.017,?,17.67,29.51,?,959.5,?,?,?,?,?,?
?,13.86,59.2,260.9,?,0.08751,0.05988,0.0218,0.2341,?,0.4098,?,2.608,?,0.008738,0.03938,0.04312,0.0156,?,0.005822,?,19.23,65.59,310.1,0.09836,?,0.1397,0.05087,0.3282,0.0849
12.68,?,?,499.0,?,?,0.1128,0.06873,0.1905,0.0659,0.4255,1.178,?,36.46,0.007781,?,0.02973,0.0129,?,0.003601,?,?,?,888.3,?,0.4061,0.4024,0.1716,?,0.1031
?,23.94,?,668.3,?,0.1479,?,0.09029,?,?,?,1.281,?,35.24,0.006703,0.0231,0.02315,0.01184,?,0.003224,?,33.39,114.6,?,0.1648,0.3416,?,0.1614,0.3321,0.08911
?,21.01,60.11,?,0.1044,?,0.02172,0.01504,?,?,0.2351,?,1.66,14.2,?,0.01755,0.01714,?,?,0.004237,?,?,?,?,0.1548,0.1664,?,0.06517,0.2878,0.09211
?,19.04,71.8,?,?,0.04701,?,0.0223,0.1516,?,0.2727,?,1.831,18.15,?,0.009216,0.02063,?,0.02183,?,12.33,?,?,?,0.129,?,0.1444,0.06961,0.24,?
9.029,?,?,?,?,?,0.313,0.04375,0.2111,?,0.3274,1.194,1.885,17.67,0.009549,?,0.3038,?,?,0.009559,10.31,22.65,65.5,?,?,0.4365,?,0.175,?,0.1175
?,?,81.37,?,0.09831,0.05234,0.03653,?,?,?,0.2368,0.8732,1.471,?,0.007962,0.005612,0.01585,?,0.02254,0.001906,?,19.76,85.67,554.9,?,0.07061,?,?,0.2383,0.0641
?,?,123.6,?,?,0.1029,?,0.07951,0.1582,?,0.7888,0.7975,?,?,0.004444,0.01652,?,0.0137,0.01386,?,?,26.58,165.9,1866.0,?,?,0.2687,0.1789,0.2551,0.06589
8.888,?,?,?,?,0.1531,0.08606,?,0.1902,0.0898,0.5262,?,?,?,?,0.09368,?,?,0.02541,?,?,?,62.56,284.4,0.1207,?,0.1434,?,0.2254,0.1084
?,?,?,?,0.1071,0.183,?,?,?,?,0.5907,?,3.705,?,0.00582,?,?,0.01127,0.01527,?,?,?,?,?,?,?,0.6566,?,0.3313,0.1339
13.8,?,?,584.1,?,?,0.07789,?,0.1662,?,?,0.6205,?,23.35,0.004717,0.02065,?,0.009206,0.0122,?,?,?,110.3,?,0.1411,0.3542,0.2779,0.1383,0.2589,0.103
?,?,?,470.9,?,?,0.03372,?,0.172,0.05914,?,1.025,1.74,?,0.004854,?,0.01826,?,?,?,14.11,23.21,89.71,611.1,0.1176,?,0.1703,0.0866,0.2618,?
16.07,?,104.1,?,?,0.08424,?,?,0.1798,?,0.7474,?,5.029,79.25,0.01082,0.02203,0.035,?,0.0155,0.001948,?,?,128.8,1223.0,?,?,?,0.152,?,0.06387
?,10.94,?,559.2,0.1291,?,?,0.06556,?,0.06641,0.4101,1.014,2.652,32.65,0.0134,?,0.01162,0.008239,0.02572,?,?,?,91.36,?,?,0.1379,0.08539,0.07407,0.271,?
18.05,?,?,?,?,?,0.1684,0.108,0.2152,0.06673,0.9806,0.5505,6.311,134.8,?,0.05839,?,?,0.02591,0.007054,22.39,?,150.1,?,0.1478,0.5634,?,0.2102,?,?
?,23.97,143.7,?,0.1286,?,0.3754,0.1604,0.2906,0.08142,0.9317,1.885,8.649,116.4,0.01038,0.06835,?,?,?,?,?,?,?,?,0.1639,?,?,0.2508,0.544,?
12.86,18.0,83.19,?,?,0.09546,?,?,0.1718,0.05997,0.2655,1.095,1.778,20.35,?,0.01661,0.02071,0.008179,?,?,14.24,?,91.88,622.1,?,?,0.1731,0.07926,0.2779,?
11.45,20.97,73.81,401.5,?,?,?,?,?,?,?,2.174,2.077,24.62,?,?,?,0.007506,0.01816,0.003976,13.11,32.16,84.53,?,0.1557,0.1676,0.1755,?,0.2762,0.08851
13.34,15.86,86.49,520.0,?,?,?,0.06987,0.1942,?,?,?,?,12.96,?,?,?,?,0.02134,0.004603,15.53,23.19,96.66,614.9,0.1536,0.4791,0.4858,0.1708,0.3527,?
?,24.91,171.5,?,?,0.2665,?,0.1845,0.1829,0.06782,0.8973,1.474,7.382,?,?,?,0.0573,0.0203,0.01065,?,30.0,33.62,211.7,2562.0,0.1573,0.6076,0.6476,?,?,0.1051
19.1,?,129.1,?,0.1215,0.1791,?,0.1469,0.1634,?,?,2.91,5.801,67.1,0.007545,0.0605,?,?,?,0.01039,20.33,?,?,1298.0,0.1392,?,0.2432,0.1841,?,0.09203
12.0,?,76.95,443.3,0.09723,0.07165,?,?,0.2079,0.05968,0.2271,1.255,1.441,?,?,0.01812,0.02007,0.007027,0.01972,?,13.67,24.9,?,567.9,0.1377,0.2003,0.2267,0.07632,0.3379,0.07924
18.46,18.52,?,1075.0,0.09874,?,0.1335,?,0.2132,?,?,1.475,?,80.6,0.006471,0.01649,0.02806,0.0142,?,?,22.93,27.68,?,1603.0,0.1398,?,?,0.1642,0.3695,?
?,?,?,?,?,0.09947,0.1204,0.04938,?,?,?,2.22,3.301,?,?,0.02983,0.05371,0.01761,0.02418,0.003249,?,29.25,?,?,?,0.1976,?,0.1225,0.302,0.06846
19.02,24.59,?,?,?,?,0.1468,?,?,?,?,0.6636,3.055,?,0.003872,?,?,?,0.01964,?,?,30.41,?,?,0.1249,0.3206,0.5755,?,0.3956,?
?,21.8,79.78,466.1,0.08772,?,0.06015,0.03745,0.193,0.06404,0.2978,1.502,?,?,?,0.02493,?,0.01293,0.01958,0.004463,13.83,?,91.46,574.7,?,?,0.2434,0.1205,0.2972,?
14.64,?,95.77,651.9,0.1132,0.1339,?,0.07064,0.2116,?,0.5115,0.7372,3.814,?,?,0.04412,0.04436,?,0.02427,0.004841,16.34,18.24,109.4,803.6,?,?,?,0.1397,0.3151,0.08473
?,?,94.57,662.7,0.08974,0.08606,0.03102,?,0.1685,?,0.3721,1.111,2.279,33.76,0.004868,0.01818,0.01121,?,0.02085,0.002893,?,29.11,102.9,803.7,?,0.1766,?,?,?,?
15.37,22.76,100.2,728.2,0.092,0.1036,0.1122,0.07483,?,0.06097,?,?,2.075,?,?,0.02444,0.04531,0.01763,?,?,?,?,?,830.9,?,?,?,0.1476,0.2556,?
?,14.76,?,?,?,0.05055,0.03261,?,0.1386,0.05318,0.4057,1.153,2.701,?,?,?,0.01358,?,0.01069,?,?,22.35,104.5,?,0.1006,?,0.135,?,?,0.06206
?,18.3,86.6,555.1,0.1022,0.08165,0.03974,0.0278,0.1638,?,0.295,1.373,?,25.22,0.005884,?,0.01872,?,?,0.001817,15.1,25.94,?,699.4,?,?,0.1381,0.07911,0.2678,0.06603
?,19.83,100.3,?,?,0.1553,?,0.08815,0.1855,?,?,0.9644,3.706,?,?,?,0.04867,?,?,0.00352,?,?,123.5,1025.0,0.1551,0.4203,?,0.2115,?,?
20.26,?,?,?,?,0.1313,0.1465,?,?,0.05649,0.7576,?,?,87.87,0.006016,0.03482,0.04232,?,0.02657,?,?,31.59,?,1750.0,0.119,?,0.4098,?,0.3689,?
?,17.84,?,?,?,0.07057,0.0249,?,?,?,0.3661,?,2.41,?,0.005433,0.01179,?,0.01519,?,0.003408,12.83,?,?,?,0.114,0.09358,0.0498,0.05882,?,0.07376
?,19.94,62.11,294.5,?,?,0.006829,0.007937,?,0.0689,?,2.043,2.132,20.05,?,?,?,0.00525,?,?,?,?,68.81,?,?,?,0.02049,0.02381,?,0.08988
?,12.84,74.34,412.6,0.08983,?,?,0.0335,0.162,0.06582,?,?,1.475,15.75,0.006153,?,?,0.006884,0.01651,0.002551,13.06,?,?,?,0.1431,0.1851,0.1922,?,?,?
?,?,94.48,642.5,0.09752,0.1141,0.09388,?,0.1879,0.0639,?,1.851,?,26.85,0.008005,0.02895,0.03321,?,?,?,?,30.86,109.5,?,0.1431,?,0.3194,0.1565,0.2718,?
13.61,24.98,88.05,582.7,?,0.08511,?,0.04489,0.1609,0.05871,0.4565,?,?,43.14,0.005872,0.01488,0.02647,?,?,0.002355,?,35.27,?,906.5,0.1265,0.1943,0.3169,?,?,0.07397
?,13.43,43.79,?,?,0.07568,0.0,0.0,?,0.07818,0.2241,1.508,?,?,0.01019,0.01084,0.0,?,0.02659,?,7.93,?,?,185.2,0.1584,?,0.0,?,?,?
?,20.52,?,?,0.08013,?,0.02383,0.0177,0.1739,0.05677,0.1924,1.571,1.183,?,0.00508,?,0.01069,0.006797,?,0.001532,13.34,32.84,?,547.8,?,0.08862,0.1145,?,?,?
?,?,?,298.3,0.1005,0.09697,?,?,0.1945,0.06322,0.1803,1.222,?,?,0.009058,?,0.03029,?,0.01609,?,10.76,26.83,?,361.2,?,?,0.2644,?,0.2622,?
10.49,19.29,?,336.1,?,0.08578,?,?,0.2217,?,0.355,1.534,2.302,23.13,?,?,0.0288,?,?,0.003451,?,23.31,74.22,?,0.1219,0.1486,?,?,?,?
?,15.56,87.21,?,?,?,0.2071,0.09601,0.1925,0.07692,0.3908,0.9238,2.41,34.66,0.007162,?,0.05473,?,0.01547,0.007098,?,?,?,827.2,0.1862,0.4099,0.6376,0.1986,?,0.1405
?,18.33,75.17,412.5,0.1142,0.1017,0.0707,?,0.1801,0.0652,?,1.657,2.155,20.62,0.00854,0.0231,?,0.01398,?,0.00384,13.14,29.26,?,521.7,?,?,0.2873,0.1218,0.2806,0.09097
12.36,?,79.01,466.7,0.08477,?,0.02643,?,0.1602,?,0.1199,?,0.8484,?,0.003457,0.01047,?,0.005558,?,0.001356,13.29,?,?,544.1,0.1184,?,0.1937,0.08442,?,0.07185
22.27,19.67,152.8,?,0.1326,?,0.4264,0.1823,?,?,1.215,1.545,?,170.0,0.006515,0.08668,?,0.0248,0.03112,?,28.4,28.01,206.8,?,?,?,?,0.291,0.4055,0.09789
11.34,?,72.48,396.5,?,0.06575,0.05133,?,0.1487,0.06529,0.2344,0.9861,?,16.41,0.009113,0.01557,?,?,0.01568,0.002477,13.01,?,83.99,518.1,0.1699,?,?,0.08278,0.2829,0.08832
9.777,16.99,?,290.2,0.1037,0.08404,?,0.01778,0.1584,?,?,1.424,2.747,22.87,?,0.02932,0.02722,0.01023,0.03281,0.004638,?,?,71.68,?,?,?,?,0.05334,0.2533,0.08468
?,?,82.15,?,0.09933,0.1209,?,0.06021,0.1735,0.0707,?,?,2.711,?,?,?,0.05101,?,?,0.005891,13.33,?,89.0,?,0.1287,?,?,?,?,0.08486
14.26,19.65,?,629.9,?,0.2233,0.3003,0.07798,0.1704,0.07769,?,1.49,?,?,?,0.07446,?,0.02292,?,0.01298,?,?,?,?,?,0.4193,0.6783,0.1505,0.2398,0.1082
?,?,?,334.2,0.1122,0.1303,0.06476,?,0.1922,?,?,1.86,2.041,19.91,0.01188,0.03747,?,0.01544,0.02287,0.006792,?,?,?,374.4,0.13,0.2049,?,?,0.2383,0.09026
?,?,55.84,230.9,0.115,0.08201,0.04132,?,0.1649,?,0.1665,?,1.354,8.966,?,?,0.03259,0.0104,0.01708,0.003806,9.628,?,64.48,284.4,0.1724,0.2364,?,0.105,?,0.1017
11.93,?,76.53,438.6,?,?,0.03328,0.02008,0.1688,0.06194,0.3118,0.9227,2.0,24.79,0.007803,0.02507,?,?,?,?,13.67,26.15,87.54,583.0,?,0.2399,?,0.07247,0.2438,?
8.95,?,58.74,?,0.09462,0.1243,0.09263,0.02308,0.1305,?,0.3132,?,?,16.94,?,0.0676,0.09263,0.02308,0.02384,0.005601,9.414,17.07,63.34,?,0.1179,0.1879,0.1544,?,0.1652,0.07722
?,?,98.64,?,0.1162,0.1649,?,0.08923,0.2157,0.06768,0.4266,0.9489,2.989,41.18,?,?,0.03011,?,0.01602,0.003884,18.81,27.37,127.1,?,0.1878,?,0.4704,?,?,0.1065
15.78,22.91,?,782.6,0.1155,0.1752,?,0.09479,0.2096,0.07331,0.552,1.072,?,58.63,?,?,0.0595,0.0139,0.01495,0.005984,?,?,130.3,1272.0,0.1855,?,?,0.2034,0.3274,0.1252
