@relation dataset

@attribute stg real
@attribute scg real
@attribute str real
@attribute lpr real
@attribute peg real
@attribute class {High, Low, Middle, very_low}


@data
0.325,?,?,?,0.81,?
0.28,0.65,?,0.65,0.13,Low
?,?,?,0.72,?,?
?,0.55,?,0.11,?,Low
0.3,?,0.54,?,0.83,?
?,?,0.52,?,?,High
?,?,0.67,0.92,?,?
0.299,?,?,?,0.66,High
0.265,0.76,0.8,?,?,Low
0.255,0.72,0.72,0.63,?,Low
?,0.6,0.72,0.88,0.28,?
?,0.05,0.02,0.06,0.34,?
?,0.18,?,0.26,?,Middle
?,0.04,0.18,0.55,?,?
0.48,?,?,?,0.71,?
0.4,0.12,?,?,0.65,Middle
?,0.18,?,?,?,?
?,?,?,?,0.26,?
?,0.06,?,0.78,0.1,Low
0.41,?,0.58,0.18,0.58,?
0.38,?,0.53,?,?,?
?,?,0.5,0.55,0.1,?
0.42,0.15,0.66,?,?,Middle
?,?,?,?,0.56,?
?,0.15,0.81,?,?,?
0.42,?,?,0.56,0.48,Middle
?,0.2,0.76,0.95,0.65,?
0.365,?,?,0.24,?,?
0.33,0.27,0.2,?,?,?
?,0.299,?,0.64,0.13,?
?,0.3,?,?,?,High
0.49,0.245,?,0.14,?,High
?,?,0.33,?,?,?
0.36,?,?,?,?,very_low
0.39,?,0.39,0.77,?,Low
?,?,0.51,?,0.64,?
0.44,0.32,?,?,0.52,Middle
?,0.299,?,0.36,0.51,Middle
?,?,0.58,?,0.83,?
0.465,?,0.73,?,?,Middle
0.475,0.32,0.79,0.31,0.54,?
0.348,0.329,0.83,0.61,0.18,?
0.385,?,0.76,0.84,?,Middle
?,?,?,?,?,?
0.43,0.45,0.27,0.27,?,?
0.33,?,0.1,0.49,?,?
?,0.33,0.12,?,0.9,High
?,?,?,?,?,?
0.38,?,0.46,?,?,?
?,0.38,?,?,0.16,Low
?,?,0.34,0.21,0.92,High
0.42,?,0.63,?,0.25,Low
?,0.38,0.62,?,0.49,Middle
0.44,?,0.59,?,?,?
0.4,?,?,0.75,0.16,Low
?,0.44,0.89,?,0.66,Middle
?,0.39,0.79,?,?,?
?,?,?,0.65,0.19,Low
0.49,0.34,?,0.75,?,?
0.46,?,0.22,?,0.6,?
?,?,?,?,0.83,High
0.365,?,0.1,0.63,?,Low
?,0.65,?,?,0.55,?
?,?,0.38,0.24,0.89,?
?,0.55,?,?,?,?
0.38,0.59,0.31,0.62,?,?
0.49,0.64,0.34,?,?,?
0.495,?,?,?,0.93,?
0.44,0.69,0.61,?,?,?
?,0.57,0.59,?,?,Low
?,0.9,?,?,0.47,?
0.445,0.7,0.82,?,?,?
0.42,?,0.72,0.3,?,High
0.37,?,?,?,?,Middle
0.4,0.61,?,0.88,0.67,High
?,0.14,?,?,0.66,?
0.55,0.1,0.27,?,?,Low
0.68,0.19,?,?,0.1,very_low
?,?,0.07,0.72,?,?
?,0.15,0.38,0.18,0.63,?
0.55,0.1,?,?,0.1,?
?,?,?,?,?,very_low
0.64,?,?,0.65,?,?
0.6,?,0.55,?,0.1,very_low
?,0.02,0.62,0.3,?,Low
0.78,?,?,0.65,?,?
0.62,0.14,0.52,?,?,Low
?,?,?,0.09,0.66,Middle
0.75,?,?,?,?,?
0.55,?,0.71,0.48,?,very_low
?,0.05,0.91,?,0.68,High
?,?,0.13,?,0.62,Middle
?,?,0.06,?,?,Middle
?,0.26,0.19,0.58,0.79,High
?,0.258,0.07,0.83,0.34,Middle
0.72,?,?,0.2,?,?
?,?,?,0.29,?,?
0.52,?,?,0.5,0.3,?
?,?,?,0.87,?,High
0.51,0.255,0.55,?,?,?
0.58,0.295,?,0.28,?,Low
0.61,0.258,?,0.62,?,Low
?,0.267,0.59,0.78,0.28,?
?,0.28,?,?,0.66,Middle
?,0.27,0.78,0.31,0.57,Middle
0.58,?,?,0.63,0.21,?
?,?,0.74,0.82,?,High
?,0.475,0.13,0.23,?,?
0.58,?,?,0.29,?,?
?,?,0.19,?,0.78,?
?,0.49,0.07,?,?,High
0.73,0.43,0.32,0.12,?,Middle
0.61,?,0.36,?,?,?
0.51,?,?,?,0.23,?
?,?,?,?,0.66,?
0.66,0.38,?,0.15,?,Middle
0.58,0.35,?,?,0.3,Low
0.523,0.41,?,0.6,?,Low
0.66,?,?,?,?,?
?,0.37,?,?,?,Middle
?,0.44,0.82,0.3,?,Middle
0.5,0.4,0.73,0.62,?,Low
?,?,0.95,0.78,0.86,?
0.64,0.55,?,?,?,?
?,0.85,0.06,?,?,?
?,0.62,0.24,?,0.25,?
?,?,?,?,0.88,High
?,?,?,?,0.66,?
?,0.58,0.31,0.29,?,Low
?,0.68,0.49,?,0.9,?
0.72,0.6,0.45,?,0.45,Middle
0.68,?,?,?,?,Middle
?,0.6,0.6,?,?,?
0.54,0.51,0.55,?,0.19,Low
0.61,?,0.69,0.92,0.58,High
?,0.61,?,?,0.6,?
0.54,?,0.71,0.29,?,?
0.5,?,0.81,?,0.26,?
?,?,0.76,?,?,High
