@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data
?,?,YES,BENTON,?,?,?,LINE,?,Albert70,?,?,CATALOG,?,?,38.0,?,?,62.0,?,46.0,?,?,?,36.5,0.0,0.0,?,?,?,40.0,103.125,100.0,noband
?,?,?,?,?,?,?,?,?,Albert70,?,?,?,?,35.0,?,0.433,?,?,?,?,?,?,62.5,37.5,?,?,2.8,1.5,?,?,103.125,100.0,noband
?,?,YES,?,UNCOATED,?,?,LINE,YES,?,?,?,TABLOID,1911.0,50.0,?,?,?,?,?,?,10.5,?,52.6,?,2.0,0.0,?,?,28.0,?,?,?,band
37386.0,?,YES,?,?,?,?,?,YES,?,?,?,TABLOID,?,40.0,?,0.333,?,78.0,?,?,?,?,?,?,?,?,2.3,?,?,40.0,?,100.0,?
?,?,?,?,?,?,?,LINE,YES,?,?,?,TABLOID,?,40.0,?,?,?,?,0.75,20.0,?,2000.0,?,38.5,0.0,0.0,?,?,?,?,?,?,?
?,?,?,?,UNCOATED,?,?,LINE,?,?,?,?,?,1910.0,?,?,?,?,79.0,?,?,11.8,2000.0,49.0,?,?,0.0,2.5,?,40.0,40.0,103.22,?,?
?,?,YES,?,?,UNCOATED,?,?,YES,?,824.0,?,TABLOID,?,?,?,?,?,85.0,0.5625,?,0.0,?,62.5,?,?,?,?,?,40.0,?,?,100.0,band
37254.0,?,YES,BENTON,?,?,NO,?,YES,?,821.0,7.0,?,1911.0,42.5,41.0,?,?,70.0,0.625,20.0,2.3,?,57.5,?,4.0,0.0,2.5,?,35.0,40.0,?,?,?
?,NO,?,BENTON,?,?,?,LINE,?,?,?,9.0,?,?,?,?,?,?,?,1.0,?,?,2100.0,62.5,?,?,?,?,?,?,40.0,?,?,noband
?,?,?,?,?,?,?,?,?,?,?,?,?,1910.0,?,?,?,14.02,?,0.75,56.0,?,1800.0,?,39.4,?,?,?,1.3,?,?,109.67,?,?
?,?,?,?,UNCOATED,?,?,?,YES,?,816.0,?,?,1910.0,?,45.0,?,15.5,?,0.5,34.0,?,?,?,?,6.0,?,?,?,?,?,?,100.0,?
37163.0,NO,YES,?,?,?,NO,LINE,YES,Motter94,?,?,?,?,?,?,0.267,?,75.0,?,?,?,1850.0,?,38.9,?,?,0.8,?,?,40.0,109.67,100.0,?
?,NO,YES,?,?,?,NO,LINE,YES,?,?,?,?,?,?,?,?,?,?,0.625,?,7.4,?,?,?,?,0.0,?,?,35.0,?,?,100.0,?
37355.0,NO,?,BENTON,?,?,?,?,YES,WoodHoe70,?,?,?,?,?,?,0.35,?,?,?,23.0,?,1900.0,?,?,?,?,?,0.2,?,40.0,?,?,?
47202.0,?,YES,?,?,?,NO,?,YES,?,?,9.0,CATALOG,1910.0,?,?,?,15.1,?,0.5,31.0,?,?,54.9,?,?,0.0,?,1.5,40.0,?,?,100.0,noband
?,?,YES,?,UNCOATED,?,NO,LINE,?,Motter94,?,9.0,?,1910.0,?,?,?,?,?,0.9375,30.0,?,?,?,?,?,0.0,?,?,?,40.0,?,100.0,noband
37355.0,?,?,?,?,?,?,LINE,?,Motter94,?,2.0,?,1910.0,?,?,?,16.5,?,?,?,?,?,?,?,4.0,0.0,2.5,?,?,?,?,100.0,?
37355.0,?,YES,BENTON,?,?,NO,?,?,?,827.0,9.0,?,?,?,?,?,?,70.0,?,20.0,?,?,?,33.3,?,?,?,?,?,?,?,100.0,noband
?,NO,?,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,?,TABLOID,1910.0,40.0,?,0.267,?,80.0,?,?,5.6,1900.0,?,?,0.0,?,?,1.3,30.0,?,?,?,noband
?,?,?,BENTON,?,UNCOATED,NO,?,NO,?,821.0,?,TABLOID,?,?,?,?,12.5,70.0,?,?,?,1750.0,?,38.9,0.0,?,?,0.9,34.0,?,106.66,?,band
38051.0,?,?,?,?,COATED,?,?,?,?,?,?,TABLOID,1910.0,?,?,?,?,?,?,24.0,?,?,58.8,41.2,0.0,?,2.5,?,?,40.0,?,100.0,?
?,?,YES,?,COATED,COATED,?,?,?,?,828.0,?,TABLOID,1911.0,40.0,?,?,?,?,?,?,?,2000.0,?,37.5,0.0,?,?,?,35.0,?,100.0,100.0,?
?,?,YES,?,?,?,?,LINE,YES,?,?,9.0,TABLOID,1911.0,40.0,?,0.233,?,?,?,30.0,0.0,?,?,?,?,?,2.4,?,35.0,40.0,?,100.0,noband
?,YES,?,BENTON,?,?,?,LINE,?,?,821.0,7.0,TABLOID,1911.0,42.5,46.0,0.3,14.0,?,0.625,42.0,?,?,?,34.6,8.0,?,?,0.8,34.0,40.0,?,?,?
?,?,?,BENTON,COATED,?,?,LINE,?,Motter94,?,?,?,?,?,?,?,?,?,?,30.0,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?
?,YES,YES,BENTON,?,?,NO,?,?,?,?,?,?,?,42.0,?,?,15.0,?,?,?,?,1300.0,?,?,0.0,?,2.5,0.2,?,?,110.0,?,noband
?,?,YES,BENTON,?,?,NO,?,NO,?,827.0,?,TABLOID,1910.0,?,?,?,?,75.0,?,20.0,14.1,?,?,?,?,?,2.5,?,?,40.0,?,?,?
?,?,?,?,COATED,?,?,?,YES,?,?,?,?,?,50.0,?,?,16.0,?,?,?,?,?,?,?,0.0,0.0,2.5,?,30.0,40.0,103.125,100.0,?
?,?,YES,?,COATED,?,?,LINE,YES,?,824.0,?,TABLOID,?,?,?,0.267,?,?,0.5625,?,?,2400.0,?,?,0.0,?,?,1.1,30.0,?,103.125,100.0,?
?,?,?,?,?,?,?,?,?,Motter94,824.0,?,TABLOID,?,35.0,?,?,?,76.0,?,?,8.9,1900.0,49.5,?,0.0,?,?,?,30.0,?,103.22,?,noband
?,?,YES,BENTON,?,?,?,LINE,YES,Motter94,?,?,TABLOID,?,?,48.0,0.233,?,?,?,30.0,?,?,?,?,?,?,?,1.5,30.0,40.0,103.22,?,?
?,NO,?,?,?,?,NO,LINE,YES,?,?,?,SPIEGEL,?,?,?,?,?,78.0,?,22.0,?,?,?,?,?,0.0,2.1,1.7,?,?,103.125,100.0,?
?,?,YES,BENTON,COATED,?,NO,LINE,?,?,?,?,?,1910.0,40.0,60.0,?,?,?,?,?,0.0,?,60.0,?,?,?,?,?,?,?,106.66,100.0,?
35816.0,?,?,BENTON,?,?,?,LINE,?,?,?,?,SPIEGEL,?,?,55.0,?,15.5,?,?,?,?,1550.0,?,37.2,?,?,?,?,?,40.0,?,?,?
?,?,?,?,?,COVER,?,?,YES,?,?,?,TABLOID,?,?,?,0.4,?,?,0.625,?,?,?,?,50.0,?,?,?,?,?,?,?,?,?
?,?,?,?,UNCOATED,?,NO,LINE,?,?,?,?,?,?,50.0,56.0,?,?,?,0.625,?,3.4,?,?,39.8,?,?,2.5,?,?,?,?,?,?
?,YES,YES,BENTON,?,?,?,?,?,?,?,?,?,?,45.0,?,?,?,?,0.75,?,?,?,?,?,?,0.0,?,0.8,?,40.0,103.125,100.0,band
35982.0,NO,NO,?,COATED,?,?,?,?,Motter94,824.0,?,TABLOID,?,47.0,?,0.4,?,74.0,0.8125,38.0,?,?,?,?,?,?,?,1.1,?,40.0,?,?,?
?,?,?,BENTON,COATED,?,?,?,?,?,?,?,?,?,?,?,0.333,?,?,?,30.0,?,?,?,?,0.0,?,2.5,?,?,?,?,?,?
?,?,?,BENTON,?,?,NO,LINE,NO,Albert70,?,2.0,?,?,50.0,55.0,0.233,13.86,?,0.625,?,?,?,?,38.8,?,0.0,?,?,?,?,?,?,?
?,NO,?,?,?,COATED,?,LINE,?,WoodHoe70,?,?,?,?,30.0,?,0.3,13.0,94.0,1.0,29.0,?,?,?,?,?,?,?,1.0,?,?,110.0,?,?
?,NO,?,BENTON,?,?,?,?,YES,WoodHoe70,815.0,?,TABLOID,?,?,?,?,?,?,1.125,?,0.0,1500.0,?,?,0.0,0.0,?,1.0,?,40.0,?,100.0,?
25517.0,?,?,BENTON,?,?,?,LINE,NO,Motter94,?,?,?,?,?,53.0,?,14.2,?,?,?,22.7,?,?,31.8,1.0,?,2.4,?,34.0,?,103.125,100.0,band
37333.0,?,YES,?,?,COATED,NO,?,?,?,?,?,TABLOID,?,?,?,?,?,?,0.75,?,0.0,?,76.9,?,0.0,?,2.5,1.25,?,40.0,?,100.0,?
37994.0,?,YES,BENTON,UNCOATED,UNCOATED,?,LINE,?,?,821.0,7.0,TABLOID,1911.0,55.0,56.0,?,15.0,?,?,?,16.7,?,?,31.3,?,0.0,?,?,34.0,40.0,?,100.0,band
25513.0,?,?,BENTON,?,UNCOATED,?,?,NO,?,821.0,?,TABLOID,1910.0,?,49.0,?,15.0,?,?,20.0,?,1900.0,?,35.2,?,0.0,2.5,0.85,34.0,40.0,106.45,100.0,?
47203.0,YES,YES,BENTON,?,UNCOATED,NO,?,?,Albert70,?,?,?,1910.0,?,50.0,0.2,15.7,90.0,?,?,?,?,?,37.5,0.0,?,?,?,?,40.0,?,?,?
?,?,?,?,?,UNCOATED,?,?,?,Albert70,802.0,7.0,?,?,50.0,?,?,15.5,?,?,58.0,4.8,?,?,?,?,?,?,1.0,?,?,?,100.0,?
35871.0,NO,?,?,?,COATED,NO,LINE,?,?,?,?,TABLOID,?,35.0,?,?,16.0,?,0.5625,?,?,?,?,38.2,?,0.0,?,?,30.0,?,103.125,?,noband
?,NO,?,?,?,COATED,?,?,?,?,?,?,TABLOID,?,?,?,0.2,?,?,?,?,?,2100.0,?,?,?,?,1.7,?,30.0,40.0,?,100.0,?
37169.0,?,YES,?,?,?,?,LINE,YES,Motter94,824.0,?,TABLOID,1911.0,?,50.0,0.2,?,68.0,?,30.0,?,2400.0,?,41.2,?,0.0,2.5,?,33.0,?,?,100.0,noband
?,NO,?,BENTON,?,COATED,NO,?,YES,Motter94,824.0,?,?,1911.0,?,?,0.233,?,?,?,?,?,2400.0,?,41.2,?,0.0,1.5,?,33.0,40.0,?,100.0,?
37822.0,?,?,?,?,?,?,LINE,?,?,?,9.0,CATALOG,?,40.0,?,0.2,?,?,?,?,?,?,?,38.9,?,0.0,?,?,?,?,?,100.0,noband
?,?,?,?,UNCOATED,COVER,NO,?,YES,?,?,2.0,?,?,?,?,?,15.4,78.0,?,?,?,?,?,?,?,?,?,1.1,35.0,40.0,?,100.0,?
37994.0,YES,YES,?,?,?,?,?,?,?,?,?,TABLOID,?,?,?,0.267,15.5,?,?,?,?,?,?,?,4.0,?,?,1.0,34.0,?,?,100.0,noband
?,YES,?,BENTON,?,?,NO,?,?,Motter94,821.0,7.0,TABLOID,1910.0,?,?,0.4,?,?,?,?,?,1800.0,71.4,?,4.0,?,?,0.9,34.0,?,?,100.0,?
?,NO,?,?,COATED,COATED,NO,LINE,NO,WoodHoe70,816.0,?,TABLOID,1910.0,?,?,?,?,?,0.5,28.0,?,2300.0,?,39.8,?,0.0,?,?,30.0,?,106.45,100.0,band
?,?,?,BENTON,?,?,?,?,?,Motter94,?,?,TABLOID,?,45.0,?,?,15.5,?,0.8125,?,?,?,?,?,2.0,?,2.5,?,?,40.0,?,100.0,noband
37365.0,?,?,?,UNCOATED,COATED,?,LINE,YES,?,828.0,?,TABLOID,?,?,?,?,?,80.0,?,?,?,2250.0,?,41.2,0.0,0.0,1.5,?,35.0,?,?,?,noband
?,?,?,BENTON,?,?,NO,?,?,?,?,9.0,?,?,?,?,?,?,80.0,0.75,?,0.0,?,?,47.9,?,?,?,?,?,40.0,106.45,100.0,?
?,?,?,?,COATED,?,?,?,?,?,?,9.0,TABLOID,?,45.0,54.0,0.367,?,?,?,?,?,2250.0,?,36.8,?,?,?,1.8,?,?,106.45,?,noband
37365.0,?,?,?,?,?,?,LINE,?,?,?,?,TABLOID,1911.0,?,?,0.333,14.9,64.0,0.75,?,3.4,1500.0,?,?,?,?,?,1.0,?,?,?,?,?
?,?,YES,?,UNCOATED,?,?,LINE,?,Motter94,827.0,9.0,TABLOID,?,?,?,?,?,65.0,?,?,5.4,?,?,?,0.0,?,?,0.9,40.0,40.0,?,?,noband
37338.0,NO,YES,?,?,?,?,LINE,?,Motter94,824.0,2.0,TABLOID,1911.0,?,?,0.4,?,?,0.8125,20.0,8.6,?,?,?,0.0,0.0,?,?,?,?,?,?,?
?,?,YES,BENTON,?,COATED,NO,?,YES,?,?,?,?,1910.0,40.0,62.0,?,?,?,?,32.0,0.0,?,58.8,41.2,4.0,?,1.4,?,?,?,?,?,noband
35458.0,?,?,BENTON,?,?,?,LINE,?,WoodHoe70,?,?,?,1910.0,?,?,0.2,?,85.0,?,26.0,?,?,?,?,?,0.0,?,1.0,?,40.0,?,?,?
35458.0,?,?,BENTON,COATED,COATED,NO,?,YES,WoodHoe70,?,?,?,1910.0,?,?,?,?,82.0,?,?,0.0,?,?,?,?,?,2.5,?,?,40.0,106.66,?,?
47203.0,?,YES,BENTON,UNCOATED,?,?,?,?,?,802.0,?,?,?,?,69.0,?,?,?,0.75,?,?,?,?,?,0.0,0.0,?,?,40.0,40.0,106.45,?,band
?,?,YES,?,?,?,?,?,NO,?,?,?,?,1911.0,?,?,0.4,?,76.0,0.5625,28.0,5.6,?,55.6,38.9,?,?,1.0,?,35.0,?,110.0,?,noband
?,NO,?,BENTON,?,?,NO,LINE,?,WoodHoe70,815.0,2.0,TABLOID,1910.0,?,?,?,15.4,98.0,0.75,25.0,?,?,48.1,?,?,0.0,2.8,?,?,?,?,100.0,noband
37915.0,NO,YES,?,?,?,?,LINE,?,WoodHoe70,?,9.0,?,?,?,?,?,?,?,?,26.0,?,?,?,?,?,?,2.8,0.8,?,?,?,100.0,noband
?,?,?,BENTON,UNCOATED,?,?,LINE,?,WoodHoe70,?,?,TABLOID,1911.0,?,?,0.4,15.1,?,?,?,?,?,?,?,1.0,0.0,?,?,?,40.0,106.89,?,band
37177.0,?,YES,?,?,?,?,LINE,?,Motter94,828.0,2.0,TABLOID,1910.0,?,?,?,?,82.0,0.75,30.0,0.0,?,52.6,47.4,?,?,?,?,33.0,40.0,?,100.0,?
?,NO,YES,BENTON,COATED,?,?,?,?,Motter94,?,9.0,?,?,?,56.0,0.283,?,?,0.75,?,?,2550.0,52.6,?,?,?,2.0,1.0,33.0,40.0,?,?,?
37501.0,NO,?,BENTON,?,?,?,LINE,?,?,815.0,?,?,?,?,?,?,?,?,0.75,35.0,?,2050.0,?,?,?,0.0,?,?,?,40.0,100.0,100.0,noband
35759.0,NO,YES,BENTON,COATED,COATED,?,?,?,?,?,?,?,?,?,69.0,0.267,?,?,?,?,?,2426.0,?,?,?,?,?,?,?,?,?,?,noband
?,?,?,?,COATED,COATED,NO,LINE,YES,?,827.0,9.0,?,?,?,?,?,?,?,?,?,?,?,?,38.9,?,?,?,0.7,?,40.0,?,100.0,?
37501.0,?,?,?,?,?,NO,?,NO,WoodHoe70,?,?,?,1910.0,?,69.0,?,15.5,?,?,?,0.5,?,?,?,0.0,?,?,1.0,?,40.0,?,?,?
?,YES,YES,?,?,?,NO,?,NO,?,816.0,?,CATALOG,?,?,?,?,?,?,?,?,?,1700.0,56.8,?,?,?,2.5,?,?,?,106.45,?,band
35528.0,YES,?,?,?,UNCOATED,?,?,YES,WoodHoe70,?,?,SPIEGEL,?,40.0,?,0.3,?,88.0,0.75,32.0,?,1742.0,60.0,?,?,?,?,?,?,?,103.125,100.0,?
37199.0,?,?,BENTON,?,?,?,?,?,Motter94,?,9.0,?,?,?,64.0,?,16.5,?,?,30.0,?,?,?,40.2,0.0,?,?,?,?,?,106.45,?,?
37003.0,YES,?,?,?,?,?,LINE,?,?,815.0,2.0,CATALOG,1910.0,?,65.0,?,?,79.0,0.625,?,?,?,?,?,4.0,?,?,?,38.0,?,106.45,?,band
?,NO,YES,BENTON,?,?,?,LINE,?,?,?,?,?,?,?,?,?,?,?,1.0,35.0,0.0,?,?,?,0.0,?,?,?,?,?,?,100.0,?
?,NO,?,?,UNCOATED,?,NO,?,?,?,?,?,?,?,42.5,58.0,?,15.0,76.0,1.0,?,5.4,?,?,40.2,0.0,?,2.5,1.0,35.0,?,?,100.0,?
37505.0,NO,YES,?,?,COATED,?,?,NO,?,824.0,?,TABLOID,1910.0,40.0,64.0,?,15.4,?,?,?,4.4,?,?,?,?,0.0,?,1.3,?,?,?,100.0,?
37505.0,?,?,BENTON,?,?,?,?,NO,?,824.0,?,TABLOID,1910.0,?,?,?,?,?,?,23.0,?,?,?,?,3.0,?,2.0,?,30.0,40.0,?,?,?
