@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data
37352.0,NO,YES,?,?,?,NO,?,YES,WoodHoe70,815.0,9.0,TABLOID,?,?,44.0,0.2,?,91.0,0.75,30.0,21.7,2050.0,?,?,0.0,0.0,2.7,0.8,35.0,?,107.4,100.0,noband
?,?,YES,?,UNCOATED,?,?,LINE,?,?,?,?,?,?,45.0,?,?,14.1,78.0,?,22.0,?,1510.0,54.3,?,?,?,?,0.7,34.0,40.0,?,?,?
25507.0,YES,?,BENTON,UNCOATED,?,?,?,YES,Motter94,821.0,?,TABLOID,?,40.0,?,?,?,?,0.625,?,?,?,?,38.3,?,0.0,2.5,0.9,?,40.0,?,100.0,noband
37080.0,NO,YES,?,COATED,COATED,NO,LINE,NO,Motter94,828.0,?,TABLOID,?,?,47.0,0.333,17.0,78.0,?,?,0.0,?,?,41.2,?,?,?,?,30.0,40.0,?,?,band
35334.0,?,YES,BENTON,UNCOATED,?,NO,LINE,YES,?,816.0,?,TABLOID,?,40.0,43.0,0.267,16.0,?,?,28.0,?,?,?,41.2,2.0,0.0,?,?,40.0,?,103.12,?,noband
35334.0,YES,YES,?,?,UNCOATED,?,LINE,?,?,?,?,?,1911.0,32.5,43.0,0.2,?,?,1.0,?,?,1500.0,?,?,?,0.0,2.5,?,40.0,40.0,103.12,?,noband
37869.0,?,YES,BENTON,UNCOATED,COATED,?,LINE,YES,WoodHoe70,?,?,CATALOG,1911.0,37.5,44.0,0.3,15.0,85.0,0.75,?,?,1400.0,?,?,0.0,?,?,?,28.0,?,103.12,100.0,?
37869.0,?,YES,BENTON,UNCOATED,?,?,?,?,WoodHoe70,?,?,CATALOG,1910.0,35.0,?,0.3,?,?,1.0,32.0,7.0,?,58.1,34.9,?,?,3.0,?,28.0,40.0,103.12,100.0,noband
35752.0,?,?,BENTON,COATED,COATED,?,LINE,YES,?,824.0,?,?,1910.0,?,43.0,?,?,?,0.875,30.0,?,?,55.6,44.4,12.0,0.0,?,?,30.0,40.0,103.22,100.0,noband
?,NO,YES,BENTON,?,COATED,NO,LINE,YES,Motter94,?,2.0,TABLOID,?,?,?,?,?,?,0.8125,30.0,0.0,2270.0,?,44.4,?,0.0,1.5,1.5,?,?,?,100.0,?
?,?,YES,?,?,?,?,LINE,YES,Motter94,?,2.0,TABLOID,1911.0,60.0,43.0,0.267,?,57.0,?,?,1.2,?,58.1,40.7,?,?,?,1.7,33.0,40.0,?,100.0,?
?,?,?,?,UNCOATED,?,?,?,?,?,827.0,?,?,1911.0,?,?,?,?,58.0,?,20.0,?,?,?,36.0,0.0,?,?,0.7,33.0,40.0,?,100.0,noband
?,?,?,?,?,COATED,NO,LINE,?,?,824.0,?,?,?,?,43.0,?,?,?,?,?,?,?,58.8,41.2,?,0.0,?,0.7,?,?,103.22,?,?
?,?,?,?,?,?,NO,?,?,?,821.0,2.0,?,1911.0,?,?,?,13.0,?,?,25.0,?,?,?,?,0.0,?,2.5,0.85,?,40.0,?,?,?
?,NO,YES,?,?,?,?,LINE,?,Motter94,?,?,TABLOID,1911.0,25.0,?,0.233,?,?,?,25.0,0.0,1600.0,?,?,?,0.0,?,?,?,?,?,100.0,?
?,?,?,?,?,UNCOATED,?,?,?,WoodHoe70,?,?,?,1911.0,40.0,46.0,?,15.9,?,0.5,?,?,?,61.0,36.6,?,0.0,?,1.3,35.0,?,?,100.0,noband
35335.0,?,?,?,UNCOATED,?,?,LINE,YES,?,?,?,TABLOID,1911.0,45.0,?,?,17.0,?,?,?,14.1,?,?,35.4,?,?,2.5,?,?,?,?,100.0,?
?,?,?,BENTON,UNCOATED,?,?,?,YES,?,?,?,TABLOID,1911.0,47.5,?,?,?,?,?,?,?,?,50.5,35.4,?,?,?,?,?,?,?,?,?
35870.0,NO,NO,?,?,?,?,?,NO,Motter94,?,?,TABLOID,?,?,?,?,15.0,?,?,28.0,?,?,?,?,?,?,?,?,?,?,?,?,noband
35870.0,?,?,BENTON,?,?,?,LINE,?,Motter94,?,?,?,?,?,?,?,16.5,68.0,?,25.0,?,1700.0,58.8,41.2,?,?,1.0,?,33.0,?,?,?,?
?,?,?,?,?,COATED,NO,?,YES,WoodHoe70,815.0,?,SPIEGEL,?,?,35.0,?,18.0,?,?,30.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?
37869.0,NO,YES,BENTON,?,?,?,LINE,?,?,802.0,?,?,?,?,?,?,?,?,?,?,4.7,?,?,?,?,?,2.0,?,28.0,40.0,103.125,?,noband
?,?,YES,BENTON,UNCOATED,?,NO,?,?,Albert70,?,2.0,CATALOG,?,35.0,?,0.433,16.0,?,?,?,?,1400.0,62.5,?,?,?,2.8,1.5,28.0,?,103.125,?,noband
25509.0,?,?,?,?,?,NO,LINE,?,?,?,?,TABLOID,1911.0,50.0,46.0,?,14.6,60.0,?,?,?,?,?,?,?,0.0,?,0.8,?,40.0,96.97,100.0,?
?,?,?,?,UNCOATED,?,?,LINE,YES,?,827.0,2.0,?,?,40.0,?,?,?,?,?,30.0,?,2100.0,?,36.3,?,0.0,?,1.0,40.0,?,100.0,?,?
?,YES,?,BENTON,?,?,?,?,?,?,?,2.0,?,1910.0,?,?,?,15.0,?,?,?,?,?,52.1,38.5,0.0,0.0,2.5,?,40.0,?,103.22,100.0,?
37386.0,YES,?,?,?,?,?,?,?,?,?,?,?,1910.0,?,?,?,?,?,?,20.0,?,2000.0,?,?,?,?,?,?,40.0,?,103.22,?,?
?,YES,?,?,UNCOATED,?,?,LINE,?,Motter94,?,9.0,?,1911.0,40.0,?,0.35,?,?,?,?,0.0,1900.0,?,37.5,4.0,?,?,1.4,?,40.0,106.45,?,band
37254.0,?,YES,?,UNCOATED,COATED,NO,?,?,Motter94,821.0,7.0,?,?,?,41.0,?,?,70.0,0.625,?,2.3,?,?,?,?,?,2.5,0.7,?,40.0,?,?,noband
35457.0,NO,YES,?,COATED,?,?,?,?,?,828.0,?,?,1910.0,?,?,?,?,?,1.0,?,0.0,2100.0,?,?,4.0,?,2.0,0.9,30.0,?,?,?,?
?,?,YES,BENTON,?,?,?,XYLOL,YES,?,?,?,?,?,?,?,?,?,?,?,56.0,?,?,?,?,?,0.5,?,?,?,40.0,109.67,?,noband
?,NO,?,?,UNCOATED,UNCOATED,?,LINE,YES,WoodHoe70,?,?,?,?,67.5,?,?,?,80.0,0.5,34.0,?,1683.0,?,?,6.0,?,?,1.0,?,40.0,?,100.0,?
37163.0,NO,YES,?,?,?,NO,LINE,?,?,?,?,?,?,55.0,?,0.267,16.0,75.0,?,20.0,?,?,55.6,?,0.0,?,?,?,33.0,?,109.67,?,noband
37354.0,?,YES,?,UNCOATED,?,NO,LINE,?,?,?,?,?,1911.0,?,41.0,0.2,14.0,80.0,?,?,?,1750.0,?,?,?,0.0,?,0.9,35.0,?,96.97,100.0,?
?,?,?,?,?,COATED,?,?,?,?,?,?,TABLOID,?,?,43.0,0.35,?,?,?,?,?,1900.0,?,34.1,2.0,?,?,?,?,?,?,?,?
47202.0,?,?,BENTON,?,UNCOATED,?,LINE,YES,?,?,?,CATALOG,?,52.5,?,?,15.1,?,?,?,6.6,?,?,?,?,?,2.5,?,?,40.0,?,?,noband
?,NO,YES,BENTON,?,COATED,NO,?,?,?,?,?,?,?,?,44.0,0.2,16.1,78.0,0.9375,?,?,?,?,?,?,0.0,?,?,35.0,40.0,?,?,?
37355.0,NO,?,?,UNCOATED,?,NO,?,YES,?,827.0,?,TABLOID,?,40.0,43.0,?,16.5,?,0.625,?,?,?,?,?,?,0.0,?,?,?,40.0,?,100.0,noband
?,?,YES,?,?,COATED,?,?,?,?,?,?,TABLOID,?,40.0,?,0.35,16.1,70.0,0.625,?,?,2000.0,?,?,?,?,?,?,?,?,103.22,?,?
?,NO,YES,?,?,?,?,?,?,Motter94,?,?,TABLOID,1910.0,?,43.0,0.267,?,80.0,0.5625,30.0,5.6,1900.0,55.6,?,0.0,0.0,?,?,30.0,?,103.22,?,noband
25514.0,YES,?,?,?,UNCOATED,?,?,NO,?,?,?,?,?,55.0,49.0,?,?,?,?,?,?,?,?,38.9,?,0.0,?,?,34.0,?,106.66,?,?
38051.0,?,?,?,UNCOATED,?,NO,LINE,YES,WoodHoe70,?,9.0,TABLOID,1910.0,?,?,0.2,?,?,0.75,?,0.0,?,?,?,0.0,?,?,1.7,?,40.0,?,?,noband
37355.0,NO,YES,BENTON,COATED,COATED,NO,LINE,?,?,?,?,TABLOID,?,?,49.0,?,?,?,1.0,?,?,?,62.5,37.5,?,?,2.2,?,?,?,?,?,noband
37355.0,?,?,?,?,?,NO,?,?,?,828.0,?,?,?,40.0,?,?,?,78.0,0.9375,30.0,0.0,?,?,?,?,0.0,2.4,?,35.0,?,100.0,100.0,?
?,?,?,?,?,UNCOATED,?,?,?,?,821.0,7.0,TABLOID,?,?,46.0,?,14.0,77.0,?,?,15.8,?,49.5,34.6,8.0,0.0,1.5,0.8,?,40.0,?,100.0,band
37081.0,?,?,?,?,COATED,NO,?,?,?,?,?,?,?,?,?,0.2,?,?,?,?,0.0,?,?,?,0.0,0.0,0.0,0.0,?,40.0,?,100.0,band
35534.0,?,?,?,?,?,?,?,?,?,?,2.0,?,?,?,?,?,15.0,?,1.25,?,16.7,?,49.0,?,?,?,2.5,0.2,?,40.0,?,100.0,?
?,?,?,BENTON,UNCOATED,?,?,?,?,?,?,?,?,?,45.0,?,?,15.5,?,1.25,?,?,1300.0,50.5,?,?,0.0,?,?,40.0,40.0,110.0,100.0,?
?,?,?,?,?,COATED,?,?,?,Motter94,824.0,?,TABLOID,1910.0,?,?,0.3,?,70.0,?,?,3.4,2400.0,?,?,?,?,?,?,30.0,?,?,100.0,?
?,NO,YES,BENTON,?,COATED,?,?,?,?,824.0,?,TABLOID,?,47.0,?,?,?,80.0,0.5625,?,9.1,2400.0,?,40.4,?,0.0,?,1.1,?,?,?,?,noband
?,NO,YES,?,COATED,?,NO,?,?,?,?,2.0,?,?,?,?,?,?,?,?,30.0,8.9,?,49.5,?,?,?,?,?,30.0,?,103.22,100.0,?
37572.0,?,?,?,?,?,NO,LINE,YES,Motter94,?,?,?,1911.0,?,48.0,0.233,?,86.0,?,?,?,?,?,39.3,0.0,0.0,?,1.5,?,40.0,103.22,100.0,?
35816.0,?,?,BENTON,?,?,?,?,?,?,827.0,?,SPIEGEL,?,47.5,68.0,0.4,?,78.0,?,?,0.0,?,?,?,?,?,?,?,?,?,?,?,?
?,NO,?,?,?,?,?,LINE,?,WoodHoe70,?,?,TABLOID,?,?,?,0.233,15.0,?,1.0,?,?,?,?,40.0,?,?,?,1.0,?,?,106.66,?,?
?,NO,?,BENTON,COATED,COATED,NO,?,YES,WoodHoe70,?,2.0,?,?,40.0,?,0.433,15.5,92.0,0.75,?,9.6,1550.0,?,?,?,?,?,1.3,?,?,?,?,?
?,YES,?,?,?,?,?,?,?,Motter94,?,?,TABLOID,1910.0,42.5,52.0,?,13.9,?,0.625,?,0.0,?,?,?,0.0,0.0,?,0.9,40.0,?,?,?,?
?,?,YES,BENTON,UNCOATED,UNCOATED,?,?,YES,?,?,?,TABLOID,?,50.0,56.0,0.267,?,?,?,25.0,?,?,56.8,39.8,?,?,?,?,34.0,?,?,100.0,?
?,?,?,BENTON,?,UNCOATED,NO,LINE,?,Motter94,?,7.0,?,?,45.0,57.0,0.267,?,76.0,0.75,?,?,?,?,40.4,2.0,0.0,?,0.8,?,40.0,?,100.0,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,47.0,67.0,0.4,?,?,0.8125,38.0,?,?,58.8,41.2,?,?,?,1.1,?,?,103.125,100.0,noband
?,?,NO,BENTON,COATED,?,?,LINE,YES,Motter94,824.0,9.0,TABLOID,?,?,67.0,?,?,?,0.5625,?,1.5,1900.0,?,?,0.0,?,?,1.1,?,40.0,?,?,?
?,?,YES,?,?,?,?,?,?,?,?,?,?,1910.0,50.0,?,?,13.86,70.0,?,?,?,?,51.0,38.8,?,0.0,3.0,?,40.0,?,100.0,?,noband
?,NO,?,?,?,COATED,?,?,?,?,815.0,?,?,1911.0,?,?,?,13.0,94.0,1.0,29.0,?,?,?,?,?,?,2.5,?,30.0,40.0,110.0,100.0,?
37333.0,NO,YES,BENTON,COATED,COATED,?,?,?,WoodHoe70,815.0,?,?,1911.0,?,?,?,13.6,?,?,?,?,?,?,?,0.0,0.0,2.5,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,821.0,?,?,1911.0,?,?,0.3,14.2,?,?,?,?,1750.0,45.5,31.8,?,?,2.4,?,?,?,103.125,100.0,?
?,NO,?,BENTON,?,COATED,?,?,?,?,?,?,TABLOID,?,?,?,0.3,?,80.0,?,?,?,?,76.9,?,?,?,?,?,?,?,?,?,band
?,?,?,BENTON,?,?,?,?,NO,?,?,?,TABLOID,?,?,?,?,15.0,84.0,0.625,25.0,16.7,?,?,31.3,4.0,?,?,0.6,?,?,?,100.0,?
25513.0,?,?,BENTON,UNCOATED,UNCOATED,NO,?,NO,Motter94,?,?,?,1910.0,?,?,?,?,78.0,0.625,20.0,?,1900.0,47.6,?,?,?,?,?,?,?,106.45,?,?
?,?,?,BENTON,?,?,?,?,?,Albert70,?,?,?,?,?,?,?,?,90.0,?,50.0,0.0,?,?,37.5,0.0,?,3.0,?,?,?,?,?,noband
?,?,?,?,?,UNCOATED,NO,?,?,Albert70,802.0,?,CATALOG,?,?,?,?,?,74.0,0.75,?,?,1420.0,?,35.7,?,?,?,1.0,?,40.0,106.45,100.0,noband
?,NO,?,?,?,COATED,?,?,YES,?,?,?,?,1911.0,35.0,?,?,?,?,?,28.0,?,?,?,38.2,?,?,?,?,?,40.0,?,?,noband
?,?,NO,?,?,COATED,?,?,?,Motter94,?,?,TABLOID,?,35.0,56.0,?,15.0,80.0,?,40.0,?,2100.0,?,?,?,?,1.7,?,30.0,?,?,?,?
?,NO,?,?,?,?,?,LINE,YES,?,?,?,?,1911.0,40.0,50.0,?,16.0,68.0,0.8125,?,0.0,2400.0,?,41.2,?,?,?,1.5,?,40.0,?,?,noband
?,?,YES,?,COATED,?,?,?,?,Motter94,?,?,?,1911.0,40.0,?,?,?,?,?,?,0.0,?,?,?,?,0.0,?,0.5,?,40.0,?,100.0,?
37822.0,?,?,?,?,COATED,?,LINE,YES,?,?,?,?,1911.0,?,54.0,?,?,?,?,?,5.6,?,?,?,?,0.0,?,?,?,?,?,?,?
37822.0,?,?,?,?,COVER,?,?,YES,?,816.0,2.0,CATALOG,1911.0,?,54.0,0.2,?,?,?,34.0,?,?,?,36.9,?,0.0,2.5,?,?,40.0,?,100.0,?
37994.0,?,YES,?,UNCOATED,?,?,?,NO,Motter94,?,2.0,?,?,?,?,0.267,15.5,79.0,?,20.0,16.7,?,54.3,34.3,?,?,?,?,34.0,?,?,?,noband
?,YES,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.4,?,?,0.625,30.0,?,1800.0,71.4,28.6,?,0.0,2.5,0.9,?,?,?,100.0,band
?,?,?,?,COATED,?,?,?,NO,?,?,?,?,?,40.0,?,0.233,?,?,0.5,?,?,2300.0,?,?,?,0.0,?,?,?,?,?,100.0,?
?,NO,?,BENTON,?,?,?,?,YES,?,824.0,?,TABLOID,1910.0,45.0,?,?,?,?,?,?,?,2250.0,?,?,2.0,?,?,?,?,?,?,?,?
37365.0,?,?,?,?,?,?,LINE,?,?,?,?,TABLOID,?,47.5,68.0,0.4,16.0,80.0,?,?,?,?,?,41.2,?,0.0,1.5,?,?,40.0,106.45,?,?
37365.0,?,?,?,UNCOATED,COATED,?,LINE,?,?,828.0,?,TABLOID,?,47.5,68.0,?,?,?,?,?,?,?,52.1,?,0.0,?,1.5,?,?,?,?,?,noband
?,?,YES,BENTON,?,?,?,?,?,?,?,?,TABLOID,1910.0,?,54.0,?,?,?,?,40.0,?,?,?,?,?,0.0,2.5,?,?,40.0,?,?,?
37365.0,?,YES,?,UNCOATED,?,NO,LINE,NO,Motter94,?,?,?,?,?,70.0,?,?,?,?,?,?,?,57.5,39.1,?,0.0,?,1.0,40.0,40.0,?,100.0,?
?,NO,?,?,UNCOATED,COATED,NO,LINE,YES,Motter94,827.0,?,?,1911.0,37.5,?,0.4,?,?,?,25.0,?,1500.0,?,40.2,?,0.0,?,0.9,?,?,?,?,noband
37338.0,?,YES,BENTON,?,?,?,?,YES,?,?,?,TABLOID,?,47.5,?,0.4,14.5,74.0,?,20.0,?,?,53.8,?,?,?,?,?,?,?,?,100.0,?
?,?,YES,?,?,COATED,NO,LINE,?,Motter94,?,?,TABLOID,?,?,?,0.267,?,84.0,?,?,0.0,2200.0,?,41.2,?,0.0,?,1.0,30.0,?,106.45,100.0,?
35458.0,?,YES,BENTON,COATED,COATED,?,LINE,?,?,?,?,?,1910.0,?,64.0,?,15.5,?,1.0,?,?,?,58.8,?,?,?,2.5,?,30.0,40.0,?,?,noband
35458.0,NO,?,BENTON,?,?,?,?,YES,?,?,2.0,TABLOID,1910.0,40.0,?,?,15.0,82.0,0.75,?,?,2400.0,?,?,?,?,2.5,1.0,30.0,40.0,?,?,noband
?,YES,YES,BENTON,?,UNCOATED,NO,?,?,?,802.0,?,CATALOG,?,?,?,?,17.0,?,?,?,0.0,?,?,?,0.0,?,3.0,?,?,?,?,?,?
37338.0,?,?,BENTON,?,?,?,?,?,Motter94,?,9.0,TABLOID,1911.0,50.0,?,?,?,?,0.5625,28.0,5.6,?,?,?,0.0,?,?,?,?,40.0,?,?,noband
37915.0,NO,?,BENTON,COATED,?,?,?,?,?,?,2.0,?,?,?,62.0,?,?,?,?,25.0,?,?,?,41.3,?,?,?,1.3,33.0,?,110.0,100.0,?
37915.0,?,?,?,COATED,?,NO,LINE,?,?,815.0,?,TABLOID,?,50.0,?,?,?,?,0.75,?,11.0,?,50.0,?,0.0,0.0,2.8,0.8,?,40.0,?,100.0,?
37305.0,?,?,?,?,COATED,NO,?,?,WoodHoe70,815.0,?,?,?,?,?,0.4,?,?,0.875,30.0,?,?,59.5,34.5,1.0,0.0,?,?,?,?,?,?,?
?,?,?,BENTON,COATED,?,?,?,?,?,?,?,TABLOID,?,?,56.0,?,17.0,82.0,0.75,?,?,?,52.6,47.4,0.0,?,?,?,?,?,?,?,noband
?,?,YES,?,?,COATED,NO,?,?,Motter94,828.0,?,?,?,?,56.0,0.283,17.0,?,?,?,?,2550.0,?,47.4,?,?,?,1.0,33.0,40.0,?,?,noband
37501.0,NO,?,BENTON,?,COATED,NO,?,?,WoodHoe70,?,?,TABLOID,?,?,?,0.3,16.0,98.0,0.75,?,0.0,?,62.5,?,0.0,0.0,?,?,?,40.0,100.0,100.0,?
35759.0,NO,YES,?,COATED,?,?,LINE,?,?,?,?,TABLOID,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,?,103.22,?,?
37579.0,?,?,BENTON,COATED,COATED,NO,?,?,?,827.0,?,TABLOID,?,45.0,?,?,?,?,0.75,?,5.6,?,?,38.9,?,?,?,0.7,?,?,?,?,noband
?,?,?,?,COATED,?,NO,?,?,WoodHoe70,?,9.0,?,1910.0,?,?,0.2,?,?,?,30.0,0.5,?,52.6,?,0.0,?,?,?,?,40.0,?,?,?
?,?,?,?,UNCOATED,UNCOATED,NO,?,NO,?,816.0,?,?,1910.0,45.0,?,0.3,?,?,0.75,?,3.4,?,?,39.8,4.0,0.0,2.5,1.0,34.0,?,?,?,?
35528.0,?,?,BENTON,?,?,?,LINE,?,?,?,?,?,1910.0,?,?,?,?,?,?,32.0,?,?,60.0,?,?,0.0,?,?,?,?,?,?,?
37199.0,NO,?,?,UNCOATED,COATED,?,LINE,?,?,824.0,9.0,TABLOID,?,?,64.0,?,16.5,?,?,30.0,?,?,57.5,?,?,?,?,0.8,?,40.0,106.45,?,?
?,?,?,?,?,?,NO,?,?,?,?,2.0,?,?,?,?,?,?,79.0,?,30.0,?,1500.0,62.5,37.5,4.0,?,?,1.0,?,?,?,100.0,band
37365.0,NO,YES,BENTON,?,COATED,?,LINE,YES,?,815.0,9.0,?,1911.0,?,62.0,0.4,14.5,?,1.0,35.0,?,?,63.3,36.7,0.0,?,2.5,1.0,?,40.0,?,100.0,band
37365.0,?,YES,BENTON,?,COATED,?,LINE,?,?,827.0,9.0,?,1910.0,?,?,?,?,?,?,20.0,5.4,?,54.3,?,?,?,?,1.0,?,?,?,100.0,band
?,NO,YES,?,?,COATED,NO,?,?,Motter94,?,9.0,TABLOID,?,?,?,?,15.4,?,?,24.0,4.4,1835.0,?,?,2.0,?,2.0,?,?,?,106.45,100.0,?
37505.0,?,?,BENTON,COATED,?,?,?,?,?,?,2.0,?,1910.0,?,64.0,?,?,?,0.8125,23.0,?,?,?,35.7,?,?,?,0.7,30.0,40.0,106.45,100.0,noband
