@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data
?,NO,YES,?,?,COATED,NO,?,?,Motter94,824.0,2.0,TABLOID,?,50.0,45.0,0.233,16.0,70.0,0.8125,30.0,0.0,?,?,41.2,0.0,0.0,1.7,?,?,40.0,107.4,?,?
35751.0,NO,YES,BENTON,COATED,?,?,NAPTHA,YES,Motter94,824.0,?,?,?,40.0,?,0.2,15.0,76.0,0.8125,30.0,?,2400.0,62.5,37.5,0.0,?,1.0,?,?,40.0,107.4,100.0,?
37340.0,?,YES,?,COATED,COATED,NO,?,YES,Motter94,824.0,?,TABLOID,?,30.0,43.0,0.2,16.3,70.0,0.8125,?,?,?,58.1,40.7,?,0.0,?,?,30.0,?,96.875,100.0,?
?,NO,?,BENTON,COATED,?,NO,LINE,?,?,?,?,?,?,?,?,?,?,72.0,1.0,?,?,2000.0,?,?,?,?,2.5,?,?,40.0,?,?,band
?,?,?,BENTON,COATED,COATED,?,LINE,YES,Motter94,?,?,TABLOID,?,?,?,0.2,14.5,74.0,1.0,25.0,?,2100.0,57.5,?,?,0.0,2.3,0.7,35.0,40.0,107.4,100.0,band
?,NO,?,?,?,COATED,NO,LINE,YES,Motter94,?,?,TABLOID,?,?,?,0.2,?,70.0,1.0,?,?,?,?,?,0.0,0.0,2.0,0.7,35.0,40.0,?,?,?
37352.0,NO,YES,BENTON,?,COATED,NO,LINE,YES,?,827.0,9.0,?,?,?,?,?,?,76.0,1.0,30.0,?,2150.0,57.5,?,0.0,0.0,2.5,?,?,?,107.4,100.0,noband
37352.0,?,YES,BENTON,?,COATED,NO,LINE,?,?,?,?,?,1911.0,?,45.0,0.3,15.2,72.0,1.0,25.0,?,2150.0,?,35.3,0.0,?,?,1.0,?,?,107.4,100.0,noband
37157.0,?,YES,BENTON,COATED,COATED,NO,?,?,Motter94,828.0,2.0,?,1910.0,30.0,45.0,0.233,17.0,70.0,0.75,35.0,0.0,?,?,?,?,?,2.5,1.0,?,40.0,106.45,100.0,?
?,NO,YES,?,UNCOATED,?,NO,LINE,?,WoodHoe70,?,2.0,TABLOID,1911.0,?,44.0,?,?,90.0,?,28.0,20.0,?,45.0,35.0,?,0.0,2.4,0.8,?,?,?,?,noband
37352.0,?,?,BENTON,UNCOATED,COATED,?,LINE,?,?,815.0,?,?,1911.0,?,44.0,0.2,?,91.0,0.75,30.0,21.7,?,?,?,?,0.0,2.7,0.8,?,?,107.4,100.0,noband
25507.0,YES,?,?,UNCOATED,UNCOATED,?,LINE,?,?,821.0,2.0,TABLOID,?,?,44.0,0.267,14.1,78.0,0.625,?,7.6,?,54.3,38.0,?,?,2.5,0.7,34.0,?,?,100.0,noband
25507.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,?,Motter94,821.0,?,?,1910.0,?,44.0,0.2,14.0,?,?,?,8.5,1510.0,53.2,38.3,2.0,0.0,?,?,34.0,?,?,100.0,noband
?,NO,?,?,COATED,?,?,?,?,Motter94,828.0,?,TABLOID,?,40.0,?,0.333,?,?,?,35.0,0.0,?,?,41.2,?,?,?,?,30.0,40.0,?,100.0,?
35334.0,YES,?,BENTON,UNCOATED,UNCOATED,NO,?,YES,WoodHoe70,?,2.0,?,?,40.0,43.0,?,?,96.0,?,28.0,?,1500.0,58.8,?,2.0,0.0,?,0.8,40.0,?,?,100.0,?
?,YES,?,BENTON,?,?,NO,LINE,YES,?,816.0,?,?,1911.0,32.5,43.0,0.2,15.0,82.0,1.0,?,?,?,54.3,?,4.0,0.0,2.5,1.0,?,40.0,103.12,?,noband
37869.0,NO,YES,BENTON,?,?,?,LINE,YES,?,815.0,9.0,CATALOG,1911.0,37.5,?,0.3,15.0,?,0.75,34.0,0.0,1400.0,62.5,?,?,0.0,2.8,1.0,28.0,?,?,100.0,noband
37869.0,NO,YES,BENTON,?,COATED,?,LINE,YES,WoodHoe70,815.0,?,CATALOG,?,?,44.0,0.3,?,?,1.0,32.0,7.0,1400.0,58.1,34.9,0.0,?,3.0,1.0,28.0,40.0,103.12,?,noband
35752.0,NO,YES,BENTON,?,COATED,?,LINE,?,Motter94,824.0,9.0,?,?,50.0,?,0.2,?,82.0,?,?,?,2270.0,?,44.4,12.0,0.0,2.0,?,30.0,?,?,?,noband
35752.0,?,?,BENTON,COATED,COATED,?,LINE,YES,?,824.0,?,?,1910.0,50.0,?,0.3,?,80.0,0.8125,?,?,2270.0,?,?,?,0.0,1.5,1.5,?,40.0,103.22,100.0,noband
?,?,YES,BENTON,UNCOATED,?,NO,?,?,?,?,?,TABLOID,1911.0,60.0,43.0,0.267,?,57.0,?,?,1.2,?,?,?,?,0.0,1.4,?,?,40.0,103.12,?,noband
?,NO,YES,?,?,COATED,?,LINE,?,Motter94,?,9.0,?,1911.0,?,43.0,0.233,?,?,?,?,7.9,?,56.2,?,?,0.0,1.7,?,33.0,40.0,103.12,100.0,?
?,?,?,BENTON,COATED,?,?,?,?,?,824.0,?,?,?,?,?,?,17.0,?,?,35.0,?,2300.0,?,?,?,0.0,?,?,?,?,103.22,100.0,?
?,?,?,?,COATED,?,?,LINE,?,Motter94,?,?,TABLOID,?,?,?,?,13.0,?,0.625,?,0.0,?,?,42.5,?,0.0,2.5,0.85,?,?,?,?,?
?,?,?,BENTON,?,COATED,?,LINE,YES,Motter94,?,?,?,?,?,38.0,?,14.0,70.0,?,?,0.0,?,58.8,?,5.0,0.0,?,0.9,30.0,?,?,?,?
?,NO,?,?,?,UNCOATED,?,?,YES,WoodHoe70,?,?,?,1911.0,?,?,0.333,?,?,0.5,?,?,?,?,36.6,0.0,0.0,2.4,?,?,40.0,?,100.0,noband
?,?,YES,BENTON,UNCOATED,?,NO,?,?,Motter94,?,2.0,?,?,45.0,?,?,?,?,?,?,?,?,50.5,?,0.0,?,?,?,?,?,96.97,?,?
37335.0,?,?,BENTON,?,?,NO,LINE,?,Motter94,?,2.0,TABLOID,1911.0,47.5,?,?,16.5,72.0,?,?,?,?,?,35.4,?,?,?,?,?,40.0,?,?,?
35870.0,NO,NO,?,?,?,?,?,NO,Motter94,824.0,?,TABLOID,?,40.0,46.0,?,?,?,0.75,?,?,?,?,?,?,?,1.0,?,?,?,103.22,?,noband
?,?,NO,?,?,?,?,?,NO,Motter94,?,?,TABLOID,1911.0,40.0,?,?,16.5,68.0,?,?,?,?,?,?,0.0,?,?,?,?,?,?,100.0,?
35811.0,?,?,?,COATED,?,?,LINE,YES,WoodHoe70,815.0,?,?,?,40.0,35.0,0.233,?,85.0,0.625,?,0.0,?,?,?,?,?,?,?,30.0,40.0,?,100.0,?
?,?,YES,?,?,?,?,?,?,Albert70,802.0,?,CATALOG,1911.0,?,38.0,?,?,62.0,?,46.0,?,?,58.8,36.5,0.0,?,?,?,?,40.0,103.125,?,?
?,NO,YES,BENTON,UNCOATED,?,?,?,?,Albert70,802.0,?,?,?,35.0,38.0,0.433,16.0,?,0.75,?,?,1400.0,62.5,37.5,?,0.0,2.8,?,?,?,103.125,?,?
25509.0,YES,?,?,UNCOATED,UNCOATED,NO,LINE,?,?,?,?,TABLOID,?,?,46.0,?,14.6,?,?,?,10.5,?,?,?,?,0.0,?,?,?,40.0,?,100.0,?
37386.0,?,?,?,?,?,?,LINE,?,Motter94,?,?,TABLOID,?,40.0,?,?,24.5,?,?,?,?,2100.0,?,36.3,?,?,?,?,40.0,40.0,?,100.0,band
?,?,YES,BENTON,UNCOATED,?,?,LINE,?,?,?,?,?,?,?,39.0,?,15.0,?,?,?,?,?,?,?,?,?,?,1.0,?,?,103.22,?,?
37386.0,?,YES,BENTON,UNCOATED,?,?,LINE,YES,?,?,9.0,TABLOID,1910.0,40.0,?,?,15.0,79.0,0.75,20.0,11.8,?,?,39.2,0.0,?,?,?,40.0,40.0,103.22,100.0,?
?,?,?,BENTON,?,?,NO,?,YES,Motter94,?,?,?,?,40.0,?,0.35,18.5,?,?,?,0.0,?,?,?,4.0,0.0,1.8,?,40.0,?,?,100.0,band
37254.0,?,?,BENTON,?,?,?,?,?,Motter94,?,?,?,1911.0,42.5,41.0,?,14.0,70.0,0.625,20.0,2.3,1750.0,?,?,?,0.0,2.5,?,35.0,?,?,?,?
35457.0,?,?,BENTON,?,?,?,?,?,Motter94,828.0,9.0,?,?,?,39.0,0.2,16.2,84.0,?,30.0,0.0,?,62.5,?,?,0.0,2.0,?,30.0,?,?,?,?
?,NO,YES,?,UNCOATED,?,NO,?,YES,?,802.0,?,CATALOG,?,?,?,0.333,?,?,?,?,?,?,53.2,?,?,0.5,?,1.3,40.0,?,?,?,?
?,NO,YES,?,UNCOATED,?,?,LINE,?,?,?,?,CATALOG,1910.0,?,45.0,0.2,15.5,?,0.5,?,16.3,1683.0,43.5,?,?,?,2.5,?,40.0,?,?,?,?
37163.0,?,?,BENTON,?,?,?,?,?,?,821.0,?,?,1910.0,?,37.0,?,16.0,75.0,?,?,?,1850.0,?,?,0.0,?,?,0.75,?,40.0,109.67,?,?
37354.0,?,?,BENTON,UNCOATED,COATED,NO,?,?,Motter94,821.0,?,?,?,42.5,?,?,14.0,?,?,20.0,?,1750.0,?,39.4,0.0,0.0,?,0.9,35.0,40.0,96.97,100.0,?
?,NO,YES,?,?,COATED,NO,?,?,?,?,?,?,1910.0,49.0,?,0.35,?,?,0.75,?,9.1,?,56.8,34.1,2.0,0.0,?,0.2,?,40.0,103.22,?,?
?,?,YES,?,?,?,NO,?,?,?,813.0,9.0,CATALOG,?,?,?,0.267,?,?,?,?,6.6,1650.0,?,?,0.0,?,2.5,?,40.0,40.0,109.67,?,?
?,?,?,BENTON,UNCOATED,COATED,NO,LINE,?,?,828.0,?,?,1910.0,?,44.0,?,?,78.0,?,?,5.6,?,55.6,38.9,?,?,?,1.0,?,?,?,?,?
37355.0,NO,?,BENTON,?,?,?,?,?,?,827.0,2.0,?,1910.0,?,?,?,?,72.0,0.625,?,9.1,?,56.8,?,?,?,?,?,?,?,?,?,?
?,?,?,BENTON,UNCOATED,COATED,?,LINE,YES,Motter94,?,9.0,?,?,?,43.0,?,?,70.0,?,?,?,?,?,?,?,0.0,?,?,?,?,?,100.0,noband
35753.0,?,YES,?,?,?,?,LINE,YES,Motter94,?,9.0,?,1910.0,?,43.0,?,?,?,?,?,?,1900.0,?,?,?,?,2.2,?,?,?,?,100.0,noband
?,?,?,BENTON,UNCOATED,?,NO,?,?,?,?,7.0,?,?,55.0,?,?,?,70.0,?,?,5.6,?,?,38.9,?,?,?,?,34.0,40.0,?,?,band
38051.0,?,?,BENTON,?,?,?,LINE,?,?,?,?,?,1910.0,?,49.0,?,?,?,?,24.0,0.0,1650.0,?,?,0.0,?,?,1.7,?,40.0,103.33,100.0,?
?,NO,?,?,COATED,?,NO,?,?,?,?,2.0,TABLOID,?,?,49.0,?,15.3,?,?,34.0,?,?,?,?,?,0.0,?,?,35.0,?,?,?,noband
?,?,?,BENTON,?,?,?,?,?,?,?,9.0,TABLOID,1911.0,?,49.0,0.233,16.8,?,0.9375,?,?,?,62.5,?,0.0,?,?,0.9,?,?,?,?,noband
?,?,YES,?,?,?,NO,?,?,Motter94,?,?,TABLOID,1911.0,?,46.0,?,?,77.0,?,?,?,?,49.5,34.6,?,?,?,0.8,?,?,?,?,?
37081.0,NO,?,?,?,?,NO,?,YES,?,828.0,1.0,TABLOID,?,?,44.0,?,?,100.0,?,?,?,2200.0,?,?,0.0,?,0.0,?,30.0,?,100.0,?,?
?,?,?,BENTON,?,?,?,?,?,?,827.0,2.0,?,?,42.0,?,0.3,15.0,?,?,20.0,?,?,?,34.3,0.0,?,?,?,?,?,?,?,?
?,YES,YES,BENTON,?,?,?,LINE,?,?,?,9.0,?,1910.0,45.0,44.0,0.3,15.5,?,1.25,20.0,?,1300.0,?,?,0.0,?,?,?,?,?,?,100.0,?
35754.0,NO,?,BENTON,?,?,?,?,?,?,?,?,?,1910.0,?,?,0.3,16.0,?,?,?,?,?,?,?,0.0,0.0,2.5,?,?,40.0,?,?,?
?,?,YES,?,COATED,COATED,?,?,?,?,824.0,?,?,1910.0,47.0,?,?,16.0,?,?,30.0,9.1,2400.0,?,?,?,?,2.5,1.1,?,?,103.125,?,?
?,?,?,?,?,COATED,NO,LINE,?,Motter94,824.0,2.0,?,1911.0,?,?,?,16.0,76.0,?,30.0,?,?,?,?,?,?,?,?,30.0,?,?,100.0,?
?,?,YES,BENTON,COATED,COATED,?,LINE,YES,Motter94,824.0,?,?,1911.0,35.0,48.0,0.233,?,?,?,30.0,16.1,?,44.6,39.3,?,?,?,?,30.0,40.0,103.22,?,noband
35816.0,?,YES,?,COATED,?,?,LINE,YES,Motter94,?,?,?,1910.0,47.5,?,?,14.0,78.0,0.75,22.0,0.0,?,?,?,?,0.0,2.1,1.7,?,40.0,?,?,?
?,NO,YES,BENTON,COATED,COATED,?,?,NO,?,?,2.0,TABLOID,1910.0,?,?,?,?,?,1.0,28.0,?,?,60.0,?,?,?,?,1.0,30.0,?,106.66,?,band
?,?,YES,BENTON,?,COATED,?,LINE,?,WoodHoe70,?,?,?,?,?,55.0,?,?,?,0.75,22.0,?,?,53.2,?,?,?,?,?,33.0,40.0,?,?,band
?,?,?,?,UNCOATED,COVER,NO,LINE,?,Motter94,?,7.0,?,1910.0,?,?,?,?,?,?,?,0.0,?,50.0,50.0,?,?,?,?,?,40.0,?,100.0,?
?,YES,?,BENTON,UNCOATED,?,?,LINE,YES,?,821.0,7.0,?,1910.0,50.0,?,?,?,76.0,?,25.0,3.4,?,56.8,?,?,?,?,?,?,40.0,?,100.0,?
25520.0,?,?,?,UNCOATED,?,NO,?,?,Motter94,?,?,TABLOID,1910.0,?,?,0.267,?,?,?,?,?,?,?,?,?,?,2.0,?,34.0,?,103.125,100.0,band
?,NO,?,?,?,COATED,?,LINE,?,Motter94,?,?,TABLOID,?,?,?,0.4,?,?,0.8125,38.0,?,?,?,41.2,2.0,?,2.5,?,33.0,40.0,?,100.0,?
?,NO,?,?,COATED,?,NO,LINE,?,Motter94,?,9.0,TABLOID,1910.0,?,?,?,16.0,?,0.5625,30.0,1.5,?,?,?,?,?,?,?,33.0,40.0,?,?,noband
?,YES,?,BENTON,UNCOATED,UNCOATED,NO,LINE,?,?,?,?,CATALOG,?,50.0,?,?,?,?,?,?,?,1635.0,51.0,?,0.0,?,?,?,40.0,?,?,100.0,?
?,NO,?,BENTON,?,COATED,NO,LINE,?,?,?,?,?,1911.0,?,63.0,0.3,13.0,?,1.0,29.0,?,?,?,43.8,0.0,0.0,?,?,?,?,110.0,100.0,?
37333.0,NO,?,BENTON,COATED,?,NO,?,YES,WoodHoe70,?,2.0,?,1911.0,?,60.0,0.267,?,86.0,?,?,?,?,64.1,?,?,?,?,?,?,?,?,?,?
?,?,?,BENTON,?,UNCOATED,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22.7,1750.0,45.5,31.8,1.0,?,2.4,0.9,34.0,40.0,?,?,?
37333.0,NO,?,BENTON,?,COATED,NO,?,?,?,815.0,?,?,1910.0,?,?,?,15.3,80.0,?,?,?,1900.0,?,?,?,?,2.5,?,?,?,?,100.0,band
?,?,YES,BENTON,?,UNCOATED,?,LINE,NO,Motter94,?,?,?,1911.0,?,56.0,?,?,?,?,25.0,?,1850.0,52.1,?,4.0,0.0,?,?,34.0,?,103.125,?,band
?,?,?,?,?,?,?,?,?,Motter94,?,?,TABLOID,?,?,?,?,?,78.0,0.625,20.0,?,1900.0,?,35.2,0.0,?,2.5,0.85,?,?,?,?,band
?,?,?,?,UNCOATED,?,?,?,?,?,802.0,?,CATALOG,1910.0,50.0,50.0,?,15.7,?,?,?,?,?,?,?,?,?,?,1.35,?,40.0,?,?,noband
47203.0,?,?,BENTON,?,UNCOATED,?,LINE,?,Albert70,802.0,?,CATALOG,1910.0,?,?,?,?,74.0,0.75,?,4.8,1420.0,?,35.7,?,0.0,?,?,?,40.0,106.45,?,noband
?,?,?,BENTON,?,COATED,?,?,YES,?,824.0,?,?,?,?,?,0.233,?,?,0.5625,?,5.6,?,56.2,?,?,?,?,?,30.0,?,?,?,noband
35871.0,NO,NO,?,?,?,NO,?,?,?,824.0,?,?,1911.0,35.0,?,?,15.0,?,0.8125,40.0,8.6,?,53.8,?,8.0,?,?,?,?,?,?,100.0,?
?,NO,YES,BENTON,?,COATED,NO,LINE,?,Motter94,?,?,TABLOID,?,40.0,?,?,?,?,?,30.0,0.0,?,58.8,?,8.0,0.0,2.5,?,33.0,?,?,?,?
?,?,?,BENTON,COATED,?,?,LINE,?,Motter94,?,9.0,TABLOID,?,?,50.0,?,?,?,0.5625,?,?,?,58.8,?,8.0,?,?,?,?,40.0,103.125,?,noband
37822.0,NO,?,BENTON,UNCOATED,COATED,?,LINE,?,?,816.0,9.0,?,1911.0,40.0,54.0,?,?,76.0,?,?,?,?,?,38.9,0.0,?,?,?,?,?,?,100.0,?
?,?,?,?,UNCOATED,COVER,NO,?,?,?,?,?,?,?,?,54.0,0.2,?,?,?,?,5.7,?,?,36.9,0.0,0.0,?,?,35.0,?,?,100.0,?
37994.0,?,YES,?,UNCOATED,?,?,LINE,NO,Motter94,?,2.0,TABLOID,?,55.0,45.0,?,15.5,79.0,?,20.0,?,?,?,?,?,0.0,2.5,?,?,?,?,100.0,?
?,YES,YES,?,UNCOATED,?,NO,LINE,?,Motter94,821.0,?,?,1910.0,52.0,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?,40.0,103.125,?,?
35458.0,?,?,?,COATED,COATED,?,?,?,?,816.0,?,TABLOID,1910.0,?,?,0.233,?,79.0,?,28.0,0.0,2300.0,?,?,0.0,0.0,2.5,1.5,?,?,?,?,band
?,?,YES,?,COATED,COATED,?,?,YES,Motter94,824.0,?,?,?,?,?,?,?,?,?,?,5.6,?,?,?,2.0,0.0,2.5,?,?,?,?,?,?
?,?,?,?,?,?,NO,?,?,?,828.0,2.0,?,?,?,?,?,16.0,?,0.75,30.0,?,?,58.8,?,0.0,?,1.5,?,?,40.0,?,?,noband
?,?,YES,BENTON,UNCOATED,?,?,?,?,?,828.0,?,?,?,?,?,0.35,?,?,?,?,?,2250.0,?,?,?,?,?,?,35.0,?,?,?,?
?,?,?,?,?,?,?,LINE,?,?,?,?,?,1910.0,45.0,?,0.367,?,74.0,?,?,10.5,2250.0,52.6,36.8,?,?,?,?,?,?,106.45,100.0,?
?,?,YES,BENTON,?,COATED,?,?,?,Motter94,?,?,?,?,?,?,?,?,?,?,?,3.4,?,?,?,?,0.0,?,?,?,40.0,?,?,?
?,?,?,?,?,COATED,?,?,YES,?,827.0,9.0,?,?,?,?,?,?,?,?,?,?,?,54.3,?,?,?,2.3,0.9,?,40.0,?,?,?
37338.0,?,YES,BENTON,COATED,COATED,?,LINE,?,Motter94,824.0,?,?,1911.0,?,?,?,?,?,0.8125,20.0,?,1600.0,53.8,?,0.0,?,2.0,?,35.0,40.0,?,?,?
?,NO,YES,?,?,COATED,?,LINE,YES,Motter94,828.0,?,?,?,?,?,0.267,16.0,84.0,?,?,0.0,2200.0,?,41.2,?,0.0,?,?,?,?,?,?,noband
?,?,?,?,COATED,?,?,?,?,?,?,9.0,?,1910.0,?,?,0.2,?,85.0,?,26.0,0.0,?,?,?,?,?,?,?,30.0,40.0,103.125,100.0,noband
35458.0,?,YES,?,COATED,?,?,?,?,?,?,?,?,1910.0,?,?,0.233,?,82.0,0.75,?,?,2400.0,60.0,?,3.0,0.0,?,1.0,30.0,40.0,?,?,noband
47203.0,?,YES,?,UNCOATED,UNCOATED,NO,?,NO,?,?,?,?,?,50.0,69.0,?,17.0,82.0,0.75,50.0,?,?,62.5,37.5,?,0.0,?,?,?,?,?,?,?
37338.0,?,?,BENTON,COATED,COATED,?,LINE,NO,?,824.0,?,?,?,50.0,?,0.4,?,?,?,?,5.6,?,55.6,38.9,?,?,?,?,?,40.0,?,?,noband
?,?,?,?,COATED,COATED,NO,?,YES,?,815.0,?,?,1910.0,50.0,?,0.4,?,?,0.75,?,10.6,?,?,?,0.0,0.0,2.8,1.3,?,?,?,?,?
37915.0,?,YES,?,?,?,NO,LINE,?,WoodHoe70,?,?,?,1911.0,?,62.0,?,14.9,96.0,?,26.0,?,?,50.0,?,?,?,?,?,?,40.0,110.0,?,noband
?,NO,YES,?,UNCOATED,COATED,?,LINE,YES,?,815.0,9.0,?,?,35.0,68.0,0.4,?,90.0,?,30.0,?,?,?,34.5,?,0.0,?,1.0,?,40.0,?,?,?
37177.0,?,?,BENTON,COATED,COATED,?,LINE,YES,?,828.0,2.0,?,1910.0,40.0,56.0,?,17.0,?,?,?,?,?,?,47.4,0.0,?,?,1.0,?,40.0,?,?,noband
?,NO,?,?,?,?,?,LINE,?,?,?,?,TABLOID,?,?,?,?,?,?,0.75,30.0,?,?,?,?,?,0.0,?,1.0,?,40.0,103.22,?,noband
?,NO,?,?,COATED,?,?,?,?,?,?,?,TABLOID,1910.0,30.0,?,0.3,16.0,?,?,?,?,?,?,37.5,?,?,2.75,1.0,?,?,100.0,?,noband
35759.0,?,?,?,?,COATED,?,?,?,Motter94,?,?,?,1910.0,?,69.0,0.267,15.6,?,0.75,?,5.6,?,55.6,?,0.0,?,?,?,?,?,?,100.0,?
37579.0,?,?,BENTON,?,?,NO,?,?,Motter94,?,?,TABLOID,?,45.0,?,?,?,?,0.75,22.0,?,?,?,38.9,?,0.0,?,?,?,?,?,100.0,?
?,?,?,BENTON,?,?,?,?,NO,?,?,9.0,?,?,?,?,?,?,94.0,0.75,30.0,?,2050.0,?,?,0.0,?,?,?,33.0,40.0,?,?,?
37938.0,?,?,?,UNCOATED,?,NO,LINE,?,WoodHoe70,?,9.0,?,?,?,?,0.3,16.3,?,0.75,?,?,?,?,?,4.0,0.0,2.5,?,34.0,40.0,?,100.0,?
?,YES,?,BENTON,?,UNCOATED,?,LINE,YES,?,?,?,?,?,?,68.0,?,?,?,?,?,?,?,60.0,40.0,?,0.0,?,?,?,40.0,?,?,band
37199.0,NO,?,?,?,?,?,?,?,Motter94,?,9.0,?,?,?,?,?,?,82.0,0.5625,?,?,?,?,40.2,?,?,1.3,?,30.0,40.0,?,100.0,?
37003.0,?,YES,BENTON,UNCOATED,?,?,LINE,YES,?,815.0,2.0,?,?,?,65.0,?,?,79.0,0.625,?,?,1500.0,?,?,?,?,2.5,1.0,38.0,?,?,100.0,?
37365.0,NO,YES,BENTON,?,?,?,LINE,?,WoodHoe70,?,?,?,?,?,62.0,0.4,?,94.0,?,?,?,?,?,?,?,?,?,?,?,?,106.89,?,?
?,?,YES,?,?,COATED,?,LINE,?,?,?,9.0,?,?,?,58.0,?,?,?,1.0,?,?,2000.0,?,?,0.0,?,?,?,35.0,?,?,?,band
37505.0,?,?,?,COATED,COATED,?,?,NO,Motter94,824.0,9.0,?,?,40.0,?,?,?,?,?,?,4.4,1835.0,?,?,2.0,0.0,2.0,?,30.0,40.0,106.45,100.0,?
