@relation dataset

@attribute x real
@attribute y real
@attribute month {apr, aug, dec, feb, jan, jul, jun, mar, may, nov, oct, sep}
@attribute day {fri, mon, sat, sun, thu, tue, wed}
@attribute ffmc real
@attribute dmc real
@attribute dc real
@attribute isi real
@attribute temp real
@attribute rh real
@attribute wind real
@attribute rain real
@attribute area real


@data
6.0,6.0,?,?,?,62.3,442.9,11.0,23.0,36.0,3.1,0.0,0.0
?,4.0,?,?,?,23.9,?,?,11.8,35.0,1.8,?,?
?,?,mar,?,?,?,?,?,?,?,5.8,0.0,?
4.0,?,?,?,?,137.0,?,9.2,?,?,1.3,?,?
?,?,?,?,?,99.6,?,?,21.5,34.0,?,0.0,?
4.0,?,?,?,?,?,?,?,?,42.0,?,?,?
?,3.0,?,?,?,111.2,654.1,?,?,?,?,0.0,?
?,3.0,?,?,91.7,114.3,661.3,6.3,?,?,?,?,?
?,3.0,?,thu,92.9,?,?,9.2,?,?,?,?,0.0
4.0,?,?,?,?,?,730.2,?,17.8,63.0,?,?,?
?,?,?,sun,?,46.5,691.8,?,13.8,?,?,?,0.0
2.0,?,feb,?,?,?,34.0,2.1,?,40.0,?,?,?
?,?,feb,fri,?,?,?,5.3,?,51.0,0.9,?,?
?,2.0,?,sun,?,51.3,?,?,11.5,39.0,?,0.0,?
2.0,2.0,?,?,89.3,?,?,?,?,59.0,6.3,0.0,0.0
?,?,aug,?,93.0,?,466.6,7.7,?,?,?,?,?
2.0,?,?,sun,90.2,?,?,?,20.8,?,2.7,?,?
2.0,?,?,mon,91.1,?,?,?,?,?,3.1,0.0,?
?,?,aug,?,91.7,114.3,?,6.3,18.6,44.0,?,?,?
?,2.0,?,fri,?,?,?,12.2,23.0,37.0,?,?,?
2.0,2.0,?,?,92.4,?,?,12.2,?,?,5.4,?,?
?,?,?,fri,92.4,117.9,668.0,?,?,?,?,?,?
4.0,5.0,?,fri,91.7,33.3,?,?,?,?,4.5,0.0,?
4.0,?,?,?,?,48.3,?,?,?,27.0,?,?,?
4.0,?,?,?,94.3,?,692.3,15.9,17.7,37.0,?,?,?
?,4.0,?,?,?,?,77.5,9.0,15.6,25.0,?,0.0,0.0
?,?,?,?,88.8,147.3,?,?,?,?,?,?,?
5.0,4.0,sep,fri,?,?,713.9,?,27.6,?,1.3,?,0.0
9.0,9.0,?,thu,84.2,?,?,?,?,?,3.1,0.0,0.0
9.0,?,?,?,?,13.2,43.0,?,15.7,?,?,0.0,?
?,3.0,?,?,?,?,103.8,5.0,?,72.0,?,?,0.0
?,?,aug,?,?,?,529.8,?,14.7,?,?,0.0,?
?,2.0,?,tue,91.0,?,?,?,21.6,19.0,?,0.0,?
?,2.0,?,?,?,142.4,601.4,?,19.5,39.0,?,0.0,0.0
?,?,aug,?,?,?,?,?,?,?,?,?,?
?,?,?,?,94.8,108.3,647.1,?,18.6,51.0,4.5,?,?
1.0,?,aug,wed,?,111.2,?,?,16.6,47.0,?,?,?
?,?,?,thu,?,114.3,661.3,?,?,?,?,?,?
?,?,?,thu,92.9,137.0,?,?,?,15.0,?,?,0.0
?,?,sep,?,92.9,?,706.4,9.2,25.4,?,2.2,?,0.0
?,2.0,sep,?,?,?,?,?,22.4,34.0,2.2,0.0,0.0
?,?,sep,sun,93.5,?,728.6,?,?,36.0,?,?,?
6.0,?,?,?,91.7,?,80.8,7.8,?,?,4.9,?,?
?,5.0,?,sat,90.2,96.9,624.2,8.9,?,?,?,?,0.0
?,?,mar,?,?,?,80.8,7.8,17.4,24.0,5.4,0.0,?
?,?,aug,sun,92.3,85.3,?,14.7,20.8,?,6.3,?,0.0
?,?,?,?,?,?,601.4,10.6,18.2,?,4.9,?,?
?,?,?,mon,?,?,?,5.8,23.4,?,?,?,0.0
?,?,?,sun,89.7,?,704.4,4.8,?,64.0,?,?,?
?,?,feb,sat,83.9,?,?,?,?,48.0,1.8,?,?
3.0,?,mar,sat,69.0,?,15.5,0.7,?,?,?,0.0,0.0
3.0,?,aug,?,91.4,?,?,?,?,87.0,?,?,?
3.0,?,?,?,?,?,?,?,?,39.0,?,?,0.0
3.0,?,?,?,?,?,?,?,19.8,?,?,0.0,?
?,4.0,?,tue,88.8,?,?,?,?,66.0,?,0.0,?
2.0,4.0,?,?,?,?,?,?,20.1,?,4.0,0.0,?
?,4.0,sep,sat,92.5,121.1,?,8.6,24.1,?,?,?,0.0
2.0,?,?,?,82.1,?,?,2.9,5.3,?,3.1,0.0,0.0
4.0,?,?,fri,85.9,19.5,57.3,?,?,52.0,?,?,?
4.0,?,?,?,91.4,?,74.3,?,?,29.0,?,?,?
4.0,5.0,?,sun,90.2,99.6,?,6.3,21.4,?,?,?,?
4.0,?,sep,?,?,?,?,?,?,45.0,?,?,?
4.0,?,?,mon,?,?,709.9,?,17.4,?,5.4,?,0.0
?,4.0,?,?,?,?,?,?,13.7,?,5.8,?,?
3.0,?,mar,?,?,?,?,9.0,?,?,?,?,?
?,?,sep,?,89.7,?,704.4,4.8,22.8,?,3.6,0.0,0.0
?,?,sep,?,91.8,78.5,724.3,?,?,35.0,?,0.0,?
3.0,?,mar,tue,?,?,?,3.8,?,?,?,?,?
3.0,?,?,?,?,25.7,?,?,15.5,27.0,?,?,?
?,?,mar,sat,91.7,?,?,?,?,?,?,0.0,0.0
3.0,4.0,mar,?,?,35.8,80.8,?,?,27.0,?,?,0.0
3.0,4.0,?,?,?,39.7,86.6,?,?,?,4.0,?,?
?,?,aug,?,?,?,?,?,?,?,3.1,0.0,0.0
?,4.0,?,mon,91.5,145.4,?,10.7,?,?,2.2,?,?
3.0,4.0,?,?,?,145.4,?,?,?,43.0,?,?,0.0
3.0,?,sep,sun,92.4,124.1,?,?,22.5,?,?,?,?
3.0,?,?,?,?,?,671.9,?,?,?,3.1,0.0,?
?,?,?,?,94.3,85.1,692.3,15.9,19.8,50.0,?,0.0,0.0
3.0,4.0,?,?,?,?,691.8,?,20.6,?,5.4,0.0,?
?,?,?,?,?,?,103.8,?,9.0,49.0,2.2,?,0.0
3.0,?,sep,?,?,149.3,728.6,8.1,17.2,?,3.1,?,?
?,?,oct,?,?,37.9,?,?,?,46.0,3.6,?,0.0
2.0,?,oct,?,92.6,46.5,?,?,?,35.0,0.9,0.0,?
?,6.0,feb,?,?,?,?,0.8,?,?,2.7,0.0,0.0
?,6.0,mar,?,87.2,23.9,64.7,4.1,?,?,3.1,?,?
4.0,?,?,sun,?,?,102.2,?,10.6,?,?,0.0,0.0
?,6.0,?,?,?,?,685.2,17.9,17.6,?,?,?,?
?,5.0,?,?,88.1,25.7,?,?,14.9,38.0,?,0.0,0.0
3.0,?,?,?,93.5,?,?,?,17.6,52.0,?,0.0,?
3.0,?,sep,?,?,?,680.7,?,?,?,?,0.0,0.0
?,6.0,?,mon,90.9,?,?,7.0,15.6,66.0,3.1,?,?
9.0,9.0,?,tue,?,48.3,?,3.9,?,?,?,?,0.36
?,4.0,?,?,?,?,?,7.0,21.7,?,?,0.0,?
?,5.0,?,?,?,?,686.5,?,21.9,?,?,0.0,0.47
?,?,?,?,95.5,99.9,513.3,?,?,31.0,4.5,0.0,0.55
?,?,?,fri,90.1,?,529.8,?,?,?,8.9,0.0,?
1.0,2.0,?,?,?,51.3,296.3,?,16.6,53.0,5.4,0.0,0.71
?,?,?,?,95.5,?,513.3,?,?,?,5.4,?,?
6.0,?,aug,thu,?,?,?,10.4,?,?,4.0,0.0,?
?,?,mar,mon,90.1,?,86.6,6.2,13.2,?,?,0.0,0.95
?,3.0,?,?,84.4,?,?,3.2,?,28.0,3.6,0.0,0.96
?,?,aug,?,?,?,647.1,17.0,?,?,6.7,?,1.07
8.0,?,?,thu,?,?,?,17.9,?,25.0,4.5,0.0,?
6.0,5.0,?,fri,?,56.4,?,7.1,23.2,?,?,?,1.19
?,?,?,sun,90.1,?,355.2,?,24.8,?,?,0.0,?
?,?,?,sat,90.1,?,?,6.2,?,43.0,?,?,1.43
?,4.0,sep,?,94.3,?,?,?,20.1,?,?,?,?
1.0,?,?,sat,?,?,721.4,?,29.6,27.0,?,0.0,1.46
?,4.0,aug,sun,94.8,108.3,647.1,17.0,?,?,?,0.0,1.56
?,4.0,sep,sat,?,?,?,8.1,?,27.0,?,?,?
?,?,?,wed,92.1,111.2,?,?,?,45.0,?,?,?
?,?,?,wed,?,?,?,?,?,?,?,?,?
7.0,?,sep,?,?,?,?,12.2,19.0,34.0,5.8,0.0,?
7.0,?,?,mon,90.1,?,86.6,?,?,29.0,3.1,0.0,?
6.0,4.0,aug,?,?,131.7,578.8,?,?,?,4.0,?,?
?,3.0,?,?,?,?,?,7.8,?,31.0,?,?,?
?,?,?,sat,92.5,?,?,?,?,?,1.8,0.0,?
?,?,sep,?,?,?,?,?,17.8,?,?,?,2.01
?,?,?,?,84.9,?,55.0,3.0,?,70.0,?,0.0,?
6.0,?,aug,wed,92.1,?,?,9.6,?,47.0,0.9,?,?
?,5.0,?,?,96.0,?,?,16.5,?,?,?,0.0,?
?,5.0,mar,?,91.2,?,?,12.5,?,?,9.4,?,?
8.0,6.0,?,thu,?,131.7,?,10.4,?,?,?,0.0,?
5.0,?,sep,wed,?,?,?,?,?,?,?,0.0,?
8.0,6.0,?,?,85.6,?,?,?,17.4,?,4.0,0.0,2.69
7.0,4.0,?,sun,?,?,601.4,10.6,?,39.0,?,?,?
4.0,?,sep,mon,?,126.5,?,?,?,39.0,2.2,0.0,?
?,?,?,?,90.2,96.9,?,8.9,14.2,?,1.8,0.0,3.5
1.0,?,?,?,90.2,?,624.2,8.9,?,?,4.9,?,?
6.0,5.0,apr,?,81.5,?,?,2.7,?,?,?,0.0,?
?,?,aug,?,?,99.6,?,?,?,44.0,2.7,?,4.69
?,?,sep,wed,90.1,82.9,?,?,?,45.0,2.2,?,4.88
?,?,?,?,?,?,?,9.0,?,?,?,?,?
?,3.0,?,sun,92.4,124.1,?,?,23.9,?,?,0.0,5.33
?,6.0,?,mon,84.9,?,?,3.0,19.1,32.0,?,?,?
?,?,?,sun,86.8,?,?,?,?,53.0,?,?,6.38
?,?,oct,?,91.7,?,696.1,?,?,45.0,4.5,0.0,6.83
?,6.0,aug,fri,?,135.7,?,?,20.8,?,4.9,0.0,?
?,?,sep,?,91.0,129.5,692.6,?,?,46.0,?,0.0,?
8.0,6.0,mar,?,?,?,?,?,11.5,39.0,5.8,?,7.19
?,?,?,mon,90.9,126.5,?,?,?,?,2.2,?,7.3
6.0,4.0,mar,sat,?,?,89.4,?,13.3,?,0.9,?,7.4
?,?,mar,?,?,44.0,92.4,?,11.5,?,4.0,?,?
6.0,5.0,?,?,?,48.3,?,?,11.7,?,?,?,?
?,?,?,thu,?,131.7,?,?,24.2,28.0,?,?,?
?,2.0,aug,tue,?,108.3,647.1,17.0,24.6,?,?,0.0,?
?,?,sep,?,?,?,?,?,?,?,?,?,9.41
2.0,?,?,tue,?,108.3,?,?,24.6,?,?,?,10.01
?,5.0,aug,?,93.9,?,?,15.1,?,?,?,?,?
6.0,?,?,thu,81.5,9.1,55.2,?,?,?,?,?,10.93
4.0,5.0,?,?,92.9,?,706.4,9.2,21.5,15.0,?,0.0,?
?,4.0,?,?,91.0,?,?,7.0,?,?,6.3,?,?
?,?,?,mon,63.5,70.8,?,0.8,?,?,3.6,0.0,?
?,5.0,sep,?,?,?,692.6,?,?,33.0,?,?,11.53
6.0,?,mar,sun,?,37.6,?,?,?,?,3.6,?,?
?,?,?,?,83.9,?,32.1,?,8.8,?,?,?,?
?,6.0,oct,?,91.4,?,673.8,5.2,?,?,2.7,0.0,13.7
?,6.0,?,sat,?,?,100.4,?,15.1,64.0,?,?,13.99
?,?,?,thu,?,?,?,?,?,34.0,1.8,?,?
?,?,aug,?,?,?,594.2,?,22.9,31.0,7.2,0.0,?
7.0,5.0,sep,?,?,129.5,692.6,?,?,?,?,?,17.2
?,5.0,sep,fri,?,?,?,12.2,?,?,6.3,?,?
8.0,3.0,sep,?,?,80.9,?,?,?,26.0,?,?,?
4.0,?,oct,sat,?,?,686.9,6.7,18.4,?,?,0.0,?
?,?,aug,sat,?,?,?,?,?,?,5.8,?,26.0
7.0,?,?,?,?,85.1,?,15.9,20.1,47.0,?,?,?
?,?,mar,?,?,?,?,?,11.0,46.0,?,?,27.35
4.0,4.0,?,?,?,35.8,80.8,7.8,?,?,?,0.0,?
4.0,4.0,?,sat,?,?,80.8,?,?,?,?,?,?
?,?,?,?,?,124.1,680.7,?,16.9,?,?,?,?
1.0,3.0,sep,mon,?,?,709.9,?,12.4,?,6.3,0.0,30.32
?,?,sep,wed,92.9,?,?,?,19.4,?,?,0.0,31.72
?,?,mar,mon,?,?,86.6,6.2,?,27.0,?,?,?
8.0,6.0,aug,?,90.2,99.6,?,6.3,16.2,?,?,?,?
3.0,4.0,?,fri,?,?,?,?,?,?,?,0.0,?
?,?,?,mon,87.6,52.2,103.8,?,11.0,46.0,?,?,?
2.0,2.0,?,?,?,?,309.9,?,13.4,?,?,?,37.02
7.0,?,sep,?,90.1,82.9,?,6.2,?,57.0,?,0.0,37.71
?,4.0,sep,sun,?,?,728.6,?,?,?,4.9,?,?
?,?,?,?,?,48.5,696.1,?,?,44.0,?,?,49.37
8.0,6.0,aug,?,92.2,?,480.8,?,20.1,34.0,?,0.0,58.3
4.0,?,?,sun,?,?,?,8.1,28.3,26.0,3.1,?,?
8.0,6.0,?,sat,92.2,?,480.8,11.9,?,43.0,?,?,?
?,?,?,?,92.9,?,?,?,26.4,?,?,0.0,88.49
?,?,?,?,?,149.3,728.6,?,27.8,?,?,?,95.18
?,?,?,tue,91.0,?,692.6,?,?,?,?,?,103.39
9.0,4.0,?,?,?,?,?,?,24.3,?,?,?,?
?,5.0,sep,?,92.5,121.1,674.4,?,?,?,?,?,?
8.0,?,aug,sun,?,?,?,?,?,41.0,5.8,0.0,196.48
?,?,?,?,?,?,?,?,18.2,46.0,?,0.0,200.94
?,?,sep,?,?,?,692.6,?,18.8,40.0,2.2,0.0,?
?,?,sep,?,?,121.1,674.4,?,25.1,27.0,?,0.0,?
7.0,?,?,?,81.9,?,7.9,3.5,13.4,75.0,?,?,?
?,?,?,?,88.0,?,43.5,?,15.2,51.0,2.7,0.0,?
?,4.0,?,?,83.0,23.3,85.3,?,?,?,?,?,?
?,4.0,?,sun,?,?,?,?,15.4,66.0,4.0,?,?
?,?,?,?,91.8,?,700.7,13.8,21.9,73.0,?,?,0.0
?,?,?,?,?,?,?,13.8,?,?,?,0.0,?
3.0,?,?,sun,?,175.1,?,?,26.8,?,6.3,?,?
5.0,4.0,aug,sun,91.8,175.1,?,?,25.7,39.0,?,?,0.09
2.0,4.0,aug,wed,92.2,?,?,?,?,?,2.2,?,?
?,6.0,?,?,?,?,?,13.5,28.7,28.0,?,0.0,?
?,4.0,?,?,93.1,157.3,?,?,21.7,?,?,0.0,?
8.0,?,aug,?,?,157.3,666.7,?,?,25.0,3.1,?,?
?,?,?,wed,93.1,157.3,666.7,?,?,36.0,3.1,?,?
?,?,aug,?,93.1,?,?,13.5,?,37.0,?,0.0,0.21
?,4.0,aug,thu,?,109.2,?,?,?,38.0,2.7,?,?
?,3.0,aug,?,?,138.1,?,6.3,?,41.0,?,?,?
?,?,aug,?,87.5,?,694.8,5.0,22.3,?,4.0,0.0,0.0
8.0,6.0,aug,sat,?,117.2,581.1,?,?,?,2.2,?,?
?,3.0,aug,?,?,117.2,?,?,?,44.0,?,?,0.68
?,4.0,aug,?,91.8,?,692.3,?,?,?,?,0.0,?
?,?,?,?,?,?,?,13.7,23.7,40.0,?,0.0,?
?,?,?,?,?,97.9,?,?,?,?,?,?,8.85
?,?,aug,fri,?,112.4,?,?,?,?,7.6,0.0,?
?,?,aug,fri,91.6,?,?,?,?,?,?,?,4.25
?,3.0,?,fri,?,?,629.1,?,19.3,?,?,0.0,?
?,?,?,?,?,167.6,684.4,?,?,?,?,0.0,?
?,?,?,tue,93.7,?,?,14.6,?,?,7.6,?,0.79
?,5.0,?,tue,?,131.7,607.1,22.7,?,?,?,0.0,?
2.0,?,aug,?,?,?,?,?,23.7,24.0,?,?,?
3.0,?,aug,tue,?,?,?,14.3,?,?,3.1,0.0,0.0
4.0,4.0,?,?,?,?,658.2,?,19.1,53.0,?,?,?
?,2.0,?,tue,92.1,?,658.2,?,21.8,56.0,3.1,0.0,?
8.0,6.0,?,tue,?,152.6,?,14.3,?,?,?,?,9.27
2.0,?,aug,?,?,?,?,?,?,47.0,?,0.0,?
4.0,6.0,?,sun,?,?,?,?,4.8,?,?,0.0,?
8.0,6.0,?,?,84.0,?,?,5.3,?,?,8.0,?,?
?,6.0,?,?,?,?,?,?,5.1,61.0,?,?,5.38
?,4.0,?,?,85.4,?,?,?,4.6,21.0,?,0.0,?
?,?,?,?,?,?,349.7,2.6,?,?,8.5,?,10.73
?,4.0,?,?,?,?,?,2.6,4.6,?,8.5,?,22.03
4.0,?,?,?,?,?,349.7,2.6,4.6,21.0,?,?,9.77
4.0,?,dec,?,84.7,26.7,352.6,4.1,2.2,?,4.9,?,9.27
6.0,?,dec,tue,85.4,?,349.7,?,?,?,?,?,?
?,?,feb,sun,84.9,27.5,?,?,4.2,?,?,?,?
3.0,4.0,?,?,86.9,6.6,?,?,?,?,3.1,0.0,?
?,4.0,feb,?,?,4.9,?,6.3,7.5,46.0,?,?,?
2.0,?,?,sun,?,?,?,12.3,23.4,?,?,?,0.0
7.0,?,jul,?,?,?,437.7,?,?,?,7.6,?,0.0
?,?,jul,?,91.6,?,?,9.0,?,49.0,?,0.0,?
?,?,jul,sat,91.6,?,474.9,?,?,?,?,?,0.0
?,4.0,jul,?,?,104.2,?,?,24.3,?,1.8,?,?
?,?,?,?,?,?,?,9.0,?,?,?,0.0,0.0
9.0,?,jul,?,91.6,104.2,474.9,?,25.3,39.0,?,0.0,?
?,5.0,jul,fri,91.6,?,?,?,?,?,?,0.0,?
7.0,?,?,tue,?,?,?,?,?,?,?,?,86.45
8.0,6.0,?,tue,92.3,88.8,440.9,?,17.1,67.0,?,?,?
7.0,5.0,?,?,93.1,?,?,?,22.2,?,?,0.0,0.0
?,4.0,jun,?,?,?,?,?,?,?,1.8,?,?
8.0,6.0,?,sun,?,?,?,?,15.4,?,2.2,0.0,?
?,6.0,jun,?,?,?,?,?,19.6,?,?,0.0,?
6.0,?,?,?,53.4,?,233.8,?,10.6,90.0,?,0.0,?
6.0,5.0,?,?,90.4,93.3,?,7.5,?,25.0,?,0.0,?
6.0,?,?,?,90.4,?,?,7.5,19.1,?,?,?,3.52
?,?,?,?,?,?,?,7.1,19.2,?,?,?,0.0
?,6.0,?,?,91.1,94.1,232.1,7.1,?,?,?,?,0.0
?,?,may,sat,?,?,113.8,?,11.3,94.0,?,?,0.0
1.0,?,?,sun,89.6,84.1,?,?,19.0,?,?,0.0,0.0
?,?,?,?,?,?,714.3,5.7,17.1,?,?,?,?
3.0,?,?,sun,89.6,?,?,?,?,?,3.6,?,5.18
2.0,?,?,?,?,?,?,?,16.0,?,?,?,?
2.0,4.0,?,?,92.4,?,?,?,24.9,?,?,?,?
7.0,4.0,sep,sun,?,?,758.1,?,?,?,2.7,0.0,?
6.0,?,sep,sun,?,105.8,758.1,9.9,?,?,1.8,?,?
2.0,4.0,?,?,50.4,?,?,?,?,78.0,?,0.0,0.0
?,?,?,?,?,?,777.1,?,?,?,?,?,?
4.0,4.0,?,wed,92.6,115.4,?,8.8,?,41.0,?,0.0,1.58
?,?,sep,wed,91.2,134.7,?,?,18.5,?,?,0.0,?
?,5.0,sep,thu,?,?,?,?,?,24.0,5.8,?,?
4.0,4.0,?,?,?,96.2,?,8.6,19.2,24.0,?,0.0,?
?,5.0,?,?,?,119.0,783.5,?,?,?,?,?,0.0
?,4.0,sep,?,?,?,?,?,?,?,?,?,?
?,?,sep,thu,?,?,?,?,?,?,7.2,?,34.36
?,4.0,sep,?,92.8,?,?,7.5,16.8,?,?,?,?
6.0,?,sep,?,?,?,?,7.5,?,28.0,?,0.0,1.01
?,?,?,?,?,136.9,?,?,?,39.0,2.7,?,2.18
?,5.0,sep,?,88.1,?,?,5.4,13.7,?,?,?,4.42
1.0,?,sep,?,?,102.3,751.5,8.4,24.2,?,?,?,?
?,?,?,sat,?,102.3,751.5,?,?,27.0,?,?,0.0
6.0,5.0,?,?,?,?,751.5,?,?,32.0,?,0.0,0.0
6.0,5.0,?,?,92.2,102.3,751.5,?,?,?,1.8,?,0.0
?,?,sep,?,92.2,102.3,?,?,?,27.0,?,0.0,?
3.0,3.0,?,?,92.2,102.3,?,?,24.2,?,3.1,0.0,?
?,4.0,?,?,?,?,?,?,?,?,?,?,?
?,4.0,?,sat,?,?,795.3,?,17.1,41.0,?,?,?
?,?,?,mon,92.1,?,?,?,?,?,3.1,?,?
2.0,3.0,?,?,91.6,?,764.0,6.2,18.0,51.0,?,?,?
?,?,?,?,?,?,764.0,?,?,?,?,?,?
?,4.0,?,?,91.6,?,?,?,19.3,?,?,?,?
6.0,?,?,?,?,?,764.0,6.2,23.0,34.0,2.2,?,56.04
?,6.0,?,mon,?,108.4,764.0,?,?,?,?,?,?
?,?,sep,?,?,?,?,6.2,?,41.0,1.8,?,1.47
?,5.0,?,mon,?,?,764.0,?,19.3,?,?,?,?
?,?,?,mon,?,111.7,?,?,?,51.0,?,?,?
?,?,?,?,?,?,807.1,7.5,?,?,?,?,0.0
?,?,sep,?,91.5,130.1,?,7.5,?,?,4.5,?,?
6.0,?,?,mon,?,?,?,7.5,?,66.0,4.9,?,?
?,?,?,?,?,?,807.1,7.5,?,43.0,?,?,5.83
1.0,?,?,?,?,?,807.1,?,?,?,?,0.0,28.19
?,?,?,?,92.1,99.0,?,?,10.1,?,3.6,?,?
3.0,4.0,?,fri,?,?,?,?,?,57.0,?,?,?
5.0,4.0,sep,?,92.1,?,745.3,9.6,?,?,?,0.0,?
?,4.0,sep,?,?,99.0,?,?,10.1,?,3.6,?,3.71
?,?,sep,fri,?,?,745.3,9.6,?,?,6.3,?,?
?,4.0,?,?,92.1,99.0,?,?,?,?,?,?,?
?,4.0,sep,fri,?,99.0,?,?,?,?,?,?,1.72
?,4.0,?,?,?,?,745.3,?,?,50.0,2.2,?,5.97
4.0,?,sep,fri,92.1,99.0,745.3,9.6,20.8,?,?,?,?
?,4.0,sep,?,?,?,745.3,?,?,35.0,4.9,0.0,1.26
?,3.0,?,?,92.5,?,?,?,15.9,?,?,0.0,0.0
?,?,?,?,92.5,?,?,10.2,19.7,39.0,?,0.0,?
?,4.0,?,?,?,?,?,10.2,?,?,?,?,?
?,?,sep,?,?,?,789.7,10.2,?,?,2.2,?,?
?,?,sep,?,92.5,122.0,?,?,?,?,?,0.0,3.94
7.0,4.0,?,?,88.2,55.2,?,11.6,?,?,3.1,?,?
?,?,sep,?,91.9,?,770.3,?,?,53.0,?,0.0,2.93
?,?,sep,?,?,111.7,?,?,21.1,35.0,2.7,?,?
6.0,?,?,tue,?,111.7,770.3,6.5,?,45.0,3.1,?,?
4.0,5.0,sep,tue,?,132.3,?,12.5,?,?,?,?,?
?,?,sep,?,?,132.3,?,12.5,16.4,?,3.6,?,0.0
?,?,?,sat,91.2,94.3,?,8.4,?,47.0,?,?,?
?,?,?,sun,91.0,?,825.1,7.1,?,?,?,?,?
?,4.0,?,?,91.0,?,?,7.1,?,77.0,?,?,11.06
?,4.0,?,wed,?,133.6,?,8.0,?,?,4.0,?,?
?,?,?,?,?,203.2,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,20.3,42.0,2.7,?,0.0
?,?,?,?,?,?,?,?,?,78.0,?,0.0,18.3
?,?,sep,sat,?,?,?,?,?,57.0,?,?,?
?,?,?,mon,?,?,?,8.2,21.1,?,2.2,0.0,?
?,?,aug,?,93.7,231.1,?,?,?,42.0,2.2,?,174.63
?,?,?,?,?,18.9,?,?,?,51.0,5.8,?,?
4.0,?,jan,sun,18.7,1.1,?,0.0,?,?,0.9,?,0.0
5.0,?,?,?,?,?,?,?,?,39.0,?,0.0,7.73
8.0,6.0,?,?,90.7,194.1,?,?,?,?,2.7,?,?
