@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
22.0,90.0,188.0,163.0,109.0,138.0
18.0,?,84.0,129.0,193.0,139.0
?,88.0,178.0,178.0,89.0,?
18.0,114.0,144.0,213.0,133.0,128.0
22.0,143.0,?,208.0,134.0,124.0
?,188.0,94.0,?,208.0,158.0
18.0,99.0,228.0,104.0,84.0,163.0
?,178.0,94.0,?,?,173.0
22.0,119.0,198.0,149.0,114.0,168.0
20.0,114.0,203.0,?,?,158.0
18.0,99.0,193.0,158.0,99.0,144.0
22.0,?,139.0,154.0,154.0,183.0
?,162.0,?,144.0,?,135.0
?,132.0,149.0,139.0,119.0,?
?,104.0,193.0,114.0,99.0,?
?,99.0,183.0,128.0,?,129.0
20.0,?,89.0,154.0,198.0,183.0
?,114.0,?,104.0,79.0,173.0
22.0,133.0,?,?,183.0,?
22.0,148.0,?,154.0,149.0,148.0
22.0,114.0,213.0,?,94.0,?
?,188.0,?,114.0,183.0,188.0
25.0,153.0,159.0,129.0,139.0,218.0
18.0,114.0,153.0,178.0,138.0,124.0
?,?,?,129.0,233.0,133.0
18.0,84.0,193.0,188.0,80.0,138.0
?,178.0,129.0,104.0,?,163.0
?,?,163.0,?,148.0,124.0
16.0,?,94.0,178.0,?,120.0
20.0,93.0,?,?,?,140.0
16.0,137.0,104.0,173.0,109.0,130.0
18.0,153.0,74.0,114.0,188.0,?
18.0,?,114.0,?,124.0,?
?,114.0,228.0,119.0,?,168.0
22.0,178.0,89.0,114.0,?,139.0
18.0,173.0,?,99.0,193.0,158.0
20.0,168.0,89.0,?,183.0,129.0
?,83.0,198.0,163.0,84.0,?
22.0,144.0,?,134.0,173.0,149.0
18.0,198.0,?,89.0,?,153.0
?,114.0,208.0,114.0,119.0,?
18.0,114.0,183.0,?,?,178.0
?,?,173.0,?,128.0,124.0
18.0,128.0,134.0,188.0,89.0,?
18.0,143.0,?,?,?,?
18.0,128.0,163.0,173.0,133.0,130.0
18.0,148.0,99.0,139.0,168.0,129.0
?,83.0,?,?,74.0,140.0
22.0,?,168.0,?,144.0,133.0
?,203.0,99.0,?,223.0,173.0
18.0,143.0,139.0,119.0,139.0,203.0
?,153.0,?,139.0,144.0,?
18.0,147.0,144.0,129.0,?,?
18.0,188.0,74.0,109.0,213.0,168.0
25.0,158.0,154.0,?,154.0,153.0
25.0,104.0,208.0,?,134.0,?
?,139.0,153.0,193.0,158.0,134.0
?,84.0,?,168.0,109.0,140.0
?,?,89.0,124.0,?,158.0
8.0,?,119.0,99.0,?,?
22.0,124.0,168.0,208.0,148.0,?
18.0,114.0,?,178.0,?,124.0
20.0,?,94.0,?,?,?
25.0,114.0,?,124.0,104.0,178.0
?,94.0,188.0,148.0,99.0,139.0
?,?,?,94.0,?,188.0
?,?,148.0,129.0,?,168.0
22.0,114.0,?,104.0,?,168.0
20.0,124.0,?,104.0,158.0,174.0
20.0,133.0,149.0,139.0,144.0,?
?,143.0,149.0,139.0,159.0,143.0
