@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
18.0,114.0,144.0,?,133.0,128.0
22.0,?,?,?,?,124.0
20.0,188.0,94.0,?,208.0,?
18.0,?,228.0,104.0,?,?
18.0,178.0,?,114.0,?,173.0
22.0,?,?,149.0,114.0,?
?,?,?,?,84.0,?
18.0,?,?,?,99.0,144.0
?,?,?,?,?,183.0
20.0,162.0,94.0,144.0,?,135.0
?,132.0,149.0,139.0,?,?
18.0,104.0,193.0,114.0,?,?
?,?,183.0,128.0,?,?
20.0,?,89.0,154.0,?,183.0
20.0,?,243.0,104.0,79.0,?
22.0,133.0,183.0,114.0,?,140.0
22.0,?,149.0,?,?,?
22.0,114.0,213.0,129.0,?,178.0
?,?,124.0,?,?,?
?,153.0,159.0,129.0,?,218.0
18.0,114.0,?,?,?,?
22.0,184.0,84.0,?,?,?
?,?,193.0,188.0,?,?
18.0,?,?,?,183.0,163.0
?,?,?,?,?,124.0
?,132.0,94.0,?,?,120.0
20.0,?,183.0,178.0,?,140.0
16.0,137.0,?,?,?,?
?,?,74.0,?,?,129.0
18.0,128.0,114.0,?,124.0,124.0
22.0,?,228.0,?,?,?
22.0,178.0,?,114.0,203.0,?
18.0,?,84.0,99.0,?,?
?,?,?,124.0,183.0,?
?,?,198.0,163.0,?,?
?,?,?,?,173.0,?
18.0,198.0,64.0,?,203.0,153.0
?,114.0,?,114.0,119.0,?
?,?,183.0,?,?,178.0
?,?,173.0,183.0,?,?
18.0,128.0,134.0,?,?,124.0
18.0,?,?,129.0,129.0,?
?,?,163.0,173.0,?,?
18.0,148.0,?,?,168.0,?
18.0,?,?,?,?,140.0
?,?,?,158.0,144.0,?
?,?,99.0,104.0,223.0,?
18.0,?,?,?,139.0,?
22.0,153.0,144.0,?,?,193.0
18.0,147.0,144.0,?,?,?
18.0,?,?,109.0,213.0,168.0
?,?,?,154.0,?,?
25.0,104.0,208.0,?,134.0,144.0
25.0,139.0,?,193.0,?,134.0
?,84.0,?,168.0,?,?
?,173.0,89.0,?,233.0,158.0
8.0,?,?,?,?,138.0
22.0,124.0,?,?,148.0,124.0
18.0,?,?,?,?,124.0
?,188.0,94.0,?,223.0,?
25.0,?,?,?,104.0,178.0
18.0,?,?,148.0,?,139.0
?,?,318.0,?,?,?
18.0,139.0,?,?,129.0,168.0
?,114.0,228.0,104.0,84.0,168.0
?,124.0,?,?,?,174.0
20.0,?,149.0,?,?,?
20.0,?,?,?,159.0,143.0
