@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
4.0,118.0,59.0,69.0,119.0,97.0
4.0,101.0,61.0,76.0,113.0,78.0
8.0,84.0,153.0,79.0,64.0,113.0
8.0,74.0,148.0,118.0,64.0,104.0
8.0,74.0,153.0,118.0,59.0,99.0
6.0,118.0,64.0,101.0,133.0,92.0
6.0,69.0,153.0,113.0,59.0,99.0
6.0,123.0,68.0,89.0,128.0,90.0
6.0,99.0,104.0,128.0,64.0,78.0
6.0,124.0,59.0,84.0,143.0,88.0
6.0,84.0,131.0,128.0,93.0,81.0
6.0,113.0,64.0,89.0,141.0,86.0
6.0,118.0,64.0,99.0,134.0,88.0
8.0,89.0,143.0,84.0,64.0,118.0
6.0,98.0,89.0,133.0,69.0,79.0
6.0,98.0,104.0,109.0,91.0,101.0
8.0,84.0,143.0,74.0,74.0,133.0
8.0,123.0,64.0,93.0,148.0,90.0
6.0,84.0,113.0,141.0,98.0,81.0
6.0,59.0,148.0,125.0,59.0,97.0
8.0,143.0,69.0,79.0,143.0,123.0
8.0,94.0,133.0,84.0,125.0,97.0
8.0,84.0,108.0,113.0,93.0,90.0
8.0,84.0,138.0,89.0,69.0,123.0
6.0,84.0,108.0,133.0,98.0,81.0
6.0,99.0,84.0,138.0,69.0,83.0
8.0,113.0,94.0,84.0,109.0,128.0
6.0,148.0,64.0,74.0,138.0,128.0
8.0,84.0,138.0,113.0,64.0,114.0
6.0,98.0,79.0,138.0,79.0,79.0
8.0,133.0,84.0,84.0,133.0,118.0
6.0,79.0,113.0,106.0,87.0,88.0
8.0,113.0,104.0,84.0,94.0,148.0
6.0,69.0,138.0,113.0,79.0,99.0
6.0,83.0,103.0,98.0,99.0,90.0
8.0,69.0,143.0,123.0,71.0,97.0
8.0,118.0,94.0,99.0,99.0,143.0
6.0,74.0,133.0,99.0,74.0,113.0
12.0,115.0,94.0,163.0,109.0,92.0
12.0,123.0,124.0,109.0,114.0,168.0
12.0,94.0,133.0,157.0,133.0,95.0
12.0,104.0,123.0,163.0,128.0,89.0
14.0,99.0,198.0,89.0,74.0,153.0
14.0,113.0,148.0,99.0,148.0,110.0
14.0,94.0,163.0,99.0,94.0,153.0
12.0,133.0,104.0,119.0,129.0,133.0
14.0,163.0,69.0,94.0,188.0,143.0
12.0,74.0,158.0,158.0,74.0,119.0
12.0,123.0,124.0,109.0,129.0,143.0
12.0,94.0,137.0,148.0,113.0,100.0
12.0,123.0,129.0,139.0,99.0,143.0
12.0,89.0,163.0,99.0,79.0,143.0
14.0,81.0,173.0,143.0,79.0,122.0
14.0,135.0,84.0,158.0,139.0,92.0
12.0,108.0,113.0,133.0,114.0,100.0
14.0,138.0,119.0,119.0,124.0,158.0
12.0,128.0,122.0,134.0,109.0,120.0
14.0,79.0,203.0,153.0,69.0,119.0
12.0,84.0,150.0,128.0,104.0,102.0
12.0,148.0,69.0,104.0,173.0,138.0
14.0,133.0,124.0,119.0,124.0,168.0
12.0,89.0,128.0,148.0,111.0,102.0
12.0,79.0,183.0,133.0,70.0,113.0
12.0,96.0,113.0,113.0,99.0,97.0
14.0,84.0,161.0,153.0,84.0,116.0
12.0,109.0,135.0,158.0,123.0,92.0
12.0,133.0,74.0,114.0,175.0,102.0
14.0,133.0,139.0,124.0,109.0,128.0
12.0,128.0,124.0,114.0,111.0,126.0
10.0,97.0,123.0,108.0,119.0,111.0
12.0,123.0,104.0,104.0,134.0,153.0
10.0,113.0,89.0,168.0,89.0,89.0
12.0,109.0,148.0,94.0,133.0,119.0
10.0,165.0,64.0,94.0,173.0,97.0
12.0,93.0,123.0,123.0,124.0,100.0
14.0,143.0,98.0,119.0,163.0,105.0
12.0,89.0,158.0,89.0,89.0,158.0
10.0,113.0,111.0,153.0,84.0,97.0
12.0,138.0,86.0,114.0,158.0,102.0
12.0,79.0,158.0,148.0,69.0,119.0
14.0,84.0,178.0,138.0,87.0,116.0
14.0,84.0,168.0,148.0,80.0,113.0
14.0,84.0,173.0,143.0,69.0,110.0
12.0,104.0,130.0,178.0,118.0,92.0
10.0,99.0,123.0,153.0,128.0,103.0
12.0,93.0,128.0,118.0,119.0,100.0
12.0,128.0,119.0,104.0,119.0,173.0
14.0,94.0,178.0,109.0,69.0,143.0
12.0,148.0,69.0,104.0,168.0,114.0
12.0,113.0,114.0,109.0,119.0,143.0
12.0,153.0,74.0,94.0,163.0,158.0
22.0,139.0,163.0,114.0,203.0,139.0
14.0,163.0,99.0,94.0,158.0,143.0
12.0,89.0,178.0,89.0,79.0,153.0
12.0,79.0,183.0,104.0,69.0,148.0
12.0,168.0,69.0,84.0,198.0,133.0
22.0,128.0,158.0,183.0,158.0,130.0
22.0,129.0,188.0,109.0,104.0,198.0
16.0,178.0,74.0,114.0,198.0,129.0
20.0,143.0,139.0,139.0,139.0,148.0
20.0,114.0,198.0,124.0,114.0,153.0
18.0,105.0,158.0,143.0,129.0,133.0
20.0,120.0,193.0,104.0,148.0,138.0
20.0,98.0,193.0,163.0,99.0,140.0
22.0,148.0,174.0,129.0,129.0,153.0
20.0,183.0,104.0,164.0,193.0,153.0
18.0,99.0,203.0,129.0,94.0,158.0
22.0,139.0,178.0,139.0,163.0,144.0
22.0,90.0,188.0,163.0,109.0,138.0
18.0,163.0,84.0,129.0,193.0,139.0
18.0,88.0,178.0,178.0,89.0,140.0
18.0,114.0,144.0,213.0,133.0,128.0
22.0,143.0,124.0,208.0,134.0,124.0
20.0,188.0,94.0,104.0,208.0,158.0
18.0,99.0,228.0,104.0,84.0,163.0
18.0,178.0,94.0,114.0,188.0,173.0
22.0,119.0,198.0,149.0,114.0,168.0
20.0,114.0,203.0,109.0,84.0,158.0
18.0,99.0,193.0,158.0,99.0,144.0
22.0,153.0,139.0,154.0,154.0,183.0
20.0,162.0,94.0,144.0,198.0,135.0
18.0,132.0,149.0,139.0,119.0,144.0
18.0,104.0,193.0,114.0,99.0,173.0
18.0,99.0,183.0,128.0,114.0,129.0
20.0,178.0,89.0,154.0,198.0,183.0
20.0,114.0,243.0,104.0,79.0,173.0
22.0,133.0,183.0,114.0,183.0,140.0
22.0,148.0,149.0,154.0,149.0,148.0
22.0,114.0,213.0,129.0,94.0,178.0
22.0,188.0,124.0,114.0,183.0,188.0
25.0,153.0,159.0,129.0,139.0,218.0
18.0,114.0,153.0,178.0,138.0,124.0
22.0,184.0,84.0,129.0,233.0,133.0
18.0,84.0,193.0,188.0,80.0,138.0
18.0,178.0,129.0,104.0,183.0,163.0
18.0,114.0,163.0,163.0,148.0,124.0
16.0,132.0,94.0,178.0,109.0,120.0
20.0,93.0,183.0,178.0,89.0,140.0
16.0,137.0,104.0,173.0,109.0,130.0
18.0,153.0,74.0,114.0,188.0,129.0
18.0,128.0,114.0,168.0,124.0,124.0
22.0,114.0,228.0,119.0,99.0,168.0
22.0,178.0,89.0,114.0,203.0,139.0
18.0,173.0,84.0,99.0,193.0,158.0
20.0,168.0,89.0,124.0,183.0,129.0
18.0,83.0,198.0,163.0,84.0,140.0
22.0,144.0,173.0,134.0,173.0,149.0
18.0,198.0,64.0,89.0,203.0,153.0
20.0,114.0,208.0,114.0,119.0,168.0
18.0,114.0,183.0,114.0,109.0,178.0
18.0,114.0,173.0,183.0,128.0,124.0
18.0,128.0,134.0,188.0,89.0,124.0
18.0,143.0,154.0,129.0,129.0,178.0
18.0,128.0,163.0,173.0,133.0,130.0
18.0,148.0,99.0,139.0,168.0,129.0
18.0,83.0,218.0,163.0,74.0,140.0
22.0,120.0,168.0,158.0,144.0,133.0
22.0,203.0,99.0,104.0,223.0,173.0
18.0,143.0,139.0,119.0,139.0,203.0
22.0,153.0,144.0,139.0,144.0,193.0
18.0,147.0,144.0,129.0,149.0,144.0
18.0,188.0,74.0,109.0,213.0,168.0
25.0,158.0,154.0,154.0,154.0,153.0
25.0,104.0,208.0,168.0,134.0,144.0
25.0,139.0,153.0,193.0,158.0,134.0
25.0,84.0,247.0,168.0,109.0,140.0
25.0,173.0,89.0,124.0,233.0,158.0
8.0,93.0,119.0,99.0,89.0,138.0
22.0,124.0,168.0,208.0,148.0,124.0
18.0,114.0,158.0,178.0,158.0,124.0
20.0,188.0,94.0,94.0,223.0,153.0
25.0,114.0,238.0,124.0,104.0,178.0
18.0,94.0,188.0,148.0,99.0,139.0
25.0,129.0,318.0,94.0,89.0,188.0
18.0,139.0,148.0,129.0,129.0,168.0
22.0,114.0,228.0,104.0,84.0,168.0
20.0,124.0,178.0,104.0,158.0,174.0
20.0,133.0,149.0,139.0,144.0,213.0
20.0,143.0,149.0,139.0,159.0,143.0
