@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
1,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,8
2,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,7
1,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,6
1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,3
1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,2
1,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,5
0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,6
0,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,7
1,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,8
2,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,6
1,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,8
0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,10
0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,5
2,0.385,0.295,0.095,0.335,0.147,0.094,0.09,6
2,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,7
0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,9
1,0.4,0.31,0.1,0.127,0.106,0.071,0.085,6
2,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,11
2,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,11
2,0.585,0.455,0.14,0.97,0.462,0.185,0.295,8
2,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,5
0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,9
2,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,8
0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,7
2,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,11
0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,8
0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,9
0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,15
2,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,13
0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,9
1,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,6
1,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,8
2,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,9
2,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,8
0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,8
2,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,10
2,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,11
2,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,7
2,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,6
2,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,9
0,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,17
0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,7
1,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,4
2,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,9
2,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,15
2,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,11
2,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,16
2,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,13
0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,11
2,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,18
0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,16
0,0.71,0.565,0.195,1.817,0.785,0.492,0.49,10
0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,8
2,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,4
0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,8
1,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,5
0,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,4
2,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,5
1,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,3
2,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,6
1,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,5
1,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,4
2,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,9
0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,12
2,0.575,0.45,0.185,0.925,0.342,0.197,0.35,11
0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,19
0,0.58,0.45,0.235,1.071,0.3,0.206,0.395,13
0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,14
0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,13
0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,20
2,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,15
2,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,12
2,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,5
1,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,5
2,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,8
0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,8
2,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,13
2,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,11
0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,9
2,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,10
2,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,14
0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,13
1,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,5
1,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,12
1,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,4
1,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,10
1,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,9
1,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,5
0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,20
0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,12
0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,24
2,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,18
2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,17
2,0.42,0.345,0.105,0.43,0.175,0.096,0.13,6
1,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,5
0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,4
2,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,7
0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,15
0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,26
2,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,17
2,0.565,0.47,0.195,1.142,0.387,0.258,0.35,16
0,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,12
2,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,16
0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,7
0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,9
1,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,6
0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,12
2,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,13
0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,12
0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,7
2,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,16
0,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,12
0,0.555,0.455,0.18,0.958,0.296,0.195,0.39,13
0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,8
2,0.59,0.475,0.155,0.857,0.356,0.174,0.28,12
1,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,6
1,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,6
0,0.505,0.39,0.175,0.692,0.267,0.15,0.215,11
2,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,6
2,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,12
0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,8
0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,8
2,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,16
0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,13
2,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,12
0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,14
2,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,16
1,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,7
0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,7
2,0.415,0.315,0.125,0.388,0.068,0.09,0.125,11
0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,10
0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,6
2,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,9
1,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,10
2,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,8
0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,9
0,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,8
2,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,5
0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,11
2,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,10
2,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,12
0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,13
0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,10
2,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,13
2,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,11
2,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,7
2,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,12
2,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,7
0,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,12
2,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,9
2,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,10
0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,16
0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,12
1,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,13
0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,12
0,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,13
0,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,14
0,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,12
2,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,11
0,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,17
0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,13
2,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,14
0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,12
2,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,14
2,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,19
0,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,13
0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,18
2,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,8
2,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,9
2,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,8
1,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,7
0,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,9
1,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,6
1,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,8
1,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,8
0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,8
0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,6
1,0.33,0.265,0.09,0.18,0.068,0.036,0.06,5
0,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,9
1,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,5
2,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,9
0,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,8
1,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,5
2,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,11
0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,9
0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,12
2,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,7
1,0.415,0.325,0.1,0.385,0.167,0.08,0.125,6
1,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,7
0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,9
0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,9
2,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,8
0,0.58,0.455,0.12,0.94,0.399,0.257,0.265,10
2,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,10
0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,22
0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,11
0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,15
2,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,10
2,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,12
0,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,12
2,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,6
1,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,7
2,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,15
0,0.58,0.475,0.135,0.925,0.391,0.165,0.275,13
2,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,16
2,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,12
2,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,12
0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,11
0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,14
1,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,9
2,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,13
2,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,11
1,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,7
0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,16
0,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,9
2,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,10
2,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,12
0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,14
1,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,14
1,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,8
2,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,14
0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,8
2,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,12
0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,22
2,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,22
0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,17
2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,10
2,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,16
2,0.64,0.52,0.2,1.407,0.566,0.304,0.455,16
0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,10
1,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,6
1,0.255,0.185,0.07,0.075,0.028,0.018,0.025,5
1,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,5
2,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,20
0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,16
0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,12
2,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,10
2,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,15
0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,8
0,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,11
2,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,18
2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,17
0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,16
2,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,10
2,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,12
2,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,12
2,0.585,0.455,0.125,1.027,0.391,0.212,0.25,16
0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,19
0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,12
0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,10
2,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,11
0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,17
2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,17
0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,14
0,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,11
2,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,18
2,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,14
0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,15
1,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,11
1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,7
2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,2
0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,11
0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,11
1,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,11
2,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,9
0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,7
1,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,11
1,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,11
0,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,9
2,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,4
2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,4
1,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,10
0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,15
0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,10
0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,11
0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,13
1,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,10
1,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,9
2,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,10
0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,15
2,0.37,0.29,0.09,0.241,0.11,0.045,0.069,9
2,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,9
1,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,6
1,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,13
1,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,13
1,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,13
1,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,16
1,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,13
0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,16
1,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,12
0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,11
1,0.44,0.355,0.165,0.435,0.159,0.105,0.14,15
2,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,9
1,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,14
1,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,14
0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,9
1,0.625,0.43,0.175,1.411,0.572,0.297,0.395,11
1,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,14
0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,7
0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,9
1,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,8
2,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,6
0,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,11
1,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,8
2,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,9
2,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,17
2,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,10
0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,17
0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,9
2,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,12
1,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,14
0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,11
0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,9
2,0.26,0.2,0.065,0.096,0.044,0.027,0.03,5
1,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,12
1,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,13
2,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,5
0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,9
2,0.34,0.255,0.095,0.213,0.081,0.034,0.07,8
1,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,10
0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,17
0,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,10
0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,15
1,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,15
0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,13
2,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,22
1,0.335,0.24,0.095,0.17,0.062,0.039,0.055,8
0,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,15
0,0.345,0.255,0.1,0.197,0.071,0.051,0.06,8
2,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,12
2,0.54,0.415,0.17,0.879,0.339,0.208,0.255,9
2,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,8
0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,10
2,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,8
2,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,11
0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,13
1,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,5
0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,6
0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,8
0,0.42,0.33,0.125,0.463,0.186,0.11,0.145,9
2,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,9
2,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,8
1,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,7
1,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,4
1,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,5
1,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,4
1,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,4
1,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,3
0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,19
2,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,13
0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,12
2,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,7
2,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,16
0,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,10
2,0.5,0.39,0.13,0.709,0.275,0.168,0.18,10
2,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,8
2,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,15
0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,7
2,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,12
2,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,10
2,0.565,0.44,0.175,1.122,0.393,0.2,0.375,19
2,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,13
0,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,13
2,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,13
0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,11
2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,17
2,0.57,0.42,0.155,1.008,0.377,0.193,0.34,12
0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,7
0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,13
0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,12
2,0.39,0.285,0.095,0.271,0.11,0.06,0.08,7
2,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,11
0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,13
2,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,13
1,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,7
0,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,12
0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,10
2,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,13
2,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,14
