@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
33.0,0.0,10.18,?,0.35,?,0.0,0.45,0.47,0.82,1.64,0.64,0.45,0.67,?,1.79,0.03,0.0
?,34.0,?,?,0.47,0.1,0.28,1.06,?,0.36,1.44,?,0.5,0.75,?,1.42,0.0,0.0
?,?,33.84,3.97,0.41,?,?,1.66,0.69,1.29,3.01,3.04,1.39,?,0.27,?,?,0.08
?,?,14.22,?,0.43,0.0,0.0,0.53,?,1.16,2.28,?,0.44,?,?,1.88,0.0,0.03
40.0,?,16.05,?,0.36,0.55,?,0.63,?,0.13,0.6,?,0.43,0.8,?,1.33,?,0.0
?,2.0,?,2.1,0.39,0.88,0.39,1.28,0.78,0.14,1.08,2.41,0.56,0.93,0.06,1.59,0.0,?
?,?,?,5.33,0.55,1.11,0.37,2.11,0.68,?,?,?,?,0.78,1.0,1.78,?,0.11
?,1.0,7.0,0.46,?,0.0,?,0.15,0.33,0.31,1.46,0.54,0.62,0.46,?,1.23,0.0,0.0
22.0,?,11.09,?,0.53,?,0.29,1.09,0.83,?,?,?,0.55,?,0.09,?,?,0.05
44.0,5.0,17.8,3.52,?,1.0,0.32,?,0.88,0.25,?,?,?,1.05,0.27,1.61,0.0,0.0
78.0,18.0,?,?,0.44,?,0.36,0.97,?,0.22,?,3.31,?,1.31,0.08,?,?,0.03
80.0,80.0,34.98,?,0.47,1.51,?,2.26,?,1.31,4.85,1.16,0.31,1.5,1.39,2.69,?,0.04
81.0,58.0,25.8,?,?,?,0.32,1.33,0.74,1.31,4.17,?,0.73,?,?,2.28,0.01,?
?,6.0,33.14,4.29,0.44,0.0,?,?,0.76,4.43,6.57,?,?,1.57,?,3.43,?,0.0
50.0,?,12.92,?,?,?,0.0,1.04,0.83,?,1.48,?,0.24,0.62,?,1.38,?,0.02
?,?,?,0.93,0.36,?,0.25,0.47,?,0.27,1.27,0.2,?,?,0.13,1.27,0.0,?
67.0,62.0,32.37,2.66,?,?,0.36,1.15,0.73,1.1,?,2.45,0.78,0.96,?,2.07,?,0.01
37.0,25.0,24.84,3.76,0.52,1.46,0.41,?,0.84,0.86,2.95,?,0.65,?,0.68,?,0.03,?
74.0,?,?,?,0.41,?,?,2.72,?,0.24,1.38,2.32,0.35,1.27,?,?,0.01,0.03
78.0,?,29.83,6.0,?,0.36,?,2.46,?,?,?,1.28,?,1.68,?,2.83,0.03,0.04
56.0,?,12.54,?,?,0.8,0.41,0.75,0.81,?,1.18,?,?,0.96,0.21,1.5,?,0.0
?,1.0,?,?,0.41,?,0.38,1.53,0.83,0.21,1.23,1.35,0.64,?,?,?,?,?
71.0,39.0,22.77,2.38,0.38,?,?,0.68,0.72,0.44,?,?,0.55,0.76,0.17,?,?,0.0
?,5.0,30.17,?,0.46,?,0.44,0.5,1.0,0.83,3.0,2.17,0.67,?,0.33,?,?,?
25.0,?,11.68,?,?,0.56,0.36,0.96,?,?,?,0.64,0.08,1.12,?,1.32,?,0.0
?,?,27.45,?,?,1.58,0.39,0.85,0.86,?,2.05,3.88,0.84,1.13,?,?,0.0,0.04
33.0,29.0,23.15,?,0.59,?,0.0,0.12,0.16,?,5.94,?,0.61,?,1.33,3.55,?,0.0
?,?,34.1,5.51,0.42,2.15,0.39,6.38,0.91,0.34,2.78,5.6,1.12,?,0.12,2.1,?,0.11
82.0,24.0,?,3.35,0.56,?,0.0,?,0.55,?,3.99,?,0.61,1.37,?,?,?,0.02
80.0,38.0,?,2.71,?,1.45,0.39,?,0.75,?,?,?,0.73,?,?,?,0.0,0.04
?,?,27.78,5.9,0.48,?,0.3,2.15,0.74,?,?,?,?,2.23,0.88,2.69,0.0,?
79.0,?,19.75,1.52,0.4,?,0.36,0.47,?,0.32,?,1.2,0.57,?,?,1.97,?,0.01
69.0,69.0,32.3,6.86,0.52,?,?,2.16,0.63,3.01,7.14,?,?,?,?,3.22,0.07,?
65.0,?,?,2.55,?,?,?,0.54,?,0.8,?,?,?,?,0.37,?,?,?
?,?,?,1.86,?,0.0,0.0,0.3,?,?,3.03,?,0.48,?,0.76,1.76,0.0,?
?,?,?,7.91,0.56,?,0.0,3.65,?,?,8.88,3.18,?,2.72,0.46,3.46,?,0.06
70.0,70.0,36.07,?,0.52,0.11,0.36,6.71,0.8,?,7.91,2.37,0.61,?,0.97,?,?,0.03
1.0,0.0,?,1.0,?,?,0.0,2.0,?,?,?,0.0,1.0,0.0,?,?,0.0,?
?,1.0,16.7,?,0.43,0.28,0.32,1.15,0.87,0.25,0.87,2.55,0.36,1.03,0.04,0.72,0.0,0.0
76.0,?,?,5.42,?,0.0,0.0,2.26,?,2.36,?,?,1.08,1.72,1.05,?,0.01,?
82.0,82.0,?,4.99,?,1.0,0.35,?,0.65,0.84,2.55,2.35,1.43,2.01,0.35,2.73,?,0.01
58.0,52.0,30.0,?,0.49,?,0.26,1.47,0.64,?,2.45,2.66,?,0.91,?,1.38,0.0,?
?,0.0,4.57,?,0.35,0.0,0.0,0.05,?,0.57,?,0.05,0.05,0.1,?,0.9,0.0,?
?,4.0,?,?,0.53,0.0,?,?,?,2.02,?,?,0.27,0.44,0.08,2.21,0.0,?
82.0,?,35.59,7.01,?,?,?,?,0.82,0.66,1.96,?,0.84,2.83,?,2.43,?,0.11
45.0,0.0,11.56,?,?,0.58,0.27,0.29,0.87,?,0.64,1.96,?,?,?,?,?,0.0
57.0,0.0,?,1.19,0.46,?,0.29,0.84,0.67,?,0.82,0.33,0.37,?,?,?,0.0,0.0
50.0,37.0,?,?,?,?,0.35,1.38,0.8,0.6,1.9,?,0.66,1.24,0.12,?,0.0,?
48.0,1.0,13.75,?,0.5,0.0,?,0.69,0.34,?,2.58,0.46,0.31,0.9,0.25,?,?,0.06
?,?,20.76,3.09,?,0.76,0.33,?,?,0.37,1.87,1.32,0.7,0.82,?,?,0.0,?
73.0,73.0,38.82,9.81,?,?,?,6.01,0.81,1.07,4.29,?,1.55,3.18,0.27,2.56,?,0.19
74.0,?,20.18,3.36,?,?,?,0.91,0.77,0.51,2.46,1.19,0.46,0.65,0.15,1.15,0.0,0.0
74.0,?,?,6.08,0.43,?,?,3.57,0.84,1.41,4.82,2.11,?,?,0.32,2.61,?,?
82.0,64.0,32.96,4.34,0.41,1.77,0.34,?,0.84,?,?,?,?,0.96,?,1.48,?,0.01
65.0,65.0,30.42,6.03,?,0.0,?,?,?,2.72,5.6,1.05,0.54,1.77,1.45,2.97,?,?
63.0,20.0,26.41,3.76,0.44,0.19,0.22,?,0.8,0.38,1.87,?,0.87,?,?,2.27,0.0,?
68.0,39.0,26.72,4.03,0.48,?,?,1.22,0.8,?,1.76,?,0.69,1.46,0.1,1.99,0.01,0.03
74.0,74.0,31.24,3.22,0.48,0.03,0.29,1.05,0.64,?,?,2.51,?,1.23,?,2.18,0.0,0.04
?,0.0,9.24,?,0.39,0.1,0.33,0.59,0.94,0.24,?,?,0.31,?,0.1,1.93,?,?
?,?,12.62,1.66,?,?,0.3,0.76,?,?,?,0.54,?,0.31,0.29,1.16,?,0.0
?,?,11.17,1.24,?,0.0,0.0,0.46,0.62,0.75,1.37,?,?,?,0.13,?,0.01,0.01
25.0,0.0,?,0.72,0.36,0.16,?,0.24,1.0,?,0.32,?,?,0.28,0.0,?,0.0,0.0
54.0,7.0,15.91,1.41,?,?,?,0.2,?,?,1.33,?,0.72,1.07,?,?,0.0,?
?,74.0,30.8,?,0.43,?,?,?,?,0.44,3.47,?,0.71,?,0.24,2.52,0.0,?
77.0,?,?,3.9,?,0.97,?,1.52,0.67,0.97,3.56,?,?,1.27,?,?,0.0,?
?,22.0,?,2.49,0.4,?,0.32,1.12,?,0.34,1.51,3.37,1.25,1.68,?,2.4,0.01,0.0
51.0,27.0,22.82,2.14,0.57,?,?,?,?,2.24,?,0.31,?,1.78,?,?,?,0.06
?,64.0,35.69,?,?,0.62,?,1.98,0.81,?,3.92,2.12,0.71,?,?,2.83,?,0.0
51.0,?,?,?,?,0.04,?,?,0.72,0.35,0.86,?,?,?,0.25,?,0.0,?
34.0,?,7.74,?,0.39,0.0,?,0.29,0.4,0.65,1.18,0.18,0.06,?,0.09,?,0.0,0.0
24.0,?,?,0.33,0.35,0.0,0.0,?,?,?,?,0.17,0.13,0.21,0.08,?,0.0,0.0
43.0,0.0,10.91,1.09,0.37,0.09,?,0.3,0.62,?,0.86,1.02,?,0.74,?,1.05,?,0.0
76.0,?,27.7,4.95,?,?,?,1.95,?,?,1.99,5.68,?,2.66,0.05,1.21,?,?
75.0,?,20.8,2.43,?,0.01,0.25,0.99,0.69,2.03,?,?,0.49,0.84,?,3.07,?,0.01
80.0,80.0,?,4.61,?,1.03,?,1.74,0.74,?,2.01,5.31,?,2.13,0.15,?,0.05,0.0
?,?,7.2,0.6,0.3,?,0.0,0.0,0.0,?,0.6,?,?,0.8,0.0,1.0,0.0,0.0
?,0.0,3.21,0.5,0.3,0.14,?,0.36,?,0.07,?,0.07,0.0,?,0.14,?,0.0,0.0
45.0,?,15.36,1.8,0.32,0.89,0.32,0.47,?,0.2,1.62,?,?,?,0.22,?,0.0,0.0
?,0.0,31.13,?,0.45,2.06,0.38,3.42,0.86,0.43,2.11,3.01,?,?,0.15,1.67,0.0,0.03
?,2.0,11.22,1.68,?,0.0,0.0,?,0.65,?,1.68,0.22,?,?,0.35,?,0.0,?
7.0,0.0,9.0,1.14,0.38,0.0,0.0,1.43,0.59,0.57,1.29,?,?,1.86,0.14,?,0.0,0.14
80.0,?,?,?,?,2.08,?,2.21,?,?,3.84,?,1.9,3.05,0.24,3.15,?,0.0
?,?,25.93,3.48,?,0.0,?,?,0.73,2.91,?,0.78,?,?,1.84,?,0.06,?
55.0,47.0,?,2.42,0.62,?,?,1.11,0.6,?,?,?,0.27,1.11,1.4,?,0.0,?
?,4.0,18.43,2.43,?,0.12,0.21,?,?,0.53,1.33,1.29,?,?,?,1.78,0.0,0.0
?,?,33.63,5.49,?,?,0.28,3.19,?,0.69,?,7.97,1.68,2.81,0.57,2.8,0.0,0.12
?,1.0,17.2,?,0.44,0.0,0.0,1.78,?,1.87,1.93,?,0.39,0.98,0.26,2.44,0.04,0.06
2.0,?,4.0,1.0,?,0.0,0.0,?,0.5,0.0,0.0,?,?,0.0,0.5,?,?,0.0
36.0,2.0,13.94,1.72,0.43,0.44,?,?,0.58,?,?,?,?,?,?,1.08,0.0,?
69.0,?,13.2,1.99,0.46,0.42,0.31,0.67,?,0.49,2.03,?,0.36,0.7,?,?,0.01,?
75.0,66.0,?,?,0.41,?,?,?,0.78,0.68,4.57,2.69,?,1.6,?,1.84,?,0.0
?,?,?,6.76,0.47,?,0.39,?,0.76,?,5.44,?,0.94,1.91,0.89,?,0.0,?
?,?,21.61,3.31,0.5,0.05,?,1.92,0.76,0.86,2.04,?,0.56,?,?,?,?,?
?,?,35.44,?,0.48,?,0.32,1.39,0.77,1.6,?,?,?,?,0.67,?,0.04,?
6.0,?,7.33,?,0.2,?,0.17,0.0,?,?,?,0.5,?,?,0.0,?,0.0,0.0
9.0,0.0,5.56,0.22,0.2,0.11,0.14,0.11,0.25,?,0.33,?,0.44,0.0,0.0,?,?,0.0
?,0.0,9.67,?,?,?,0.0,0.07,0.22,0.89,1.52,?,0.19,0.44,0.52,?,0.04,0.0
53.0,8.0,18.36,?,?,1.11,?,0.89,?,?,0.87,2.55,?,1.11,?,?,0.0,?
?,0.0,7.27,0.6,?,?,0.0,?,0.42,1.07,1.8,0.13,0.2,?,?,1.4,?,?
56.0,12.0,19.43,?,?,1.21,?,?,0.81,?,1.21,?,0.75,0.98,0.05,2.07,?,?
?,38.0,25.9,3.81,0.45,?,0.26,1.99,?,?,2.28,1.39,0.82,1.45,?,?,0.0,0.01
?,?,?,?,?,?,0.39,?,0.74,0.48,1.66,3.01,0.6,?,0.1,1.64,?,0.0
?,?,24.28,2.74,0.46,1.46,?,1.27,0.75,?,?,1.4,?,?,?,?,0.01,?
?,?,?,?,?,1.34,?,?,?,0.42,?,?,?,1.64,?,?,?,0.0
78.0,78.0,?,?,?,?,0.18,3.47,0.72,2.83,?,3.15,0.58,1.79,1.5,1.95,0.01,0.05
?,?,22.09,?,0.41,1.12,0.32,?,?,0.37,?,1.54,?,1.07,?,1.57,?,0.0
82.0,82.0,39.52,9.68,0.48,1.56,?,9.22,?,?,6.32,2.82,1.37,3.3,?,?,?,0.04
76.0,1.0,18.24,?,0.42,0.84,0.4,?,?,0.43,1.66,0.97,0.26,0.96,0.07,0.95,?,?
?,64.0,?,9.86,0.45,1.2,?,?,0.75,?,3.28,?,2.23,3.8,0.39,?,?,?
12.0,?,5.33,0.42,0.33,0.0,0.0,0.17,?,?,?,0.17,0.08,?,?,?,0.0,0.0
?,5.0,16.68,?,0.45,0.72,0.34,?,0.75,?,?,0.61,0.43,0.25,0.22,1.58,0.0,0.03
28.0,?,?,?,0.49,0.0,?,?,0.45,1.07,?,0.29,?,0.79,0.14,1.57,0.0,0.07
?,?,?,?,0.46,0.5,0.26,4.83,0.75,0.92,4.36,5.72,1.51,?,0.35,?,0.03,0.06
?,0.0,?,2.73,?,1.05,0.38,0.7,?,0.17,1.43,1.55,0.63,0.88,0.13,1.33,0.0,0.01
?,80.0,33.05,4.85,0.46,?,0.38,?,?,?,2.95,?,1.54,2.1,0.28,2.15,0.01,?
62.0,?,23.32,?,?,1.58,0.37,?,?,?,2.08,2.03,?,?,0.18,1.4,?,0.03
?,5.0,8.35,1.06,?,?,0.0,0.49,0.42,?,?,0.31,0.12,0.49,0.39,1.59,0.02,?
?,7.0,?,1.76,0.44,?,0.39,?,0.53,?,1.41,?,0.22,0.46,?,0.72,?,0.0
82.0,?,27.15,2.59,0.38,?,0.35,1.38,?,0.3,1.77,?,1.09,?,0.11,2.46,0.01,0.06
?,81.0,28.89,?,0.42,0.95,0.36,2.75,0.83,0.3,2.06,4.4,?,2.86,0.02,1.21,0.0,?
47.0,?,?,?,0.44,?,0.16,2.21,?,0.87,2.3,?,?,?,0.21,2.17,?,0.06
16.0,?,?,1.38,0.48,0.0,?,?,0.56,?,?,1.31,0.19,0.88,0.25,2.81,0.0,0.0
?,?,23.83,?,0.41,?,0.35,?,?,0.23,1.63,3.26,0.47,?,0.14,1.76,0.0,0.0
81.0,?,?,?,?,?,0.44,?,0.81,?,4.46,1.4,?,?,0.91,3.25,0.04,?
32.0,6.0,?,1.22,0.44,?,?,0.31,?,1.19,1.69,0.38,0.28,0.47,0.41,1.97,0.0,0.0
32.0,?,6.81,1.19,?,0.22,0.27,0.72,?,0.19,0.72,1.22,0.38,?,0.0,0.53,0.0,?
81.0,74.0,?,?,?,2.3,?,3.1,0.82,?,?,1.67,?,1.36,?,2.36,0.01,0.0
25.0,4.0,?,?,0.47,0.92,0.39,?,0.88,?,?,1.8,?,0.84,0.76,1.96,0.0,0.0
69.0,69.0,?,?,0.52,?,?,?,0.84,?,6.2,2.68,?,1.46,0.83,?,0.01,0.09
69.0,69.0,35.77,5.48,0.58,?,0.0,3.65,0.67,3.01,6.26,?,1.0,1.96,?,?,?,0.03
?,?,36.97,6.95,?,?,0.0,4.4,?,3.74,7.55,3.35,0.55,?,1.74,2.34,?,0.08
?,?,39.7,7.5,?,?,?,3.76,0.75,1.44,?,?,1.48,2.11,0.8,?,0.0,?
11.0,?,16.55,?,?,?,0.78,1.64,?,?,?,0.64,?,0.91,?,1.18,0.0,0.0
?,4.0,?,1.98,?,?,?,0.36,?,?,2.07,0.71,0.91,?,0.22,?,0.02,0.0
56.0,10.0,19.21,?,?,?,0.48,0.61,0.69,?,1.07,1.25,?,0.64,0.13,1.41,0.0,?
?,70.0,?,?,0.5,0.0,?,?,?,2.76,4.7,0.85,0.61,1.38,?,3.44,0.11,?
32.0,?,7.56,0.88,?,0.0,0.0,?,0.57,?,?,0.41,?,0.53,?,0.91,0.0,?
2.0,?,2.5,0.5,1.0,?,0.0,0.0,0.0,?,?,0.0,0.5,?,0.0,?,?,?
75.0,21.0,28.67,5.31,?,?,?,4.12,?,0.91,2.88,4.93,1.36,2.05,0.32,2.05,?,0.03
76.0,?,29.07,4.3,?,0.97,?,1.37,0.83,1.0,3.58,1.63,0.8,1.26,?,2.04,0.0,0.0
?,33.0,25.07,4.11,?,0.01,0.13,2.66,0.86,?,?,0.67,?,1.54,?,?,?,0.01
62.0,17.0,27.84,4.69,?,?,?,?,0.86,?,?,?,0.79,?,0.1,2.37,0.02,?
?,60.0,35.98,5.68,0.45,1.92,?,3.58,?,0.4,2.18,3.0,?,?,?,1.55,0.0,?
81.0,0.0,?,1.49,0.53,0.0,0.0,?,?,?,2.93,?,0.21,?,?,?,0.01,0.0
62.0,18.0,?,?,0.52,?,0.15,0.87,0.74,0.63,1.35,?,0.37,0.69,0.11,1.68,0.0,0.0
69.0,?,?,?,?,?,0.32,0.61,0.65,?,1.61,?,?,0.54,0.14,1.36,0.0,0.01
?,?,36.73,7.87,0.43,2.55,?,5.85,?,?,?,?,?,2.53,?,2.95,0.05,?
32.0,0.0,9.59,?,?,0.0,0.0,0.63,0.71,?,?,0.69,0.28,0.56,0.34,?,0.0,0.0
20.0,0.0,?,0.75,0.38,0.3,?,0.2,?,?,0.45,0.25,?,0.25,0.15,?,0.0,?
82.0,?,?,5.91,?,?,?,?,0.74,?,4.61,?,1.27,1.65,0.88,2.7,?,0.01
?,18.0,?,3.4,0.46,0.64,0.35,1.3,0.83,?,1.49,2.07,?,0.92,?,?,0.0,?
76.0,50.0,21.42,?,?,?,0.38,?,0.64,0.7,2.38,0.93,0.53,1.22,0.71,1.97,0.03,0.03
8.0,?,4.13,?,0.4,?,0.0,?,0.5,0.0,?,0.13,?,0.13,0.25,0.5,0.0,0.0
36.0,0.0,6.78,0.67,?,0.0,0.0,0.39,?,0.72,?,?,?,0.56,?,1.58,0.0,?
?,?,?,0.85,0.53,0.04,0.18,0.36,?,0.28,?,?,?,0.23,0.19,0.62,?,0.0
10.0,?,?,1.0,?,?,0.6,0.2,?,?,0.6,0.0,?,0.3,0.2,0.5,?,0.0
46.0,46.0,33.72,6.37,0.41,0.89,0.3,4.43,0.85,?,?,?,0.65,2.52,?,2.5,0.0,0.22
29.0,1.0,17.59,2.79,?,0.0,?,?,?,2.07,2.69,?,0.59,?,0.28,2.41,0.0,0.03
?,?,?,?,0.4,1.22,0.38,?,?,0.62,?,?,?,1.39,0.26,?,0.01,?
72.0,15.0,30.44,?,?,1.94,?,?,?,1.22,4.4,1.53,0.86,?,0.35,?,0.01,0.04
64.0,?,34.67,5.56,?,?,0.28,4.81,0.8,?,?,?,1.22,?,?,?,?,0.03
13.0,0.0,?,?,0.37,?,0.0,0.54,0.64,?,1.08,?,0.38,0.69,0.08,?,?,?
5.0,0.0,4.6,?,?,?,?,0.0,0.0,?,?,1.2,0.4,?,0.2,?,?,?
?,0.0,27.99,4.0,0.49,0.0,0.0,1.88,?,?,?,0.67,?,0.96,0.29,2.23,?,0.0
52.0,?,21.33,?,?,0.0,?,1.0,?,?,?,0.96,?,?,?,1.75,0.0,?
?,?,26.39,?,0.47,0.36,0.3,?,?,2.01,4.04,?,0.46,?,1.14,2.78,0.01,0.06
82.0,82.0,21.66,1.96,?,?,0.0,0.44,?,?,?,?,0.89,0.9,?,2.67,0.04,?
45.0,19.0,22.93,?,0.42,1.33,?,0.31,?,?,?,0.89,0.64,?,?,2.02,0.0,?
?,67.0,?,3.58,?,0.0,0.0,1.97,0.62,3.61,5.68,0.56,0.34,?,?,?,?,0.01
47.0,10.0,17.34,2.89,0.44,?,?,?,0.83,0.13,1.57,1.53,0.38,?,0.19,?,?,?
43.0,0.0,8.33,?,0.36,0.09,0.21,0.81,0.74,0.35,0.93,0.3,0.23,0.33,0.21,?,0.0,0.0
?,69.0,25.11,4.78,0.49,?,0.5,2.09,0.75,2.19,?,1.95,0.37,?,1.62,3.52,?,?
81.0,73.0,?,?,0.55,?,?,1.37,?,?,?,0.49,0.44,1.14,?,1.63,0.01,?
82.0,82.0,?,?,0.59,0.0,?,?,0.7,2.02,?,?,1.4,1.52,1.0,3.43,0.09,?
78.0,43.0,?,?,0.48,0.96,0.4,?,0.77,0.54,2.09,?,0.88,1.29,0.32,2.85,?,?
81.0,81.0,29.96,?,?,?,0.44,?,?,0.91,?,2.38,?,1.33,?,?,0.02,0.02
47.0,0.0,13.26,?,?,0.0,0.0,0.98,0.68,1.62,?,?,0.3,0.64,?,1.96,0.0,0.0
74.0,53.0,?,?,0.41,?,?,1.15,?,?,?,?,?,1.55,0.31,?,?,?
?,51.0,24.27,?,0.44,?,0.39,0.89,?,?,1.85,3.84,1.08,?,0.25,2.1,?,?
?,27.0,?,?,0.56,0.0,?,?,?,?,?,0.7,0.26,1.3,0.52,?,0.04,?
81.0,81.0,35.12,5.77,?,?,1.0,?,0.79,2.91,6.95,2.33,0.73,?,?,2.78,?,0.02
68.0,0.0,?,?,?,1.16,0.35,?,?,?,?,1.25,?,?,0.1,?,?,?
82.0,?,34.67,?,0.61,0.0,?,?,0.59,3.46,9.72,1.76,?,?,2.77,?,0.05,0.21
?,12.0,26.09,?,0.4,?,0.27,?,0.78,0.86,2.71,1.37,?,?,?,2.6,0.0,0.09
73.0,27.0,22.37,2.62,?,0.0,0.0,0.75,?,1.48,?,0.84,0.37,?,?,2.62,0.01,?
25.0,?,5.36,?,0.4,0.2,0.31,?,0.85,0.28,0.4,0.52,?,?,0.12,0.48,0.0,0.0
45.0,?,24.67,3.04,0.35,0.96,?,?,?,0.51,2.64,3.04,1.16,?,?,?,0.0,0.0
69.0,?,17.72,2.61,0.44,0.0,?,?,?,?,3.74,0.46,?,0.96,0.7,2.1,?,0.0
60.0,?,?,1.82,0.5,?,?,?,?,?,1.85,0.62,?,0.5,0.58,2.2,0.05,?
13.0,0.0,9.38,0.38,?,?,?,0.15,?,0.08,?,0.69,0.08,?,0.0,0.92,?,0.0
7.0,?,?,0.57,?,0.0,?,0.43,0.75,0.86,?,0.0,0.0,?,?,0.71,0.0,0.0
?,?,7.57,0.81,?,?,0.0,0.9,?,?,1.14,?,?,0.43,0.48,?,0.0,?
?,?,?,2.75,0.54,0.01,?,0.79,0.63,1.89,3.55,0.14,0.34,0.93,?,2.66,0.04,?
82.0,82.0,38.88,6.05,?,1.15,0.31,?,0.73,1.0,5.45,?,?,2.66,0.67,1.77,?,0.02
64.0,6.0,20.89,?,0.44,0.17,0.48,?,?,1.8,3.61,0.75,?,1.0,?,2.86,0.02,0.06
?,?,23.41,3.99,0.44,?,0.34,1.4,0.72,1.94,4.44,?,0.65,0.88,0.28,3.1,?,?
28.0,24.0,30.86,?,0.43,0.32,?,?,0.79,0.57,?,4.04,?,?,0.07,1.71,?,0.04
?,?,?,0.8,?,0.32,?,0.2,0.75,0.14,?,0.61,0.41,0.25,0.05,?,0.0,0.0
82.0,?,?,?,0.48,?,?,2.48,?,?,2.34,5.04,0.73,?,0.07,1.84,?,?
?,0.0,6.17,0.5,0.3,0.08,0.17,?,0.58,?,0.5,?,?,0.92,?,?,0.0,?
?,0.0,?,0.32,0.3,0.04,0.25,0.14,0.67,?,0.46,0.14,?,0.46,0.14,0.75,?,?
?,81.0,38.63,?,0.42,?,0.33,?,?,0.96,3.98,3.7,1.63,?,?,2.43,?,?
76.0,76.0,39.04,10.11,?,?,0.33,?,0.77,0.93,?,?,1.63,3.43,1.0,1.57,?,0.07
4.0,0.0,11.5,1.5,0.3,?,0.33,1.0,0.5,?,?,?,?,1.25,?,0.75,0.0,?
?,?,36.47,?,0.46,1.29,0.34,?,0.65,2.06,?,1.27,1.08,1.38,0.32,?,?,0.05
39.0,?,?,1.26,?,0.0,0.0,0.67,?,1.26,1.41,0.62,0.26,0.69,0.23,1.49,?,0.0
14.0,0.0,5.14,?,0.41,?,?,0.93,?,0.57,?,0.07,0.29,?,0.0,0.71,0.0,?
?,76.0,32.47,?,?,0.0,0.0,?,0.68,?,?,1.8,?,1.79,?,2.7,0.01,?
81.0,70.0,31.15,4.47,0.47,?,0.32,?,0.74,?,3.68,?,0.56,?,0.49,?,0.0,0.02
70.0,?,?,?,0.44,0.3,0.3,1.07,0.63,?,?,?,?,?,?,2.9,?,?
82.0,?,32.56,5.49,?,1.77,?,2.72,?,0.6,?,?,1.28,?,?,?,?,?
80.0,?,?,3.63,0.48,?,?,1.56,0.71,2.43,3.55,?,?,1.04,0.36,?,0.05,?
?,51.0,?,4.37,?,0.29,0.37,?,0.8,2.21,4.92,0.9,?,1.48,1.0,?,?,?
?,?,17.85,2.54,?,0.0,0.0,?,?,?,?,0.59,?,?,0.8,3.11,0.01,0.01
31.0,?,?,?,0.44,0.42,0.33,0.61,?,?,1.29,2.03,0.35,?,0.03,?,0.0,?
65.0,?,?,?,0.45,0.23,0.33,0.78,?,?,?,?,0.32,0.94,0.66,?,?,?
?,76.0,37.91,8.36,0.46,?,0.37,2.89,0.82,0.97,3.67,4.86,?,?,0.07,1.91,0.0,0.01
76.0,26.0,24.88,3.78,?,0.05,0.13,?,0.77,0.63,2.38,1.97,0.53,1.68,?,3.12,?,0.01
