@relation dataset

@attribute games real
@attribute starts real
@attribute min real
@attribute fgm real
@attribute fgp real
@attribute 3pm real
@attribute 3pp real
@attribute ftm real
@attribute ftp real
@attribute off real
@attribute def real
@attribute ast real
@attribute stl real
@attribute to real
@attribute blk real
@attribute pf real
@attribute dq real
@attribute tf real


@data
15.0,0.0,7.27,?,0.45,0.0,0.0,0.33,?,1.07,1.8,0.13,0.2,?,?,1.4,?,?
56.0,12.0,19.43,3.2,0.46,1.21,?,?,0.81,0.71,?,2.0,?,0.98,0.05,?,0.0,?
?,38.0,25.9,?,0.45,?,0.26,?,0.85,0.67,?,1.39,?,?,?,?,0.0,?
80.0,?,?,?,?,?,0.39,?,0.74,?,1.66,?,0.6,1.58,0.1,?,?,?
?,?,?,2.74,0.46,?,?,1.27,0.75,?,?,1.4,0.99,?,0.2,?,0.01,?
67.0,59.0,30.96,?,0.37,1.34,0.35,1.01,?,0.42,2.24,?,0.9,1.64,0.04,1.24,0.0,?
78.0,78.0,31.22,7.19,0.52,0.03,?,3.47,0.72,2.83,7.26,3.15,0.58,1.79,1.5,1.95,0.01,?
67.0,15.0,22.09,?,?,1.12,0.32,1.99,?,0.37,3.15,1.54,?,1.07,0.24,?,0.0,0.0
82.0,?,39.52,9.68,0.48,1.56,?,9.22,0.9,?,?,2.82,?,?,?,2.09,0.01,?
76.0,1.0,?,2.5,0.42,0.84,?,?,?,0.43,?,?,?,0.96,?,0.95,0.01,0.0
64.0,64.0,41.36,9.86,0.45,?,?,?,0.75,0.73,?,?,?,?,0.39,2.95,0.03,0.08
12.0,?,5.33,0.42,0.33,?,?,0.17,0.4,0.5,0.67,0.17,0.08,?,0.0,?,?,?
79.0,?,16.68,?,0.45,0.72,0.34,0.58,?,?,?,0.61,?,0.25,?,?,0.0,0.03
?,1.0,11.04,1.21,0.49,0.0,?,?,?,1.07,?,0.29,?,0.79,0.14,1.57,?,?
72.0,?,?,7.4,0.46,?,?,4.83,0.75,0.92,4.36,5.72,?,?,?,2.83,0.03,?
82.0,0.0,?,2.73,0.43,1.05,0.38,?,0.67,0.17,?,1.55,0.63,?,0.13,?,?,0.01
80.0,?,33.05,?,0.46,0.75,?,1.65,0.76,0.66,?,?,?,?,?,?,0.01,0.03
?,2.0,?,?,?,1.58,0.37,1.37,0.87,0.56,2.08,2.03,?,1.16,?,?,0.0,0.03
49.0,5.0,8.35,?,?,0.0,0.0,0.49,?,?,?,0.31,?,?,?,1.59,0.02,0.0
?,?,15.37,?,0.44,0.7,0.39,0.17,0.53,?,?,0.93,?,0.46,0.13,0.72,0.0,0.0
82.0,?,27.15,2.59,?,?,?,1.38,0.86,?,1.77,2.45,1.09,?,0.11,2.46,0.01,?
81.0,81.0,?,4.9,?,0.95,0.36,?,?,0.3,?,4.4,?,2.86,?,1.21,?,0.01
47.0,?,25.28,?,0.44,0.17,0.16,?,0.77,0.87,2.3,3.83,?,1.91,?,?,0.02,?
?,?,15.81,1.38,?,0.0,0.0,0.31,?,2.13,2.94,?,?,?,0.25,2.81,?,0.0
?,38.0,?,3.66,0.41,?,0.35,?,?,0.23,1.63,?,0.47,1.34,?,1.76,?,0.0
?,41.0,?,3.91,0.45,?,?,1.21,?,0.81,4.46,?,0.79,?,0.91,3.25,0.04,0.06
?,6.0,9.81,1.22,0.44,0.0,0.0,?,?,1.19,1.69,?,?,0.47,0.41,1.97,?,0.0
32.0,?,6.81,1.19,0.46,0.22,?,?,?,0.19,0.72,1.22,0.38,0.44,?,?,0.0,?
81.0,74.0,33.93,4.84,0.42,2.3,0.38,3.1,?,?,?,1.67,0.91,1.36,0.72,2.36,0.01,0.0
25.0,4.0,22.96,3.28,?,0.92,?,?,?,?,2.2,?,?,0.84,0.76,1.96,0.0,?
?,69.0,29.87,?,0.52,?,0.2,2.68,0.84,1.13,?,2.68,0.99,?,0.83,2.46,0.01,0.09
?,69.0,?,5.48,0.58,0.0,?,3.65,0.67,?,6.26,2.39,1.0,1.96,?,3.68,0.04,0.03
65.0,65.0,36.97,6.95,0.54,0.0,0.0,4.4,0.79,?,7.55,3.35,0.55,?,?,?,0.0,0.08
80.0,80.0,?,?,?,?,0.33,?,0.75,1.44,?,1.91,1.48,2.11,?,?,0.0,0.04
?,2.0,16.55,?,0.47,?,?,1.64,?,?,1.64,0.64,?,0.91,?,?,0.0,0.0
?,4.0,?,1.98,?,?,0.39,0.36,0.7,0.47,2.07,0.71,?,0.33,0.22,1.98,?,0.0
56.0,10.0,19.21,?,0.47,?,0.48,0.61,0.69,0.23,?,?,0.45,0.64,0.13,1.41,0.0,?
?,70.0,26.87,3.79,?,0.0,?,1.38,0.65,?,4.7,?,0.61,1.38,1.24,?,0.11,0.04
?,1.0,7.56,0.88,?,0.0,?,?,?,?,?,0.41,?,0.53,?,0.91,?,?
2.0,?,?,?,1.0,0.0,?,?,0.0,0.0,0.5,0.0,0.5,?,?,0.0,0.0,0.0
?,21.0,?,5.31,?,1.76,0.38,?,?,0.91,?,4.93,1.36,2.05,0.32,2.05,?,?
76.0,?,?,4.3,0.45,0.97,0.37,1.37,?,1.0,3.58,1.63,?,1.26,0.21,2.04,0.0,0.0
70.0,33.0,25.07,?,0.48,0.01,?,?,?,2.96,4.79,0.67,0.59,?,0.83,2.77,?,?
?,17.0,27.84,?,?,1.21,0.32,?,?,?,1.5,2.68,0.79,1.9,0.1,2.37,0.02,?
?,60.0,35.98,5.68,?,1.92,?,?,0.74,0.4,?,3.0,?,2.32,0.23,1.55,?,?
81.0,0.0,13.46,1.49,?,0.0,0.0,0.63,0.68,1.28,2.93,0.21,0.21,0.57,?,?,0.01,0.0
62.0,18.0,?,?,?,?,0.15,?,0.74,?,1.35,0.35,?,0.69,0.11,1.68,0.0,0.0
69.0,8.0,?,1.72,?,0.23,0.32,0.61,?,0.35,?,?,?,0.54,0.14,?,?,0.01
62.0,?,?,?,?,2.55,0.36,5.85,0.85,1.08,?,?,?,2.53,0.82,2.95,0.05,0.06
32.0,0.0,?,1.31,0.51,0.0,?,0.63,?,?,1.91,?,0.28,?,?,1.69,0.0,?
?,0.0,5.8,0.75,?,0.3,?,0.2,0.67,0.4,0.45,?,?,0.25,?,0.45,0.0,0.0
82.0,?,?,5.91,0.45,1.27,?,2.01,0.74,?,4.61,?,1.27,1.65,0.88,2.7,0.04,?
?,18.0,?,?,0.46,0.64,0.35,1.3,0.83,0.27,?,?,0.44,?,0.15,1.85,0.0,0.0
76.0,?,?,?,0.44,0.91,0.38,?,?,0.7,2.38,?,0.53,?,?,1.97,0.03,?
?,?,?,0.5,?,0.0,0.0,?,0.5,?,0.25,0.13,0.0,?,0.25,?,?,0.0
36.0,?,6.78,?,?,?,0.0,0.39,?,?,1.36,?,?,0.56,0.39,?,0.0,?
?,?,?,?,0.53,0.04,0.18,0.36,0.57,0.28,0.77,?,0.09,?,?,?,?,0.0
?,?,?,1.0,0.48,0.3,?,?,?,0.4,0.6,0.0,?,0.3,?,0.5,0.0,0.0
?,?,33.72,6.37,0.41,0.89,?,4.43,0.85,?,?,4.39,0.65,2.52,?,2.5,0.0,0.22
29.0,1.0,17.59,2.79,?,?,?,2.9,?,2.07,?,?,?,?,?,2.41,0.0,?
76.0,?,?,3.07,?,1.22,?,2.55,0.81,0.62,2.59,1.82,?,1.39,0.26,?,?,0.0
72.0,15.0,?,?,?,1.94,?,3.33,?,1.22,?,?,?,1.83,?,?,?,0.04
64.0,61.0,34.67,?,0.4,0.94,?,4.81,0.8,?,?,6.61,1.22,2.83,?,2.78,?,?
13.0,?,7.23,?,?,0.0,0.0,0.54,?,?,?,0.23,?,?,?,?,?,?
5.0,0.0,4.6,0.2,0.5,?,?,?,?,?,?,?,?,0.6,0.2,?,0.0,?
78.0,0.0,27.99,4.0,0.49,?,?,1.88,?,2.14,?,0.67,?,?,0.29,2.23,0.0,?
?,?,21.33,?,0.41,?,0.0,1.0,?,1.06,1.85,?,?,?,0.17,?,?,?
?,59.0,?,4.33,0.47,0.36,0.3,1.01,?,2.01,?,2.19,0.46,1.82,?,?,0.01,0.06
82.0,82.0,?,1.96,0.49,0.0,0.0,?,0.55,1.84,?,1.7,?,0.9,0.52,2.67,?,0.0
?,?,?,?,?,1.33,0.34,?,0.78,?,?,?,?,0.62,0.2,2.02,0.0,?
?,?,?,3.58,?,0.0,0.0,?,0.62,?,?,?,?,1.29,2.05,?,0.03,?
47.0,?,17.34,2.89,0.44,0.79,?,1.02,?,?,?,?,0.38,1.17,0.19,?,?,?
43.0,0.0,?,?,0.36,0.09,?,?,?,?,0.93,0.3,?,0.33,?,0.58,0.0,?
81.0,69.0,25.11,?,0.49,0.04,?,2.09,0.75,2.19,3.54,1.95,0.37,1.79,1.62,?,0.06,0.04
81.0,73.0,20.88,?,0.55,?,0.0,1.37,?,1.36,?,0.49,0.44,1.14,?,?,0.01,0.01
?,82.0,?,5.13,?,0.0,?,?,0.7,?,5.62,2.48,1.4,1.52,1.0,3.43,?,?
78.0,?,29.18,4.53,0.48,0.96,?,?,?,?,2.09,2.9,0.88,1.29,0.32,?,0.05,?
81.0,?,?,?,0.48,0.43,?,?,?,0.91,?,2.38,0.74,1.33,?,2.04,?,0.02
47.0,0.0,?,?,0.49,?,0.0,?,0.68,?,?,?,0.3,?,?,1.96,0.0,0.0
74.0,53.0,33.5,?,0.41,1.41,0.37,?,?,0.32,3.2,?,1.15,?,0.31,2.76,0.01,?
73.0,?,24.27,?,0.44,0.85,0.39,?,0.76,0.75,1.85,?,1.08,?,?,2.1,0.0,0.0
73.0,?,?,?,?,?,?,1.49,?,?,?,?,?,1.3,0.52,?,?,0.05
81.0,81.0,?,5.77,0.55,0.01,1.0,?,0.79,2.91,?,?,0.73,?,?,?,?,0.02
68.0,0.0,17.9,2.54,0.38,?,?,0.71,?,0.19,1.41,?,0.59,?,0.1,1.19,0.0,0.01
?,82.0,?,?,0.61,?,?,5.89,?,?,?,?,0.91,3.34,2.77,?,0.05,?
?,12.0,26.09,4.49,0.4,0.66,0.27,3.11,0.78,0.86,2.71,1.37,0.74,?,0.31,2.6,?,0.09
73.0,?,22.37,?,?,0.0,?,?,0.79,1.48,3.11,?,0.37,0.99,0.14,?,0.01,?
25.0,?,?,0.84,0.4,0.2,0.31,0.44,?,0.28,?,0.52,0.32,?,0.12,0.48,?,0.0
45.0,?,24.67,3.04,0.35,?,0.31,?,0.83,?,2.64,3.04,1.16,1.67,0.33,1.56,0.0,0.0
69.0,0.0,17.72,2.61,0.44,0.0,?,1.84,0.67,?,3.74,?,?,?,0.7,?,?,?
?,9.0,?,?,0.5,0.0,?,0.87,0.75,?,?,0.62,0.22,0.5,?,?,0.05,?
13.0,?,?,?,0.17,0.08,?,?,1.0,0.08,?,0.69,0.08,0.31,?,?,0.0,0.0
?,?,?,0.57,0.33,?,?,0.43,0.75,0.86,0.86,0.0,?,0.43,?,?,0.0,?
?,?,?,0.81,0.4,?,0.0,?,?,?,?,0.0,0.05,?,?,?,?,?
73.0,?,18.08,2.75,0.54,?,?,?,?,?,?,0.14,0.34,0.93,?,2.66,?,0.04
82.0,82.0,38.88,?,?,1.15,?,3.84,?,1.0,5.45,?,?,?,0.67,1.77,0.0,0.02
64.0,6.0,20.89,?,?,0.17,0.48,1.17,0.74,?,3.61,0.75,?,1.0,?,2.86,0.02,0.06
81.0,31.0,23.41,3.99,0.44,1.0,0.34,?,?,?,4.44,1.04,?,0.88,0.28,3.1,0.04,?
28.0,24.0,?,?,?,0.32,0.36,3.71,?,0.57,2.25,4.04,?,2.29,0.07,1.71,0.0,?
44.0,0.0,?,?,0.42,?,0.4,0.2,0.75,?,0.64,0.61,0.41,?,0.05,0.89,0.0,0.0
82.0,43.0,?,3.94,?,?,0.41,?,0.84,0.37,?,5.04,?,1.99,?,?,?,0.01
12.0,?,6.17,0.5,?,0.08,0.17,?,0.58,0.17,0.5,1.17,0.25,0.92,0.17,0.58,0.0,0.0
?,?,?,?,?,?,0.25,0.14,0.67,0.32,0.46,0.14,?,?,0.14,0.75,?,0.0
81.0,81.0,38.63,7.41,?,?,0.33,4.17,0.78,0.96,?,3.7,?,3.2,0.53,2.43,0.01,?
?,?,39.04,10.11,?,?,?,7.8,0.77,?,6.36,8.57,?,3.43,1.0,?,?,0.07
4.0,0.0,11.5,1.5,0.3,?,0.33,1.0,0.5,0.25,0.5,?,?,1.25,?,0.75,?,?
?,64.0,36.47,7.24,0.46,?,?,?,0.65,2.06,6.35,1.27,1.08,1.38,?,2.71,?,0.05
?,?,?,1.26,?,0.0,0.0,0.67,0.68,1.26,1.41,?,?,0.69,?,?,?,0.0
14.0,0.0,?,0.86,?,?,0.0,?,?,?,?,0.07,0.29,0.43,?,0.71,0.0,0.0
?,76.0,?,?,0.5,0.0,?,2.38,0.68,2.37,?,1.8,?,1.79,1.3,2.7,0.01,0.0
81.0,70.0,?,?,0.47,?,0.32,?,?,0.72,?,1.95,?,?,0.49,?,0.0,?
70.0,?,?,1.97,0.44,0.3,0.3,1.07,?,1.86,2.26,1.44,0.89,1.09,?,?,?,?
?,?,?,?,?,?,?,2.72,0.82,?,?,?,?,2.43,?,2.33,0.0,0.02
?,73.0,?,3.63,0.48,0.45,?,1.56,0.71,?,?,0.73,0.99,?,0.36,?,?,0.01
52.0,?,?,?,?,?,?,?,?,2.21,4.92,0.9,0.71,1.48,1.0,3.27,0.0,0.02
?,?,17.85,?,0.62,0.0,0.0,?,0.64,?,?,0.59,0.54,0.77,?,?,?,0.01
31.0,?,13.06,?,?,0.42,?,0.61,0.95,0.26,?,?,0.35,0.84,0.03,1.03,0.0,0.03
?,11.0,11.62,1.46,?,?,0.33,0.78,0.73,0.52,?,0.74,0.32,0.94,0.66,1.94,0.05,0.02
76.0,76.0,?,?,?,?,?,?,0.82,?,3.67,?,1.08,?,?,1.91,0.0,0.01
76.0,26.0,24.88,3.78,0.46,0.05,0.13,2.61,0.77,?,?,1.97,?,1.68,0.51,3.12,0.01,?
2.0,0.0,3.5,0.0,0.0,0.0,0.0,?,0.0,?,?,0.0,?,?,?,0.5,0.0,0.0
