@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,?,2000.0,4000.0,8.0,3.0,19.0,33.0
?,?,?,8000.0,8.0,3.0,?,?
?,75.0,?,?,8.0,3.0,?,54.0
?,?,?,?,?,3.0,?,20.0
harris,300.0,768.0,?,0.0,?,24.0,?
harris,300.0,?,3000.0,?,?,24.0,25.0
?,300.0,768.0,?,6.0,6.0,24.0,?
?,300.0,?,4500.0,0.0,?,?,?
harris,300.0,?,?,6.0,?,?,50.0
harris,300.0,192.0,768.0,?,6.0,24.0,?
?,180.0,768.0,12000.0,6.0,?,?,?
honeywell,330.0,1000.0,?,0.0,2.0,4.0,23.0
honeywell,300.0,1000.0,4000.0,8.0,3.0,?,30.0
?,300.0,?,?,8.0,2.0,112.0,73.0
honeywell,330.0,1000.0,2000.0,0.0,?,2.0,20.0
honeywell,?,?,4000.0,0.0,3.0,?,25.0
?,140.0,2000.0,?,0.0,?,6.0,?
honeywell,?,2000.0,?,?,?,8.0,29.0
?,?,?,?,8.0,?,20.0,32.0
?,140.0,2000.0,32000.0,32.0,1.0,20.0,175.0
honeywell,?,2000.0,?,32.0,1.0,?,57.0
?,140.0,2000.0,?,?,?,?,?
honeywell,?,2000.0,32000.0,?,1.0,?,?
honeywell,140.0,2000.0,?,?,?,20.0,?
?,57.0,4000.0,16000.0,1.0,6.0,?,82.0
ibm,57.0,?,24000.0,64.0,12.0,?,171.0
ibm,?,?,32000.0,64.0,16.0,?,361.0
?,?,16000.0,32000.0,?,8.0,24.0,350.0
?,26.0,8000.0,?,?,8.0,?,?
ibm,26.0,8000.0,16000.0,0.0,8.0,16.0,113.0
ibm,?,?,512.0,0.0,?,?,?
?,203.0,1000.0,?,0.0,?,5.0,21.0
?,115.0,512.0,?,16.0,1.0,6.0,?
?,1100.0,512.0,1500.0,?,1.0,?,?
ibm,?,768.0,?,?,?,1.0,?
ibm,?,?,2000.0,0.0,1.0,?,20.0
ibm,400.0,2000.0,?,?,?,?,28.0
?,400.0,4000.0,?,0.0,1.0,1.0,45.0
?,?,1000.0,?,0.0,1.0,?,18.0
?,900.0,?,1000.0,0.0,1.0,?,?
?,900.0,1000.0,?,?,1.0,2.0,26.0
ibm,900.0,1000.0,?,8.0,1.0,?,28.0
ibm,?,?,4000.0,0.0,3.0,6.0,28.0
ibm,225.0,2000.0,?,8.0,3.0,?,31.0
?,?,2000.0,?,8.0,?,6.0,31.0
?,180.0,?,?,?,?,6.0,?
?,?,?,16000.0,?,1.0,6.0,?
?,?,2000.0,?,16.0,?,?,76.0
?,225.0,?,?,?,3.0,6.0,26.0
ibm,?,2000.0,12000.0,?,1.0,4.0,59.0
ibm,25.0,2000.0,?,?,?,?,?
?,17.0,?,16000.0,?,6.0,?,?
ibm,?,4000.0,?,?,?,12.0,116.0
ibm,?,?,?,0.0,?,0.0,?
?,1500.0,768.0,2000.0,0.0,?,?,20.0
?,?,?,2000.0,0.0,0.0,?,20.0
?,50.0,?,4000.0,0.0,?,6.0,30.0
?,50.0,?,8000.0,?,?,?,44.0
ipl,50.0,?,8000.0,?,1.0,6.0,44.0
ipl,50.0,2000.0,?,?,1.0,6.0,?
ipl,50.0,?,16000.0,24.0,?,6.0,?
?,?,8000.0,16000.0,48.0,?,10.0,128.0
magnuson,?,1000.0,8000.0,?,2.0,?,37.0
?,?,?,8000.0,?,?,6.0,46.0
?,?,1000.0,8000.0,24.0,3.0,?,?
?,50.0,?,?,12.0,3.0,16.0,80.0
magnuson,50.0,2000.0,16000.0,24.0,?,?,88.0
?,?,2000.0,16000.0,?,6.0,16.0,?
?,150.0,?,4000.0,?,8.0,128.0,33.0
nas,115.0,?,8000.0,16.0,1.0,?,?
nas,115.0,2000.0,4000.0,2.0,1.0,5.0,?
nas,?,2000.0,8000.0,32.0,1.0,6.0,?
?,92.0,?,?,?,1.0,6.0,53.0
nas,92.0,2000.0,?,4.0,?,6.0,?
nas,75.0,?,16000.0,?,1.0,?,86.0
nas,60.0,4000.0,16000.0,?,?,?,?
nas,60.0,2000.0,?,?,?,?,107.0
?,?,4000.0,16000.0,64.0,?,8.0,?
nas,?,?,16000.0,64.0,?,10.0,119.0
nas,72.0,4000.0,16000.0,64.0,8.0,?,?
nas,?,2000.0,8000.0,?,6.0,?,48.0
?,40.0,8000.0,16000.0,32.0,?,16.0,126.0
nas,40.0,?,32000.0,64.0,?,24.0,266.0
nas,?,8000.0,32000.0,?,?,24.0,270.0
?,?,16000.0,?,128.0,?,?,426.0
?,48.0,?,24000.0,?,8.0,24.0,151.0
nas,?,?,?,?,?,24.0,?
nas,30.0,?,32000.0,256.0,16.0,24.0,603.0
ncr,?,?,1000.0,0.0,1.0,4.0,19.0
?,?,1000.0,?,0.0,1.0,6.0,?
?,?,?,4000.0,0.0,1.0,6.0,26.0
?,56.0,2000.0,?,0.0,1.0,8.0,?
?,56.0,?,?,0.0,1.0,8.0,41.0
ncr,?,?,8000.0,?,1.0,8.0,47.0
ncr,?,4000.0,12000.0,0.0,1.0,8.0,62.0
?,?,4000.0,?,0.0,1.0,8.0,?
ncr,38.0,?,8000.0,?,16.0,?,?
?,38.0,4000.0,8000.0,32.0,16.0,32.0,?
ncr,?,8000.0,16000.0,64.0,?,8.0,142.0
ncr,38.0,?,?,?,4.0,8.0,281.0
ncr,38.0,4000.0,16000.0,128.0,?,?,190.0
?,200.0,?,?,?,?,2.0,21.0
nixdorf,200.0,?,4000.0,0.0,1.0,4.0,25.0
?,200.0,2000.0,8000.0,64.0,?,5.0,67.0
perkin-elmer,250.0,512.0,4000.0,0.0,1.0,7.0,24.0
perkin-elmer,?,512.0,4000.0,0.0,?,?,24.0
?,?,?,16000.0,1.0,1.0,8.0,64.0
?,?,512.0,4000.0,?,1.0,5.0,25.0
?,?,?,?,2.0,3.0,?,20.0
?,160.0,?,?,8.0,1.0,14.0,?
prime,160.0,1000.0,?,16.0,1.0,?,43.0
prime,160.0,?,8000.0,32.0,?,13.0,?
?,?,?,1000.0,?,?,?,19.0
siemens,240.0,512.0,2000.0,?,?,?,22.0
siemens,105.0,2000.0,?,?,3.0,8.0,31.0
siemens,105.0,2000.0,?,16.0,6.0,?,?
siemens,105.0,?,?,16.0,4.0,14.0,47.0
?,?,4000.0,?,32.0,?,12.0,99.0
siemens,70.0,?,12000.0,8.0,?,8.0,?
?,59.0,4000.0,?,?,6.0,12.0,81.0
siemens,?,8000.0,?,?,?,24.0,149.0
siemens,?,8000.0,24000.0,32.0,?,?,183.0
siemens,26.0,8000.0,32000.0,64.0,?,16.0,275.0
siemens,26.0,?,32000.0,128.0,24.0,?,382.0
sperry,116.0,2000.0,8000.0,?,?,28.0,56.0
sperry,?,?,?,24.0,6.0,?,182.0
?,50.0,2000.0,32000.0,48.0,?,52.0,227.0
sperry,?,?,32000.0,112.0,?,104.0,?
?,50.0,?,?,112.0,52.0,?,360.0
sperry,?,8000.0,?,96.0,?,176.0,919.0
sperry,?,8000.0,64000.0,128.0,?,176.0,978.0
?,?,262.0,4000.0,0.0,?,3.0,?
?,180.0,512.0,?,0.0,1.0,?,24.0
sperry,180.0,?,4000.0,0.0,1.0,3.0,24.0
sperry,?,?,4000.0,?,?,?,?
sperry,124.0,1000.0,?,?,1.0,8.0,?
sperry,?,1000.0,8000.0,?,?,8.0,?
?,125.0,?,?,0.0,2.0,14.0,41.0
wang,480.0,512.0,?,?,?,0.0,47.0
wang,?,?,4000.0,0.0,?,0.0,25.0
