@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
8.0,?,?,?,71.0,?
8.0,?,?,99.0,99.0,143.0
6.0,74.0,?,?,?,?
?,115.0,94.0,163.0,?,?
?,?,?,109.0,114.0,168.0
?,?,?,?,133.0,95.0
12.0,104.0,?,?,128.0,?
?,99.0,?,?,?,?
14.0,?,?,99.0,?,?
?,?,163.0,99.0,?,?
12.0,?,?,?,129.0,?
?,?,?,94.0,?,?
12.0,?,?,?,74.0,119.0
12.0,123.0,?,?,?,?
12.0,?,137.0,?,?,100.0
?,?,129.0,?,99.0,?
12.0,?,?,?,79.0,?
?,81.0,?,143.0,79.0,?
?,135.0,?,?,?,?
12.0,?,?,?,114.0,100.0
14.0,?,?,?,?,?
12.0,?,?,?,?,120.0
14.0,79.0,203.0,?,69.0,119.0
?,?,150.0,128.0,104.0,?
?,148.0,?,?,173.0,138.0
?,?,124.0,119.0,?,?
12.0,?,?,?,?,?
?,79.0,183.0,133.0,?,?
?,?,?,?,?,?
?,?,161.0,153.0,?,?
?,?,135.0,?,?,?
12.0,133.0,74.0,?,?,?
14.0,133.0,?,?,?,?
12.0,?,?,?,?,?
10.0,?,123.0,108.0,?,?
?,?,?,104.0,?,?
?,113.0,89.0,?,89.0,?
?,?,?,94.0,?,?
?,?,64.0,94.0,?,?
?,93.0,123.0,123.0,124.0,100.0
14.0,143.0,?,?,?,105.0
?,?,?,?,?,?
?,?,?,?,84.0,?
?,138.0,86.0,?,?,?
12.0,?,?,148.0,69.0,?
?,?,?,?,87.0,?
14.0,?,168.0,?,?,113.0
?,?,?,?,?,?
12.0,104.0,130.0,178.0,?,?
10.0,99.0,?,?,?,103.0
?,93.0,128.0,?,119.0,100.0
?,128.0,?,?,119.0,173.0
?,94.0,?,109.0,69.0,?
12.0,?,?,?,?,?
?,?,114.0,109.0,?,143.0
12.0,?,74.0,?,?,?
?,139.0,?,?,?,?
?,?,99.0,94.0,158.0,?
?,89.0,178.0,?,?,153.0
12.0,?,183.0,104.0,69.0,?
?,?,?,84.0,?,133.0
22.0,128.0,158.0,?,158.0,?
22.0,?,188.0,109.0,?,?
?,?,?,114.0,?,129.0
?,143.0,139.0,?,?,?
?,?,198.0,?,?,?
18.0,?,?,?,?,?
?,120.0,193.0,?,148.0,?
20.0,?,?,?,99.0,140.0
?,?,?,129.0,?,?
20.0,?,?,?,?,?
?,?,?,?,94.0,?
22.0,139.0,178.0,?,?,144.0
?,90.0,?,?,?,?
18.0,?,84.0,?,193.0,?
?,88.0,?,?,89.0,?
?,114.0,144.0,?,133.0,128.0
?,?,?,208.0,134.0,?
?,?,94.0,?,208.0,?
?,99.0,228.0,104.0,?,163.0
?,178.0,94.0,?,?,173.0
?,119.0,?,149.0,114.0,?
20.0,?,?,?,?,158.0
18.0,?,193.0,158.0,99.0,144.0
22.0,?,?,154.0,?,?
?,?,?,144.0,?,135.0
?,?,?,139.0,119.0,?
?,?,?,?,99.0,?
?,99.0,183.0,128.0,?,129.0
?,?,?,154.0,?,?
?,114.0,?,104.0,?,?
?,?,?,?,183.0,?
?,?,?,?,149.0,148.0
?,?,?,?,94.0,?
?,?,?,114.0,183.0,?
?,153.0,?,129.0,139.0,?
?,?,?,178.0,138.0,124.0
?,?,?,129.0,233.0,133.0
18.0,?,193.0,?,?,138.0
?,178.0,129.0,?,?,?
?,?,163.0,?,?,124.0
16.0,?,?,?,?,?
?,?,?,?,?,140.0
?,137.0,?,173.0,109.0,130.0
18.0,153.0,74.0,?,188.0,?
18.0,?,?,?,?,?
?,114.0,228.0,119.0,?,?
22.0,178.0,?,114.0,?,?
18.0,?,?,99.0,?,158.0
20.0,?,89.0,?,?,129.0
?,83.0,?,163.0,?,?
?,?,?,?,?,?
18.0,198.0,?,89.0,?,?
?,114.0,?,?,?,?
18.0,?,?,?,?,178.0
?,?,?,?,128.0,?
?,?,?,188.0,?,?
?,143.0,?,?,?,?
18.0,128.0,?,173.0,133.0,?
?,?,99.0,?,168.0,129.0
?,83.0,?,?,74.0,140.0
22.0,?,168.0,?,?,?
?,203.0,?,?,?,?
18.0,143.0,?,?,?,203.0
?,?,?,139.0,?,?
18.0,?,144.0,129.0,?,?
18.0,?,?,?,213.0,168.0
25.0,?,154.0,?,?,153.0
25.0,104.0,?,?,?,?
?,139.0,?,?,158.0,134.0
?,84.0,?,?,109.0,?
?,?,?,124.0,?,?
8.0,?,119.0,99.0,?,?
22.0,124.0,168.0,208.0,148.0,?
18.0,?,?,178.0,?,?
?,?,?,?,?,?
?,114.0,?,?,104.0,178.0
?,94.0,188.0,148.0,?,139.0
?,?,?,94.0,?,?
?,?,148.0,?,?,?
?,?,?,?,?,?
20.0,?,?,104.0,158.0,?
?,133.0,149.0,139.0,144.0,?
?,?,149.0,?,159.0,143.0
