@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
?,79.0,113.0,?,?,?
8.0,113.0,104.0,84.0,94.0,?
?,?,?,?,?,?
6.0,?,?,?,?,90.0
?,?,143.0,123.0,71.0,?
8.0,?,?,?,99.0,143.0
6.0,?,?,99.0,?,113.0
12.0,115.0,?,163.0,?,92.0
12.0,?,124.0,109.0,114.0,?
12.0,?,133.0,?,?,95.0
?,?,?,163.0,?,?
?,?,?,89.0,74.0,153.0
?,?,?,?,?,110.0
?,94.0,?,?,?,153.0
?,?,?,119.0,?,133.0
?,163.0,69.0,94.0,188.0,143.0
?,74.0,?,158.0,?,?
?,?,124.0,?,?,143.0
?,?,?,148.0,?,?
?,123.0,129.0,139.0,?,?
?,?,?,99.0,79.0,143.0
?,?,?,143.0,?,122.0
?,?,?,?,?,?
?,108.0,?,?,114.0,100.0
14.0,138.0,119.0,119.0,?,?
12.0,?,?,?,?,?
14.0,?,?,153.0,?,119.0
?,?,?,?,?,?
12.0,?,?,?,173.0,138.0
14.0,?,?,?,124.0,168.0
?,?,?,148.0,111.0,102.0
?,?,183.0,?,70.0,?
12.0,?,113.0,113.0,?,97.0
14.0,?,?,?,84.0,116.0
?,109.0,?,?,123.0,?
?,?,?,?,?,102.0
?,133.0,?,?,?,128.0
?,?,124.0,?,?,?
?,?,?,108.0,?,?
?,123.0,?,104.0,134.0,153.0
?,?,?,?,?,?
12.0,?,148.0,?,133.0,?
?,?,?,94.0,?,97.0
12.0,?,123.0,?,124.0,?
?,?,?,119.0,?,?
12.0,89.0,?,?,89.0,158.0
10.0,?,?,?,?,97.0
12.0,138.0,?,?,?,102.0
12.0,?,?,148.0,?,?
14.0,?,178.0,138.0,87.0,?
14.0,84.0,168.0,148.0,?,113.0
?,84.0,?,?,?,110.0
?,?,130.0,?,?,?
?,?,?,?,128.0,103.0
?,?,?,?,119.0,?
?,?,?,104.0,119.0,?
?,94.0,?,109.0,?,?
12.0,?,?,?,?,114.0
12.0,113.0,114.0,?,119.0,?
12.0,153.0,?,?,?,?
22.0,?,163.0,?,203.0,139.0
?,?,?,?,158.0,?
12.0,89.0,178.0,?,?,?
?,?,183.0,104.0,?,?
?,?,?,?,198.0,?
22.0,?,158.0,?,?,?
?,129.0,?,?,?,?
?,?,?,114.0,?,129.0
20.0,143.0,139.0,139.0,139.0,148.0
?,?,?,124.0,114.0,?
?,?,?,?,?,?
20.0,?,193.0,104.0,?,?
?,?,193.0,163.0,99.0,?
?,?,?,129.0,?,?
20.0,?,?,?,?,153.0
18.0,99.0,203.0,129.0,94.0,158.0
?,139.0,?,?,?,?
22.0,90.0,?,?,?,?
?,?,?,129.0,?,139.0
?,?,?,?,89.0,140.0
18.0,114.0,144.0,213.0,133.0,128.0
?,?,?,?,?,124.0
20.0,188.0,?,104.0,?,158.0
18.0,99.0,228.0,?,?,?
18.0,?,94.0,114.0,?,?
22.0,119.0,?,?,?,?
20.0,114.0,203.0,109.0,?,158.0
?,?,?,158.0,99.0,144.0
22.0,?,?,?,154.0,?
?,?,?,144.0,198.0,135.0
?,132.0,?,?,?,?
?,?,193.0,?,?,?
?,?,?,128.0,114.0,129.0
?,?,89.0,?,?,?
20.0,114.0,?,104.0,?,173.0
22.0,133.0,?,114.0,?,140.0
?,148.0,149.0,154.0,?,148.0
22.0,114.0,213.0,129.0,?,?
22.0,188.0,124.0,?,?,188.0
?,153.0,159.0,?,139.0,218.0
18.0,?,153.0,?,138.0,?
?,?,?,129.0,?,133.0
18.0,?,193.0,?,?,?
18.0,178.0,129.0,104.0,?,163.0
18.0,?,?,?,148.0,124.0
16.0,?,94.0,178.0,?,120.0
?,?,183.0,?,89.0,?
?,137.0,?,?,?,130.0
?,?,74.0,?,?,?
18.0,?,114.0,168.0,124.0,?
?,114.0,?,119.0,?,?
?,178.0,?,?,?,139.0
18.0,?,?,?,?,158.0
20.0,?,?,124.0,?,?
?,83.0,?,?,?,140.0
?,?,?,?,173.0,?
?,?,?,89.0,?,?
?,114.0,?,?,119.0,168.0
18.0,?,?,114.0,?,178.0
?,114.0,173.0,?,128.0,?
18.0,128.0,?,188.0,?,124.0
?,?,?,129.0,?,?
18.0,?,?,173.0,133.0,?
18.0,148.0,?,?,168.0,129.0
18.0,83.0,?,?,?,?
22.0,?,?,?,?,?
?,203.0,99.0,?,?,173.0
18.0,143.0,?,?,?,?
?,153.0,144.0,139.0,?,?
18.0,147.0,?,129.0,?,144.0
?,?,74.0,?,?,168.0
?,158.0,?,?,?,?
?,?,208.0,?,?,144.0
?,?,153.0,193.0,?,134.0
?,?,?,168.0,109.0,140.0
?,?,89.0,124.0,233.0,?
8.0,?,?,99.0,?,138.0
?,?,?,?,?,124.0
18.0,?,?,?,?,124.0
20.0,?,?,?,223.0,153.0
?,114.0,?,124.0,?,178.0
?,?,?,?,?,139.0
25.0,129.0,?,94.0,?,188.0
?,?,?,129.0,129.0,?
22.0,?,?,104.0,?,?
?,124.0,178.0,?,?,?
?,?,?,?,?,?
20.0,?,?,?,?,?
