@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
?,133.0,74.0,114.0,175.0,102.0
?,?,?,?,?,?
12.0,?,124.0,?,?,?
10.0,?,?,108.0,?,?
?,123.0,104.0,104.0,134.0,153.0
10.0,?,?,?,?,89.0
12.0,109.0,?,94.0,133.0,?
10.0,?,64.0,94.0,?,97.0
12.0,?,123.0,?,?,?
14.0,143.0,?,119.0,?,105.0
12.0,?,?,?,?,?
?,113.0,111.0,153.0,?,97.0
?,?,86.0,?,?,?
?,?,158.0,?,?,119.0
?,?,?,138.0,87.0,116.0
14.0,84.0,?,?,?,?
14.0,?,?,143.0,69.0,110.0
?,?,?,?,?,?
?,?,?,153.0,?,103.0
?,?,128.0,118.0,?,?
?,?,?,104.0,?,?
14.0,?,?,?,?,?
?,?,69.0,?,168.0,?
12.0,?,?,109.0,119.0,?
?,?,?,94.0,163.0,158.0
?,?,?,114.0,?,?
?,163.0,?,94.0,?,?
?,89.0,?,?,?,?
12.0,?,?,104.0,?,?
?,?,?,?,?,?
?,?,158.0,?,?,130.0
?,129.0,188.0,?,104.0,198.0
16.0,178.0,74.0,114.0,198.0,?
20.0,?,139.0,139.0,139.0,148.0
?,114.0,?,124.0,?,?
18.0,?,158.0,?,129.0,?
?,120.0,?,104.0,?,138.0
?,?,?,163.0,99.0,?
?,?,?,129.0,129.0,153.0
20.0,?,?,?,193.0,?
?,99.0,?,129.0,?,?
22.0,139.0,178.0,139.0,?,?
22.0,?,188.0,?,?,?
?,163.0,?,?,?,?
?,88.0,?,?,?,140.0
18.0,114.0,144.0,213.0,133.0,?
?,?,124.0,208.0,?,?
?,?,?,104.0,?,?
?,?,?,104.0,84.0,?
18.0,178.0,?,114.0,?,?
22.0,119.0,198.0,?,114.0,168.0
?,114.0,?,109.0,84.0,?
18.0,?,193.0,?,?,?
?,?,139.0,?,154.0,183.0
?,162.0,94.0,?,?,135.0
18.0,132.0,?,139.0,119.0,?
18.0,?,?,114.0,99.0,?
?,?,183.0,128.0,?,129.0
?,178.0,?,?,?,?
20.0,114.0,243.0,104.0,?,?
?,?,?,114.0,?,?
?,148.0,?,?,?,?
?,114.0,213.0,?,94.0,?
?,?,?,114.0,?,?
?,153.0,159.0,129.0,139.0,?
?,?,?,?,138.0,?
?,?,84.0,129.0,?,?
?,?,?,188.0,?,?
?,178.0,?,104.0,183.0,?
?,114.0,?,163.0,?,124.0
?,?,94.0,?,109.0,?
?,93.0,183.0,178.0,?,?
16.0,?,104.0,173.0,?,130.0
18.0,?,?,114.0,?,129.0
?,?,114.0,168.0,124.0,124.0
22.0,?,?,119.0,99.0,?
?,178.0,89.0,?,203.0,?
?,?,?,99.0,193.0,?
?,?,?,?,?,129.0
18.0,83.0,?,?,84.0,140.0
22.0,144.0,?,134.0,?,149.0
?,?,?,89.0,?,?
?,114.0,?,?,?,?
?,?,?,114.0,?,?
18.0,114.0,?,?,?,124.0
?,128.0,?,188.0,?,124.0
18.0,143.0,?,129.0,?,?
?,?,163.0,173.0,133.0,?
?,?,99.0,?,168.0,?
?,83.0,?,?,74.0,140.0
22.0,120.0,?,?,?,133.0
22.0,?,?,104.0,?,173.0
18.0,?,?,?,?,203.0
22.0,?,144.0,139.0,?,?
?,147.0,144.0,129.0,?,?
18.0,188.0,?,109.0,213.0,?
25.0,?,?,?,?,?
25.0,?,?,?,134.0,?
25.0,?,153.0,193.0,?,?
25.0,?,?,168.0,?,?
25.0,?,?,124.0,233.0,?
?,?,119.0,99.0,?,?
22.0,124.0,?,?,148.0,?
?,114.0,?,178.0,?,124.0
?,188.0,94.0,94.0,?,?
?,?,?,?,?,178.0
?,94.0,188.0,?,?,?
25.0,?,?,?,89.0,?
18.0,139.0,148.0,?,?,?
22.0,?,?,104.0,?,?
20.0,?,178.0,?,158.0,174.0
20.0,?,?,?,?,?
?,143.0,149.0,139.0,159.0,143.0
