@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
?,89.0,128.0,148.0,?,?
?,?,?,?,?,113.0
12.0,?,?,?,?,?
14.0,?,161.0,153.0,84.0,116.0
12.0,109.0,?,158.0,?,92.0
12.0,133.0,?,?,?,?
?,?,?,?,?,?
?,128.0,?,114.0,?,126.0
10.0,?,123.0,?,?,?
12.0,?,?,104.0,134.0,153.0
?,113.0,89.0,?,?,?
?,?,148.0,?,?,?
?,165.0,?,94.0,?,?
?,93.0,?,?,?,100.0
?,?,?,119.0,163.0,?
?,?,158.0,?,89.0,158.0
?,113.0,?,153.0,?,?
12.0,138.0,86.0,?,?,?
?,?,?,148.0,?,119.0
14.0,?,?,138.0,87.0,?
?,?,?,?,80.0,113.0
?,?,?,?,69.0,?
?,104.0,130.0,?,?,?
?,99.0,123.0,?,128.0,103.0
?,?,128.0,?,119.0,?
?,?,?,?,119.0,173.0
?,94.0,?,109.0,69.0,143.0
12.0,148.0,?,?,?,?
?,?,?,?,?,?
?,?,?,94.0,?,?
22.0,?,?,114.0,?,?
?,163.0,?,?,158.0,?
12.0,?,178.0,89.0,79.0,?
12.0,?,?,104.0,69.0,148.0
?,?,?,84.0,198.0,?
22.0,128.0,158.0,?,?,?
?,129.0,?,109.0,104.0,?
?,?,?,?,?,?
?,?,139.0,?,139.0,148.0
?,114.0,?,124.0,?,153.0
18.0,105.0,158.0,?,?,?
?,?,?,?,148.0,138.0
20.0,?,193.0,163.0,?,140.0
22.0,?,?,129.0,?,153.0
?,?,104.0,?,?,?
?,99.0,?,?,?,?
?,?,?,139.0,?,?
22.0,90.0,?,?,?,?
18.0,163.0,?,?,?,?
?,88.0,178.0,?,89.0,?
?,?,?,?,133.0,?
?,143.0,?,?,134.0,?
20.0,?,?,?,208.0,158.0
18.0,?,228.0,?,?,163.0
?,?,?,?,?,?
?,?,198.0,?,?,?
20.0,114.0,203.0,109.0,84.0,?
?,99.0,?,?,99.0,?
?,153.0,?,?,?,183.0
20.0,?,94.0,144.0,198.0,135.0
?,?,149.0,?,?,?
?,104.0,193.0,114.0,?,?
?,99.0,?,128.0,?,129.0
?,?,89.0,154.0,198.0,?
?,?,?,?,79.0,?
?,?,?,?,?,?
22.0,?,?,?,?,?
22.0,114.0,?,129.0,?,?
?,?,?,?,183.0,?
25.0,?,?,?,?,?
18.0,?,?,178.0,?,?
22.0,?,84.0,?,233.0,?
?,?,?,?,?,?
?,178.0,?,104.0,?,163.0
18.0,114.0,163.0,?,?,124.0
?,132.0,?,178.0,109.0,?
20.0,?,?,?,89.0,140.0
16.0,137.0,104.0,?,109.0,?
?,?,74.0,114.0,?,?
18.0,128.0,114.0,?,?,?
?,?,?,?,?,?
?,178.0,89.0,?,?,?
18.0,?,?,99.0,?,158.0
?,168.0,89.0,?,183.0,?
18.0,83.0,?,?,?,?
?,144.0,173.0,134.0,?,?
18.0,?,?,89.0,?,?
20.0,?,208.0,114.0,?,?
?,114.0,?,?,?,?
?,114.0,?,183.0,?,?
?,128.0,?,?,?,124.0
18.0,143.0,?,129.0,?,178.0
?,?,?,173.0,?,?
?,?,?,?,168.0,?
?,83.0,?,?,74.0,140.0
22.0,120.0,168.0,158.0,?,133.0
22.0,?,?,104.0,?,173.0
18.0,143.0,?,?,139.0,203.0
?,?,?,139.0,?,193.0
?,?,?,?,?,?
?,188.0,?,109.0,213.0,?
?,158.0,?,?,154.0,?
?,104.0,208.0,?,134.0,?
?,?,?,193.0,?,134.0
?,?,?,?,?,?
25.0,173.0,?,?,233.0,?
8.0,93.0,?,99.0,?,?
22.0,124.0,168.0,?,148.0,?
18.0,?,?,?,?,?
20.0,?,94.0,94.0,?,?
25.0,?,?,?,?,178.0
?,?,?,148.0,?,?
?,?,318.0,?,?,?
18.0,139.0,148.0,129.0,129.0,168.0
?,114.0,228.0,?,84.0,?
20.0,?,?,?,?,?
?,133.0,?,139.0,?,?
?,?,?,?,?,?
