@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
20.0,?,?,?,?,?
?,?,?,163.0,84.0,140.0
?,144.0,173.0,134.0,?,?
18.0,?,64.0,?,?,153.0
20.0,?,?,?,119.0,?
18.0,114.0,?,?,109.0,?
18.0,?,173.0,?,128.0,?
18.0,?,?,188.0,?,?
?,?,?,?,?,178.0
?,?,163.0,?,133.0,?
?,?,?,?,?,?
18.0,?,218.0,163.0,?,140.0
22.0,?,?,158.0,?,133.0
?,203.0,?,?,?,?
18.0,?,?,?,?,?
22.0,?,?,139.0,?,?
?,?,144.0,?,?,?
?,188.0,?,109.0,?,?
?,?,?,154.0,154.0,?
?,?,?,?,134.0,?
?,?,153.0,193.0,?,134.0
?,84.0,247.0,168.0,?,?
25.0,173.0,89.0,124.0,233.0,158.0
8.0,93.0,?,?,89.0,?
?,?,?,?,?,?
?,?,?,?,158.0,124.0
20.0,?,?,?,?,153.0
?,?,238.0,?,104.0,?
?,94.0,188.0,148.0,?,?
25.0,?,?,?,89.0,188.0
?,?,?,129.0,?,?
22.0,114.0,?,?,84.0,168.0
20.0,124.0,?,?,?,?
?,?,?,139.0,144.0,213.0
?,?,149.0,?,159.0,143.0
