@relation dataset

@attribute sports real
@attribute religious real
@attribute nature real
@attribute theatre real
@attribute shopping real
@attribute picnic real


@data
18.0,99.0,?,?,?,?
22.0,?,?,?,154.0,183.0
?,162.0,?,?,198.0,135.0
?,?,149.0,139.0,119.0,?
?,?,?,114.0,?,173.0
?,99.0,?,?,114.0,?
?,178.0,?,?,?,?
?,?,?,?,?,173.0
22.0,133.0,183.0,?,183.0,140.0
?,148.0,?,?,149.0,?
?,?,?,?,?,178.0
?,188.0,124.0,?,?,?
25.0,153.0,159.0,129.0,139.0,?
?,?,?,178.0,138.0,?
22.0,?,?,129.0,233.0,?
?,84.0,?,?,?,138.0
?,178.0,129.0,104.0,?,163.0
?,114.0,?,?,?,124.0
?,?,94.0,?,109.0,?
20.0,?,183.0,?,?,?
?,?,104.0,?,?,?
?,153.0,?,?,188.0,?
18.0,?,?,168.0,?,124.0
?,?,228.0,119.0,?,?
22.0,178.0,89.0,?,203.0,?
?,?,84.0,?,?,?
20.0,?,?,124.0,?,?
?,?,?,163.0,84.0,?
22.0,?,?,?,?,?
?,198.0,?,?,203.0,?
?,?,?,114.0,?,?
?,114.0,183.0,?,?,178.0
18.0,?,173.0,?,128.0,?
?,?,?,188.0,?,?
?,?,154.0,129.0,?,?
18.0,?,?,?,133.0,130.0
?,?,?,139.0,168.0,129.0
?,?,?,163.0,74.0,140.0
?,?,168.0,?,144.0,133.0
?,?,99.0,104.0,?,?
?,?,?,119.0,?,203.0
?,?,144.0,139.0,?,193.0
?,147.0,?,?,?,?
?,188.0,?,?,213.0,?
?,?,154.0,?,?,?
?,?,?,?,134.0,?
?,?,?,?,?,?
?,84.0,?,?,109.0,140.0
?,173.0,?,?,233.0,?
?,?,?,?,?,138.0
?,124.0,168.0,208.0,?,?
18.0,?,?,?,?,?
20.0,?,94.0,?,223.0,153.0
?,?,?,124.0,104.0,178.0
?,94.0,?,?,?,?
?,129.0,?,?,89.0,?
?,139.0,?,?,129.0,?
?,114.0,?,104.0,?,?
20.0,124.0,178.0,104.0,158.0,?
?,133.0,?,139.0,?,?
?,143.0,149.0,?,?,?
