@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,800.0,?,8000.0,?,1.0,4.0,?
?,?,?,?,?,?,?,?
formation,?,256.0,?,0.0,?,4.0,?
?,125.0,?,1000.0,?,8.0,?,?
?,?,?,8000.0,?,1.0,?,75.0
?,75.0,?,?,?,1.0,38.0,?
?,?,2000.0,16000.0,?,?,38.0,?
?,?,?,?,?,?,10.0,18.0
hp,105.0,256.0,2000.0,?,?,?,?
hp,105.0,?,?,?,3.0,?,?
hp,?,2000.0,4000.0,?,3.0,19.0,33.0
?,75.0,?,8000.0,?,?,?,?
?,75.0,3000.0,?,?,3.0,48.0,54.0
hp,?,?,?,0.0,?,?,20.0
?,300.0,768.0,?,0.0,6.0,?,?
?,?,?,?,6.0,?,24.0,?
?,?,?,12000.0,6.0,?,?,52.0
harris,300.0,?,?,0.0,?,?,?
harris,?,?,?,?,?,?,50.0
harris,?,192.0,?,6.0,?,24.0,18.0
harris,?,768.0,?,?,1.0,?,53.0
?,?,1000.0,?,0.0,2.0,4.0,?
honeywell,?,?,?,?,?,?,?
?,?,1000.0,16000.0,8.0,?,112.0,?
?,?,?,?,?,?,2.0,20.0
honeywell,330.0,?,?,0.0,?,?,?
?,?,2000.0,?,0.0,?,?,?
?,140.0,?,4000.0,?,?,8.0,?
?,?,?,?,8.0,?,20.0,32.0
?,140.0,2000.0,?,?,?,20.0,175.0
?,?,2000.0,?,?,?,54.0,?
honeywell,?,?,?,?,1.0,54.0,?
?,140.0,?,32000.0,?,?,54.0,181.0
honeywell,140.0,2000.0,4000.0,?,?,?,32.0
?,57.0,4000.0,?,1.0,?,?,?
?,57.0,?,?,64.0,?,16.0,171.0
?,26.0,?,?,?,?,24.0,?
?,?,?,?,64.0,8.0,?,350.0
ibm,?,8000.0,?,?,?,24.0,220.0
ibm,?,?,?,0.0,?,?,?
?,?,96.0,?,0.0,1.0,1.0,?
?,?,1000.0,?,?,?,?,?
ibm,115.0,?,?,?,1.0,6.0,?
?,1100.0,?,1500.0,?,?,?,18.0
?,1100.0,768.0,?,?,?,1.0,?
ibm,?,?,?,?,?,1.0,?
?,?,2000.0,4000.0,?,1.0,1.0,?
?,400.0,?,?,0.0,1.0,?,45.0
ibm,?,?,?,?,?,?,18.0
ibm,?,?,1000.0,0.0,?,?,17.0
?,900.0,?,?,?,?,?,?
?,900.0,1000.0,?,8.0,?,2.0,28.0
?,?,2000.0,4000.0,0.0,?,?,?
?,?,2000.0,?,?,?,?,?
?,225.0,2000.0,?,?,3.0,6.0,?
ibm,180.0,?,?,?,?,?,?
?,185.0,?,?,?,?,?,?
ibm,?,?,?,?,?,6.0,76.0
?,225.0,?,4000.0,?,?,?,26.0
?,?,2000.0,12000.0,8.0,?,4.0,?
ibm,?,2000.0,?,?,3.0,?,?
?,?,?,?,8.0,6.0,?,?
ibm,17.0,?,?,32.0,?,?,?
?,1500.0,768.0,1000.0,?,?,0.0,18.0
ibm,?,?,2000.0,0.0,?,?,?
?,?,768.0,2000.0,0.0,0.0,0.0,?
?,?,2000.0,4000.0,0.0,3.0,?,?
?,?,2000.0,?,8.0,?,6.0,?
ipl,50.0,?,8000.0,?,1.0,6.0,?
?,50.0,2000.0,16000.0,24.0,1.0,6.0,82.0
?,?,?,16000.0,?,1.0,6.0,?
?,?,?,?,?,1.0,?,128.0
magnuson,?,?,?,?,?,?,37.0
?,?,1000.0,8000.0,?,?,?,46.0
magnuson,?,?,?,?,?,?,?
?,50.0,?,?,12.0,?,?,80.0
?,?,?,?,?,?,?,88.0
magnuson,?,2000.0,?,?,?,?,?
?,150.0,512.0,4000.0,0.0,?,?,33.0
nas,115.0,2000.0,8000.0,?,?,?,46.0
?,115.0,2000.0,4000.0,?,1.0,?,29.0
?,92.0,?,?,32.0,?,?,53.0
nas,92.0,?,?,32.0,1.0,?,?
?,?,?,?,?,1.0,?,?
nas,75.0,4000.0,?,16.0,?,6.0,?
?,?,?,?,?,1.0,?,?
nas,?,2000.0,16000.0,?,?,?,107.0
nas,60.0,?,16000.0,64.0,5.0,8.0,?
?,?,?,16000.0,?,5.0,?,?
?,?,4000.0,?,64.0,8.0,?,120.0
?,72.0,?,?,16.0,?,?,?
?,40.0,?,16000.0,?,?,?,?
?,?,8000.0,32000.0,64.0,8.0,24.0,?
?,?,8000.0,?,?,?,?,?
nas,?,?,32000.0,?,?,32.0,?
nas,48.0,?,24000.0,32.0,?,?,151.0
?,?,8000.0,?,?,?,?,267.0
nas,?,16000.0,?,256.0,?,?,603.0
?,?,1000.0,1000.0,?,?,?,?
ncr,?,1000.0,?,0.0,?,6.0,?
?,?,1000.0,?,0.0,?,6.0,26.0
?,56.0,?,6000.0,0.0,?,?,?
ncr,?,?,?,?,?,?,41.0
?,?,?,?,0.0,?,8.0,?
?,?,4000.0,?,?,?,?,62.0
ncr,?,?,?,0.0,?,?,?
?,38.0,?,8000.0,?,16.0,?,?
?,?,4000.0,?,?,16.0,?,80.0
?,38.0,?,?,?,?,8.0,?
ncr,38.0,8000.0,24000.0,160.0,?,?,?
ncr,?,?,?,128.0,16.0,?,190.0
?,?,1000.0,2000.0,0.0,1.0,2.0,?
nixdorf,200.0,?,?,?,?,?,?
?,200.0,2000.0,?,64.0,1.0,5.0,67.0
?,?,?,?,?,1.0,?,?
?,250.0,?,?,?,?,7.0,?
perkin-elmer,250.0,?,16000.0,1.0,?,8.0,64.0
?,?,?,?,?,?,5.0,25.0
?,160.0,?,?,?,?,8.0,?
?,160.0,?,4000.0,?,1.0,14.0,?
prime,?,1000.0,?,16.0,1.0,14.0,43.0
?,160.0,2000.0,8000.0,?,1.0,?,53.0
?,240.0,?,?,?,?,?,?
siemens,?,?,?,?,1.0,?,?
?,?,?,?,?,3.0,?,31.0
?,105.0,2000.0,?,?,?,?,?
?,?,2000.0,?,?,?,?,?
siemens,52.0,4000.0,?,?,?,?,?
siemens,70.0,4000.0,?,8.0,6.0,?,?
?,?,?,12000.0,32.0,?,?,?
siemens,59.0,?,?,?,?,24.0,?
?,26.0,8000.0,24000.0,32.0,8.0,?,?
?,26.0,8000.0,32000.0,64.0,?,?,275.0
?,?,?,32000.0,128.0,24.0,32.0,?
?,?,2000.0,8000.0,32.0,?,?,56.0
sperry,50.0,?,?,24.0,?,26.0,?
?,?,?,32000.0,?,?,52.0,?
?,?,?,32000.0,112.0,?,104.0,?
?,50.0,?,?,?,?,?,?
sperry,30.0,?,64000.0,?,12.0,176.0,?
sperry,?,?,64000.0,?,?,?,?
?,?,262.0,?,0.0,?,?,24.0
?,180.0,?,?,0.0,?,?,?
sperry,180.0,?,4000.0,0.0,?,3.0,24.0
?,180.0,512.0,4000.0,0.0,1.0,3.0,24.0
?,?,1000.0,8000.0,?,?,?,?
?,98.0,?,?,?,?,?,?
sratus,?,2000.0,?,?,?,?,?
?,?,512.0,8000.0,?,?,?,?
?,?,?,4000.0,0.0,?,0.0,?
