@relation dataset

@attribute realvaluedinputfeature_1 real
@attribute realvaluedinputfeature_2 real
@attribute realvaluedinputfeature_3 real
@attribute realvaluedinputfeature_4 real
@attribute realvaluedinputfeature_5 real
@attribute realvaluedinputfeature_6 real
@attribute realvaluedinputfeature_7 real
@attribute realvaluedinputfeature_8 real
@attribute realvaluedinputfeature_9 real
@attribute realvaluedinputfeature_10 real
@attribute realvaluedinputfeature_11 real
@attribute realvaluedinputfeature_12 real
@attribute realvaluedinputfeature_13 real
@attribute realvaluedinputfeature_14 real
@attribute realvaluedinputfeature_15 real
@attribute realvaluedinputfeature_16 real
@attribute realvaluedinputfeature_17 real
@attribute realvaluedinputfeature_18 real
@attribute realvaluedinputfeature_19 real
@attribute realvaluedinputfeature_20 real
@attribute realvaluedinputfeature_21 real
@attribute realvaluedinputfeature_22 real
@attribute realvaluedinputfeature_23 real
@attribute realvaluedinputfeature_24 real
@attribute realvaluedinputfeature_25 real
@attribute realvaluedinputfeature_26 real
@attribute realvaluedinputfeature_27 real
@attribute realvaluedinputfeature_28 real
@attribute realvaluedinputfeature_29 real
@attribute realvaluedinputfeature_30 real


@data
19.81,22.15,130.0,?,0.09831,0.1027,?,0.09498,?,0.05395,0.7582,1.017,5.865,112.4,?,0.01893,?,0.01521,0.01356,0.001997,27.32,?,186.8,?,0.1512,0.315,0.5372,?,?,?
13.54,?,87.46,566.3,0.09779,0.08129,0.06664,0.04781,?,0.05766,0.2699,?,2.058,23.56,0.008462,0.0146,0.02387,0.01315,?,?,?,19.26,99.7,711.2,?,0.1773,0.239,0.1288,0.2977,?
13.08,15.71,85.63,520.0,0.1075,0.127,0.04568,0.0311,0.1967,0.06811,?,0.7477,1.383,?,0.004097,0.01898,?,0.00649,0.01678,0.002425,?,?,?,630.5,0.1312,0.2776,0.189,0.07283,0.3184,0.08183
9.504,12.44,?,?,0.1024,?,0.02956,0.02076,0.1815,0.06905,0.2773,?,1.909,15.7,?,0.01432,0.01985,0.01421,0.02027,?,10.23,15.66,65.13,314.9,?,0.1148,0.08867,?,0.245,0.07773
?,14.26,?,704.4,?,?,0.2077,0.09756,0.2521,0.07032,0.4388,0.7096,3.384,?,0.006789,?,?,0.02252,?,0.004394,18.07,?,125.1,980.9,?,0.5954,0.6305,?,0.4667,0.09946
?,23.04,137.2,?,0.09428,0.1022,0.1097,0.08632,0.1769,0.05278,0.6917,1.127,4.303,93.99,0.004728,0.01259,?,0.01038,0.01083,?,29.17,?,?,2615.0,0.1401,?,0.3155,?,?,0.07526
16.65,?,110.0,904.6,0.1121,0.1457,?,?,?,?,?,0.9017,5.455,102.6,0.006048,?,0.02741,0.0113,0.01468,0.002801,?,31.56,177.0,2215.0,0.1805,0.3578,0.4695,0.2095,0.3613,0.09564
17.14,?,116.0,?,0.1186,0.2276,0.2229,0.1401,0.304,0.07413,1.046,0.976,7.276,111.4,0.008029,0.03799,0.03732,0.02397,0.02308,0.007444,?,21.4,152.4,1461.0,?,0.3949,0.3853,0.255,0.4066,0.1059
14.58,?,97.41,644.8,?,0.1868,0.1425,?,0.2252,0.06924,0.2545,0.9832,2.11,?,?,0.03055,0.02681,0.01352,?,?,17.62,?,122.4,896.9,0.1525,?,0.5539,?,0.4264,0.1275
18.61,?,122.1,?,0.0944,0.1066,0.149,?,0.1697,0.05699,0.8529,?,?,93.54,0.01075,0.02722,?,0.01911,0.02293,0.004217,21.31,27.26,139.9,1403.0,0.1338,0.2117,0.3446,0.149,0.2341,0.07421
?,25.27,102.4,?,0.1082,?,?,0.08751,0.1926,0.0654,0.439,1.012,3.498,43.5,?,?,0.03576,0.01083,0.01768,?,20.27,?,149.3,1269.0,?,?,0.6335,0.2024,0.4027,?
17.57,15.05,115.0,?,?,0.1157,0.09875,?,0.1739,0.06149,0.6003,0.8225,4.655,61.1,0.005627,0.03033,0.03407,0.01354,0.01925,0.003742,?,?,134.9,1227.0,0.1255,0.2812,?,?,0.2756,0.07919
18.63,25.11,?,1088.0,0.1064,0.1887,?,?,?,0.06197,0.8307,1.466,5.574,105.0,0.006248,0.03374,0.05196,0.01158,0.02007,?,?,34.01,?,?,0.1491,0.4257,0.6133,0.1848,0.3444,?
11.84,18.7,77.93,?,?,?,0.1218,0.05182,?,?,?,1.03,3.475,41.0,0.005551,0.03414,0.04205,?,0.02273,?,?,28.12,119.4,888.7,?,0.5775,?,0.1546,0.4761,0.1402
?,23.98,112.8,899.3,?,0.1496,0.2417,0.1203,0.2248,?,?,?,3.999,67.78,0.008268,0.03082,0.05042,?,0.02102,?,?,?,?,1344.0,0.1634,?,0.5588,0.1847,0.353,?
19.27,?,?,1162.0,?,0.1719,0.1657,?,0.1853,?,0.5558,?,3.528,68.17,?,0.03318,?,0.009643,0.01543,0.003896,24.15,30.9,?,1813.0,0.1509,0.659,0.6091,0.1785,0.3672,?
16.13,?,?,807.2,?,0.1559,?,?,0.1998,?,?,?,2.183,35.03,0.004185,?,0.02664,0.009067,0.01703,?,20.21,27.26,132.7,1261.0,?,0.5804,0.5274,0.1864,0.427,0.1233
?,21.59,110.1,869.5,?,?,0.1348,0.06018,?,0.05656,?,?,?,45.19,0.005776,0.02499,0.03695,0.01195,0.02789,?,20.01,29.02,?,1229.0,?,0.3835,0.5409,0.1813,0.4863,0.08633
14.25,21.72,?,?,?,0.1098,0.1319,0.05598,0.1885,0.06125,0.286,?,?,?,0.005878,0.02995,0.04815,0.01161,?,0.004022,15.89,30.36,116.2,?,0.1446,0.4238,0.5186,0.1447,?,?
13.03,18.42,?,523.8,0.08983,0.03766,0.02562,?,0.1467,0.05863,0.1839,2.342,?,14.16,?,0.004899,0.01343,0.01164,0.02671,0.001777,13.3,22.81,84.46,545.9,0.09701,0.04619,?,0.05013,?,0.06169
14.99,?,95.54,698.8,?,?,?,0.02899,0.1565,0.05504,?,2.188,8.077,?,0.006883,0.01094,0.01818,0.01917,?,?,?,?,?,698.8,0.09387,?,?,0.02899,0.1565,?
13.48,20.82,88.4,559.2,0.1016,?,0.1063,?,0.172,0.06419,0.213,?,?,18.52,0.005367,?,?,?,0.01377,?,15.53,26.02,?,740.4,0.161,?,0.503,?,0.2807,0.1071
13.44,21.58,86.18,?,0.08162,?,0.0311,0.02031,?,?,?,0.8265,1.572,?,0.00328,0.01102,?,0.006881,0.0138,0.001286,?,30.25,102.5,?,0.1094,0.2043,0.2085,?,0.2994,?
10.95,21.35,71.9,371.1,0.1227,0.1218,?,?,0.1895,0.0687,0.2366,1.428,?,?,0.008064,?,?,0.01037,0.01357,0.00304,12.84,35.34,87.22,?,?,0.2698,0.4023,0.1424,0.2964,?
19.07,?,?,1104.0,?,0.219,0.2107,0.09961,0.231,?,0.9811,1.666,?,104.9,?,0.1006,?,0.02638,0.05333,0.007646,?,33.17,177.4,1651.0,0.1247,?,?,0.2493,0.467,0.1038
?,20.28,87.32,545.2,0.1041,0.1436,0.09847,0.06158,?,0.06782,0.3704,?,2.427,?,?,0.02147,?,0.00956,0.01719,?,17.38,28.0,113.1,907.2,?,?,0.3664,0.1492,0.3739,?
?,21.81,85.42,?,0.09714,0.1047,?,0.05252,0.1746,?,0.1938,?,1.334,14.49,0.00335,0.01384,0.01452,?,0.01113,0.00172,?,?,?,?,?,0.3904,0.3728,?,0.3693,0.09618
?,?,123.7,1076.0,0.1099,?,0.1974,0.1009,?,?,0.6289,0.6633,?,71.56,0.006294,0.03994,0.05554,0.01695,?,?,?,?,150.6,1567.0,0.1679,0.509,0.7345,0.2378,0.3799,0.09185
8.196,16.84,51.71,201.9,0.086,0.05943,0.01588,?,0.1769,0.06503,0.1563,?,?,8.205,0.008968,?,0.01588,0.005917,?,0.002582,8.964,21.96,?,242.2,?,0.1357,0.0688,0.02564,0.3105,?
?,18.66,85.98,534.6,0.1158,?,?,?,0.2128,0.06777,0.2871,?,1.897,?,0.006532,0.02336,?,?,0.01743,0.003643,15.67,27.95,102.8,?,0.1786,0.4166,?,0.2088,0.39,0.1179
?,14.63,78.04,?,0.1031,0.09092,0.06592,?,0.1675,0.06043,?,?,1.848,?,?,0.01427,0.02322,?,0.01428,?,13.76,20.7,89.88,582.6,?,0.2156,?,?,0.2747,0.08301
?,?,86.91,?,0.08752,0.07698,0.04751,0.03384,?,?,0.2338,1.353,?,?,0.004455,0.01382,0.02095,0.01184,?,0.001956,15.15,?,99.0,?,?,0.1711,?,?,0.2871,0.06917
11.76,?,74.72,427.9,?,?,0.01657,?,0.1495,0.05888,0.4062,1.21,?,28.47,0.005857,?,0.01168,0.007445,0.02406,0.001769,12.98,25.72,?,516.5,0.1085,0.08615,0.05523,?,0.2433,?
13.64,?,87.21,?,?,0.06059,0.01857,?,0.1353,0.05953,?,0.9234,1.449,?,0.004477,0.01177,?,0.007956,0.01325,0.002551,14.67,23.19,96.08,656.7,?,0.1582,0.105,0.08586,0.2346,?
?,18.24,75.71,437.6,0.08261,0.04751,0.01972,0.01349,0.1868,?,?,0.6329,1.52,?,0.00721,?,0.01311,0.008,0.01996,?,13.1,21.33,83.67,527.2,0.1144,?,0.09203,0.06296,0.2785,0.07408
18.22,18.7,?,?,?,?,?,0.106,?,?,0.8337,1.593,4.877,98.81,0.003899,?,0.02817,0.009222,0.02674,?,20.6,?,135.1,?,0.128,0.2297,0.2623,0.1325,0.3021,0.07987
?,22.02,?,?,0.09056,?,0.05253,0.03334,0.1616,0.05684,?,0.8339,2.097,29.91,?,0.0103,?,0.009222,0.01095,?,18.1,?,?,1030.0,0.1389,0.2057,0.2712,0.153,?,0.07873
?,18.75,73.34,?,0.09524,?,0.03036,0.02278,0.192,?,0.3249,0.9591,2.183,23.47,0.008328,0.008722,0.01349,0.00867,?,0.002386,?,22.47,81.81,?,0.1249,0.0872,?,?,0.3306,0.07036
?,18.57,125.5,1152.0,?,0.1267,?,0.08994,0.1917,?,0.7275,1.193,4.837,102.5,0.006458,?,0.02945,0.01538,?,0.002608,26.14,?,170.1,2145.0,?,?,?,0.2091,?,0.08294
14.71,21.59,95.55,656.9,?,?,?,0.08123,0.2027,0.06758,0.4226,1.15,?,40.09,0.003659,0.02855,0.02572,0.01272,0.01817,0.004108,17.87,?,115.7,?,?,0.429,0.3587,0.1834,0.3698,0.1094
13.05,?,?,?,?,?,6.92E-4,0.004167,0.1819,0.05501,?,1.214,2.595,32.96,?,?,6.92E-4,?,0.0219,0.00299,14.23,?,?,624.1,?,?,0.001845,?,0.2439,?
?,?,54.34,224.5,0.09752,?,0.02061,?,0.1683,0.07187,0.1559,0.5796,1.046,8.322,0.01011,0.01055,?,?,?,0.002788,9.507,15.4,?,274.9,0.1733,?,?,0.04419,0.322,?
?,14.88,64.55,311.9,?,0.08061,0.01084,0.0129,?,0.0696,0.5158,1.441,3.312,34.62,0.007514,0.01099,?,0.008193,0.04183,0.005953,11.02,?,69.86,368.6,?,0.09866,?,0.02579,0.3557,0.0802
8.598,?,?,221.8,0.1243,0.08963,?,?,?,?,0.3582,2.067,?,18.39,0.01193,0.03162,0.03,0.009259,0.03357,0.003048,9.565,?,?,273.9,0.1639,?,?,?,0.2972,0.07712
14.25,22.15,?,?,0.1049,0.2008,0.2135,?,0.1949,0.07292,0.7036,1.268,5.373,60.78,0.009407,0.07056,?,0.01848,0.017,?,17.67,29.51,119.1,?,?,?,0.6922,0.1785,0.2844,0.1132
?,13.86,59.2,?,0.07721,?,0.05988,0.0218,?,0.06963,?,2.265,?,?,?,0.03938,0.04312,0.0156,?,?,10.01,19.23,?,310.1,?,0.1678,0.1397,0.05087,0.3282,?
12.68,23.84,82.69,?,0.1122,0.1262,?,?,0.1905,0.0659,0.4255,?,2.927,36.46,0.007781,?,?,0.0129,?,0.003601,17.09,?,111.8,?,0.1851,0.4061,0.4024,?,0.3383,0.1031
14.78,23.94,?,668.3,0.1172,?,?,0.09029,0.1953,0.06654,?,1.281,?,35.24,0.006703,0.0231,?,?,0.019,0.003224,17.31,33.39,?,925.1,0.1648,?,0.3024,0.1614,0.3321,0.08911
9.465,?,?,?,0.1044,0.07773,?,?,0.1717,0.06899,0.2351,?,?,14.2,0.01052,0.01755,0.01714,0.009333,?,0.004237,10.41,?,67.03,330.7,?,?,?,?,0.2878,0.09211
?,?,?,394.1,?,0.04701,?,0.0223,0.1516,0.05667,0.2727,0.9429,1.831,18.15,0.009282,0.009216,?,?,0.02183,0.002146,12.33,23.84,78.0,?,0.129,?,0.1444,0.06961,0.24,0.06641
9.029,17.33,?,250.5,0.1066,?,0.313,0.04375,0.2111,0.08046,0.3274,1.194,1.885,17.67,0.009549,0.08606,0.3038,0.03322,?,0.009559,10.31,22.65,65.5,324.7,?,0.4365,?,0.175,0.4228,0.1175
12.78,?,?,502.5,0.09831,0.05234,0.03653,0.02864,0.159,0.05653,0.2368,0.8732,?,18.33,0.007962,?,0.01585,0.008662,0.02254,0.001906,?,19.76,?,?,0.1296,0.07061,0.1039,0.05882,0.2383,?
?,21.31,?,?,0.09009,0.1029,0.108,0.07951,0.1582,0.05461,?,0.7975,?,96.05,0.004444,?,?,0.0137,0.01386,?,24.86,26.58,165.9,1866.0,0.1193,0.2336,0.2687,?,?,0.06589
8.888,14.64,58.79,?,0.09783,0.1531,0.08606,0.02872,0.1902,0.0898,?,?,?,25.44,?,?,0.05671,0.01766,0.02541,0.02193,9.733,15.67,?,?,0.1207,0.2436,0.1434,0.04786,0.2254,?
17.2,?,?,929.4,0.1071,?,?,0.07944,0.1927,?,0.5907,1.041,3.705,69.47,?,0.05616,0.04252,0.01127,?,0.006299,23.32,33.82,151.6,?,0.1585,0.7394,0.6566,0.1899,0.3313,0.1339
13.8,15.79,90.43,584.1,0.1007,0.128,0.07789,0.05069,0.1662,0.06566,0.2787,0.6205,1.957,?,0.004717,0.02065,0.01759,0.009206,0.0122,0.00313,?,20.86,?,812.4,0.1411,0.3542,0.2779,0.1383,0.2589,0.103
12.31,?,79.19,470.9,0.09172,0.06829,0.03372,0.02272,?,?,0.2505,1.025,1.74,19.68,?,0.01819,0.01826,0.007965,0.01386,?,14.11,?,?,?,0.1176,0.1843,?,0.0866,0.2618,0.07609
16.07,19.65,104.1,817.7,0.09168,0.08424,?,0.06638,0.1798,?,0.7474,1.016,5.029,79.25,0.01082,0.02203,0.035,0.01809,0.0155,0.001948,?,24.56,128.8,1223.0,0.15,0.2045,0.2829,0.152,0.265,0.06387
13.53,?,87.91,559.2,0.1291,0.1047,0.06877,0.06556,0.2403,?,0.4101,1.014,2.652,?,0.0134,0.02839,?,0.008239,?,0.006164,14.08,?,91.36,?,0.1451,0.1379,0.08539,0.07407,?,?
18.05,16.15,120.2,1006.0,0.1065,?,0.1684,0.108,0.2152,0.06673,0.9806,0.5505,6.311,?,0.00794,0.05839,0.04658,0.0207,0.02591,0.007054,22.39,?,150.1,1610.0,0.1478,0.5634,?,0.2102,?,0.1108
20.18,23.97,143.7,?,0.1286,?,0.3754,0.1604,?,0.08142,?,1.885,8.649,?,?,0.06835,?,0.02593,?,0.005987,23.37,?,?,1623.0,?,?,?,0.2508,0.544,0.09964
12.86,?,?,?,?,?,0.03889,0.02315,0.1718,?,?,?,?,20.35,0.005293,0.01661,0.02071,0.008179,?,0.002848,?,24.82,?,622.1,0.1289,0.2141,0.1731,0.07926,0.2779,0.07918
11.45,20.97,?,401.5,0.1102,?,0.04591,0.02233,0.1842,0.07005,0.3251,2.174,?,?,0.01037,0.01706,0.02586,?,0.01816,?,13.11,32.16,84.53,525.1,0.1557,0.1676,0.1755,0.06127,0.2762,0.08851
?,?,?,520.0,0.1078,0.1535,0.1169,0.06987,0.1942,0.06902,0.286,1.016,1.535,?,0.006794,0.03575,0.0398,0.01383,0.02134,0.004603,15.53,23.19,96.66,614.9,0.1536,0.4791,0.4858,?,0.3527,?
?,24.91,171.5,1878.0,0.1063,0.2665,0.3339,0.1845,0.1829,?,0.8973,1.474,7.382,?,0.008166,0.05693,0.0573,?,?,0.005893,?,33.62,211.7,?,?,0.6076,0.6476,?,?,?
19.1,26.29,129.1,1132.0,0.1215,0.1791,0.1937,0.1469,0.1634,0.07224,0.519,?,5.801,67.1,0.007545,0.0605,0.02134,0.01843,0.03056,0.01039,20.33,32.72,?,?,0.1392,0.2817,?,?,?,0.09203
?,?,76.95,443.3,?,0.07165,0.04151,?,0.2079,?,0.2271,?,1.441,?,0.005969,0.01812,?,?,0.01972,0.002607,?,24.9,87.78,567.9,0.1377,0.2003,?,0.07632,0.3379,0.07924
18.46,?,?,1075.0,?,?,0.1335,0.08795,?,0.06022,0.6997,1.475,4.782,80.6,0.006471,0.01649,0.02806,?,?,0.003755,22.93,?,?,1603.0,0.1398,0.2089,0.3157,0.1642,0.3695,0.08579
?,21.46,94.25,648.2,0.09444,?,?,?,0.2075,0.05636,0.4204,2.22,3.301,38.87,0.009369,0.02983,0.05371,0.01761,0.02418,0.003249,16.21,?,108.4,808.9,0.1306,0.1976,0.3349,0.1225,0.302,0.06846
19.02,?,122.0,1076.0,0.09029,0.1206,?,0.08271,0.1953,0.05629,0.5495,0.6636,?,?,0.003872,0.01842,?,0.012,?,0.003337,24.56,?,152.9,1623.0,?,?,?,0.1956,0.3956,0.09288
12.36,21.8,79.78,?,0.08772,?,0.06015,0.03745,0.193,0.06404,0.2978,1.502,2.203,20.95,0.007112,0.02493,?,0.01293,0.01958,0.004463,13.83,?,?,574.7,0.1304,0.2463,?,0.1205,0.2972,0.09261
14.64,15.24,95.77,?,?,0.1339,?,0.07064,0.2116,0.06346,0.5115,0.7372,?,42.76,0.005508,0.04412,0.04436,?,0.02427,?,16.34,?,?,803.6,?,0.3089,?,0.1397,0.3151,0.08473
14.62,24.02,94.57,?,?,0.08606,0.03102,0.02957,0.1685,?,?,1.111,?,33.76,?,0.01818,?,0.008606,0.02085,?,16.11,?,?,?,?,0.1766,?,?,?,?
?,22.76,?,728.2,0.092,?,?,0.07483,0.1717,0.06097,0.3129,0.8413,2.075,29.44,?,0.02444,?,0.01763,?,0.002142,16.43,25.84,?,?,0.1257,?,0.2846,0.1476,0.2556,0.06828
?,14.76,84.74,551.7,0.07355,?,?,0.02648,0.1386,0.05318,?,?,2.701,36.35,0.004481,?,0.01358,0.01082,?,0.001435,?,?,104.5,830.6,?,0.1238,?,0.1001,0.2027,0.06206
13.45,?,86.6,555.1,?,0.08165,0.03974,?,?,0.0571,0.295,?,?,?,0.005884,0.01491,0.01872,0.009366,0.01884,0.001817,15.1,25.94,?,699.4,0.1339,0.1751,0.1381,0.07911,?,0.06603
15.06,19.83,100.3,705.6,0.1039,?,?,0.08815,0.1855,0.06284,0.4768,0.9644,3.706,47.14,0.00925,?,0.04867,0.01851,0.01498,0.00352,?,24.23,?,1025.0,?,0.4203,0.5203,?,0.2834,?
20.26,23.03,132.4,1264.0,0.09078,0.1313,?,0.08683,0.2095,0.05649,0.7576,?,4.554,87.87,0.006016,0.03482,0.04232,0.01269,?,0.004411,?,31.59,?,?,0.119,?,0.4098,?,?,0.08368
12.18,17.84,77.79,451.1,0.1045,0.07057,0.0249,?,0.19,?,0.3661,1.511,2.41,24.44,?,0.01179,0.01131,?,0.0222,?,12.83,?,?,495.2,?,0.09358,0.0498,0.05882,0.2227,0.07376
9.787,19.94,?,294.5,0.1024,?,0.006829,?,?,0.0689,0.335,2.043,2.132,?,?,?,?,0.00525,0.01801,0.005667,?,26.29,?,?,0.1316,0.09473,0.02049,?,0.1934,0.08988
11.6,?,?,?,?,0.07525,?,?,0.162,0.06582,0.2315,?,1.475,15.75,0.006153,?,0.01693,?,0.01651,?,?,?,82.96,512.5,0.1431,?,?,0.08449,0.2772,?
?,19.77,?,642.5,0.09752,0.1141,0.09388,0.05839,0.1879,?,0.2895,?,?,26.85,0.008005,0.02895,?,0.01424,?,?,16.33,30.86,109.5,826.4,?,0.3026,?,0.1565,0.2718,?
13.61,24.98,88.05,?,0.09488,0.08511,0.08625,0.04489,0.1609,0.05871,0.4565,1.29,2.861,43.14,0.005872,?,?,?,0.01465,0.002355,?,?,108.6,906.5,0.1265,0.1943,0.3169,0.1184,0.2651,0.07397
6.981,13.43,?,143.5,0.117,0.07568,0.0,0.0,?,0.07818,0.2241,?,?,9.833,?,?,0.0,0.0,0.02659,0.0041,7.93,19.54,50.41,?,?,0.1202,0.0,0.0,0.2932,0.09382
?,?,?,458.7,0.08013,?,0.02383,0.0177,0.1739,?,0.1924,?,1.183,14.68,0.00508,0.006098,0.01069,0.006797,0.01447,0.001532,13.34,?,?,?,0.1123,?,?,0.07431,?,0.06878
9.876,19.4,63.95,?,?,0.09697,0.06154,0.03029,0.1945,?,?,?,1.528,11.77,?,0.02196,0.03029,0.01112,?,?,?,26.83,72.22,361.2,0.1559,?,0.2644,0.09749,?,?
10.49,?,67.41,336.1,0.09989,?,0.02995,0.01201,0.2217,0.06481,0.355,1.534,2.302,23.13,0.007595,?,0.0288,0.008614,0.0271,0.003451,11.54,?,74.22,?,?,0.1486,0.07987,0.03203,0.2826,0.07552
13.11,15.56,87.21,?,?,0.1765,0.2071,0.09601,0.1925,?,0.3908,0.9238,2.41,34.66,0.007162,?,0.05473,0.01388,0.01547,0.007098,16.31,22.4,106.4,827.2,0.1862,0.4099,?,0.1986,0.3147,0.1405
?,?,?,?,0.1142,?,?,?,?,0.0652,0.306,1.657,?,20.62,0.00854,0.0231,0.02945,0.01398,0.01565,0.00384,13.14,?,85.51,521.7,0.1688,0.266,0.2873,0.1218,0.2806,0.09097
12.36,18.54,79.01,466.7,?,0.06815,0.02643,0.01921,0.1602,0.06066,0.1199,0.8944,?,9.227,0.003457,0.01047,?,0.005558,0.01251,?,13.29,?,?,?,0.1184,0.1963,0.1937,?,?,0.07185
22.27,?,152.8,1509.0,0.1326,0.2768,0.4264,0.1823,0.2556,?,1.215,?,10.05,170.0,0.006515,?,0.104,0.0248,0.03112,0.005037,?,28.01,206.8,?,0.1701,0.6997,0.9608,0.291,?,0.09789
11.34,21.26,72.48,396.5,?,0.06575,0.05133,0.01899,0.1487,?,0.2344,?,?,16.41,?,0.01557,0.02443,?,?,0.002477,13.01,29.15,?,518.1,0.1699,0.2196,0.312,0.08278,0.2829,0.08832
